Attributes,Close,High,Low,Open,Volume
Symbols,^SPX,^SPX,^SPX,^SPX,^SPX
Date,,,,,
2018-02-27,2744.28,2789.15,2744.22,2780.45,2080600000
2018-02-26,2779.6,2780.64,2753.78,2757.37,1902583333
2018-02-23,2747.3,2747.76,2713.74,2715.8,1771772222
2018-02-22,2703.96,2731.26,2697.77,2710.42,2056261111
2018-02-21,2701.33,2747.75,2701.29,2720.53,2099666667
2018-02-20,2716.26,2737.6,2706.76,2722.99,2015338889
2018-02-16,2732.22,2754.42,2725.11,2727.14,2020811111
2018-02-15,2731.2,2731.51,2689.82,2713.46,2047172222
2018-02-14,2698.63,2702.1,2648.87,2651.21,2224300000
2018-02-13,2662.94,2668.84,2637.08,2646.27,1929372222
2018-02-12,2656.0,2672.61,2622.45,2636.75,2253216667
2018-02-09,2619.55,2638.67,2532.69,2601.78,3155594444
2018-02-08,2581.0,2685.27,2580.56,2685.01,2947466667
2018-02-07,2681.66,2727.67,2681.33,2690.95,2570316667
2018-02-06,2695.14,2701.04,2593.07,2614.78,3273144444
2018-02-05,2648.94,2763.39,2638.17,2741.06,2935255556
2018-02-02,2762.13,2808.92,2759.97,2808.92,2389516667
2018-02-01,2821.98,2835.96,2812.7,2816.45,2188027778
2018-01-31,2823.81,2839.26,2813.04,2832.41,2367377778
2018-01-30,2822.43,2837.75,2818.27,2832.74,2217027778
2018-01-29,2853.53,2870.62,2851.48,2867.23,1985461111
2018-01-26,2872.87,2872.87,2846.18,2847.48,1912905556
2018-01-25,2839.25,2848.56,2830.94,2846.24,2130638889
2018-01-24,2837.54,2852.97,2824.81,2845.42,2230038889
2018-01-23,2839.13,2842.24,2830.59,2835.05,1955361111
2018-01-22,2832.97,2833.03,2808.12,2809.16,1928766667
2018-01-19,2810.3,2810.33,2798.08,2802.6,2021905556
2018-01-18,2798.03,2805.83,2792.56,2802.4,2045261111
2018-01-17,2802.56,2807.04,2778.38,2784.99,2098916667
2018-01-16,2776.42,2807.54,2768.64,2798.96,2403316667
2018-01-12,2786.24,2787.85,2769.64,2770.18,1985538889
2018-01-11,2767.56,2767.56,2752.78,2752.97,2022955556
2018-01-10,2748.23,2750.8,2736.06,2745.55,1986861111
2018-01-09,2751.29,2759.14,2747.86,2751.15,1918600000
2018-01-08,2747.71,2748.51,2737.6,2742.67,1801472222
2018-01-05,2743.15,2743.45,2727.92,2731.33,1798122222
2018-01-04,2723.99,2729.29,2719.07,2719.31,2052922222
2018-01-03,2713.06,2714.37,2697.77,2697.85,1965922222
2018-01-02,2695.81,2695.89,2682.36,2683.73,1870694444
2017-12-29,2673.61,2692.12,2673.61,2689.15,1357494444
2017-12-28,2687.54,2687.66,2682.69,2686.1,1196294444
2017-12-27,2682.62,2685.64,2678.91,2682.1,1223377778
2017-12-26,2680.5,2682.74,2677.96,2679.09,1093766667
2017-12-22,2683.34,2685.35,2678.13,2684.22,1333238889
2017-12-21,2684.57,2692.64,2682.4,2683.02,1818550000
2017-12-20,2679.25,2691.01,2676.11,2688.18,1800572222
2017-12-19,2681.47,2694.44,2680.74,2692.71,1871438889
2017-12-18,2690.16,2694.97,2685.92,2685.92,2069255556
2017-12-15,2675.81,2679.63,2659.14,2660.63,3179955556
2017-12-14,2652.01,2668.09,2652.01,2665.87,1905572222
2017-12-13,2662.85,2671.88,2662.85,2667.59,1967983333
2017-12-12,2664.11,2669.72,2659.78,2661.73,1975377778
2017-12-11,2659.99,2660.33,2651.47,2652.19,1717750000
2017-12-08,2651.5,2651.65,2644.1,2646.21,1725638889
2017-12-07,2636.98,2640.99,2626.53,2628.38,1829111111
2017-12-06,2629.27,2634.41,2624.75,2626.24,1793888889
2017-12-05,2629.57,2648.72,2627.73,2639.78,1966133333
2017-12-04,2639.44,2665.19,2639.03,2657.19,2235083333
2017-12-01,2642.22,2650.62,2605.52,2645.1,2190177778
2017-11-30,2647.58,2657.74,2633.93,2633.93,2743605556
2017-11-29,2626.07,2634.89,2620.32,2627.82,2265711111
2017-11-28,2627.04,2627.69,2605.44,2605.94,1938011111
2017-11-27,2601.42,2606.41,2598.87,2602.66,1670477778
2017-11-24,2602.42,2604.21,2600.42,2600.42,749877778
2017-11-22,2597.08,2600.94,2595.23,2600.31,1534972222
2017-11-21,2599.03,2601.19,2589.17,2589.17,1851511111
2017-11-20,2582.14,2584.64,2578.24,2579.49,1668633333
2017-11-17,2578.85,2583.96,2577.62,2582.94,1833422222
2017-11-16,2585.64,2590.09,2572.95,2572.95,1840394444
2017-11-15,2564.62,2572.84,2557.45,2569.45,1977161111
2017-11-14,2578.87,2579.66,2566.56,2577.75,2023200000
2017-11-13,2584.84,2587.66,2574.48,2576.53,1890516667
2017-11-10,2582.3,2583.81,2575.57,2580.18,1937172222
2017-11-09,2584.62,2586.5,2566.33,2584.0,2128672222
2017-11-08,2594.38,2595.47,2585.02,2588.71,2166311111
2017-11-07,2590.64,2597.02,2584.35,2592.11,2116472222
2017-11-06,2591.13,2593.38,2585.66,2587.47,1966155556
2017-11-03,2587.84,2588.42,2576.77,2581.93,1982061111
2017-11-02,2579.85,2581.11,2566.17,2579.46,2249038889
2017-11-01,2579.36,2588.4,2574.92,2583.21,2118433333
2017-10-31,2575.26,2578.29,2572.15,2575.99,2126238889
2017-10-30,2572.83,2580.03,2568.25,2577.75,2032705556
2017-10-27,2581.07,2582.98,2565.94,2570.26,2159505556
2017-10-26,2560.4,2567.07,2559.8,2560.08,2149472222
2017-10-25,2557.15,2567.4,2544.0,2566.52,2152505556
2017-10-24,2569.13,2572.18,2565.58,2568.66,1904072222
2017-10-23,2564.98,2578.29,2564.33,2578.08,1784283333
2017-10-20,2575.21,2575.44,2567.56,2567.56,1880361111
2017-10-19,2562.1,2562.36,2547.92,2553.39,1661505556
2017-10-18,2561.26,2564.11,2559.67,2562.87,1665605556
2017-10-17,2559.36,2559.71,2554.69,2557.17,1605216667
2017-10-16,2557.64,2559.47,2552.64,2555.57,1620011111
2017-10-13,2553.17,2557.65,2552.09,2555.66,1749688889
2017-10-12,2550.93,2555.33,2548.31,2552.88,1750838889
2017-10-11,2555.24,2555.24,2547.95,2550.62,1653383333
2017-10-10,2550.64,2555.23,2544.86,2549.99,1644722222
2017-10-09,2544.73,2551.82,2541.6,2551.39,1379983333
2017-10-06,2549.33,2549.41,2543.79,2547.44,1602538889
2017-10-05,2552.07,2552.51,2540.02,2540.86,1691733333
2017-10-04,2537.74,2540.53,2531.8,2533.48,1676177778
2017-10-03,2534.58,2535.13,2528.85,2530.34,1704916667
2017-10-02,2529.12,2529.23,2520.4,2521.2,1777627778
2017-09-29,2519.36,2519.44,2507.99,2509.96,1784400000
2017-09-28,2510.06,2510.81,2502.93,2503.41,1760344444
2017-09-27,2507.04,2511.75,2495.91,2503.3,1920016667
2017-09-26,2496.84,2503.51,2495.12,2501.04,1690616667
2017-09-25,2496.66,2502.54,2488.03,2499.39,1832161111
2017-09-22,2502.22,2503.47,2496.54,2497.26,1592200000
2017-09-21,2500.6,2507.16,2499.0,2507.16,1628255556
2017-09-20,2508.24,2508.85,2496.67,2506.84,1961116667
2017-09-19,2506.65,2507.84,2503.19,2506.29,1805055556
2017-09-18,2503.87,2508.32,2499.92,2502.51,1774611111
2017-09-15,2500.23,2500.23,2493.16,2495.67,2696205556
2017-09-14,2495.62,2498.43,2491.35,2494.56,1896922222
2017-09-13,2498.37,2498.37,2492.14,2493.89,1871138889
2017-09-12,2496.48,2496.77,2490.37,2491.94,1794955556
2017-09-11,2488.11,2488.95,2474.52,2474.52,1828755556
2017-09-08,2461.43,2467.11,2459.4,2462.25,1834716667
2017-09-07,2465.1,2468.62,2460.29,2468.06,1863294444
2017-09-06,2465.54,2469.64,2459.2,2463.83,1874672222
2017-09-05,2457.85,2471.97,2446.55,2470.35,1939033333
2017-09-01,2476.55,2480.38,2473.85,2474.42,1505961111
2017-08-31,2471.65,2475.01,2462.65,2462.65,1860061111
2017-08-30,2457.59,2460.31,2443.77,2446.06,1463144444
2017-08-29,2446.3,2449.19,2428.2,2431.94,1520877778
2017-08-28,2444.24,2449.12,2439.03,2447.35,1487611111
2017-08-25,2443.05,2453.96,2442.22,2444.72,1438211111
2017-08-24,2438.97,2450.39,2436.19,2447.91,1581438889
2017-08-23,2444.04,2448.91,2441.42,2444.88,1547383333
2017-08-22,2452.51,2454.77,2433.67,2433.75,1543050000
2017-08-21,2428.37,2430.58,2417.35,2425.5,1548972222
2017-08-18,2425.55,2440.27,2420.69,2427.64,1897600000
2017-08-17,2430.01,2465.02,2430.01,2462.95,1745900000
2017-08-16,2468.11,2474.93,2463.86,2468.63,1640916667
2017-08-15,2464.61,2468.9,2461.61,2468.66,1618388889
2017-08-14,2465.84,2468.22,2454.96,2454.96,1568083333
2017-08-11,2441.32,2448.09,2437.85,2441.04,1755516667
2017-08-10,2438.21,2465.38,2437.75,2465.38,2011705556
2017-08-09,2474.02,2474.41,2462.08,2465.35,1837811111
2017-08-08,2474.92,2490.87,2470.32,2478.35,1858133333
2017-08-07,2480.91,2480.95,2475.88,2477.14,1628766667
2017-08-04,2476.83,2480.0,2472.08,2476.88,1797300000
2017-08-03,2472.16,2476.03,2468.85,2476.03,2025011111
2017-08-02,2477.57,2480.38,2466.48,2480.38,1932544444
2017-08-01,2476.35,2478.51,2471.14,2477.1,1922700000
2017-07-31,2470.3,2477.96,2468.53,2475.94,1927338889
2017-07-28,2472.1,2473.53,2464.66,2469.12,1830427778
2017-07-27,2475.42,2484.04,2459.93,2482.76,2219733333
2017-07-26,2477.83,2481.69,2474.94,2479.97,1976122222
2017-07-25,2477.13,2481.24,2474.91,2477.88,2282255556
2017-07-24,2469.91,2473.1,2466.32,2472.04,1672355556
2017-07-21,2472.54,2472.54,2465.06,2467.4,1699761111
2017-07-20,2473.45,2477.62,2468.43,2475.56,1768211111
2017-07-19,2473.83,2473.83,2463.85,2463.85,1699866667
2017-07-18,2460.61,2460.92,2450.34,2455.88,1645627778
2017-07-17,2459.14,2462.82,2457.16,2459.5,1551761111
2017-07-14,2459.27,2463.54,2446.69,2449.16,1520355556
2017-07-13,2447.83,2449.32,2441.69,2444.99,1704261111
2017-07-12,2443.25,2445.76,2435.75,2435.75,1762011111
2017-07-11,2425.53,2429.3,2412.79,2427.35,1725972222
2017-07-10,2427.43,2432.0,2422.27,2424.51,1666183333
2017-07-07,2425.18,2426.92,2413.52,2413.52,1611850000
2017-07-06,2409.75,2424.28,2407.7,2423.44,1869177778
2017-07-05,2432.54,2434.9,2422.05,2430.78,1870677778
2017-07-03,2429.01,2439.17,2428.69,2431.39,1090161111
2017-06-30,2423.41,2432.71,2421.65,2429.2,1867550000
2017-06-29,2419.7,2442.73,2405.7,2442.38,2166822222
2017-06-28,2440.69,2442.97,2428.02,2428.7,1944888889
2017-06-27,2419.38,2440.15,2419.38,2436.34,1979950000
2017-06-26,2439.07,2450.42,2437.03,2443.32,1799427778
2017-06-23,2438.3,2441.4,2431.11,2434.65,2932405556
2017-06-22,2434.5,2441.62,2433.27,2437.4,1926783333
2017-06-21,2435.61,2442.23,2430.74,2439.31,1997122222
2017-06-20,2437.03,2450.66,2436.6,2450.66,1898061111
2017-06-19,2453.46,2453.82,2441.79,2442.55,1813722222
2017-06-16,2433.15,2433.15,2422.88,2431.24,2935955556
2017-06-15,2432.46,2433.95,2418.53,2424.14,1862805556
2017-06-14,2437.92,2443.75,2428.34,2443.75,1975327778
2017-06-13,2440.35,2441.49,2431.28,2434.15,1819722222
2017-06-12,2429.39,2430.38,2419.97,2425.88,2237638889
2017-06-09,2431.77,2446.2,2415.7,2436.39,2237411111
2017-06-08,2433.79,2439.27,2427.94,2434.27,2071588889
2017-06-07,2433.14,2435.28,2424.75,2432.03,1984611111
2017-06-06,2429.33,2436.21,2428.12,2431.92,1865466667
2017-06-05,2436.1,2439.55,2434.32,2437.83,1618111111
2017-06-02,2439.07,2440.23,2427.71,2431.28,1923155556
2017-06-01,2430.06,2430.06,2413.54,2415.65,2142855556
2017-05-31,2411.8,2415.99,2403.59,2415.63,2508950000
2017-05-30,2412.91,2415.26,2409.43,2411.67,1779533333
2017-05-26,2415.82,2416.68,2412.2,2414.5,1558355556
2017-05-25,2415.07,2418.71,2408.01,2409.54,1964105556
2017-05-24,2404.39,2405.58,2397.99,2401.41,1883277778
2017-05-23,2398.42,2400.85,2393.88,2397.04,1785316667
2017-05-22,2394.02,2395.46,2386.92,2387.21,1762683333
2017-05-19,2381.73,2389.06,2370.43,2371.37,2125088889
2017-05-18,2365.72,2375.74,2352.72,2354.69,2399677778
2017-05-17,2357.03,2384.87,2356.21,2382.95,2312777778
2017-05-16,2400.67,2405.77,2396.05,2404.55,1900438889
2017-05-15,2402.32,2404.05,2393.94,2393.98,1929777778
2017-05-12,2390.9,2392.44,2387.19,2392.44,1836461111
2017-05-11,2394.44,2395.72,2381.74,2394.84,2070788889
2017-05-10,2399.63,2399.74,2392.79,2396.79,2024183333
2017-05-09,2396.92,2403.87,2392.44,2401.58,2029772222
2017-05-08,2399.38,2401.36,2393.92,2399.94,1905244444
2017-05-05,2399.29,2399.29,2389.38,2392.37,1966744444
2017-05-04,2389.52,2391.43,2380.35,2389.79,2423633333
2017-05-03,2388.13,2389.82,2379.75,2386.5,2163327778
2017-05-02,2391.17,2392.93,2385.82,2391.05,2118711111
2017-05-01,2388.33,2394.49,2384.83,2388.5,1777355556
2017-04-28,2384.2,2393.68,2382.36,2393.68,2065705556
2017-04-27,2388.77,2392.1,2382.68,2389.7,2276922222
2017-04-26,2387.45,2398.16,2386.78,2388.98,2281066667
2017-04-25,2388.61,2392.48,2381.15,2381.51,2219577778
2017-04-24,2374.15,2376.98,2369.19,2370.33,2050361111
2017-04-21,2348.69,2356.18,2344.51,2354.74,1946311111
2017-04-20,2355.84,2361.37,2340.91,2342.69,2026344444
2017-04-19,2338.17,2352.63,2335.05,2346.79,1955500000
2017-04-18,2342.19,2348.35,2334.54,2342.53,1816577778
2017-04-17,2349.01,2349.14,2332.51,2332.62,1569283333
2017-04-13,2328.95,2348.26,2328.95,2341.98,1746605556
2017-04-12,2344.93,2352.72,2341.18,2352.15,1776083333
2017-04-11,2353.78,2355.22,2337.25,2353.92,1731900000
2017-04-10,2357.16,2366.37,2351.5,2357.16,1547450000
2017-04-07,2355.54,2363.76,2350.74,2356.59,1696194444
2017-04-06,2357.49,2364.16,2348.9,2353.79,1778844444
2017-04-05,2352.95,2378.36,2350.52,2366.59,2094733333
2017-04-04,2360.16,2360.53,2350.72,2354.76,1781244444
2017-04-03,2358.84,2365.87,2344.73,2362.34,1898000000
2017-03-31,2362.72,2370.35,2362.6,2364.82,1863394444
2017-03-30,2368.06,2370.42,2358.58,2361.31,1754677778
2017-03-29,2361.13,2363.36,2352.94,2356.54,1726077778
2017-03-28,2358.57,2363.78,2337.63,2339.79,1870988889
2017-03-27,2341.59,2344.9,2322.25,2329.11,1800127778
2017-03-24,2343.98,2356.22,2335.74,2350.42,1652850000
2017-03-23,2345.96,2358.92,2342.13,2345.97,1811444444
2017-03-22,2348.45,2351.81,2336.45,2343.0,1984850000
2017-03-21,2344.02,2381.93,2341.9,2379.32,2369772222
2017-03-20,2373.47,2379.55,2369.66,2378.24,1697183333
2017-03-17,2378.25,2385.71,2377.64,2383.71,2876688889
2017-03-16,2381.38,2388.1,2377.18,2387.71,1869811111
2017-03-15,2385.26,2390.01,2368.94,2370.34,2170466667
2017-03-14,2365.45,2368.55,2358.18,2368.55,1762572222
2017-03-13,2373.47,2374.42,2368.52,2371.56,1741055556
2017-03-10,2372.6,2376.86,2363.04,2372.52,1907194444
2017-03-09,2364.87,2369.08,2354.54,2363.49,2064633333
2017-03-08,2362.98,2373.09,2361.01,2369.81,2117833333
2017-03-07,2368.39,2375.12,2365.51,2370.74,1954661111
2017-03-06,2375.31,2378.8,2367.98,2375.23,1795944444
2017-03-03,2383.12,2383.89,2375.39,2380.92,1975144444
2017-03-02,2381.92,2394.75,2380.17,2394.75,2122955556
2017-03-01,2395.96,2400.98,2380.13,2380.13,2413988889
2017-02-28,2363.64,2367.79,2358.96,2366.08,2338966667
2017-02-27,2369.75,2371.54,2361.87,2365.23,1990338889
2017-02-24,2367.34,2367.34,2352.87,2355.73,2128650000
2017-02-23,2363.81,2368.26,2355.09,2367.5,2230700000
2017-02-22,2362.82,2365.13,2358.34,2361.11,1927038889
2017-02-21,2365.38,2366.71,2354.91,2354.91,1988766667
2017-02-17,2351.16,2351.16,2339.58,2343.01,1951700000
2017-02-16,2347.22,2351.31,2338.87,2349.64,2040205556
2017-02-15,2349.25,2351.3,2334.81,2335.58,2097550000
2017-02-14,2337.58,2337.58,2322.17,2326.12,1956061111
2017-02-13,2328.25,2331.58,2321.42,2321.72,1860961111
2017-02-10,2316.1,2319.23,2311.1,2312.27,1930566667
2017-02-09,2307.87,2311.08,2296.61,2296.7,2043300000
2017-02-08,2294.67,2295.91,2285.38,2289.55,2005411111
2017-02-07,2293.08,2299.4,2290.16,2295.87,1915938889
2017-02-06,2292.56,2296.18,2288.57,2294.28,1727250000
2017-02-03,2297.42,2298.31,2287.88,2288.54,1998872222
2017-02-02,2280.85,2283.97,2271.65,2276.69,2115394444
2017-02-01,2279.55,2289.14,2272.44,2285.59,2175894444
2017-01-31,2278.87,2279.09,2267.21,2274.02,2270805556
2017-01-30,2280.9,2286.01,2268.04,2286.01,1995150000
2017-01-27,2294.69,2299.02,2291.62,2299.02,1742161111
2017-01-26,2296.68,2300.99,2294.08,2298.63,2005755556
2017-01-25,2298.37,2299.55,2288.88,2288.88,2136677778
2017-01-24,2280.07,2284.63,2266.68,2267.88,2117200000
2017-01-23,2265.2,2271.78,2257.02,2267.78,1751505556
2017-01-20,2271.31,2276.96,2265.01,2269.96,1958316667
2017-01-19,2263.69,2274.33,2258.41,2271.9,1758872222
2017-01-18,2271.89,2272.01,2263.35,2269.14,1841805556
2017-01-17,2267.89,2272.08,2262.81,2269.14,1991661111
2017-01-13,2274.64,2278.68,2271.51,2272.74,1711816667
2017-01-12,2270.44,2271.78,2254.25,2271.14,1923405556
2017-01-11,2275.32,2275.32,2260.83,2268.6,2011338889
2017-01-10,2268.9,2279.27,2265.27,2269.72,2021550000
2017-01-09,2268.9,2275.49,2268.9,2273.59,1787561111
2017-01-06,2276.98,2282.1,2264.06,2271.14,1855494444
2017-01-05,2269.0,2271.5,2260.45,2268.18,2089900000
2017-01-04,2270.75,2272.82,2261.6,2261.6,2091605556
2017-01-03,2257.83,2263.88,2245.13,2251.57,2094738889
2016-12-30,2238.83,2253.58,2233.62,2251.61,1483833333
2016-12-29,2249.26,2254.51,2244.56,2249.5,1297983333
2016-12-28,2249.92,2271.31,2249.11,2270.23,1329088889
2016-12-27,2268.88,2273.82,2266.15,2266.23,1103933333
2016-12-23,2263.79,2263.79,2258.84,2260.25,1122527778
2016-12-22,2260.96,2263.18,2256.08,2262.93,1597955556
2016-12-21,2265.18,2271.23,2265.15,2270.54,1584572222
2016-12-20,2270.76,2272.56,2266.14,2266.5,1832655556
2016-12-19,2262.53,2267.47,2258.21,2259.24,1804650000
2016-12-16,2258.07,2268.05,2254.24,2266.81,3289077778
2016-12-15,2262.03,2272.12,2253.77,2253.77,2315666667
2016-12-14,2253.28,2276.2,2248.44,2268.35,2448316667
2016-12-13,2271.72,2277.53,2263.32,2263.32,2143105556
2016-12-12,2256.96,2264.03,2252.37,2258.83,2241394444
2016-12-09,2259.53,2259.8,2249.23,2249.73,2158044444
2016-12-08,2246.19,2251.69,2237.57,2241.13,2333655556
2016-12-07,2241.35,2241.63,2208.93,2210.72,2501011111
2016-12-06,2212.23,2212.78,2202.21,2207.26,2141844444
2016-12-05,2204.71,2209.42,2199.97,2200.65,2164016667
2016-12-02,2191.95,2197.95,2188.37,2191.12,2099722222
2016-12-01,2191.08,2202.6,2187.44,2200.17,2813188889
2016-11-30,2198.81,2214.1,2198.81,2204.97,3074433333
2016-11-29,2204.66,2210.46,2198.15,2200.76,2059200000
2016-11-28,2201.72,2211.14,2200.36,2210.21,1947583333
2016-11-25,2213.35,2213.35,2206.27,2206.27,880333333
2016-11-23,2204.72,2204.72,2194.51,2198.55,1899244444
2016-11-22,2202.94,2204.8,2194.51,2201.56,2198855556
2016-11-21,2198.18,2198.7,2186.43,2186.43,2003894444
2016-11-18,2181.9,2189.89,2180.38,2186.85,1984666667
2016-11-17,2187.12,2188.06,2176.65,2178.61,2116200000
2016-11-16,2176.94,2179.22,2172.2,2177.53,2128105556
2016-11-15,2180.39,2180.84,2166.38,2168.29,2524366667
2016-11-14,2164.2,2171.36,2156.08,2165.64,2981777778
2016-11-11,2164.45,2165.92,2152.49,2162.71,2771138889
2016-11-10,2167.48,2182.3,2151.17,2167.49,3584244444
2016-11-09,2163.26,2170.1,2125.35,2131.56,3480083333
2016-11-08,2139.56,2146.87,2123.56,2129.92,2176072222
2016-11-07,2131.52,2132.0,2100.59,2100.59,2075588889
2016-11-04,2085.18,2099.07,2083.79,2083.79,2132144444
2016-11-03,2088.66,2102.56,2085.23,2098.8,2159300000
2016-11-02,2097.94,2111.76,2094.0,2109.43,2360322222
2016-11-01,2111.72,2131.45,2097.85,2128.68,2517866667
2016-10-31,2126.15,2133.25,2125.53,2129.78,2179111111
2016-10-28,2126.41,2140.72,2119.36,2132.23,2233061111
2016-10-27,2133.04,2147.13,2132.52,2144.06,2336016667
2016-10-26,2139.43,2145.73,2131.59,2136.97,2097333333
2016-10-25,2143.16,2151.44,2141.93,2149.72,2084077778
2016-10-24,2151.33,2154.79,2146.91,2148.5,1865177778
2016-10-21,2141.16,2142.63,2130.09,2139.43,1916027778
2016-10-20,2141.34,2147.18,2133.44,2142.51,1853983333
2016-10-19,2144.29,2148.44,2138.15,2140.81,1868150000
2016-10-18,2139.6,2144.38,2135.49,2138.31,1761111111
2016-10-17,2126.5,2135.61,2124.43,2132.95,1572438889
2016-10-14,2132.98,2149.19,2132.98,2139.68,1793416667
2016-10-13,2132.55,2138.19,2114.72,2130.26,1989138889
2016-10-12,2139.18,2145.36,2132.77,2137.67,1653944444
2016-10-11,2136.73,2161.56,2128.84,2161.35,1910150000
2016-10-10,2163.66,2169.6,2160.39,2160.39,1620305556
2016-10-07,2153.74,2165.86,2144.85,2164.19,2011050000
2016-10-06,2160.77,2162.93,2150.28,2158.22,1923083333
2016-10-05,2159.73,2163.95,2155.15,2155.15,2170305556
2016-10-04,2150.49,2165.46,2144.01,2163.37,2083827778
2016-10-03,2161.2,2164.41,2154.77,2164.33,1743083333
2016-09-30,2168.27,2175.3,2156.51,2156.51,2318522222
2016-09-29,2151.13,2172.67,2145.2,2168.9,2360677778
2016-09-28,2171.37,2172.4,2151.79,2161.85,2161922222
2016-09-27,2159.93,2161.13,2141.55,2146.04,1909872222
2016-09-26,2146.1,2158.54,2145.04,2158.54,1786761111
2016-09-23,2164.69,2173.75,2163.97,2173.29,1842883333
2016-09-22,2177.18,2179.99,2170.94,2170.94,1973794444
2016-09-21,2163.12,2165.11,2139.57,2144.58,2062272222
2016-09-20,2139.76,2150.8,2139.17,2145.94,1744850000
2016-09-19,2139.12,2153.61,2135.91,2143.99,1757222222
2016-09-16,2139.16,2146.48,2131.2,2146.48,2785755556
2016-09-15,2147.26,2151.31,2122.36,2125.36,1874288889
2016-09-14,2125.77,2141.33,2119.9,2127.86,2035611111
2016-09-13,2127.02,2150.47,2120.27,2150.47,2300927778
2016-09-12,2159.04,2163.3,2119.12,2120.86,2228044444
2016-09-09,2127.81,2169.08,2127.81,2169.08,2352200000
2016-09-08,2181.3,2184.94,2177.49,2182.76,2071022222
2016-09-07,2186.16,2187.87,2179.07,2185.17,1844122222
2016-09-06,2186.48,2186.57,2175.1,2181.61,1915361111
2016-09-02,2179.98,2184.87,2173.59,2177.49,1717288889
2016-09-01,2170.86,2173.56,2157.09,2171.33,1884511111
2016-08-31,2170.95,2173.79,2161.35,2173.56,2092438889
2016-08-30,2176.12,2182.27,2170.41,2179.45,1670444444
2016-08-29,2180.38,2183.48,2170.19,2170.19,1474877778
2016-08-26,2169.04,2187.94,2160.39,2175.1,1856855556
2016-08-25,2172.47,2179.0,2169.74,2173.29,1649616667
2016-08-24,2175.44,2186.66,2171.25,2185.09,1749044444
2016-08-23,2186.9,2193.42,2186.8,2187.81,1689716667
2016-08-22,2182.64,2185.15,2175.96,2181.58,1543083333
2016-08-19,2183.87,2185.0,2175.13,2184.24,1713777778
2016-08-18,2187.02,2187.03,2180.46,2181.9,1833650000
2016-08-17,2182.22,2183.08,2168.5,2177.84,1882727778
2016-08-16,2178.15,2186.24,2178.14,2186.24,1775777778
2016-08-15,2190.15,2193.81,2186.08,2186.08,1710294444
2016-08-12,2184.05,2186.28,2179.42,2183.74,1667033333
2016-08-11,2185.79,2188.45,2177.97,2177.97,1901755556
2016-08-10,2175.49,2183.41,2172.0,2182.81,1808305556
2016-08-09,2181.74,2187.66,2178.61,2182.24,1852388889
2016-08-08,2180.89,2185.44,2177.85,2183.76,1848638889
2016-08-05,2182.87,2182.87,2168.79,2168.79,2035038889
2016-08-04,2164.25,2168.19,2159.07,2163.51,2060666667
2016-08-03,2163.79,2163.79,2152.56,2156.81,2103627778
2016-08-02,2157.03,2170.2,2147.58,2169.94,2138194444
2016-08-01,2170.84,2178.29,2166.21,2173.15,1947772222
2016-07-29,2173.6,2177.09,2163.49,2168.83,2243800000
2016-07-28,2170.06,2172.85,2159.74,2166.05,2035688889
2016-07-27,2166.58,2174.98,2159.07,2169.81,2219722222
2016-07-26,2169.18,2173.54,2160.18,2168.97,1912416667
2016-07-25,2168.48,2173.71,2161.95,2173.71,1698466667
2016-07-22,2175.03,2175.11,2163.24,2166.47,1679600000
2016-07-21,2165.17,2174.56,2159.75,2172.91,1910500000
2016-07-20,2173.02,2175.63,2164.89,2166.1,1784366667
2016-07-19,2163.78,2164.63,2159.01,2163.79,1649077778
2016-07-18,2166.89,2168.35,2159.63,2162.04,1671838889
2016-07-15,2161.74,2169.05,2155.79,2165.13,1734777778
2016-07-14,2163.75,2168.99,2157.88,2157.88,1925338889
2016-07-13,2152.43,2156.45,2146.21,2153.81,1945733333
2016-07-12,2152.14,2155.4,2139.5,2139.5,2276566667
2016-07-11,2137.16,2143.16,2131.72,2131.72,1807411111
2016-07-08,2129.9,2131.71,2106.97,2106.97,2004166667
2016-07-07,2097.9,2109.08,2089.39,2100.42,2002527778
2016-07-06,2099.73,2100.72,2074.02,2084.43,2171877778
2016-07-05,2088.55,2095.05,2080.86,2095.05,2032433333
2016-07-01,2102.95,2108.71,2097.9,2099.34,1921605556
2016-06-30,2098.86,2098.94,2070.0,2073.17,2568233333
2016-06-29,2070.77,2073.13,2042.69,2042.69,2356522222
2016-06-28,2036.09,2036.09,2006.67,2006.67,2436561111
2016-06-27,2000.54,2031.45,1991.68,2031.45,3017344444
2016-06-24,2037.41,2103.81,2032.57,2103.81,4220805556
2016-06-23,2113.32,2113.32,2092.8,2092.8,1832188889
2016-06-22,2085.45,2099.71,2084.36,2089.75,1760088889
2016-06-21,2088.9,2093.66,2083.02,2085.19,1796044444
2016-06-20,2083.25,2100.66,2075.58,2075.58,1926355556
2016-06-17,2071.22,2078.2,2062.84,2078.2,2751461111
2016-06-16,2077.99,2079.62,2050.37,2066.36,2015711111
2016-06-15,2071.5,2085.65,2069.8,2077.6,1969288889
2016-06-14,2075.32,2081.3,2064.1,2076.65,2088761111
2016-06-13,2079.06,2098.12,2078.46,2091.75,1884461111
2016-06-10,2096.07,2109.57,2089.96,2109.57,1952783333
2016-06-09,2115.48,2117.64,2107.73,2115.65,1827955556
2016-06-08,2119.12,2120.55,2112.71,2112.71,1978922222
2016-06-07,2112.13,2119.22,2110.18,2110.18,1963738889
