Attributes,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,^SPX,^DJI,^NDX,^SPX,^DJI,^NDX,^SPX,^DJI,^NDX,^SPX,^DJI,^NDX,^SPX,^DJI,^NDX
Date,,,,,,,,,,,,,,,
2014-07-08,1963.71,16906.62,3864.07,1976.39,17024.21,3906.22,1959.46,16875.48,3848.21,1976.39,17024.21,3903.16,1834683333,75242666,383072414
2014-07-07,1977.65,17024.21,3910.71,1984.22,17068.26,3923.86,1974.88,16992.55,3904.69,1984.22,17068.26,3918.24,1489588889,61487010,291618966
2014-07-03,1985.44,17068.26,3923.01,1985.59,17074.65,3923.01,1975.88,16975.14,3901.35,1975.88,16976.24,3910.98,1110050000,66797645,172712069
2014-07-02,1974.62,16976.24,3899.27,1976.67,16986.5,3904.35,1972.58,16950.19,3890.78,1973.06,16956.07,3895.19,1584155556,57844771,275772414
2014-07-01,1973.32,16956.07,3894.33,1978.58,16998.69,3902.93,1962.29,16822.88,3864.08,1962.29,16826.6,3864.14,1771244444,74046373,334922414
2014-06-30,1960.23,16826.6,3849.48,1964.24,16870.95,3860.65,1958.22,16802.11,3841.77,1960.79,16843.21,3844.45,1687416667,90355286,318639655
2014-06-27,1960.96,16843.21,3844.44,1961.47,16852.36,3844.89,1952.18,16773.84,3823.22,1956.56,16846.13,3825.02,2383661111,137590913,683608621
2014-06-26,1957.22,16846.13,3826.91,1959.89,16872.49,3827.4,1944.69,16746.47,3798.8,1959.89,16867.51,3826.58,1543800000,63659745,267943103
2014-06-25,1959.53,16867.51,3827.33,1960.83,16883.54,3831.85,1947.49,16799.63,3792.49,1949.27,16818.13,3796.96,1725950000,73915575,297037931
2014-06-24,1949.98,16818.13,3799.53,1968.17,16969.36,3837.09,1948.34,16805.45,3791.12,1961.97,16937.26,3807.0,1716500000,80218623,347362069
2014-06-23,1962.61,16937.26,3805.31,1963.74,16954.02,3806.18,1958.89,16896.51,3794.91,1962.92,16947.08,3802.14,1509794444,63649731,295332759
2014-06-20,1962.87,16947.08,3802.64,1963.91,16977.85,3807.92,1959.17,16914.84,3794.58,1960.45,16921.46,3803.1,2409022222,247265027,469203448
2014-06-19,1959.48,16921.46,3800.8,1959.87,16923.11,3811.24,1952.26,16858.91,3783.3,1957.5,16906.62,3808.27,1640083333,80222967,318182759
2014-06-18,1956.98,16906.62,3804.61,1957.74,16910.35,3807.47,1939.29,16755.49,3764.71,1942.73,16808.49,3785.77,1702900000,73723031,320803448
2014-06-17,1941.99,16808.49,3781.32,1943.69,16823.43,3790.78,1933.55,16733.23,3769.94,1937.15,16781.01,3776.08,1650700000,63525408,312820690
2014-06-16,1937.78,16781.01,3779.93,1941.15,16802.08,3789.89,1930.91,16722.89,3761.45,1934.84,16738.72,3768.42,1625627778,77906337,288813793
2014-06-13,1936.16,16738.72,3775.56,1937.3,16787.67,3784.83,1927.69,16718.74,3759.95,1930.8,16734.19,3782.84,1443461111,95218181,302510345
2014-06-12,1930.11,16734.19,3763.8,1943.35,16843.88,3794.97,1925.78,16703.95,3751.75,1943.35,16843.88,3790.59,1689155556,72553681,328998276
2014-06-11,1943.89,16843.88,3797.85,1949.37,16945.92,3803.93,1940.08,16821.85,3783.61,1949.37,16945.92,3789.41,1505900000,61851364,306631034
2014-06-10,1950.79,16945.92,3800.86,1950.86,16946.34,3802.43,1944.64,16897.44,3786.76,1950.34,16943.1,3790.88,1501311111,64569359,308124138
2014-06-09,1951.27,16943.1,3795.74,1955.55,16970.14,3803.98,1947.16,16908.13,3783.97,1948.97,16908.13,3795.57,1562322222,67121925,307424138
2014-06-06,1949.44,16908.13,3794.57,1949.44,16922.42,3795.07,1942.41,16835.21,3782.12,1942.41,16836.11,3792.41,1591277778,80531888,278732759
2014-06-05,1940.46,16836.11,3776.95,1941.74,16845.81,3781.99,1922.93,16709.95,3735.96,1928.52,16737.53,3748.33,1729594444,70450679,332198276
2014-06-04,1927.88,16737.53,3743.59,1928.63,16742.91,3749.99,1918.6,16674.23,3715.36,1923.06,16722.34,3720.02,1552177778,65568152,277601724
2014-06-03,1924.24,16722.34,3730.07,1925.07,16743.63,3735.96,1918.79,16690.27,3715.46,1923.07,16743.63,3719.17,1592877778,67824779,296317241
2014-06-02,1924.97,16743.63,3732.96,1925.88,16756.64,3740.5,1915.98,16682.64,3708.1,1923.87,16705.45,3740.16,1393900000,57552977,281260345
2014-05-30,1923.57,16705.45,3736.82,1924.03,16705.45,3741.57,1916.64,16648.85,3716.32,1920.33,16698.74,3738.71,1813050000,105246980,328217241
2014-05-29,1920.03,16698.74,3735.72,1920.03,16698.74,3735.72,1909.82,16620.56,3717.74,1910.6,16633.18,3723.58,1505027778,55497811,295517241
2014-05-28,1909.78,16633.18,3712.26,1914.46,16675.5,3726.72,1907.3,16620.41,3708.68,1911.77,16675.5,3720.74,1653583333,62474068,307782759
2014-05-27,1911.91,16675.5,3723.06,1912.28,16688.63,3723.06,1902.01,16606.27,3691.22,1902.01,16606.27,3693.18,1617233333,80875670,312470690
2014-05-23,1900.53,16606.27,3677.33,1901.26,16613.07,3678.16,1893.32,16544.49,3646.26,1893.32,16544.49,3656.07,1331266667,61338769,264932759
2014-05-22,1892.49,16543.08,3650.86,1896.33,16565.39,3660.55,1885.39,16489.68,3634.09,1888.19,16533.06,3639.54,1533222222,59248581,316518966
2014-05-21,1888.03,16533.06,3635.61,1888.8,16544.37,3636.45,1873.34,16374.31,3605.6,1873.34,16374.31,3605.79,1542855556,76721945,293706897
2014-05-20,1872.83,16374.31,3600.31,1884.88,16511.86,3624.58,1868.14,16341.43,3585.88,1884.88,16511.86,3612.56,1670944444,75140312,309984483
2014-05-19,1885.08,16511.86,3615.62,1886.0,16526.26,3618.93,1872.42,16442.25,3572.28,1876.66,16484.09,3577.85,1480138889,82180931,276103448
2014-05-16,1877.86,16484.09,3587.2,1878.28,16498.99,3590.39,1864.82,16414.32,3545.63,1871.19,16446.81,3567.52,1763138889,119298940,300184483
2014-05-15,1870.85,16446.81,3565.17,1888.16,16623.03,3598.2,1862.36,16397.71,3542.63,1888.16,16613.97,3594.59,1973688889,106586195,359143103
2014-05-14,1888.53,16613.97,3593.25,1897.13,16717.56,3614.62,1885.77,16595.03,3585.69,1897.13,16715.44,3603.58,1567811111,71967339,304212069
2014-05-13,1897.45,16715.44,3611.13,1902.17,16735.35,3625.71,1896.06,16693.35,3605.81,1896.75,16695.47,3614.91,1619822222,71330644,331634483
2014-05-12,1896.65,16695.47,3612.73,1897.13,16704.84,3613.36,1880.03,16582.63,3572.71,1880.03,16586.01,3574.46,1669855556,71556214,324141379
2014-05-09,1878.48,16586.01,3555.7,1878.57,16588.52,3556.35,1867.02,16498.77,3516.7,1875.27,16550.97,3537.68,1680566667,74977620,340717241
2014-05-08,1875.63,16550.97,3540.42,1889.07,16622.95,3583.55,1870.05,16502.01,3525.24,1877.39,16518.54,3533.26,1885233333,75619442,415851724
2014-05-07,1878.21,16518.54,3546.47,1878.83,16522.94,3567.37,1859.79,16357.35,3506.8,1868.53,16401.02,3561.22,2018305556,93871043,428625862
2014-05-06,1867.72,16401.02,3556.51,1883.69,16530.55,3599.62,1867.72,16399.99,3556.12,1883.69,16530.55,3598.63,1848477778,74338101,319070690
2014-05-05,1884.66,16530.55,3605.09,1885.51,16547.86,3605.26,1866.77,16377.09,3556.5,1879.45,16509.1,3566.35,1518738889,70321725,269167241
2014-05-02,1881.14,16509.1,3587.64,1891.33,16619.93,3611.56,1878.5,16488.31,3578.6,1885.3,16558.87,3608.84,1755311111,78918031,318067241
2014-05-01,1883.68,16558.87,3594.36,1888.59,16604.73,3613.03,1878.04,16525.58,3580.15,1884.39,16580.84,3589.66,1898188889,75628795,358110345
2014-04-30,1883.95,16580.84,3582.02,1885.2,16592.18,3585.47,1872.69,16511.38,3548.17,1877.1,16535.37,3555.36,2099572222,92975099,370931034
2014-04-29,1878.33,16535.37,3573.99,1880.6,16559.39,3578.96,1870.78,16448.74,3538.25,1870.78,16448.74,3557.07,2026566667,71241238,329524138
2014-04-28,1869.43,16448.74,3545.02,1877.01,16500.36,3570.06,1850.61,16312.66,3489.6,1865.0,16371.9,3546.76,2241488889,105504694,404882759
2014-04-25,1863.4,16371.9,3533.1,1877.72,16501.65,3573.88,1859.7,16333.82,3525.62,1877.72,16501.65,3569.94,1785011111,90629833,359851724
2014-04-24,1878.61,16501.65,3591.03,1884.06,16541.26,3613.04,1870.24,16452.3,3552.98,1881.97,16501.65,3609.82,1773238889,80340538,367391379
2014-04-23,1875.39,16501.65,3557.04,1879.75,16525.67,3587.85,1873.91,16477.35,3555.27,1879.32,16514.37,3587.73,1714288889,76822841,309441379
2014-04-22,1879.55,16514.37,3588.8,1884.89,16565.71,3596.89,1872.57,16445.59,3567.07,1872.57,16449.25,3571.0,1786355556,84836736,323436207
2014-04-21,1871.89,16449.25,3559.95,1871.89,16459.46,3559.95,1863.18,16402.92,3525.64,1865.79,16408.54,3543.65,1468055556,79496833,266282759
2014-04-17,1864.85,16408.54,3534.53,1869.63,16460.49,3551.01,1856.72,16368.14,3511.33,1861.73,16424.14,3526.57,1856350000,136118798,337020690
2014-04-16,1862.31,16424.85,3533.09,1862.31,16424.85,3533.09,1846.01,16262.56,3489.46,1846.01,16262.56,3517.5,1752822222,94648506,321225862
2014-04-15,1842.98,16262.56,3487.85,1844.02,16272.26,3505.65,1816.29,16064.55,3414.18,1831.45,16173.24,3484.33,2075800000,97845035,416053448
2014-04-14,1830.61,16173.24,3474.63,1834.19,16184.76,3493.15,1815.8,16030.67,3443.26,1818.18,16052.12,3479.93,1728633333,90017169,325944828
2014-04-11,1815.69,16052.12,3446.84,1835.07,16170.22,3502.33,1814.36,16015.32,3440.61,1830.65,16170.22,3453.39,2079700000,119598160,390427586
2014-04-10,1833.08,16170.22,3487.76,1872.53,16455.29,3599.2,1830.87,16153.59,3479.21,1872.28,16437.18,3597.54,2088211111,112559553,417450000
2014-04-09,1872.18,16437.18,3600.44,1872.43,16438.82,3601.97,1852.38,16256.14,3544.29,1852.64,16256.14,3552.33,1838138889,91547700,337510345
2014-04-08,1851.96,16256.14,3538.23,1854.95,16296.86,3543.95,1837.49,16180.68,3499.02,1845.48,16245.87,3511.65,2067472222,98516515,379120690
2014-04-07,1845.04,16245.87,3507.75,1864.04,16421.25,3551.18,1841.48,16244.39,3482.8,1863.92,16420.81,3522.25,2111966667,116637706,440462069
2014-04-04,1865.09,16420.81,3539.38,1897.28,16631.47,3663.67,1863.26,16392.95,3532.28,1890.25,16572.55,3659.64,1990972222,104443297,451943103
2014-04-03,1888.77,16572.55,3637.58,1893.8,16604.15,3675.65,1882.65,16527.61,3617.42,1891.43,16573.0,3669.72,1697555556,77219108,356443103
2014-04-02,1890.9,16573.0,3665.99,1893.17,16588.19,3676.29,1883.79,16506.76,3649.79,1886.61,16532.61,3670.33,1739811111,78119552,377086207
2014-04-01,1885.52,16532.61,3658.4,1885.84,16565.39,3659.0,1873.96,16457.6,3614.35,1873.96,16457.66,3615.76,1853438889,88010474,371229310
2014-03-31,1872.34,16457.66,3595.74,1875.18,16480.85,3617.69,1859.16,16323.06,3593.75,1859.16,16323.06,3598.59,1819055556,104470259,360491379
2014-03-28,1857.62,16323.06,3571.49,1866.63,16414.86,3609.06,1850.07,16264.23,3560.58,1850.07,16264.23,3576.59,1641955556,86379710,349972414
2014-03-27,1849.04,16264.23,3563.13,1855.55,16300.94,3594.07,1842.11,16192.82,3543.07,1852.11,16268.99,3578.53,2074127778,93640976,391491379
2014-03-26,1852.56,16268.99,3582.89,1875.92,16466.04,3654.53,1852.56,16268.99,3582.84,1867.09,16370.71,3646.93,1933805556,92765592,423355172
2014-03-25,1865.62,16367.88,3629.73,1871.87,16407.18,3659.59,1855.96,16279.2,3600.7,1859.48,16279.2,3640.7,1778088889,89114983,391510345
2014-03-24,1857.44,16276.69,3617.39,1873.34,16380.51,3665.53,1849.69,16215.56,3585.19,1867.67,16303.28,3664.63,1893888889,110657780,419767241
2014-03-21,1866.52,16302.77,3653.07,1883.97,16456.45,3716.83,1863.46,16290.79,3643.51,1874.53,16332.69,3712.04,2928172222,353646618,559610345
2014-03-20,1872.01,16331.05,3693.97,1873.49,16353.98,3705.28,1854.63,16160.33,3665.87,1860.09,16221.98,3675.69,1848633333,91534185,318494828
2014-03-19,1860.77,16222.17,3682.74,1874.14,16363.32,3709.01,1850.35,16126.29,3661.21,1872.25,16335.71,3705.51,1827338889,90100374,343577586
2014-03-18,1872.25,16336.19,3706.62,1873.76,16369.94,3708.2,1858.92,16245.93,3664.96,1858.92,16245.93,3667.4,1627883333,79146565,338429310
2014-03-17,1858.83,16247.22,3662.51,1862.3,16270.34,3678.32,1842.81,16066.37,3651.2,1842.81,16066.37,3653.19,1589161111,88921721,312139655
2014-03-14,1841.13,16065.67,3627.87,1852.44,16165.05,3656.94,1839.57,16046.99,3626.93,1845.07,16106.32,3643.04,1825255556,85653386,378774138
2014-03-13,1846.34,16108.89,3651.49,1874.4,16405.07,3720.42,1841.86,16084.1,3636.81,1869.06,16341.55,3719.38,2039438889,86152606,410965517
2014-03-12,1868.2,16340.08,3707.06,1868.38,16364.74,3707.2,1854.38,16260.03,3661.93,1866.15,16350.67,3678.36,1817144444,77909500,367565517
2014-03-11,1867.63,16351.25,3691.5,1882.35,16460.33,3725.71,1863.88,16325.17,3681.37,1878.26,16419.39,3716.01,1884666667,78156204,427203448
2014-03-10,1877.17,16418.68,3706.34,1877.87,16453.1,3709.77,1867.04,16334.2,3684.01,1877.86,16453.1,3702.23,1678527778,68219298,364070690
2014-03-07,1878.04,16452.72,3703.4,1883.57,16505.7,3737.25,1870.56,16398.86,3687.01,1878.52,16424.53,3736.79,1980411111,80684779,375096552
2014-03-06,1877.03,16421.89,3720.93,1881.94,16450.17,3738.23,1874.18,16360.56,3709.41,1874.18,16360.56,3735.85,1866916667,75909083,368320690
2014-03-05,1873.81,16360.18,3727.19,1876.53,16406.55,3732.98,1871.11,16343.96,3715.4,1874.05,16395.88,3721.62,1884994444,73974114,382065517
2014-03-04,1873.91,16395.88,3719.93,1876.23,16419.49,3723.0,1849.23,16169.32,3706.82,1849.23,16169.32,3710.19,2092094444,96111031,427215517
2014-03-03,1845.73,16168.03,3668.37,1857.68,16321.71,3678.38,1834.44,16071.25,3637.67,1857.68,16321.71,3657.2,1904566667,92756168,358189655
2014-02-28,1859.45,16321.71,3696.1,1867.92,16398.95,3722.34,1847.67,16226.09,3664.95,1855.12,16273.23,3702.65,2176361111,122209052,451332759
2014-02-27,1854.29,16272.65,3699.8,1854.53,16276.28,3704.65,1841.13,16159.81,3672.79,1844.9,16197.7,3678.31,1970811111,97647226,353303448
2014-02-26,1845.16,16198.41,3676.6,1852.65,16252.35,3702.07,1840.66,16155.86,3663.83,1845.79,16180.36,3691.84,2064850000,93988023,363494828
2014-02-25,1845.12,16179.66,3679.14,1852.91,16254.26,3697.5,1840.19,16147.25,3669.63,1847.66,16207.34,3689.06,1953088889,99478162,368474138
2014-02-24,1847.61,16207.14,3685.81,1858.71,16300.04,3701.27,1836.78,16102.27,3668.45,1836.78,16102.27,3669.92,2230294444,244505424,372637931
2014-02-21,1836.25,16103.3,3662.6,1846.13,16191.92,3687.11,1835.6,16093.8,3661.47,1841.07,16135.92,3683.05,1891044444,126483820,368663793
2014-02-20,1839.78,16133.23,3671.93,1842.79,16161.64,3676.85,1824.58,16006.59,3640.63,1829.24,16044.15,3654.86,1891655556,77718680,343582759
2014-02-19,1828.75,16040.56,3652.84,1847.5,16225.72,3679.67,1826.99,16031.66,3646.13,1838.9,16126.23,3669.12,2034205556,80559961,337365517
2014-02-18,1840.76,16130.4,3679.43,1842.87,16167.33,3685.17,1835.01,16107.04,3658.69,1839.03,16153.97,3669.52,1900616667,91252475,325208621
2014-02-14,1838.63,16154.39,3663.88,1841.65,16175.55,3671.03,1825.59,15985.39,3644.49,1828.46,16018.08,3652.67,1730416667,84058069,324398276
2014-02-13,1829.83,16027.59,3659.56,1830.25,16039.37,3659.56,1809.22,15863.25,3600.86,1814.82,15946.99,3601.75,1827505556,99473668,387929310
2014-02-12,1819.26,15963.94,3625.3,1826.55,16036.56,3635.92,1815.97,15928.75,3618.06,1820.12,15993.04,3625.98,1847988889,77319918,351015517
2014-02-11,1819.75,15994.77,3623.66,1823.54,16027.19,3628.59,1800.41,15803.4,3585.13,1800.45,15804.17,3588.07,2055211111,95932230,343784483
2014-02-10,1799.84,15801.79,3578.69,1799.94,15801.79,3582.84,1791.83,15733.69,3558.05,1796.2,15793.63,3558.2,1840088889,84109747,312408621
2014-02-07,1797.02,15794.08,3559.87,1798.03,15798.51,3560.75,1776.01,15625.53,3508.95,1776.01,15630.64,3522.33,2097772222,105831412,354456897
2014-02-06,1773.43,15628.53,3498.05,1774.06,15632.09,3502.33,1752.99,15443.0,3466.06,1752.99,15443.83,3466.06,2125227778,107014804,334948276
2014-02-05,1751.64,15440.23,3460.96,1755.79,15478.21,3469.34,1737.92,15340.69,3421.15,1753.38,15443.0,3457.03,2213494444,105189787,373855172
2014-02-04,1755.2,15445.24,3473.2,1758.73,15481.85,3480.74,1743.82,15356.62,3449.52,1743.82,15372.93,3460.22,2260227778,124114136,374717241
2014-02-03,1741.89,15372.8,3442.9,1784.83,15708.54,3533.41,1739.66,15356.17,3433.73,1782.68,15697.69,3524.32,2625577778,151017627,451212069
2014-01-31,1782.59,15698.85,3522.52,1793.88,15847.19,3539.43,1772.26,15617.55,3490.55,1790.88,15847.19,3491.41,2255383333,137185339,396650000
2014-01-30,1794.19,15848.61,3538.23,1798.77,15907.53,3544.19,1777.17,15733.27,3508.1,1777.17,15743.03,3514.55,1970838889,92102959,373863793
2014-01-29,1774.2,15738.79,3469.11,1790.15,15927.08,3500.8,1770.45,15708.98,3461.64,1790.15,15927.08,3472.42,2202233333,109584538,384801724
2014-01-28,1792.5,15928.56,3501.41,1793.87,15945.89,3509.8,1779.49,15840.84,3483.98,1783.0,15840.84,3485.57,1909905556,89105366,360548276
2014-01-27,1781.56,15837.88,3523.81,1795.98,15942.77,3548.48,1772.88,15783.55,3482.89,1791.03,15879.05,3543.26,2247333333,127611813,413496552
2014-01-24,1790.29,15879.11,3551.97,1826.96,16203.29,3601.0,1790.29,15879.11,3546.48,1826.96,16203.29,3596.93,2565805556,141509248,429218966
2014-01-23,1828.46,16197.35,3606.69,1842.29,16372.96,3612.58,1820.06,16140.58,3588.95,1842.29,16371.99,3612.53,2206805556,100515713,377927586
2014-01-22,1844.86,16373.34,3628.02,1846.87,16453.49,3634.65,1840.88,16332.98,3615.48,1844.71,16420.48,3623.31,1874538889,87461494,349467241
2014-01-21,1843.8,16414.44,3616.11,1849.31,16520.6,3617.54,1832.38,16316.25,3586.05,1841.05,16459.27,3611.63,2101372222,111587879,350694828
2014-01-17,1838.7,16458.56,3583.02,1846.04,16495.26,3608.72,1835.23,16378.8,3580.39,1844.23,16408.02,3597.41,2014511111,184997891,370753448
2014-01-16,1845.89,16417.01,3607.32,1847.99,16477.7,3614.66,1840.3,16375.56,3599.87,1847.99,16477.7,3605.27,1939616667,87366507,345836207
2014-01-15,1848.38,16481.94,3609.89,1850.84,16505.28,3615.7,1840.52,16376.78,3592.72,1840.52,16378.03,3593.81,2098777778,101118489,362391379
2014-01-14,1838.88,16373.86,3580.8,1839.26,16373.92,3581.6,1821.36,16260.83,3525.47,1821.36,16261.99,3526.2,1862927778,98606872,350720690
2014-01-13,1819.2,16257.94,3500.63,1843.45,16453.13,3572.4,1815.52,16240.6,3499.67,1841.26,16434.03,3559.13,1995194444,111598452,400386207
2014-01-10,1842.37,16437.05,3562.05,1843.15,16487.65,3568.47,1832.43,16379.02,3536.45,1840.06,16453.62,3565.85,1853172222,85190693,369494828
2014-01-09,1838.13,16444.76,3552.61,1843.23,16525.35,3579.4,1830.38,16378.61,3541.81,1839.0,16471.41,3576.33,1989527778,83995999,381856897
2014-01-08,1837.49,16462.74,3561.02,1840.02,16528.88,3575.15,1831.4,16416.69,3551.16,1837.9,16527.66,3558.12,2028966667,103221047,404348276
2014-01-07,1837.88,16530.94,3557.85,1840.1,16562.32,3562.93,1828.71,16429.02,3535.5,1828.71,16429.02,3539.29,1950972222,81267227,392796552
2014-01-06,1826.77,16425.1,3526.96,1837.16,16532.99,3542.52,1823.73,16405.52,3512.45,1832.31,16474.04,3539.01,1830472222,89380015,395317241
2014-01-03,1831.37,16469.99,3538.73,1838.24,16518.74,3567.51,1829.13,16439.3,3537.61,1833.21,16456.89,3564.94,1541261111,72776359,287496552
2014-01-02,1831.98,16441.35,3563.57,1845.86,16573.07,3577.03,1827.74,16416.49,3553.65,1845.86,16572.17,3575.79,1711444444,80967928,299796552
2013-12-31,1848.36,16576.66,3592.0,1849.44,16588.25,3592.0,1842.41,16511.48,3575.25,1842.61,16512.38,3576.24,1284911111,78768777,241575862
2013-12-30,1841.07,16504.29,3570.08,1842.47,16504.35,3574.2,1838.77,16476.87,3559.37,1841.47,16484.51,3570.86,1274366667,54213850,232667241
2013-12-27,1841.4,16478.41,3574.02,1844.89,16529.01,3591.31,1839.81,16461.23,3571.05,1842.97,16486.37,3589.12,1140511111,47221417,216382759
2013-12-26,1842.02,16479.88,3584.58,1842.84,16483.0,3586.72,1834.96,16370.97,3572.1,1834.96,16370.97,3579.62,1101261111,50158337,203563793
2013-12-24,1833.32,16357.55,3572.8,1833.32,16360.6,3574.51,1828.02,16295.7,3564.59,1828.02,16295.7,3570.52,726461111,33631536,138322414
2013-12-23,1827.99,16294.61,3569.4,1829.75,16318.11,3570.28,1822.92,16225.25,3552.29,1822.92,16225.25,3563.19,1584188889,78926860,306793103
2013-12-20,1818.32,16221.14,3531.19,1823.75,16287.84,3540.97,1810.25,16178.57,3502.29,1810.39,16178.57,3502.46,2832055556,285217602,605244828
2013-12-19,1809.6,16179.08,3498.63,1810.88,16194.72,3502.23,1801.35,16121.54,3483.03,1809.0,16162.51,3499.97,1942894444,94982458,312594828
2013-12-18,1810.65,16167.97,3509.63,1811.08,16173.04,3510.52,1767.99,15808.92,3422.96,1781.46,15876.57,3468.15,2404316667,129708785,375574138
2013-12-17,1781.0,15875.26,3469.32,1786.77,15917.96,3482.34,1777.05,15836.45,3461.07,1786.47,15884.06,3474.73,1816683333,101431776,320884483
2013-12-16,1786.54,15884.57,3475.79,1792.22,15930.31,3494.41,1777.48,15759.6,3470.11,1777.48,15759.6,3470.43,1783272222,101534037,335143103
2013-12-13,1775.32,15755.36,3456.4,1780.92,15792.8,3477.83,1772.45,15717.92,3449.74,1777.98,15745.66,3476.88,1700594444,83185338,278506897
2013-12-12,1775.5,15739.43,3460.29,1782.99,15845.11,3478.94,1772.28,15703.79,3457.98,1781.71,15844.82,3471.9,1837022222,105942462,326425862
2013-12-11,1782.22,15843.53,3468.99,1802.97,15997.22,3519.22,1780.09,15827.7,3464.47,1802.76,15970.75,3514.24,1929022222,107124458,331641379
2013-12-10,1802.62,15973.13,3514.2,1808.52,16029.06,3520.72,1801.75,15969.53,3507.43,1807.6,16024.12,3510.72,1731750000,79421304,321527586
2013-12-09,1808.37,16025.53,3516.17,1811.52,16058.4,3523.99,1806.21,16015.29,3511.28,1806.21,16019.49,3515.67,1738611111,91810241,296055172
2013-12-06,1805.09,16020.2,3504.26,1806.04,16022.35,3511.06,1788.36,15825.55,3485.74,1788.36,15825.55,3511.06,1750016667,98264761,297781034
2013-12-05,1785.03,15821.51,3477.73,1792.82,15896.19,3489.08,1783.38,15809.37,3468.9,1792.82,15886.5,3483.53,1853822222,128031145,324301724
2013-12-04,1792.81,15889.77,3483.01,1799.8,15960.36,3492.99,1779.09,15791.29,3453.22,1793.15,15910.51,3463.72,2005855556,111253061,325339655
2013-12-03,1795.15,15914.62,3479.34,1800.1,16004.72,3486.91,1787.85,15859.68,3465.35,1800.1,16004.72,3478.99,1930933333,103994357,323277586
2013-12-02,1800.9,16008.77,3481.15,1810.02,16098.0,3501.07,1798.6,15986.23,3476.68,1806.55,16087.12,3495.07,1719683333,92598321,289720690
2013-11-29,1805.81,16086.41,3487.82,1813.55,16174.51,3495.96,1803.98,16074.14,3481.31,1808.69,16105.16,3481.31,887944444,69192082,147155172
2013-11-27,1807.23,16097.33,3470.48,1808.27,16107.99,3471.65,1802.77,16057.34,3452.02,1803.48,16073.37,3454.81,1451994444,65726441,254658621
2013-11-26,1802.75,16072.8,3445.76,1808.42,16120.25,3455.52,1800.77,16070.93,3422.47,1802.87,16070.93,3429.64,1903955556,107521297,328910345
2013-11-25,1802.48,16072.54,3427.49,1808.1,16109.63,3437.49,1800.58,16055.46,3420.47,1806.33,16072.09,3433.92,1665855556,94049287,309613793
2013-11-22,1804.76,16064.77,3422.02,1804.84,16068.78,3422.13,1794.7,15976.27,3406.49,1797.21,16008.71,3409.52,1697300000,81002462,298324138
2013-11-21,1795.85,16009.99,3402.73,1797.16,16016.04,3404.94,1783.52,15908.07,3380.65,1783.52,15908.07,3382.5,1809238889,78999416,290387931
2013-11-20,1781.37,15900.82,3367.17,1795.73,16016.85,3397.4,1777.23,15865.37,3359.48,1789.59,15971.2,3386.06,1727300000,84350189,296751724
2013-11-19,1787.87,15967.03,3378.13,1795.51,16025.85,3400.63,1784.72,15943.78,3371.61,1790.79,15974.06,3385.82,1791361111,84574500,301351724
2013-11-18,1791.53,15976.02,3388.87,1802.33,16030.28,3428.95,1788.0,15942.17,3383.45,1798.82,15962.72,3423.47,1760288889,94869707,315494828
2013-11-15,1798.18,15961.7,3422.58,1798.22,15962.98,3422.58,1790.66,15875.9,3409.14,1790.66,15876.16,3419.77,1808233333,126372124,327439655
2013-11-14,1790.62,15876.22,3415.14,1791.53,15884.99,3418.56,1780.22,15798.74,3390.38,1782.75,15806.22,3393.25,1743922222,123841140,338853448
2013-11-13,1782.0,15821.63,3405.56,1782.0,15822.98,3405.6,1760.64,15672.0,3346.45,1764.37,15739.5,3346.45,1848600000,92442084,315037931
2013-11-12,1767.69,15750.67,3365.23,1771.78,15793.38,3370.29,1762.29,15708.29,3349.03,1769.51,15773.15,3349.38,1789461111,79260420,306355172
2013-11-11,1771.89,15783.1,3362.98,1773.44,15791.45,3369.73,1767.85,15737.22,3350.74,1769.96,15759.28,3359.83,1407811111,58856225,275058621
2013-11-08,1770.61,15761.78,3366.84,1770.78,15764.29,3366.84,1747.63,15579.35,3324.84,1748.37,15591.54,3333.92,2131761111,101221561,341679310
2013-11-07,1747.15,15593.98,3321.41,1774.54,15797.68,3389.1,1746.2,15586.33,3318.39,1770.74,15751.31,3386.36,2301777778,103854556,397124138
2013-11-06,1770.49,15746.88,3385.53,1773.74,15750.29,3401.23,1764.4,15628.72,3374.6,1765.0,15628.72,3396.48,1845611111,109233729,348303448
2013-11-05,1762.97,15618.22,3388.82,1767.03,15651.89,3395.93,1755.76,15522.18,3361.91,1765.67,15631.22,3372.95,1953711111,91896966,333556897
2013-11-04,1767.93,15639.12,3384.75,1768.78,15658.9,3390.11,1761.56,15588.48,3374.42,1763.4,15621.2,3388.69,1774927778,71206929,313427586
2013-11-01,1761.64,15615.55,3379.76,1765.67,15649.4,3394.91,1752.7,15543.25,3364.65,1758.7,15558.01,3392.32,2047938889,101735891,336113793
2013-10-31,1756.54,15545.75,3377.73,1768.53,15651.86,3400.4,1755.72,15544.69,3367.76,1763.24,15619.92,3378.51,2125850000,114028384,368905172
2013-10-30,1763.31,15618.76,3385.38,1775.22,15721.0,3408.13,1757.24,15574.52,3372.3,1772.27,15680.74,3402.49,1957244444,79168829,331551724
2013-10-29,1771.95,15680.35,3391.75,1772.09,15683.08,3399.06,1762.93,15572.21,3375.63,1762.93,15572.21,3397.88,1865811111,86609235,327134483
