Date,VZ.US
1990-05-09,8.82853
1990-05-10,8.85253
1990-05-11,9.16549
1990-05-14,9.36182
1990-05-15,9.27205
1990-05-16,9.31886
1990-05-17,9.31886
1990-05-18,9.43332
1990-05-21,9.38493
1990-05-22,9.36182
1990-05-23,9.38493
1990-05-24,9.16549
1990-05-25,9.05419
1990-05-29,9.31886
1990-05-30,9.23008
1990-05-31,9.25417
1990-06-01,9.23008
1990-06-04,9.29644
1990-06-05,9.25417
1990-06-06,9.27205
1990-06-07,9.16549
1990-06-08,9.09419
1990-06-11,9.14277
1990-06-12,9.34424
1990-06-13,9.29644
1990-06-14,9.18573
1990-06-15,9.077
1990-06-18,8.87712
1990-06-19,8.82853
1990-06-20,8.85253
1990-06-21,8.91543
1990-06-22,8.67269
1990-06-25,8.65304
1990-06-26,8.72375
1990-06-27,8.87712
1990-06-28,8.89953
1990-06-29,8.81016
1990-07-02,9.00738
1990-07-03,8.93775
1990-07-05,8.73283
1990-07-06,8.68829
1990-07-09,8.66202
1990-07-10,8.48614
1990-07-11,8.34965
1990-07-12,8.37484
1990-07-13,8.37484
1990-07-16,8.48614
1990-07-17,8.32674
1990-07-18,8.1473
1990-07-19,8.30808
1990-07-20,8.42155
1990-07-23,8.30808
1990-07-24,8.42155
1990-07-25,8.50915
1990-07-26,8.42155
1990-07-27,8.32674
1990-07-30,8.55122
1990-07-31,8.86408
1990-08-01,8.96027
1990-08-02,8.7989
1990-08-03,8.66202
1990-08-06,8.28388
1990-08-07,8.21238
1990-08-08,8.34965
1990-08-09,8.28388
1990-08-10,8.21238
1990-08-13,8.28388
1990-08-14,8.26393
1990-08-15,8.34965
1990-08-16,8.12656
1990-08-17,8.10266
1990-08-20,8.12656
1990-08-21,8.01279
1990-08-22,7.69973
1990-08-23,7.43358
1990-08-24,7.20831
1990-08-27,7.63396
1990-08-28,7.49876
1990-08-29,7.74822
1990-08-30,7.38657
1990-08-31,7.67622
1990-09-04,7.61144
1990-09-05,7.56305
1990-09-06,7.40958
1990-09-07,7.69973
1990-09-10,7.61144
1990-09-11,7.63396
1990-09-12,7.81261
1990-09-13,7.86011
1990-09-14,8.03787
1990-09-17,8.1473
1990-09-18,8.19885
1990-09-19,8.1473
1990-09-20,8.17307
1990-09-21,8.30808
1990-09-24,8.17307
1990-09-25,8.30808
1990-09-26,8.26393
1990-09-27,8.37484
1990-09-28,8.48614
1990-10-01,8.8229
1990-10-02,8.90892
1990-10-03,8.72375
1990-10-04,8.74478
1990-10-05,8.70093
1990-10-08,8.81747
1990-10-09,8.72375
1990-10-10,8.44979
1990-10-11,8.38629
1990-10-12,8.68089
1990-10-15,8.97627
1990-10-16,8.93035
1990-10-17,8.95267
1990-10-18,9.17902
1990-10-19,9.45109
1990-10-22,9.58639
1990-10-23,9.36182
1990-10-24,9.2677
1990-10-25,9.11413
1990-10-26,9.04036
1990-10-29,9.08935
1990-10-30,9.24844
1990-10-31,9.4985
1990-11-01,9.61009
1990-11-02,9.58639
1990-11-05,9.72268
1990-11-06,9.47282
1990-11-07,9.15413
1990-11-08,9.36182
1990-11-09,9.6338
1990-11-12,9.90538
1990-11-13,9.61009
1990-11-14,9.68021
1990-11-15,9.5459
1990-11-16,9.6338
1990-11-19,9.697
1990-11-20,9.65651
1990-11-21,9.65651
1990-11-23,9.65651
1990-11-26,9.58639
1990-11-27,9.65651
1990-11-28,9.68021
1990-11-29,9.65651
1990-11-30,9.8797
1990-12-03,9.90538
1990-12-04,10.0199
1990-12-05,10.0407
1990-12-06,10.1128
1990-12-07,10.1128
1990-12-10,10.1987
1990-12-11,10.0199
1990-12-12,10.1276
1990-12-13,10.0407
1990-12-14,9.99525
1990-12-17,9.99525
1990-12-18,10.1789
1990-12-19,10.1789
1990-12-20,10.0199
1990-12-21,10.1276
1990-12-24,10.0624
1990-12-26,10.0407
1990-12-27,9.8797
1990-12-28,9.79181
1990-12-31,9.74638
1991-01-02,9.5617
1991-01-03,9.47282
1991-01-04,9.33061
1991-01-07,8.96027
1991-01-08,8.96027
1991-01-09,8.91543
1991-01-10,9.05419
1991-01-11,9.16549
1991-01-14,9.00738
1991-01-15,9.077
1991-01-16,8.94328
1991-01-17,9.60516
1991-01-18,9.78687
1991-01-21,9.92908
1991-01-22,9.19057
1991-01-23,8.75209
1991-01-24,8.84512
1991-01-25,8.96027
1991-01-28,9.0291
1991-01-29,8.84512
1991-01-30,8.75209
1991-01-31,8.91543
1991-02-01,8.8229
1991-02-04,8.8939
1991-02-05,8.91543
1991-02-06,9.1008
1991-02-07,9.16549
1991-02-08,9.26
1991-02-11,9.538
1991-02-12,9.39382
1991-02-13,9.538
1991-02-14,9.33061
1991-02-15,9.355
1991-02-19,9.26
1991-02-20,9.05419
1991-02-21,9.077
1991-02-22,8.94328
1991-02-25,8.91543
1991-02-26,8.98111
1991-02-27,9.0291
1991-02-28,9.00738
1991-03-01,8.98111
1991-03-04,8.8229
1991-03-05,8.8229
1991-03-06,8.71101
1991-03-07,8.75209
1991-03-08,8.8939
1991-03-11,8.84512
1991-03-12,8.66202
1991-03-13,8.73283
1991-03-14,8.66202
1991-03-15,8.7989
1991-03-18,9.05419
1991-03-19,8.96027
1991-03-20,9.05419
1991-03-21,9.19057
1991-03-22,9.19057
1991-03-25,9.2837
1991-03-26,9.37446
1991-03-27,9.26
1991-03-28,9.44517
1991-04-01,9.39382
1991-04-02,9.60516
1991-04-03,9.4906
1991-04-04,9.44517
1991-04-05,9.26
1991-04-08,9.2837
1991-04-09,9.19057
1991-04-10,9.16549
1991-04-11,9.30809
1991-04-12,9.4669
1991-04-15,9.37446
1991-04-16,9.2837
1991-04-17,9.14277
1991-04-18,9.11897
1991-04-19,9.04708
1991-04-22,9.09419
1991-04-23,9.11897
1991-04-24,9.07137
1991-04-25,8.90892
1991-04-26,8.96027
1991-04-29,8.97627
1991-04-30,9.30809
1991-05-01,9.32567
1991-05-02,9.14277
1991-05-03,9.04708
1991-05-06,9.04708
1991-05-07,8.96027
1991-05-08,8.93775
1991-05-09,8.70093
1991-05-10,8.46747
1991-05-13,8.60899
1991-05-14,8.58529
1991-05-15,8.67269
1991-05-16,8.79357
1991-05-17,8.77135
1991-05-20,8.62864
1991-05-21,8.70093
1991-05-22,8.65304
1991-05-23,8.56455
1991-05-24,8.51458
1991-05-28,8.60899
1991-05-29,8.62864
1991-05-30,8.84334
1991-05-31,8.77135
1991-06-03,8.60899
1991-06-04,8.42155
1991-06-05,8.30185
1991-06-06,8.27845
1991-06-07,8.30185
1991-06-10,8.26393
1991-06-11,8.27845
1991-06-12,8.32674
1991-06-13,8.51458
1991-06-14,8.70093
1991-06-17,8.67269
1991-06-18,8.60899
1991-06-19,8.46747
1991-06-20,8.42155
1991-06-21,8.56455
1991-06-24,8.44564
1991-06-25,8.65304
1991-06-26,8.65304
1991-06-27,8.77135
1991-06-28,8.79357
1991-07-01,9.11897
1991-07-02,8.90892
1991-07-03,8.84334
1991-07-05,8.81747
1991-07-08,8.86408
1991-07-09,8.77135
1991-07-10,8.84334
1991-07-11,8.84334
1991-07-12,8.77135
1991-07-15,8.72375
1991-07-16,8.77135
1991-07-17,8.72375
1991-07-18,8.93775
1991-07-19,9.1008
1991-07-22,9.14742
1991-07-23,9.05419
1991-07-24,8.98111
1991-07-25,9.05419
1991-07-26,9.14742
1991-07-29,9.21852
1991-07-30,9.12658
1991-07-31,9.0291
1991-08-01,8.90892
1991-08-02,8.90892
1991-08-05,8.79357
1991-08-06,9.12658
1991-08-07,9.077
1991-08-08,9.05419
1991-08-09,8.98111
1991-08-12,9.00738
1991-08-13,8.96027
1991-08-14,8.88749
1991-08-15,8.96027
1991-08-16,8.74478
1991-08-19,8.58084
1991-08-20,8.70093
1991-08-21,8.96027
1991-08-22,9.05419
1991-08-23,9.2915
1991-08-26,9.31204
1991-08-27,9.33841
1991-08-28,9.47282
1991-08-29,9.33841
1991-08-30,9.40962
1991-09-03,9.42641
1991-09-04,9.2915
1991-09-05,9.2915
1991-09-06,9.21852
1991-09-09,9.24173
1991-09-10,9.21852
1991-09-11,9.17122
1991-09-12,9.21852
1991-09-13,9.14742
1991-09-16,9.1008
1991-09-17,9.077
1991-09-18,9.1008
1991-09-19,9.14742
1991-09-20,9.00738
1991-09-23,8.98111
1991-09-24,8.67269
1991-09-25,8.50915
1991-09-26,8.48614
1991-09-27,8.53334
1991-09-30,8.58084
1991-10-01,8.50915
1991-10-02,8.55843
1991-10-03,8.46243
1991-10-04,8.27242
1991-10-07,8.36802
1991-10-08,8.41523
1991-10-09,8.36802
1991-10-10,8.46243
1991-10-11,8.48614
1991-10-14,8.63585
1991-10-15,8.68089
1991-10-16,8.6558
1991-10-17,8.48614
1991-10-18,8.63585
1991-10-21,8.58084
1991-10-22,8.55843
1991-10-23,8.55843
1991-10-24,8.55843
1991-10-25,8.53334
1991-10-28,8.70646
1991-10-29,8.84512
1991-10-30,8.91543
1991-10-31,8.98763
1991-11-01,8.8939
1991-11-04,8.75209
1991-11-05,8.8229
1991-11-06,8.8229
1991-11-07,8.8939
1991-11-08,8.84512
1991-11-11,8.87159
1991-11-12,8.8939
1991-11-13,8.87159
1991-11-14,8.91543
1991-11-15,8.63585
1991-11-18,8.70646
1991-11-19,8.70646
1991-11-20,8.60247
1991-11-21,8.70646
1991-11-22,8.63585
1991-11-25,8.68089
1991-11-26,8.6558
1991-11-27,8.6558
1991-11-29,8.68089
1991-12-02,8.68089
1991-12-03,8.63585
1991-12-04,8.63585
1991-12-05,8.55843
1991-12-06,8.63585
1991-12-09,8.75209
1991-12-10,8.91543
1991-12-11,9.03463
1991-12-12,9.10841
1991-12-13,9.10841
1991-12-16,9.10841
1991-12-17,9.15413
1991-12-18,9.15413
1991-12-19,9.15413
1991-12-20,9.18573
1991-12-23,9.20795
1991-12-24,9.03463
1991-12-26,9.12934
1991-12-27,9.01311
1991-12-30,9.10841
1991-12-31,9.23008
1992-01-02,9.27886
1992-01-03,9.27886
1992-01-06,9.15413
1992-01-07,9.15413
1992-01-08,9.23008
1992-01-09,9.12934
1992-01-10,9.06081
1992-01-13,8.98763
1992-01-14,9.03463
1992-01-15,8.94328
1992-01-16,8.84334
1992-01-17,8.86408
1992-01-20,8.88749
1992-01-21,8.9661
1992-01-22,9.10841
1992-01-23,9.12934
1992-01-24,9.25417
1992-01-27,9.01311
1992-01-28,8.90892
1992-01-29,8.94328
1992-01-30,9.01311
1992-01-31,8.94328
1992-02-03,8.79357
1992-02-04,8.79357
1992-02-05,8.79357
1992-02-06,8.77135
1992-02-07,8.62232
1992-02-10,8.77135
1992-02-11,8.86408
1992-02-12,8.74478
1992-02-13,8.64583
1992-02-14,8.64583
1992-02-18,8.62232
1992-02-19,8.57561
1992-02-20,8.52524
1992-02-21,8.4013
1992-02-24,8.59902
1992-02-25,8.52524
1992-02-26,8.57561
1992-02-27,8.45582
1992-02-28,8.42787
1992-03-02,8.37918
1992-03-03,8.33306
1992-03-04,8.26393
1992-03-05,8.19204
1992-03-06,8.19204
1992-03-09,8.28388
1992-03-10,8.23618
1992-03-11,8.23618
1992-03-12,8.16112
1992-03-13,8.21238
1992-03-16,8.21238
1992-03-17,8.13841
1992-03-18,8.04459
1992-03-19,8.11461
1992-03-20,8.19204
1992-03-23,8.19204
1992-03-24,8.16112
1992-03-25,8.16112
1992-03-26,8.11461
1992-03-27,8.01773
1992-03-30,8.04459
1992-03-31,8.04459
1992-04-01,8.06602
1992-04-02,7.9724
1992-04-03,7.99511
1992-04-06,7.99946
1992-04-07,8.02365
1992-04-08,7.9724
1992-04-09,8.04953
1992-04-10,8.11876
1992-04-13,8.17307
1992-04-14,8.24319
1992-04-15,8.34432
1992-04-16,8.41523
1992-04-20,8.34432
1992-04-21,8.46747
1992-04-22,8.51458
1992-04-23,8.6162
1992-04-24,8.64148
1992-04-27,8.6162
1992-04-28,8.66202
1992-04-29,8.64148
1992-04-30,8.73283
1992-05-01,8.73283
1992-05-04,8.81016
1992-05-05,8.81016
1992-05-06,8.71101
1992-05-07,8.58529
1992-05-08,8.56455
1992-05-11,8.53867
1992-05-12,8.53867
1992-05-13,8.56455
1992-05-14,8.56455
1992-05-15,8.56455
1992-05-18,8.6162
1992-05-19,8.68829
1992-05-20,8.73283
1992-05-21,8.68829
1992-05-22,8.56455
1992-05-26,8.51458
1992-05-27,8.6162
1992-05-28,8.56455
1992-05-29,8.49315
1992-06-01,8.53867
1992-06-02,8.49315
1992-06-03,8.46747
1992-06-04,8.49315
1992-06-05,8.51458
1992-06-08,8.64148
1992-06-09,8.58529
1992-06-10,8.58529
1992-06-11,8.64148
1992-06-12,8.68829
1992-06-15,8.66202
1992-06-16,8.66202
1992-06-17,8.73283
1992-06-18,8.73283
1992-06-19,8.81016
1992-06-22,8.78774
1992-06-23,8.71101
1992-06-24,8.78774
1992-06-25,8.78774
1992-06-26,8.76671
1992-06-29,8.81016
1992-06-30,8.76671
1992-07-01,8.78774
1992-07-02,8.81016
1992-07-06,8.9661
1992-07-07,9.06643
1992-07-08,9.11413
1992-07-09,9.24173
1992-07-10,9.31204
1992-07-13,9.36962
1992-07-14,9.36962
1992-07-15,9.41455
1992-07-16,9.41455
1992-07-17,9.4669
1992-07-20,9.51529
1992-07-21,9.38888
1992-07-22,9.33841
1992-07-23,9.38888
1992-07-24,9.33841
1992-07-27,9.41455
1992-07-28,9.4906
1992-07-29,9.4906
1992-07-30,9.44023
1992-07-31,9.4906
1992-08-03,9.538
1992-08-04,9.538
1992-08-05,9.59133
1992-08-06,9.538
1992-08-07,9.4669
1992-08-10,9.4906
1992-08-11,9.51529
1992-08-12,9.4906
1992-08-13,9.59133
1992-08-14,9.71774
1992-08-17,9.88662
1992-08-18,9.88662
1992-08-19,9.69206
1992-08-20,9.81452
1992-08-21,9.88662
1992-08-24,9.76218
1992-08-25,9.78687
1992-08-26,9.78687
1992-08-27,9.73848
1992-08-28,9.69206
1992-08-31,9.69206
1992-09-01,9.76218
1992-09-02,9.73848
1992-09-03,9.81452
1992-09-04,9.81452
1992-09-08,9.78687
1992-09-09,9.84119
1992-09-10,9.84119
1992-09-11,9.71774
1992-09-14,9.63873
1992-09-15,9.538
1992-09-16,9.61503
1992-09-17,9.51529
1992-09-18,9.66244
1992-09-21,9.63873
1992-09-22,9.59133
1992-09-23,9.538
1992-09-24,9.59133
1992-09-25,9.61503
1992-09-28,9.66244
1992-09-29,9.71774
1992-09-30,9.73848
1992-10-01,9.69206
1992-10-02,9.63873
1992-10-05,9.5459
1992-10-06,9.5459
1992-10-07,9.31204
1992-10-08,9.41455
1992-10-09,9.36962
1992-10-12,9.52121
1992-10-13,9.59133
1992-10-14,9.56664
1992-10-15,9.64367
1992-10-16,9.66935
1992-10-19,9.59133
1992-10-20,9.62096
1992-10-21,9.56664
1992-10-22,9.36962
1992-10-23,9.34424
1992-10-26,9.4906
1992-10-27,9.5459
1992-10-28,9.62096
1992-10-29,9.62096
1992-10-30,9.64367
1992-11-02,9.697
1992-11-03,9.56664
1992-11-04,9.4906
1992-11-05,9.31204
1992-11-06,9.19057
1992-11-09,9.19057
1992-11-10,9.01311
1992-11-11,9.08935
1992-11-12,9.03463
1992-11-13,9.16549
1992-11-16,9.16549
1992-11-17,9.2677
1992-11-18,9.41455
1992-11-19,9.59133
1992-11-20,9.66935
1992-11-23,9.697
1992-11-24,9.697
1992-11-25,9.66935
1992-11-27,9.5459
1992-11-30,9.52121
1992-12-01,9.59133
1992-12-02,9.52121
1992-12-03,9.56664
1992-12-04,9.59133
1992-12-07,9.81946
1992-12-08,9.87476
1992-12-09,9.89847
1992-12-10,9.89847
1992-12-11,10.0772
1992-12-14,10.1009
1992-12-15,10.1789
1992-12-16,10.1987
1992-12-17,10.4308
1992-12-18,10.5088
1992-12-21,10.733
1992-12-22,10.733
1992-12-23,10.889
1992-12-24,10.733
1992-12-28,10.4308
1992-12-29,10.6066
1992-12-30,10.4308
1992-12-31,10.3784
1993-01-04,10.4535
1993-01-05,10.3093
1993-01-06,10.5118
1993-01-07,10.4604
1993-01-08,10.1987
1993-01-11,10.332
1993-01-12,10.4081
1993-01-13,10.6915
1993-01-14,10.7675
1993-01-15,10.6135
1993-01-18,10.7468
1993-01-19,10.7152
1993-01-20,10.5118
1993-01-21,10.6915
1993-01-22,10.9749
1993-01-25,10.8465
1993-01-26,10.7675
1993-01-27,10.7152
1993-01-28,10.6915
1993-01-29,10.5927
1993-02-01,10.7675
1993-02-02,10.8673
1993-02-03,11.0529
1993-02-04,10.9453
1993-02-05,10.8465
1993-02-08,10.8238
1993-02-09,10.8999
1993-02-10,10.9996
1993-02-11,11.0243
1993-02-12,11.0994
1993-02-16,10.8465
1993-02-17,11.129
1993-02-18,11.0243
1993-02-19,11.3038
1993-02-22,11.5606
1993-02-23,11.4351
1993-02-24,11.5141
1993-02-25,11.4598
1993-02-26,11.4075
1993-03-01,11.3591
1993-03-02,11.4075
1993-03-03,11.4075
1993-03-04,11.3591
1993-03-05,11.2317
1993-03-08,11.3591
1993-03-09,11.1754
1993-03-10,11.1754
1993-03-11,10.8238
1993-03-12,10.7675
1993-03-15,10.8238
1993-03-16,10.9749
1993-03-17,10.8673
1993-03-18,10.8999
1993-03-19,10.8999
1993-03-22,10.9996
1993-03-23,11.0243
1993-03-24,11.1537
1993-03-25,11.1754
1993-03-26,11.1754
1993-03-29,11.207
1993-03-30,11.283
1993-03-31,11.4845
1993-04-01,11.4598
1993-04-02,11.2139
1993-04-05,11.2356
1993-04-06,11.442
1993-04-07,11.3917
1993-04-08,11.288
1993-04-12,11.3443
1993-04-13,11.288
1993-04-14,11.2603
1993-04-15,11.364
1993-04-16,11.364
1993-04-19,11.3443
1993-04-20,11.3917
1993-04-21,11.3127
1993-04-22,11.0046
1993-04-23,10.8999
1993-04-26,10.9749
1993-04-27,10.9502
1993-04-28,10.7468
1993-04-29,10.6915
1993-04-30,10.6638
1993-05-03,10.7912
1993-05-04,10.7468
1993-05-05,10.7912
1993-05-06,10.8465
1993-05-07,10.8752
1993-05-10,10.9749
1993-05-11,11.1043
1993-05-12,10.9749
1993-05-13,10.8465
1993-05-14,10.8752
1993-05-17,10.7675
1993-05-18,10.7468
1993-05-19,11.0046
1993-05-20,11.288
1993-05-21,11.0529
1993-05-24,11.1803
1993-05-25,11.1803
1993-05-26,11.364
1993-05-27,11.364
1993-05-28,11.2603
1993-06-01,11.3443
1993-06-02,11.3443
1993-06-03,11.4193
1993-06-04,11.442
1993-06-07,11.5734
1993-06-08,11.5191
1993-06-09,11.5971
1993-06-10,11.7028
1993-06-11,11.7798
1993-06-14,11.6494
1993-06-15,11.6801
1993-06-16,11.7571
1993-06-17,11.7798
1993-06-18,11.6494
1993-06-21,11.8578
1993-06-22,11.8578
1993-06-23,11.9852
1993-06-24,12.0188
1993-06-25,11.9625
1993-06-28,12.1926
1993-06-29,12.2242
1993-06-30,12.323
1993-07-01,12.1926
1993-07-02,12.1284
1993-07-06,12.0445
1993-07-07,11.9694
1993-07-08,12.2588
1993-07-09,12.2291
1993-07-12,12.2054
1993-07-13,11.9911
1993-07-14,11.9694
1993-07-15,11.9694
1993-07-16,11.9141
1993-07-19,12.1008
1993-07-20,12.0445
1993-07-21,12.1284
1993-07-22,12.2291
1993-07-23,12.2588
1993-07-26,12.4662
1993-07-27,12.4138
1993-07-28,12.4138
1993-07-29,12.5708
1993-07-30,12.4938
1993-08-02,12.3358
1993-08-03,12.1521
1993-08-04,11.9694
1993-08-05,12.0751
1993-08-06,12.1837
1993-08-09,12.3358
1993-08-10,12.3872
1993-08-11,12.3358
1993-08-12,12.2291
1993-08-13,12.3654
1993-08-16,12.1284
1993-08-17,11.9141
1993-08-18,11.8628
1993-08-19,11.7857
1993-08-20,11.9141
1993-08-23,11.9141
1993-08-24,12.4662
1993-08-25,12.8069
1993-08-26,12.8632
1993-08-27,12.8326
1993-08-30,13.2819
1993-08-31,13.4676
1993-09-01,13.4083
1993-09-02,13.3895
1993-09-03,13.3895
1993-09-07,13.357
1993-09-08,13.3372
1993-09-09,13.3046
1993-09-10,13.5179
1993-09-13,13.5436
1993-09-14,13.5179
1993-09-15,13.5713
1993-09-16,13.4676
1993-09-17,13.5179
1993-09-20,13.3895
1993-09-21,13.2059
1993-09-22,13.3046
1993-09-23,13.1515
1993-09-24,12.8326
1993-09-27,13.1515
1993-09-28,13.2819
1993-09-29,13.3372
1993-09-30,13.3895
1993-10-01,13.3046
1993-10-04,13.0439
1993-10-05,12.9382
1993-10-06,12.8326
1993-10-07,12.6785
1993-10-08,12.8839
1993-10-11,12.4662
1993-10-12,12.6034
1993-10-13,13.5179
1993-10-14,14.1994
1993-10-15,14.07
1993-10-18,13.6483
1993-10-19,13.5713
1993-10-20,13.594
1993-10-21,13.3046
1993-10-22,13.1762
1993-10-25,12.9382
1993-10-26,12.9916
1993-10-27,13.2059
1993-10-28,13.2819
1993-10-29,13.357
1993-11-01,13.357
1993-11-02,13.4409
1993-11-03,13.4083
1993-11-04,13.4676
1993-11-05,13.4083
1993-11-08,13.4409
1993-11-09,13.2276
1993-11-10,13.0439
1993-11-11,13.1002
1993-11-12,12.9688
1993-11-15,12.7851
1993-11-16,12.9382
1993-11-17,12.7042
1993-11-18,12.5195
1993-11-19,12.4662
1993-11-22,12.1837
1993-11-23,12.2054
1993-11-24,12.3358
1993-11-26,12.4138
1993-11-29,12.5481
1993-11-30,12.6034
1993-12-01,12.6034
1993-12-02,12.9145
1993-12-03,12.8839
1993-12-06,12.9382
1993-12-07,12.8632
1993-12-08,12.7328
1993-12-09,12.5195
1993-12-10,12.5481
1993-12-13,12.8069
1993-12-14,12.7851
1993-12-15,12.7328
1993-12-16,12.6508
1993-12-17,12.7545
1993-12-20,12.8839
1993-12-21,12.7851
1993-12-22,12.7328
1993-12-23,12.7042
1993-12-27,12.8632
1993-12-28,12.7042
1993-12-29,12.7545
1993-12-30,12.7042
1993-12-31,12.4415
1994-01-03,12.3121
1994-01-04,11.9981
1994-01-05,11.8687
1994-01-06,11.9734
1994-01-07,11.8163
1994-01-10,11.92
1994-01-11,11.8687
1994-01-12,11.9981
1994-01-13,11.9457
1994-01-14,11.8163
1994-01-17,11.4193
1994-01-18,11.604
1994-01-19,11.8687
1994-01-20,11.9734
1994-01-21,11.8924
1994-01-24,11.7916
1994-01-25,11.8687
1994-01-26,12.0287
1994-01-27,12.082
1994-01-28,12.1353
1994-01-31,12.0504
1994-02-01,11.685
1994-02-02,11.762
1994-02-03,11.685
1994-02-04,11.4964
1994-02-07,11.4964
1994-02-08,11.4727
1994-02-09,11.526
1994-02-10,11.5487
1994-02-11,11.7916
1994-02-14,11.604
1994-02-15,11.6544
1994-02-16,11.5487
1994-02-17,11.283
1994-02-18,11.2603
1994-02-22,11.3127
1994-02-23,11.207
1994-02-24,11.5783
1994-02-25,11.4964
1994-02-28,11.6307
1994-03-01,11.364
1994-03-02,11.364
1994-03-03,11.2317
1994-03-04,11.2603
1994-03-07,11.3384
1994-03-08,11.442
1994-03-09,11.3917
1994-03-10,11.283
1994-03-11,11.1537
1994-03-14,11.2603
1994-03-15,11.207
1994-03-16,11.1537
1994-03-17,11.2603
1994-03-18,11.0994
1994-03-21,11.0707
1994-03-22,11.0994
1994-03-23,11.1754
1994-03-24,11.3917
1994-03-25,11.526
1994-03-28,11.4193
1994-03-29,11.2317
1994-03-30,10.9117
1994-03-31,10.9937
1994-04-04,10.8544
1994-04-05,10.8238
1994-04-06,10.6836
1994-04-07,10.6836
1994-04-08,10.7083
1994-04-11,10.8752
1994-04-12,10.9502
1994-04-13,11.0895
1994-04-14,11.0638
1994-04-15,11.1705
1994-04-18,10.9818
1994-04-19,11.0342
1994-04-20,11.5487
1994-04-21,11.7857
1994-04-22,11.5734
1994-04-25,11.5487
1994-04-26,11.4351
1994-04-28,11.2268
1994-04-29,11.1428
1994-05-02,11.1932
1994-05-03,11.1932
1994-05-04,11.1932
1994-05-05,11.1705
1994-05-06,10.9502
1994-05-09,10.8465
1994-05-10,10.9818
1994-05-11,10.8465
1994-05-12,10.8999
1994-05-13,10.9275
1994-05-16,11.0342
1994-05-17,11.3828
1994-05-18,11.5734
1994-05-19,11.604
1994-05-20,11.5734
1994-05-23,11.3828
1994-05-24,11.2465
1994-05-25,11.2465
1994-05-26,11.3324
1994-05-27,11.5191
1994-05-31,11.4895
1994-06-01,11.5734
1994-06-02,11.5734
1994-06-03,11.6247
1994-06-06,11.844
1994-06-07,11.7857
1994-06-08,11.844
1994-06-09,11.8983
1994-06-10,12.163
1994-06-13,12.006
1994-06-14,12.0879
1994-06-15,11.8983
1994-06-16,12.0879
1994-06-17,11.8983
1994-06-20,12.0287
1994-06-21,12.0573
1994-06-22,11.8983
1994-06-23,11.92
1994-06-24,11.7324
1994-06-27,11.7324
1994-06-28,11.7324
1994-06-29,11.92
1994-06-30,12.0573
1994-07-01,11.9734
1994-07-05,11.9408
1994-07-06,11.9082
1994-07-07,11.9911
1994-07-08,12.0188
1994-07-11,12.0751
1994-07-12,12.0445
1994-07-13,12.0751
1994-07-14,12.1521
1994-07-15,12.2104
1994-07-18,12.1284
1994-07-19,12.1008
1994-07-20,12.2104
1994-07-21,12.0751
1994-07-22,12.0445
1994-07-25,11.9625
1994-07-26,12.0751
1994-07-27,11.9911
1994-07-28,12.1837
1994-07-29,12.3496
1994-08-01,12.6429
1994-08-02,12.5906
1994-08-03,12.5906
1994-08-04,12.6429
1994-08-05,12.6745
1994-08-08,12.6192
1994-08-09,12.3496
1994-08-10,12.4247
1994-08-11,12.4247
1994-08-12,12.5649
1994-08-15,12.3496
1994-08-16,12.3496
1994-08-17,12.2341
1994-08-18,12.1284
1994-08-19,12.1284
1994-08-22,11.9408
1994-08-23,11.9082
1994-08-24,12.0445
1994-08-25,11.8825
1994-08-26,11.9408
1994-08-29,11.9625
1994-08-30,11.9408
1994-08-31,11.9408
1994-09-01,11.9082
1994-09-02,11.9082
1994-09-06,11.9082
1994-09-07,11.8578
1994-09-08,11.7986
1994-09-09,11.5546
1994-09-12,11.6386
1994-09-13,11.4727
1994-09-14,11.5003
1994-09-15,11.9082
1994-09-16,11.6909
1994-09-19,11.6909
1994-09-20,11.5003
1994-09-21,11.5833
1994-09-22,11.5833
1994-09-23,11.5833
1994-09-26,11.7442
1994-09-27,11.9408
1994-09-28,11.8578
1994-09-29,11.5833
1994-09-30,11.5546
1994-10-03,11.526
1994-10-04,11.2663
1994-10-05,11.2356
1994-10-06,11.2356
1994-10-07,11.2949
1994-10-10,11.1803
1994-10-11,11.3482
1994-10-12,11.2139
1994-10-13,11.4598
1994-10-14,11.6544
1994-10-17,11.4845
1994-10-18,11.3482
1994-10-19,11.5141
1994-10-20,11.2949
1994-10-21,11.3482
1994-10-24,11.045
1994-10-25,11.045
1994-10-26,11.0707
1994-10-27,11.4292
1994-10-28,11.5141
1994-10-31,11.5734
1994-11-01,11.5141
1994-11-02,11.4292
1994-11-03,11.5141
1994-11-04,11.3769
1994-11-07,11.3769
1994-11-08,11.5734
1994-11-09,11.3769
1994-11-10,11.2139
1994-11-11,11.2949
1994-11-14,11.2663
1994-11-15,11.0994
1994-11-16,11.0707
1994-11-17,11.2356
1994-11-18,11.2356
1994-11-21,11.2356
1994-11-22,11.045
1994-11-23,11.1803
1994-11-25,11.2139
1994-11-28,11.0707
1994-11-29,11.0994
1994-11-30,11.0707
1994-12-01,10.8238
1994-12-02,11.129
1994-12-05,11.0994
1994-12-06,11.129
1994-12-07,11.045
1994-12-08,10.9887
1994-12-09,10.9641
1994-12-12,11.0994
1994-12-13,11.0994
1994-12-14,11.4016
1994-12-15,11.3482
1994-12-16,11.4016
1994-12-19,11.2356
1994-12-20,11.129
1994-12-21,11.0707
1994-12-22,11.1803
1994-12-23,11.2356
