Date,PFE.US
1990-05-07,1.25042
1990-05-08,1.25042
1990-05-09,1.23723
1990-05-10,1.25042
1990-05-11,1.32267
1990-05-14,1.32936
1990-05-15,1.32267
1990-05-16,1.32267
1990-05-17,1.32267
1990-05-18,1.32267
1990-05-21,1.35544
1990-05-22,1.38231
1990-05-23,1.38842
1990-05-24,1.38842
1990-05-25,1.37562
1990-05-29,1.38842
1990-05-30,1.4019
1990-05-31,1.44787
1990-06-01,1.42808
1990-06-04,1.41509
1990-06-05,1.42129
1990-06-06,1.41509
1990-06-07,1.4081
1990-06-08,1.4081
1990-06-11,1.42129
1990-06-12,1.44128
1990-06-13,1.44128
1990-06-14,1.44128
1990-06-15,1.44128
1990-06-18,1.42129
1990-06-19,1.42808
1990-06-20,1.42808
1990-06-21,1.42129
1990-06-22,1.41509
1990-06-25,1.3951
1990-06-26,1.37562
1990-06-27,1.3951
1990-06-28,1.4081
1990-06-29,1.4081
1990-07-02,1.42129
1990-07-03,1.43448
1990-07-05,1.42808
1990-07-06,1.44787
1990-07-09,1.47395
1990-07-10,1.49393
1990-07-11,1.5268
1990-07-12,1.53989
1990-07-13,1.51371
1990-07-16,1.49393
1990-07-17,1.5268
1990-07-18,1.56618
1990-07-19,1.59275
1990-07-20,1.60574
1990-07-23,1.55958
1990-07-24,1.57927
1990-07-25,1.61214
1990-07-26,1.63183
1990-07-27,1.63871
1990-07-30,1.61894
1990-07-31,1.6646
1990-08-01,1.65181
1990-08-02,1.62523
1990-08-03,1.60574
1990-08-06,1.52031
1990-08-07,1.57287
1990-08-08,1.59275
1990-08-09,1.59905
1990-08-10,1.58586
1990-08-13,1.61214
1990-08-14,1.59275
1990-08-15,1.58586
1990-08-16,1.55328
1990-08-17,1.5336
1990-08-20,1.5336
1990-08-21,1.50683
1990-08-22,1.48044
1990-08-23,1.46095
1990-08-24,1.48044
1990-08-27,1.55328
1990-08-28,1.55328
1990-08-29,1.56618
1990-08-30,1.57287
1990-08-31,1.57287
1990-09-04,1.58586
1990-09-05,1.57927
1990-09-06,1.53989
1990-09-07,1.57927
1990-09-10,1.57287
1990-09-11,1.57927
1990-09-12,1.60574
1990-09-13,1.58586
1990-09-14,1.57287
1990-09-17,1.60574
1990-09-18,1.61214
1990-09-19,1.59275
1990-09-20,1.57287
1990-09-21,1.57287
1990-09-24,1.55328
1990-09-25,1.57287
1990-09-26,1.54679
1990-09-27,1.5268
1990-09-28,1.56618
1990-10-01,1.63183
1990-10-02,1.62523
1990-10-03,1.61894
1990-10-04,1.64521
1990-10-05,1.64521
1990-10-08,1.6646
1990-10-09,1.63871
1990-10-10,1.62523
1990-10-11,1.58586
1990-10-12,1.57287
1990-10-15,1.62523
1990-10-16,1.60574
1990-10-17,1.64521
1990-10-18,1.71077
1990-10-19,1.71077
1990-10-22,1.75073
1990-10-23,1.71736
1990-10-24,1.73065
1990-10-25,1.71736
1990-10-26,1.65181
1990-10-29,1.6586
1990-10-30,1.65181
1990-10-31,1.61214
1990-11-01,1.61214
1990-11-02,1.6586
1990-11-05,1.67799
1990-11-06,1.67169
1990-11-07,1.6586
1990-11-08,1.6586
1990-11-09,1.71077
1990-11-12,1.74364
1990-11-13,1.76992
1990-11-14,1.76372
1990-11-15,1.74364
1990-11-16,1.74364
1990-11-19,1.73065
1990-11-20,1.73734
1990-11-21,1.73065
1990-11-23,1.73065
1990-11-26,1.73065
1990-11-27,1.76992
1990-11-28,1.75703
1990-11-29,1.73734
1990-11-30,1.80319
1990-12-03,1.7898
1990-12-04,1.80319
1990-12-05,1.76372
1990-12-06,1.76372
1990-12-07,1.7834
1990-12-10,1.7834
1990-12-11,1.77691
1990-12-12,1.80319
1990-12-13,1.80959
1990-12-14,1.80319
1990-12-17,1.7898
1990-12-18,1.80319
1990-12-19,1.80319
1990-12-20,1.82288
1990-12-21,1.82288
1990-12-24,1.80319
1990-12-26,1.81638
1990-12-27,1.80959
1990-12-28,1.80319
1990-12-31,1.80319
1991-01-02,1.7898
1991-01-03,1.73734
1991-01-04,1.72435
1991-01-07,1.70466
1991-01-08,1.67799
1991-01-09,1.68468
1991-01-10,1.68468
1991-01-11,1.67799
1991-01-14,1.67169
1991-01-15,1.68468
1991-01-16,1.73065
1991-01-17,1.80319
1991-01-18,1.7966
1991-01-21,1.83577
1991-01-22,1.86904
1991-01-23,1.88863
1991-01-24,1.9216
1991-01-25,1.94778
1991-01-28,1.96126
1991-01-29,1.96736
1991-01-30,1.98085
1991-01-31,2.00723
1991-02-01,2.02042
1991-02-04,2.02661
1991-02-05,2.02661
1991-02-06,2.06639
1991-02-07,2.07947
1991-02-08,2.15821
1991-02-11,2.23096
1991-02-12,2.25054
1991-02-13,2.24375
1991-02-14,2.27032
1991-02-15,2.34257
1991-02-19,2.32298
1991-02-20,2.27032
1991-02-21,2.29001
1991-02-22,2.29001
1991-02-25,2.36255
1991-02-26,2.33617
1991-02-27,2.39532
1991-02-28,2.36255
1991-03-01,2.36255
1991-03-04,2.37555
1991-03-05,2.41521
1991-03-06,2.37555
1991-03-07,2.41521
1991-03-08,2.42161
1991-03-11,2.40862
1991-03-12,2.32967
1991-03-13,2.3097
1991-03-14,2.34956
1991-03-15,2.35606
1991-03-18,2.32298
1991-03-19,2.26383
1991-03-20,2.34257
1991-03-21,2.36255
1991-03-22,2.34257
1991-03-25,2.36255
1991-03-26,2.4346
1991-03-27,2.4283
1991-03-28,2.40862
1991-04-01,2.4283
1991-04-02,2.5535
1991-04-03,2.58608
1991-04-04,2.59287
1991-04-05,2.5535
1991-04-08,2.5664
1991-04-09,2.52712
1991-04-10,2.50045
1991-04-11,2.51393
1991-04-12,2.5597
1991-04-15,2.59287
1991-04-16,2.61916
1991-04-17,2.60577
1991-04-18,2.5535
1991-04-19,2.50743
1991-04-22,2.50743
1991-04-23,2.50743
1991-04-24,2.46137
1991-04-25,2.48756
1991-04-26,2.51393
1991-04-29,2.44808
1991-04-30,2.45419
1991-05-01,2.5597
1991-05-02,2.5664
1991-05-03,2.59947
1991-05-06,2.59287
1991-05-07,2.5597
1991-05-08,2.52023
1991-05-09,2.61916
1991-05-10,2.58608
1991-05-13,2.57308
1991-05-14,2.52712
1991-05-15,2.45419
1991-05-16,2.52023
1991-05-17,2.49415
1991-05-20,2.54671
1991-05-21,2.63903
1991-05-22,2.64543
1991-05-23,2.65862
1991-05-24,2.64543
1991-05-28,2.67831
1991-05-29,2.6914
1991-05-30,2.71128
1991-05-31,2.66532
1991-06-03,2.5535
1991-06-04,2.57308
1991-06-05,2.5664
1991-06-06,2.54671
1991-06-07,2.53342
1991-06-10,2.57958
1991-06-11,2.58608
1991-06-12,2.53342
1991-06-13,2.51393
1991-06-14,2.65862
1991-06-17,2.61916
1991-06-18,2.60577
1991-06-19,2.57958
1991-06-20,2.59287
1991-06-21,2.58608
1991-06-24,2.5664
1991-06-25,2.57308
1991-06-26,2.53342
1991-06-27,2.57308
1991-06-28,2.51393
1991-07-01,2.54671
1991-07-02,2.5535
1991-07-03,2.52712
1991-07-05,2.53342
1991-07-08,2.5535
1991-07-09,2.54671
1991-07-10,2.58608
1991-07-11,2.57958
1991-07-12,2.63225
1991-07-15,2.65862
1991-07-16,2.65193
1991-07-17,2.6914
1991-07-18,2.74406
1991-07-19,2.73766
1991-07-22,2.71128
1991-07-23,2.65193
1991-07-24,2.65862
1991-07-25,2.68471
1991-07-26,2.72427
1991-07-29,2.79682
1991-07-30,2.79022
1991-07-31,2.80351
1991-08-01,2.84307
1991-08-02,2.84307
1991-08-05,2.86237
1991-08-06,2.96778
1991-08-07,2.98117
1991-08-08,2.94141
1991-08-09,2.90203
1991-08-12,2.91532
1991-08-13,2.96778
1991-08-14,2.98117
1991-08-15,2.96778
1991-08-16,2.93481
1991-08-19,2.86926
1991-08-20,2.88884
1991-08-21,3.00734
1991-08-22,2.94141
1991-08-23,2.96168
1991-08-26,2.95479
1991-08-27,2.94141
1991-08-28,3.00734
1991-08-29,3.00734
1991-08-30,2.98117
1991-09-03,2.94141
1991-09-04,2.92182
1991-09-05,2.96778
1991-09-06,3.10588
1991-09-09,3.06011
1991-09-10,3.04692
1991-09-11,3.04692
1991-09-12,2.92851
1991-09-13,2.90203
1991-09-16,2.89543
1991-09-17,2.95479
1991-09-18,2.94809
1991-09-19,2.97428
1991-09-20,2.96168
1991-09-23,2.96168
1991-09-24,2.92182
1991-09-25,2.87576
1991-09-26,2.92182
1991-09-27,2.93481
1991-09-30,2.96778
1991-10-01,2.98117
1991-10-02,2.99416
1991-10-03,2.99416
1991-10-04,3.03343
1991-10-07,3.00734
1991-10-08,2.98787
1991-10-09,2.96778
1991-10-10,2.95479
1991-10-11,2.95479
1991-10-14,2.96778
1991-10-15,3.00056
1991-10-16,2.99416
1991-10-17,3.06641
1991-10-18,3.13914
1991-10-21,3.06641
1991-10-22,3.08629
1991-10-23,3.17202
1991-10-24,3.13226
1991-10-25,3.08629
1991-10-28,3.18482
1991-10-29,3.18482
1991-10-30,3.21808
1991-10-31,3.26414
1991-11-01,3.26414
1991-11-04,3.1916
1991-11-05,3.18482
1991-11-06,3.17852
1991-11-07,3.09278
1991-11-08,3.16553
1991-11-11,3.15873
1991-11-12,3.24417
1991-11-13,3.21139
1991-11-14,3.21139
1991-11-15,3.09278
1991-11-18,3.13914
1991-11-19,3.11257
1991-11-20,3.07979
1991-11-21,3.11936
1991-11-22,3.11257
1991-11-25,3.07309
1991-11-26,3.09938
1991-11-27,3.05322
1991-11-29,3.03343
1991-12-02,3.12605
1991-12-03,3.11936
1991-12-04,3.16553
1991-12-05,3.09938
1991-12-06,3.17852
1991-12-09,3.21139
1991-12-10,3.20431
1991-12-11,3.20431
1991-12-12,3.30992
1991-12-13,3.36927
1991-12-16,3.4481
1991-12-17,3.46199
1991-12-18,3.36927
1991-12-19,3.34938
1991-12-20,3.40884
1991-12-23,3.48806
1991-12-24,3.52734
1991-12-26,3.64595
1991-12-27,3.73798
1991-12-30,3.92204
1991-12-31,3.8429
1992-01-02,3.8429
1992-01-03,3.82331
1992-01-06,3.79723
1992-01-07,3.86278
1992-01-08,3.84979
1992-01-09,3.92204
1992-01-10,3.86957
1992-01-13,3.86278
1992-01-14,3.81701
1992-01-15,3.63217
1992-01-16,3.49446
1992-01-17,3.50755
1992-01-20,3.48806
1992-01-21,3.38245
1992-01-22,3.46819
1992-01-23,3.442
1992-01-24,3.48108
1992-01-27,3.442
1992-01-28,3.33639
1992-01-29,3.30992
1992-01-30,3.38245
1992-01-31,3.33639
1992-02-03,3.33639
1992-02-04,3.40884
1992-02-05,3.38245
1992-02-06,3.30992
1992-02-07,3.33639
1992-02-10,3.33639
1992-02-11,3.39545
1992-02-12,3.46199
1992-02-13,3.33639
1992-02-14,3.29693
1992-02-18,3.23127
1992-02-19,3.1916
1992-02-20,3.26414
1992-02-21,3.30992
1992-02-24,3.39545
1992-02-25,3.41523
1992-02-26,3.49446
1992-02-27,3.36287
1992-02-28,3.42842
1992-03-02,3.43512
1992-03-03,3.442
1992-03-04,3.38245
1992-03-05,3.33639
1992-03-06,3.33639
1992-03-09,3.32999
1992-03-10,3.37587
1992-03-11,3.34938
1992-03-12,3.33639
1992-03-13,3.28383
1992-03-16,3.24417
1992-03-17,3.29033
1992-03-18,3.27034
1992-03-19,3.25726
1992-03-20,3.26414
1992-03-23,3.19839
1992-03-24,3.24417
1992-03-25,3.21808
1992-03-26,3.1916
1992-03-27,3.14534
1992-03-30,3.12605
1992-03-31,3.19839
1992-04-01,3.27734
1992-04-02,3.21139
1992-04-03,3.24417
1992-04-06,3.28383
1992-04-07,3.17202
1992-04-08,3.19839
1992-04-09,3.29033
1992-04-10,3.32999
1992-04-13,3.38895
1992-04-14,3.38895
1992-04-15,3.36287
1992-04-16,3.20431
1992-04-20,3.06011
1992-04-21,3.10588
1992-04-22,3.07979
1992-04-23,3.07309
1992-04-24,3.15873
1992-04-27,3.17202
1992-04-28,3.15873
1992-04-29,3.20431
1992-04-30,3.29033
1992-05-01,3.25726
1992-05-04,3.3167
1992-05-05,3.34938
1992-05-06,3.30362
1992-05-07,3.29693
1992-05-08,3.30992
1992-05-11,3.3233
1992-05-12,3.29693
1992-05-13,3.27734
1992-05-14,3.22438
1992-05-15,3.23787
1992-05-18,3.26414
1992-05-19,3.35608
1992-05-20,3.38245
1992-05-21,3.34279
1992-05-22,3.37587
1992-05-26,3.30362
1992-05-27,3.3167
1992-05-28,3.46199
1992-05-29,3.4481
1992-06-01,3.4549
1992-06-02,3.30362
1992-06-03,3.3167
1992-06-04,3.29033
1992-06-05,3.34938
1992-06-08,3.29033
1992-06-09,3.21808
1992-06-10,3.17202
1992-06-11,3.18482
1992-06-12,3.16553
1992-06-15,3.15873
1992-06-16,3.17852
1992-06-17,3.12605
1992-06-18,3.16553
1992-06-19,3.21139
1992-06-22,3.33639
1992-06-23,3.33639
1992-06-24,3.25726
1992-06-25,3.30362
1992-06-26,3.32999
1992-06-29,3.42842
1992-06-30,3.37587
1992-07-01,3.48108
1992-07-02,3.48108
1992-07-06,3.54053
1992-07-07,3.51435
1992-07-08,3.53354
1992-07-09,3.5736
1992-07-10,3.5736
1992-07-13,3.5736
1992-07-14,3.5736
1992-07-15,3.55343
1992-07-16,3.55343
1992-07-17,3.54703
1992-07-20,3.49446
1992-07-21,3.50096
1992-07-22,3.48806
1992-07-23,3.442
1992-07-24,3.48108
1992-07-27,3.53354
1992-07-28,3.5736
1992-07-29,3.62616
1992-07-30,3.59969
1992-07-31,3.61928
1992-08-03,3.67843
1992-08-04,3.75106
1992-08-05,3.76406
1992-08-06,3.75756
1992-08-07,3.73148
1992-08-10,3.69181
1992-08-11,3.73798
1992-08-12,3.74438
1992-08-13,3.71799
1992-08-14,3.71799
1992-08-17,3.76406
1992-08-18,3.79723
1992-08-19,3.79723
1992-08-20,3.85629
1992-08-21,3.81701
1992-08-24,3.71799
1992-08-25,3.73798
1992-08-26,3.73148
1992-08-27,3.705
1992-08-28,3.62616
1992-08-31,3.5864
1992-09-01,3.65225
1992-09-02,3.68551
1992-09-03,3.69811
1992-09-04,3.73148
1992-09-08,3.67203
1992-09-09,3.67203
1992-09-10,3.62616
1992-09-11,3.63895
1992-09-14,3.7116
1992-09-15,3.69811
1992-09-16,3.71799
1992-09-17,3.705
1992-09-18,3.72459
1992-09-21,3.75756
1992-09-22,3.71799
1992-09-23,3.66573
1992-09-24,3.65854
1992-09-25,3.46199
1992-09-28,3.43512
1992-09-29,3.46199
1992-09-30,3.46819
1992-10-01,3.46199
1992-10-02,3.40884
1992-10-05,3.4481
1992-10-06,3.34938
1992-10-07,3.36287
1992-10-08,3.33639
1992-10-09,3.27034
1992-10-12,3.29693
1992-10-13,3.3233
1992-10-14,3.41523
1992-10-15,3.442
1992-10-16,3.42203
1992-10-19,3.442
1992-10-20,3.46199
1992-10-21,3.50096
1992-10-22,3.4481
1992-10-23,3.36927
1992-10-26,3.42842
1992-10-27,3.4481
1992-10-28,3.46199
1992-10-29,3.49446
1992-10-30,3.51435
1992-11-02,3.5798
1992-11-03,3.55982
1992-11-04,3.4549
1992-11-05,3.442
1992-11-06,3.43512
1992-11-09,3.38895
1992-11-10,3.46819
1992-11-11,3.5736
1992-11-12,3.5864
1992-11-13,3.52734
1992-11-16,3.56681
1992-11-17,3.60608
1992-11-18,3.61288
1992-11-19,3.67203
1992-11-20,3.69181
1992-11-23,3.67203
1992-11-24,3.68551
1992-11-25,3.67203
1992-11-27,3.72459
1992-11-30,3.64595
1992-12-01,3.63895
1992-12-02,3.5798
1992-12-03,3.59319
1992-12-04,3.5736
1992-12-07,3.63895
1992-12-08,3.67203
1992-12-09,3.71799
1992-12-10,3.64595
1992-12-11,3.65225
1992-12-14,3.71799
1992-12-15,3.69181
1992-12-16,3.65225
1992-12-17,3.69811
1992-12-18,3.72459
1992-12-21,3.67203
1992-12-22,3.59969
1992-12-23,3.4549
1992-12-24,3.47459
1992-12-28,3.4549
1992-12-29,3.42842
1992-12-30,3.41523
1992-12-31,3.38245
1993-01-04,3.37587
1993-01-05,3.25726
1993-01-06,3.18482
1993-01-07,3.13226
1993-01-08,3.17202
1993-01-11,3.19839
1993-01-12,3.17202
1993-01-13,3.09278
1993-01-14,3.06011
1993-01-15,3.05322
1993-01-18,2.95479
1993-01-19,2.84947
1993-01-20,2.96168
1993-01-21,3.03343
1993-01-22,3.15873
1993-01-25,3.11936
1993-01-26,3.04042
1993-01-27,3.06011
1993-01-28,3.08629
1993-01-29,3.07979
1993-02-01,3.07979
1993-02-02,2.94809
1993-02-03,3.00056
1993-02-04,3.00056
1993-02-05,2.95479
1993-02-08,2.92182
1993-02-09,2.90853
1993-02-10,2.94141
1993-02-11,3.02723
1993-02-12,3.02073
1993-02-16,2.82319
1993-02-17,2.78343
1993-02-18,2.77683
1993-02-19,2.5597
1993-02-22,2.53342
1993-02-23,2.68471
1993-02-24,2.71128
1993-02-25,2.68471
1993-02-26,2.74406
1993-03-01,2.79022
1993-03-02,2.85587
1993-03-03,2.84947
1993-03-04,2.84307
1993-03-05,2.76394
1993-03-08,2.83598
1993-03-09,2.80991
1993-03-10,2.97428
1993-03-11,2.92851
1993-03-12,2.91532
1993-03-15,2.91532
1993-03-16,2.8165
1993-03-17,2.74406
1993-03-18,2.79022
1993-03-19,2.75705
1993-03-22,2.71128
1993-03-23,2.80351
1993-03-24,2.70458
1993-03-25,2.80351
1993-03-26,2.74406
1993-03-29,2.8165
1993-03-30,2.95479
1993-03-31,2.92182
1993-04-01,2.86926
1993-04-02,2.76394
1993-04-05,2.77063
1993-04-06,2.70458
1993-04-07,2.75084
1993-04-08,2.75705
1993-04-12,2.88254
1993-04-13,2.84307
1993-04-14,2.85587
1993-04-15,2.85587
1993-04-16,2.84307
1993-04-19,2.90853
1993-04-20,3.06011
1993-04-21,3.09938
1993-04-22,3.00734
1993-04-23,3.04042
1993-04-26,3.00056
1993-04-27,3.18482
1993-04-28,3.20431
1993-04-29,3.16553
1993-04-30,3.20431
1993-05-03,3.27734
1993-05-04,3.25105
1993-05-05,3.30992
1993-05-06,3.25105
1993-05-07,3.25726
1993-05-10,3.22438
1993-05-11,3.26414
1993-05-12,3.28383
1993-05-13,3.25105
1993-05-14,3.29693
1993-05-17,3.38245
1993-05-18,3.3233
1993-05-19,3.38245
1993-05-20,3.38895
1993-05-21,3.36927
1993-05-24,3.38895
1993-05-25,3.41523
1993-05-26,3.46819
1993-05-27,3.42203
1993-05-28,3.38895
1993-06-01,3.442
1993-06-02,3.40884
1993-06-03,3.38245
1993-06-04,3.30362
1993-06-07,3.29033
1993-06-08,3.28383
1993-06-09,3.27734
1993-06-10,3.34279
1993-06-11,3.34938
1993-06-14,3.42203
1993-06-15,3.4549
1993-06-16,3.50755
1993-06-17,3.53354
1993-06-18,3.40884
1993-06-21,3.30992
1993-06-22,3.29033
1993-06-23,3.29693
1993-06-24,3.30362
1993-06-25,3.29033
1993-06-28,3.25726
1993-06-29,3.27034
1993-06-30,3.16553
1993-07-01,3.07309
1993-07-02,3.00056
1993-07-06,2.96778
1993-07-07,3.01384
1993-07-08,3.09278
1993-07-09,3.10588
1993-07-12,3.04042
1993-07-13,3.07979
1993-07-14,3.06011
1993-07-15,2.98787
1993-07-16,2.93481
1993-07-19,2.97428
1993-07-20,3.00056
1993-07-21,3.02723
1993-07-22,3.00734
1993-07-23,3.07309
1993-07-26,3.07309
1993-07-27,3.10588
1993-07-28,3.00056
1993-07-29,2.91532
1993-07-30,2.80991
1993-08-02,2.84947
1993-08-03,2.83598
1993-08-04,2.84947
1993-08-05,2.80351
1993-08-06,2.8165
1993-08-09,2.83598
1993-08-10,2.84307
1993-08-11,2.78343
1993-08-12,2.75705
1993-08-13,2.71787
1993-08-16,2.82319
1993-08-17,2.88254
1993-08-18,3.00734
1993-08-19,3.00734
1993-08-20,3.05322
1993-08-23,2.98787
1993-08-24,2.94809
1993-08-25,2.94809
1993-08-26,3.01384
1993-08-27,3.00056
1993-08-30,3.00056
1993-08-31,3.00056
1993-09-01,2.98787
1993-09-02,3.07979
1993-09-03,3.05322
1993-09-07,3.01384
1993-09-08,2.94809
1993-09-09,2.98117
1993-09-10,2.92182
1993-09-13,2.87576
1993-09-14,3.01384
1993-09-15,2.92851
1993-09-16,2.87576
1993-09-17,2.86237
1993-09-20,2.80991
1993-09-21,2.92182
1993-09-22,2.87576
1993-09-23,2.98117
1993-09-24,2.90853
1993-09-27,2.89543
1993-09-28,2.85587
1993-09-29,2.83598
1993-09-30,2.8294
1993-10-01,2.82319
1993-10-04,2.75084
1993-10-05,2.80991
1993-10-06,2.79682
1993-10-07,2.82319
1993-10-08,2.82319
1993-10-11,2.87576
1993-10-12,2.88254
1993-10-13,2.84947
1993-10-14,2.88254
1993-10-15,2.92851
1993-10-18,3.03343
1993-10-19,3.00056
1993-10-20,3.06641
1993-10-21,3.07309
1993-10-22,3.00734
1993-10-25,2.97428
1993-10-26,2.96778
1993-10-27,2.94809
1993-10-28,2.93481
1993-10-29,2.96168
1993-11-01,2.97428
1993-11-02,2.96168
1993-11-03,3.02723
1993-11-04,3.04692
1993-11-05,3.03343
1993-11-08,2.98117
1993-11-09,2.96778
1993-11-10,3.00734
1993-11-11,3.06641
1993-11-12,3.15204
1993-11-15,3.17852
1993-11-16,3.23787
1993-11-17,3.20431
1993-11-18,3.14534
1993-11-19,3.12605
1993-11-22,3.15204
1993-11-23,3.18482
1993-11-24,3.14534
1993-11-26,3.13226
1993-11-29,3.15873
1993-11-30,3.18482
1993-12-01,3.17202
1993-12-02,3.18482
1993-12-03,3.17852
1993-12-06,3.23787
1993-12-07,3.19839
1993-12-08,3.20431
1993-12-09,3.14534
1993-12-10,3.13226
1993-12-13,3.13914
1993-12-14,3.10588
1993-12-15,3.11257
1993-12-16,3.09938
1993-12-17,3.11257
1993-12-20,3.15204
1993-12-21,3.1916
1993-12-22,3.1916
1993-12-23,3.21808
1993-12-27,3.29693
1993-12-28,3.28383
1993-12-29,3.34279
1993-12-30,3.3167
1993-12-31,3.30362
1994-01-03,3.25726
1994-01-04,3.27034
1994-01-05,3.29693
1994-01-06,3.27034
1994-01-07,3.27034
1994-01-10,3.32999
1994-01-11,3.30362
1994-01-12,3.29033
1994-01-13,3.27034
1994-01-14,3.23787
1994-01-17,3.23127
1994-01-18,3.25105
1994-01-19,3.01384
1994-01-20,3.00056
1994-01-21,3.03343
1994-01-24,2.94809
1994-01-25,2.96778
1994-01-26,3.00734
1994-01-27,3.01384
1994-01-28,3.06011
1994-01-31,3.09938
1994-02-01,3.06011
1994-02-02,3.07309
1994-02-03,3.06641
1994-02-04,2.96778
1994-02-07,2.97428
1994-02-08,2.86926
1994-02-09,2.87576
1994-02-10,2.87576
1994-02-11,2.86926
1994-02-14,2.80991
1994-02-15,2.79682
1994-02-16,2.77063
1994-02-17,2.75084
1994-02-18,2.77063
1994-02-22,2.79022
1994-02-23,2.79022
1994-02-24,2.73097
1994-02-25,2.77063
1994-02-28,2.80351
1994-03-01,2.75705
1994-03-02,2.75084
1994-03-03,2.69819
1994-03-04,2.70458
1994-03-07,2.74406
1994-03-08,2.76394
1994-03-09,2.77683
1994-03-10,2.73766
1994-03-11,2.79022
1994-03-14,2.73766
1994-03-15,2.71787
1994-03-16,2.73097
1994-03-17,2.78343
1994-03-18,2.75084
1994-03-21,2.80351
1994-03-22,2.75084
1994-03-23,2.67831
1994-03-24,2.6914
1994-03-25,2.70458
1994-03-28,2.66532
1994-03-29,2.66532
1994-03-30,2.60577
1994-03-31,2.60577
1994-04-04,2.58608
1994-04-05,2.63225
1994-04-06,2.62545
1994-04-07,2.67221
1994-04-08,2.63225
1994-04-11,2.63225
1994-04-12,2.59287
1994-04-13,2.59947
1994-04-14,2.64543
1994-04-15,2.60577
1994-04-18,2.59287
1994-04-19,2.6914
1994-04-20,2.79022
1994-04-21,2.87576
1994-04-22,2.84307
1994-04-25,2.83598
1994-04-26,2.80351
1994-04-28,2.80351
1994-04-29,2.84947
1994-05-02,2.94809
1994-05-03,2.94809
1994-05-04,2.88884
1994-05-05,2.90853
1994-05-06,2.87576
1994-05-09,2.89543
1994-05-10,2.93481
1994-05-11,2.95479
1994-05-12,2.98787
1994-05-13,2.96168
1994-05-16,3.01384
1994-05-17,3.08629
1994-05-18,3.06011
1994-05-19,3.09278
1994-05-20,3.07979
1994-05-23,3.07979
1994-05-24,3.09938
1994-05-25,3.10588
1994-05-26,3.13914
1994-05-27,3.10588
1994-05-31,3.09938
1994-06-01,3.07979
1994-06-02,3.09278
1994-06-03,3.11936
1994-06-06,3.06641
1994-06-07,3.06011
1994-06-08,3.02723
1994-06-09,3.08629
1994-06-10,3.06641
1994-06-13,3.08629
1994-06-14,3.11936
1994-06-15,3.11936
1994-06-16,3.10588
1994-06-17,3.11257
1994-06-20,3.10588
1994-06-21,3.10588
1994-06-22,3.06011
1994-06-23,3.07309
1994-06-24,3.01384
1994-06-27,3.02073
1994-06-28,3.00734
1994-06-29,3.06641
1994-06-30,3.07309
1994-07-01,3.05322
1994-07-05,3.04692
1994-07-06,3.01384
1994-07-07,3.02723
1994-07-08,3.06011
1994-07-11,3.07979
1994-07-12,3.01384
1994-07-13,3.01384
1994-07-14,3.05322
1994-07-15,3.05322
1994-07-18,3.03343
1994-07-19,3.02073
1994-07-20,2.92851
1994-07-21,2.94141
1994-07-22,2.92182
1994-07-25,3.00056
1994-07-26,3.00056
1994-07-27,2.99416
1994-07-28,2.99416
1994-07-29,3.01384
1994-08-01,3.01384
1994-08-02,3.11257
1994-08-03,3.09938
1994-08-04,3.09938
1994-08-05,3.07309
1994-08-08,3.07309
1994-08-09,3.11936
1994-08-10,3.1916
1994-08-11,3.19839
1994-08-12,3.18482
1994-08-15,3.20431
1994-08-16,3.27034
1994-08-17,3.29693
1994-08-18,3.37587
1994-08-19,3.36927
1994-08-22,3.36287
1994-08-23,3.38895
1994-08-24,3.34938
1994-08-25,3.35608
1994-08-26,3.40244
1994-08-29,3.38245
1994-08-30,3.35608
1994-08-31,3.34938
1994-09-01,3.30992
1994-09-02,3.28383
1994-09-06,3.29033
1994-09-07,3.3167
1994-09-08,3.30362
1994-09-09,3.28383
1994-09-12,3.27034
1994-09-13,3.27034
1994-09-14,3.26414
1994-09-15,3.25105
1994-09-16,3.18482
1994-09-19,3.23127
1994-09-20,3.17202
1994-09-21,3.18482
1994-09-22,3.21808
1994-09-23,3.27734
1994-09-26,3.33639
1994-09-27,3.40244
1994-09-28,3.442
1994-09-29,3.36927
1994-09-30,3.38895
1994-10-03,3.43512
1994-10-04,3.442
1994-10-05,3.38895
1994-10-06,3.33639
1994-10-07,3.38245
1994-10-10,3.48806
1994-10-11,3.56681
1994-10-12,3.52075
1994-10-13,3.53354
1994-10-14,3.52075
1994-10-17,3.52734
1994-10-18,3.53354
1994-10-19,3.53354
1994-10-20,3.53354
1994-10-21,3.59319
1994-10-24,3.61928
1994-10-25,3.5736
1994-10-26,3.59319
1994-10-27,3.55343
1994-10-28,3.59969
1994-10-31,3.63217
1994-11-01,3.60608
1994-11-02,3.62616
1994-11-03,3.61928
1994-11-04,3.59969
1994-11-07,3.66573
1994-11-08,3.67203
1994-11-09,3.75756
1994-11-10,3.77735
1994-11-11,3.76406
1994-11-14,3.79723
1994-11-15,3.75106
1994-11-16,3.79054
1994-11-17,3.74438
1994-11-18,3.77075
1994-11-21,3.75106
1994-11-22,3.69181
1994-11-23,3.5798
1994-11-25,3.62616
1994-11-28,3.705
1994-11-29,3.73798
1994-11-30,3.81701
1994-12-01,3.75106
1994-12-02,3.69181
1994-12-05,3.65854
1994-12-06,3.7116
1994-12-07,3.67843
1994-12-08,3.66573
1994-12-09,3.7116
1994-12-12,3.705
1994-12-13,3.69181
1994-12-14,3.78384
