Date,MRK.US
1990-05-07,6.59542
1990-05-08,6.61586
1990-05-09,6.66267
1990-05-10,6.73736
1990-05-11,6.88624
1990-05-14,6.97482
1990-05-15,6.97482
1990-05-16,6.98126
1990-05-17,7.09682
1990-05-18,7.0626
1990-05-21,7.26584
1990-05-22,7.26584
1990-05-23,7.29272
1990-05-24,7.35372
1990-05-25,7.48266
1990-05-29,7.45598
1990-05-30,7.43535
1990-05-31,7.41432
1990-06-01,7.52343
1990-06-04,7.55031
1990-06-05,7.5022
1990-06-06,7.41432
1990-06-07,7.29936
1990-06-08,7.16437
1990-06-11,7.23211
1990-06-12,7.46917
1990-06-13,7.44894
1990-06-14,7.4285
1990-06-15,7.4285
1990-06-18,7.29936
1990-06-19,7.29936
1990-06-20,7.3675
1990-06-21,7.48871
1990-06-22,7.32684
1990-06-25,7.3675
1990-06-26,7.4285
1990-06-27,7.55031
1990-06-28,7.71982
1990-06-29,7.77437
1990-07-02,7.79322
1990-07-03,7.84906
1990-07-05,7.71982
1990-07-06,7.7473
1990-07-09,7.7473
1990-07-10,7.74015
1990-07-11,7.90828
1990-07-12,7.90828
1990-07-13,7.96353
1990-07-16,8.03812
1990-07-17,8.06579
1990-07-18,8.07045
1990-07-19,8.08414
1990-07-20,8.06579
1990-07-23,7.92871
1990-07-24,7.92871
1990-07-25,7.97801
1990-07-26,8.05071
1990-07-27,7.90828
1990-07-30,8.01719
1990-07-31,7.98267
1990-08-01,8.05071
1990-08-02,7.81355
1990-08-03,7.65882
1990-08-06,7.39419
1990-08-07,7.43535
1990-08-08,7.62519
1990-08-09,7.70534
1990-08-10,7.58988
1990-08-13,7.78181
1990-08-14,7.79322
1990-08-15,7.87525
1990-08-16,7.5022
1990-08-17,7.36056
1990-08-20,7.3805
1990-08-21,7.27933
1990-08-22,7.03552
1990-08-23,6.85252
1990-08-24,6.95409
1990-08-27,7.25919
1990-08-28,7.29936
1990-08-29,7.40103
1990-08-30,7.21823
1990-08-31,7.3675
1990-09-04,7.35372
1990-09-05,7.33338
1990-09-06,7.20493
1990-09-07,7.3197
1990-09-10,7.3063
1990-09-11,7.34052
1990-09-12,7.3197
1990-09-13,7.21823
1990-09-14,7.23846
1990-09-17,7.23211
1990-09-18,7.21823
1990-09-19,6.93385
1990-09-20,6.83248
1990-09-21,6.82554
1990-09-24,6.64303
1990-09-25,6.77813
1990-09-26,6.69015
1990-09-27,6.60861
1990-09-28,6.86621
1990-10-01,7.23846
1990-10-02,7.15088
1990-10-03,7.09682
1990-10-04,7.08303
1990-10-05,7.02897
1990-10-08,7.06954
1990-10-09,6.77813
1990-10-10,6.85946
1990-10-11,6.79162
1990-10-12,6.96778
1990-10-15,7.08303
1990-10-16,7.02897
1990-10-17,7.08303
1990-10-18,7.23211
1990-10-19,7.28617
1990-10-22,7.42156
1990-10-23,7.34052
1990-10-24,7.38754
1990-10-25,7.3675
1990-10-26,7.13719
1990-10-29,7.0626
1990-10-30,7.10307
1990-10-31,6.93385
1990-11-01,6.99485
1990-11-02,7.04891
1990-11-05,7.15088
1990-11-06,7.15088
1990-11-07,7.0626
1990-11-08,7.08303
1990-11-09,7.26584
1990-11-12,7.4285
1990-11-13,7.45598
1990-11-14,7.61141
1990-11-15,7.63154
1990-11-16,7.66616
1990-11-19,7.71268
1990-11-20,7.64513
1990-11-21,7.61141
1990-11-23,7.56439
1990-11-26,7.65882
1990-11-27,7.67995
1990-11-28,7.59722
1990-11-29,7.56439
1990-11-30,7.78181
1990-12-03,7.75404
1990-12-04,7.80711
1990-12-05,7.85551
1990-12-06,7.90044
1990-12-07,7.8686
1990-12-10,7.8686
1990-12-11,7.83518
1990-12-12,8.03812
1990-12-13,8.0037
1990-12-14,7.8686
1990-12-17,7.83518
1990-12-18,7.90044
1990-12-19,7.83518
1990-12-20,7.82089
1990-12-21,7.95609
1990-12-24,7.90828
1990-12-26,8.02373
1990-12-27,8.0037
1990-12-28,8.04407
1990-12-31,8.15992
1991-01-02,8.1258
1991-01-03,7.8686
1991-01-04,7.74015
1991-01-07,7.53682
1991-01-08,7.55735
1991-01-09,7.46917
1991-01-10,7.57143
1991-01-11,7.58988
1991-01-14,7.52343
1991-01-15,7.58324
1991-01-16,7.6979
1991-01-17,7.97801
1991-01-18,8.03812
1991-01-21,7.95609
1991-01-22,7.95609
1991-01-23,8.09168
1991-01-24,8.15992
1991-01-25,8.11925
1991-01-28,8.10546
1991-01-29,8.13958
1991-01-30,8.3207
1991-01-31,8.3086
1991-02-01,8.36296
1991-02-04,8.58008
1991-02-05,8.71587
1991-02-06,8.84997
1991-02-07,8.67381
1991-02-08,8.84997
1991-02-11,9.11461
1991-02-12,8.9447
1991-02-13,8.95967
1991-02-14,8.86485
1991-02-15,9.26269
1991-02-19,9.29781
1991-02-20,9.14625
1991-02-21,9.16916
1991-02-22,9.23651
1991-02-25,9.37815
1991-02-26,9.23651
1991-02-27,9.36535
1991-02-28,9.27638
1991-03-01,9.28313
1991-03-04,9.40473
1991-03-05,9.49331
1991-03-06,9.44074
1991-03-07,9.52009
1991-03-08,9.64209
1991-03-11,9.74425
1991-03-12,9.63713
1991-03-13,9.6768
1991-03-14,9.85336
1991-03-15,9.85832
1991-03-18,9.66887
1991-03-19,9.26954
1991-03-20,9.47248
1991-03-21,9.40473
1991-03-22,9.47248
1991-03-25,9.52802
1991-03-26,9.87022
1991-03-27,9.73731
1991-03-28,9.63713
1991-04-01,9.63713
1991-04-02,9.92973
1991-04-03,9.90692
1991-04-04,9.89303
1991-04-05,9.74425
1991-04-08,9.85832
1991-04-09,9.73731
1991-04-10,9.73731
1991-04-11,9.88609
1991-04-12,9.90692
1991-04-15,10.0081
1991-04-16,10.3166
1991-04-17,10.4792
1991-04-18,10.3781
1991-04-19,10.139
1991-04-22,10.0359
1991-04-23,10.0359
1991-04-24,9.97338
1991-04-25,10.0081
1991-04-26,9.95453
1991-04-29,9.8365
1991-04-30,9.8365
1991-05-01,10.1747
1991-05-02,10.3027
1991-05-03,10.5338
1991-05-06,10.625
1991-05-07,10.7262
1991-05-08,10.6836
1991-05-09,10.8562
1991-05-10,10.8076
1991-05-13,10.8185
1991-05-14,10.7054
1991-05-15,10.6598
1991-05-16,10.8076
1991-05-17,10.872
1991-05-20,10.9226
1991-05-21,11.1269
1991-05-22,11.1051
1991-05-23,11.0585
1991-05-24,11.0367
1991-05-28,11.1388
1991-05-29,11.0922
1991-05-30,11.0049
1991-05-31,10.8562
1991-06-03,10.6518
1991-06-04,10.6975
1991-06-05,10.6647
1991-06-06,10.5338
1991-06-07,10.5169
1991-06-10,10.4842
1991-06-11,10.5983
1991-06-12,10.6766
1991-06-13,10.6191
1991-06-14,10.8482
1991-06-17,10.8323
1991-06-18,10.6836
1991-06-19,10.6052
1991-06-20,10.631
1991-06-21,10.6647
1991-06-24,10.4971
1991-06-25,10.6975
1991-06-26,10.7937
1991-06-27,10.872
1991-06-28,10.6518
1991-07-01,10.9415
1991-07-02,10.9484
1991-07-03,10.756
1991-07-05,10.7937
1991-07-08,10.9623
1991-07-09,10.8135
1991-07-10,10.7798
1991-07-11,10.8641
1991-07-12,10.996
1991-07-15,11.1587
1991-07-16,11.0992
1991-07-17,11.0764
1991-07-18,11.1438
1991-07-19,11.1121
1991-07-22,11.0764
1991-07-23,11.0307
1991-07-24,11.1269
1991-07-25,11.2946
1991-07-26,11.3094
1991-07-29,11.4473
1991-07-30,11.6883
1991-07-31,11.8103
1991-08-01,11.7667
1991-08-02,11.7082
1991-08-05,11.5931
1991-08-06,11.7558
1991-08-07,11.7736
1991-08-08,11.6953
1991-08-09,11.606
1991-08-12,11.6546
1991-08-13,11.6546
1991-08-14,11.5931
1991-08-15,11.5406
1991-08-16,11.4592
1991-08-19,11.2589
1991-08-20,11.2589
1991-08-21,11.5931
1991-08-22,11.5802
1991-08-23,11.5475
1991-08-26,11.5257
1991-08-27,11.4751
1991-08-28,11.727
1991-08-29,11.8034
1991-08-30,11.6953
1991-09-03,11.6606
1991-09-04,11.5931
1991-09-05,11.6407
1991-09-06,11.7201
1991-09-09,11.9383
1991-09-10,11.8837
1991-09-11,12.0057
1991-09-12,12.0534
1991-09-13,11.8699
1991-09-16,11.9522
1991-09-17,12.1506
1991-09-18,12.1218
1991-09-19,12.1506
1991-09-20,12.214
1991-09-23,12.0216
1991-09-24,12.099
1991-09-25,11.97
1991-09-26,11.9849
1991-09-27,11.8699
1991-09-30,11.9988
1991-10-01,12.0841
1991-10-02,12.0216
1991-10-03,11.9581
1991-10-04,11.9383
1991-10-07,11.8034
1991-10-08,11.8103
1991-10-09,11.7558
1991-10-10,11.7558
1991-10-11,11.8837
1991-10-14,12.0216
1991-10-15,12.0534
1991-10-16,12.0534
1991-10-17,11.9849
1991-10-18,12.1694
1991-10-21,12.1218
1991-10-22,12.0335
1991-10-23,12.1992
1991-10-24,12.214
1991-10-25,12.0534
1991-10-28,12.3787
1991-10-29,12.2954
1991-10-30,12.2716
1991-10-31,12.6564
1991-11-01,12.5612
1991-11-04,12.6286
1991-11-05,12.7229
1991-11-06,12.6624
1991-11-07,12.6624
1991-11-08,12.5493
1991-11-11,12.4938
1991-11-12,12.8846
1991-11-13,13.1345
1991-11-14,13.3339
1991-11-15,12.6286
1991-11-18,13.0066
1991-11-19,12.8042
1991-11-20,13.3666
1991-11-21,13.32
1991-11-22,13.2853
1991-11-25,13.3954
1991-11-26,13.2069
1991-11-27,13.2664
1991-11-29,13.4956
1991-12-02,13.7128
1991-12-03,13.9072
1991-12-04,13.9498
1991-12-05,13.8278
1991-12-06,13.9836
1991-12-09,14.0153
1991-12-10,13.9578
1991-12-11,13.8427
1991-12-12,13.8199
1991-12-13,13.7891
1991-12-16,13.8844
1991-12-17,14.0153
1991-12-18,14.0847
1991-12-19,14.2147
1991-12-20,14.3287
1991-12-23,14.8167
1991-12-24,14.7086
1991-12-26,15.1966
1991-12-27,15.3107
1991-12-30,15.391
1991-12-31,15.4188
1992-01-02,15.4079
1992-01-03,15.637
1992-01-06,15.4853
1992-01-07,15.4386
1992-01-08,15.4386
1992-01-09,15.4188
1992-01-10,15.0935
1992-01-13,14.8217
1992-01-14,14.8217
1992-01-15,14.4557
1992-01-16,14.2672
1992-01-17,14.2335
1992-01-20,14.2147
1992-01-21,14.0292
1992-01-22,14.3416
1992-01-23,14.3486
1992-01-24,14.2147
1992-01-27,14.0728
1992-01-28,14.1661
1992-01-29,14.1056
1992-01-30,14.3754
1992-01-31,14.544
1992-02-03,14.294
1992-02-04,14.7086
1992-02-05,14.6412
1992-02-06,14.4428
1992-02-07,14.2147
1992-02-10,14.2335
1992-02-11,14.2454
1992-02-12,14.2256
1992-02-13,13.9836
1992-02-14,13.7296
1992-02-18,13.5174
1992-02-19,13.3448
1992-02-20,13.6324
1992-02-21,13.5412
1992-02-24,13.8427
1992-02-25,14.1175
1992-02-26,14.6858
1992-02-27,14.666
1992-02-28,14.5926
1992-03-02,14.5856
1992-03-03,14.3089
1992-03-04,14.0649
1992-03-05,14.0649
1992-03-06,13.9498
1992-03-09,14.0788
1992-03-10,14.1452
1992-03-11,13.9836
1992-03-12,13.7217
1992-03-13,13.7435
1992-03-16,13.7217
1992-03-17,13.93
1992-03-18,13.7653
1992-03-19,13.7832
1992-03-20,13.682
1992-03-23,13.691
1992-03-24,13.9498
1992-03-25,13.9498
1992-03-26,13.7653
1992-03-27,13.561
1992-03-30,13.6701
1992-03-31,13.682
1992-04-01,13.9151
1992-04-02,13.691
1992-04-03,13.7524
1992-04-06,13.8844
1992-04-07,13.6374
1992-04-08,13.6275
1992-04-09,13.9647
1992-04-10,14.172
1992-04-13,14.2524
1992-04-14,14.4359
1992-04-15,14.0649
1992-04-16,13.8497
1992-04-20,13.4271
1992-04-21,13.4807
1992-04-22,13.2664
1992-04-23,12.9927
1992-04-24,13.071
1992-04-27,13.1345
1992-04-28,13.1216
1992-04-29,13.3666
1992-04-30,13.4807
1992-05-01,13.3805
1992-05-04,13.7217
1992-05-05,13.7435
1992-05-06,13.6374
1992-05-07,13.7653
1992-05-08,13.7832
1992-05-11,13.8705
1992-05-12,13.7653
1992-05-13,13.7524
1992-05-14,13.561
1992-05-15,13.4747
1992-05-18,13.5412
1992-05-19,13.8566
1992-05-20,13.7981
1992-05-21,13.7653
1992-05-22,14.1938
1992-05-26,13.8497
1992-05-27,13.807
1992-05-28,14.2256
1992-05-29,14.051
1992-06-01,14.3357
1992-06-02,13.9072
1992-06-03,13.9072
1992-06-04,13.9786
1992-06-05,13.8358
1992-06-08,13.7653
1992-06-09,13.6632
1992-06-10,13.4549
1992-06-11,13.7981
1992-06-12,13.7981
1992-06-15,13.7346
1992-06-16,13.6632
1992-06-17,13.2347
1992-06-18,13.3805
1992-06-19,13.5233
1992-06-22,14.1512
1992-06-23,13.8754
1992-06-24,13.4886
1992-06-25,13.4152
1992-06-26,13.314
1992-06-29,13.6979
1992-06-30,13.6632
1992-07-01,13.9072
1992-07-02,13.8754
1992-07-06,14.294
1992-07-07,14.0847
1992-07-08,14.2603
1992-07-09,14.2603
1992-07-10,14.1175
1992-07-13,14.1175
1992-07-14,14.0093
1992-07-15,13.9786
1992-07-16,14.0441
1992-07-17,14.0093
1992-07-20,13.8358
1992-07-21,13.7653
1992-07-22,13.8358
1992-07-23,13.7653
1992-07-24,13.7981
1992-07-27,14.2603
1992-07-28,14.294
1992-07-29,14.3605
1992-07-30,14.54
1992-07-31,14.54
1992-08-03,14.8167
1992-08-04,14.8882
1992-08-05,14.7503
1992-08-06,14.5708
1992-08-07,14.6065
1992-08-10,14.5708
1992-08-11,14.5708
1992-08-12,14.3982
1992-08-13,14.5708
1992-08-14,14.8167
1992-08-17,14.5708
1992-08-18,14.6065
1992-08-19,14.4706
1992-08-20,14.5053
1992-08-21,14.2206
1992-08-24,14.1175
1992-08-25,14.294
1992-08-26,14.2603
1992-08-27,13.9786
1992-08-28,13.8358
1992-08-31,13.6979
1992-09-01,13.5898
1992-09-02,13.5233
1992-09-03,13.5898
1992-09-04,13.7981
1992-09-08,13.5898
1992-09-09,13.5541
1992-09-10,13.4807
1992-09-11,13.5233
1992-09-14,13.6979
1992-09-15,13.3805
1992-09-16,13.2347
1992-09-17,13.2347
1992-09-18,13.3448
1992-09-21,13.0958
1992-09-22,13.1266
1992-09-23,13.1712
1992-09-24,12.8508
1992-09-25,12.3212
1992-09-28,12.1803
1992-09-29,12.3936
1992-09-30,12.5354
1992-10-01,12.4263
1992-10-02,12.1149
1992-10-05,12.0722
1992-10-06,11.9383
1992-10-07,11.9383
1992-10-08,11.8966
1992-10-09,11.5862
1992-10-12,11.7617
1992-10-13,12.0057
1992-10-14,12.2527
1992-10-15,12.3589
1992-10-16,11.97
1992-10-19,12.465
1992-10-20,11.8639
1992-10-21,11.8292
1992-10-22,11.7617
1992-10-23,11.5862
1992-10-26,12.1149
1992-10-27,12.1506
1992-10-28,12.2527
1992-10-29,12.214
1992-10-30,12.3589
1992-11-02,12.5671
1992-11-03,12.3936
1992-11-04,12.1149
1992-11-05,11.8966
1992-11-06,11.8639
1992-11-09,11.8639
1992-11-10,12.0722
1992-11-11,12.6435
1992-11-12,12.8846
1992-11-13,12.8181
1992-11-16,12.8181
1992-11-17,12.9193
1992-11-18,13.0958
1992-11-19,13.0274
1992-11-20,12.9927
1992-11-23,12.7764
1992-11-24,12.71
1992-11-25,12.7764
1992-11-27,12.8846
1992-11-30,12.71
1992-12-01,12.8846
1992-12-02,12.9193
1992-12-03,12.9927
1992-12-04,12.9619
1992-12-07,13.1712
1992-12-08,13.2347
1992-12-09,13.4886
1992-12-10,13.3448
1992-12-11,13.4549
1992-12-14,13.4152
1992-12-15,13.2347
1992-12-16,13.1712
1992-12-17,13.1712
1992-12-18,13.2763
1992-12-21,13.4549
1992-12-22,13.2347
1992-12-23,12.7437
1992-12-24,12.6763
1992-12-28,12.6356
1992-12-29,12.5007
1992-12-30,12.4571
1992-12-31,12.2845
1993-01-04,12.4263
1993-01-05,12.214
1993-01-06,11.8966
1993-01-07,11.7558
1993-01-08,12.0405
1993-01-11,12.2527
1993-01-12,12.1059
1993-01-13,12.2845
1993-01-14,11.8966
1993-01-15,11.8222
1993-01-18,11.7201
1993-01-19,11.5406
1993-01-20,11.6814
1993-01-21,11.8966
1993-01-22,11.9988
1993-01-25,11.6814
1993-01-26,11.1874
1993-01-27,11.3947
1993-01-28,11.4711
1993-01-29,11.4404
1993-02-01,11.0109
1993-02-02,10.6598
1993-02-03,11.0764
1993-02-04,10.7609
1993-02-05,10.872
1993-02-08,10.9028
1993-02-09,11.0764
1993-02-10,11.3947
1993-02-11,11.5406
1993-02-12,11.4404
1993-02-16,10.7262
1993-02-17,10.6191
1993-02-18,10.7262
1993-02-19,10.4386
1993-02-22,10.3781
1993-02-23,10.6598
1993-02-24,10.872
1993-02-25,10.872
1993-02-26,10.9028
1993-03-01,11.1874
1993-03-02,11.0764
1993-03-03,11.0109
1993-03-04,10.7609
1993-03-05,10.6836
1993-03-08,10.9028
1993-03-09,10.872
1993-03-10,11.4017
1993-03-11,11.1874
1993-03-12,11.1517
1993-03-15,11.0109
1993-03-16,10.7609
1993-03-17,10.4386
1993-03-18,10.3721
1993-03-19,10.2947
1993-03-22,10.1876
1993-03-23,10.5407
1993-03-24,9.90692
1993-03-25,10.1172
1993-03-26,9.69069
1993-03-29,9.83253
1993-03-30,10.2253
1993-03-31,10.0825
1993-04-01,9.79881
1993-04-02,9.69069
1993-04-05,9.72243
1993-04-06,9.65399
1993-04-07,9.65399
1993-04-08,9.44074
1993-04-12,9.76409
1993-04-13,9.65399
1993-04-14,9.62225
1993-04-15,9.44074
1993-04-16,9.69069
1993-04-19,10.2253
1993-04-20,10.6836
1993-04-21,10.4792
1993-04-22,10.0081
1993-04-23,10.263
1993-04-26,10.2947
1993-04-27,10.5844
1993-04-28,10.6518
1993-04-29,10.5407
1993-04-30,10.5407
1993-05-03,10.9028
1993-05-04,10.9345
1993-05-05,10.9028
1993-05-06,10.6836
1993-05-07,10.5844
1993-05-10,10.7609
1993-05-11,10.7262
1993-05-12,10.4792
1993-05-13,10.3324
1993-05-14,10.6518
1993-05-17,11.0109
1993-05-18,10.9345
1993-05-19,11.0764
1993-05-20,11.1517
1993-05-21,10.872
1993-05-24,10.9345
1993-05-25,10.872
1993-05-26,11.119
1993-05-27,10.7609
1993-05-28,10.9028
1993-06-01,10.872
1993-06-02,10.6836
1993-06-03,10.5774
1993-06-04,10.511
1993-06-07,10.511
1993-06-08,10.4703
1993-06-09,10.5407
1993-06-10,10.7937
1993-06-11,11.0843
1993-06-14,11.1874
1993-06-15,10.9028
1993-06-16,11.0446
1993-06-17,11.0843
1993-06-18,10.6191
1993-06-21,10.6191
1993-06-22,10.4009
1993-06-23,10.3235
1993-06-24,10.4316
1993-06-25,10.4703
1993-06-28,10.2898
1993-06-29,10.5407
1993-06-30,10.1817
1993-07-01,10.0448
1993-07-02,9.89899
1993-07-06,9.82559
1993-07-07,9.82559
1993-07-08,9.96643
1993-07-09,9.96643
1993-07-12,9.89899
1993-07-13,9.89899
1993-07-14,9.96643
1993-07-15,9.68474
1993-07-16,9.49926
1993-07-19,9.21617
1993-07-20,9.54191
1993-07-21,9.46553
1993-07-22,9.29096
1993-07-23,9.35851
1993-07-26,9.21617
1993-07-27,9.21617
1993-07-28,8.82488
1993-07-29,8.74801
1993-07-30,8.78937
1993-08-02,8.82488
1993-08-03,8.93061
1993-08-04,8.89143
1993-08-05,8.82488
1993-08-06,8.82488
1993-08-09,8.78937
1993-08-10,8.60904
1993-08-11,8.50033
1993-08-12,8.28182
1993-08-13,8.2473
1993-08-16,8.46482
1993-08-17,8.85751
1993-08-18,9.3231
1993-08-19,9.49926
1993-08-20,9.39878
1993-08-23,9.3231
1993-08-24,9.2499
1993-08-25,9.10895
1993-08-26,9.35851
1993-08-27,9.4328
1993-08-30,9.14625
1993-08-31,9.14625
1993-09-01,9.14625
1993-09-02,9.58753
1993-09-03,9.51215
1993-09-07,9.33966
1993-09-08,9.1891
1993-09-09,9.26269
1993-09-10,9.2249
1993-09-13,9.08177
1993-09-14,9.29781
1993-09-15,9.26269
1993-09-16,9.1891
1993-09-17,9.08177
1993-09-20,8.83152
1993-09-21,9.11461
1993-09-22,9.11461
1993-09-23,9.2249
1993-09-24,9.15497
1993-09-27,9.04666
1993-09-28,8.93626
1993-09-29,8.86485
1993-09-30,8.89689
1993-10-01,8.97287
1993-10-04,8.83152
1993-10-05,8.89689
1993-10-06,8.75525
1993-10-07,8.75525
1993-10-08,8.75525
1993-10-11,8.97287
1993-10-12,8.93626
1993-10-13,8.97287
1993-10-14,9.08177
1993-10-15,8.97287
1993-10-18,9.33966
1993-10-19,9.33966
1993-10-20,9.3713
1993-10-21,9.29781
1993-10-22,9.3713
1993-10-25,9.26269
1993-10-26,9.29781
1993-10-27,9.2249
1993-10-28,9.29781
1993-10-29,9.29781
1993-11-01,9.26269
1993-11-02,9.1891
1993-11-03,9.51215
1993-11-04,9.33966
1993-11-05,9.29781
1993-11-08,9.26269
1993-11-09,9.2249
1993-11-10,9.40473
1993-11-11,9.40473
1993-11-12,9.48041
1993-11-15,9.48041
1993-11-16,9.80674
1993-11-17,9.8365
1993-11-18,10.024
1993-11-19,10.1628
1993-11-22,9.72838
1993-11-23,9.91486
1993-11-24,9.98627
1993-11-26,9.98627
1993-11-29,9.80674
1993-11-30,9.91486
1993-12-01,9.8365
1993-12-02,9.81567
1993-12-03,9.92081
1993-12-06,9.99321
1993-12-07,9.96247
1993-12-08,9.85336
1993-12-09,9.66887
1993-12-10,9.62919
1993-12-13,9.59349
1993-12-14,9.52009
1993-12-15,9.59349
1993-12-16,9.66887
1993-12-17,9.81567
1993-12-20,9.88609
1993-12-21,9.92081
1993-12-22,9.96247
1993-12-23,9.99321
1993-12-27,10.2858
1993-12-28,10.2858
1993-12-29,10.2561
1993-12-30,10.1479
1993-12-31,10.0359
1994-01-03,10.2858
1994-01-04,10.511
1994-01-05,10.872
1994-01-06,10.6905
1994-01-07,10.8323
1994-01-10,10.9415
1994-01-11,10.8323
1994-01-12,10.6905
1994-01-13,10.6905
1994-01-14,10.6518
1994-01-17,10.6518
1994-01-18,10.6905
1994-01-19,10.4703
1994-01-20,10.4316
1994-01-21,10.2561
1994-01-24,10.1479
1994-01-25,10.4316
1994-01-26,10.4703
1994-01-27,10.4316
1994-01-28,10.511
1994-01-31,10.6518
1994-02-01,10.5774
1994-02-02,10.6191
1994-02-03,10.6518
1994-02-04,10.2561
1994-02-07,10.2561
1994-02-08,10.0676
1994-02-09,10.1747
1994-02-10,10.1747
1994-02-11,10.1747
1994-02-14,9.85336
1994-02-15,9.85336
1994-02-16,9.66887
1994-02-17,9.66887
1994-02-18,9.59349
1994-02-22,9.52009
1994-02-23,9.48636
1994-02-24,9.30465
1994-02-25,9.41157
1994-02-28,9.44669
1994-03-01,9.33966
1994-03-02,9.41941
1994-03-03,9.27638
1994-03-04,9.128
1994-03-07,9.41941
1994-03-08,9.34571
1994-03-09,9.53497
1994-03-10,9.384
1994-03-11,9.45958
1994-03-14,9.41941
1994-03-15,9.3105
1994-03-16,9.20169
1994-03-17,9.27638
1994-03-18,9.34571
1994-03-21,9.41941
1994-03-22,8.97961
1994-03-23,8.8704
1994-03-24,8.90452
1994-03-25,8.8704
1994-03-28,8.9447
1994-03-29,8.8704
1994-03-30,8.68939
1994-03-31,8.76189
1994-04-04,8.57205
1994-04-05,8.8704
1994-04-06,8.7241
1994-04-07,8.76189
1994-04-08,8.83152
1994-04-11,8.7241
1994-04-12,8.7241
1994-04-13,8.64475
1994-04-14,8.53644
1994-04-15,8.3571
1994-04-18,8.46482
1994-04-19,8.3571
1994-04-20,8.64475
1994-04-21,9.08654
1994-04-22,9.128
1994-04-25,9.08654
1994-04-26,9.128
1994-04-28,8.8704
1994-04-29,8.7241
1994-05-02,9.16351
1994-05-03,9.01919
1994-05-04,8.8704
1994-05-05,8.83152
1994-05-06,8.8704
1994-05-09,8.79492
1994-05-10,9.01919
1994-05-11,8.79492
1994-05-12,8.90452
1994-05-13,8.90452
1994-05-16,9.01919
1994-05-17,9.128
1994-05-18,9.01919
1994-05-19,8.97961
1994-05-20,8.90452
1994-05-23,8.90452
1994-05-24,9.08654
1994-05-25,9.05331
1994-05-26,9.01919
1994-05-27,8.97961
1994-05-31,8.97961
1994-06-01,8.9447
1994-06-02,8.9935
1994-06-03,9.20844
1994-06-06,9.17571
1994-06-07,9.20844
1994-06-08,9.13484
1994-06-09,9.4328
1994-06-10,9.28313
1994-06-13,9.28313
1994-06-14,9.35851
1994-06-15,9.3231
1994-06-16,9.2499
1994-06-17,9.13484
1994-06-20,9.17571
1994-06-21,9.20844
1994-06-22,9.05995
1994-06-23,9.05995
1994-06-24,8.95223
1994-06-27,8.9935
1994-06-28,8.95223
1994-06-29,8.95223
1994-06-30,8.84263
1994-07-01,8.87725
1994-07-05,8.91742
1994-07-06,8.91742
1994-07-07,8.87725
1994-07-08,8.76735
1994-07-11,8.65199
1994-07-12,8.65199
1994-07-13,8.69583
1994-07-14,8.80236
1994-07-15,8.76735
1994-07-18,8.84263
1994-07-19,8.80236
1994-07-20,8.72876
1994-07-21,8.76735
1994-07-22,8.80236
1994-07-25,8.91742
1994-07-26,8.84263
1994-07-27,8.80236
1994-07-28,8.84263
1994-07-29,8.80236
1994-08-01,8.80236
1994-08-02,8.9935
1994-08-03,8.87725
1994-08-04,8.91742
1994-08-05,8.87725
1994-08-08,9.05995
1994-08-09,9.17571
1994-08-10,9.58258
1994-08-11,9.50818
1994-08-12,9.58258
1994-08-15,9.84542
1994-08-16,10.0676
1994-08-17,10.1023
1994-08-18,10.0299
1994-08-19,10.1479
1994-08-22,10.0299
1994-08-23,9.99321
1994-08-24,9.92081
1994-08-25,9.80674
1994-08-26,10.0299
1994-08-29,10.1023
1994-08-30,10.0676
1994-08-31,10.1479
1994-09-01,10.2174
1994-09-02,10.1599
1994-09-06,10.1876
1994-09-07,10.1876
1994-09-08,10.1876
1994-09-09,10.0825
1994-09-12,10.0825
1994-09-13,10.0825
1994-09-14,10.1172
1994-09-15,10.2699
1994-09-16,10.2323
1994-09-19,10.382
1994-09-20,10.3027
1994-09-21,10.382
1994-09-22,10.3027
1994-09-23,10.382
1994-09-26,10.4554
1994-09-27,10.7937
1994-09-28,10.6766
1994-09-29,10.5695
1994-09-30,10.6766
1994-10-03,10.9415
1994-10-04,10.9028
1994-10-05,10.7937
1994-10-06,10.7193
1994-10-07,10.8264
1994-10-10,10.7937
1994-10-11,10.9415
1994-10-12,11.0922
1994-10-13,10.9762
1994-10-14,10.872
1994-10-17,10.8264
1994-10-18,10.6449
1994-10-19,10.6449
1994-10-20,10.7937
1994-10-21,10.6449
1994-10-24,10.4554
1994-10-25,10.3404
1994-10-26,10.3404
1994-10-27,10.6449
1994-10-28,10.7937
1994-10-31,10.6766
1994-11-01,10.7193
1994-11-02,10.5268
1994-11-03,10.5695
1994-11-04,10.5268
1994-11-07,10.5695
1994-11-08,10.7193
1994-11-09,11.0178
1994-11-10,11.1339
1994-11-11,11.0178
1994-11-14,11.1656
1994-11-15,10.9762
1994-11-16,11.0922
1994-11-17,11.0922
1994-11-18,11.3184
1994-11-21,11.0922
1994-11-22,10.7193
1994-11-23,10.756
1994-11-25,10.9762
1994-11-28,11.1339
1994-11-29,11.1656
1994-11-30,11.1656
1994-12-01,11.1339
1994-12-02,11.4096
1994-12-05,11.366
1994-12-06,11.366
1994-12-07,11.366
1994-12-08,11.1051
1994-12-09,11.2589
1994-12-12,11.4096
1994-12-13,11.4096
1994-12-14,11.4096
1994-12-15,11.4096
1994-12-16,11.5604
1994-12-19,11.5604
1994-12-20,11.6745
