Date,MMM.US
1990-05-08,10.6421
1990-05-09,10.7578
1990-05-10,10.6715
1990-05-11,10.9018
1990-05-14,11.0008
1990-05-15,10.9538
1990-05-16,10.9802
1990-05-17,10.8852
1990-05-18,10.8372
1990-05-21,10.8626
1990-05-22,10.9802
1990-05-23,10.9674
1990-05-24,10.9018
1990-05-25,10.9156
1990-05-29,11.0008
1990-05-30,10.9538
1990-05-31,10.9538
1990-06-01,11.0332
1990-06-04,11.2614
1990-06-05,11.233
1990-06-06,11.133
1990-06-07,11.133
1990-06-08,10.9802
1990-06-11,11.0164
1990-06-12,11.285
1990-06-13,11.3644
1990-06-14,11.5456
1990-06-15,11.6084
1990-06-18,11.4428
1990-06-19,11.429
1990-06-20,11.3272
1990-06-21,11.379
1990-06-22,11.2614
1990-06-25,11.1998
1990-06-26,11.2124
1990-06-27,11.2996
1990-06-28,11.379
1990-06-29,11.478
1990-07-02,11.5672
1990-07-03,11.6084
1990-07-05,11.4946
1990-07-06,11.5936
1990-07-09,11.7083
1990-07-10,11.7602
1990-07-11,11.8632
1990-07-12,11.9268
1990-07-13,11.9621
1990-07-16,11.9122
1990-07-17,11.9621
1990-07-18,11.8906
1990-07-19,11.9268
1990-07-20,11.8906
1990-07-23,11.7975
1990-07-24,11.9621
1990-07-25,12.0425
1990-07-26,12.0268
1990-07-27,11.8906
1990-07-30,11.9416
1990-07-31,11.9768
1990-08-01,12.0582
1990-08-02,11.7975
1990-08-03,11.4144
1990-08-06,10.8518
1990-08-07,11.0008
1990-08-08,11.133
1990-08-09,11.1164
1990-08-10,11.0332
1990-08-13,11.0978
1990-08-14,11.1164
1990-08-15,11.2497
1990-08-16,11.0008
1990-08-17,10.9156
1990-08-20,10.9302
1990-08-21,10.8626
1990-08-22,10.5765
1990-08-23,10.3599
1990-08-24,10.4481
1990-08-27,10.5961
1990-08-28,10.5961
1990-08-29,10.6774
1990-08-30,10.4961
1990-08-31,10.5285
1990-09-04,10.4314
1990-09-05,10.5285
1990-09-06,10.4314
1990-09-07,10.4314
1990-09-10,10.4608
1990-09-11,10.4608
1990-09-12,10.5108
1990-09-13,10.3599
1990-09-14,10.3099
1990-09-17,10.4481
1990-09-18,10.5628
1990-09-19,10.6264
1990-09-20,10.4089
1990-09-21,10.4481
1990-09-24,10.1443
1990-09-25,10.4481
1990-09-26,10.4314
1990-09-27,10.3442
1990-09-28,10.3099
1990-10-01,10.6264
1990-10-02,10.5285
1990-10-03,10.4608
1990-10-04,10.4961
1990-10-05,10.4824
1990-10-08,10.4608
1990-10-09,10.1816
1990-10-10,10.1443
1990-10-11,9.85818
1990-10-12,9.97483
1990-10-15,10.111
1990-10-16,9.98849
1990-10-17,10.0434
1990-10-18,10.1933
1990-10-19,10.7009
1990-10-22,10.5481
1990-10-23,10.3815
1990-10-24,10.4608
1990-10-25,10.5481
1990-10-26,10.4481
1990-10-29,10.4089
1990-10-30,10.6264
1990-10-31,10.5628
1990-11-01,10.5285
1990-11-02,10.6774
1990-11-05,10.8626
1990-11-06,10.7009
1990-11-07,10.5481
1990-11-08,10.5628
1990-11-09,10.5961
1990-11-12,10.7117
1990-11-13,10.6264
1990-11-14,10.7626
1990-11-15,10.7254
1990-11-16,10.844
1990-11-19,10.844
1990-11-20,10.8783
1990-11-21,10.9802
1990-11-23,10.8783
1990-11-26,10.9302
1990-11-27,10.894
1990-11-28,10.844
1990-11-29,10.8312
1990-11-30,10.9674
1990-12-03,11.0831
1990-12-04,11.1478
1990-12-05,11.285
1990-12-06,11.4212
1990-12-07,11.4496
1990-12-10,11.5525
1990-12-11,11.5026
1990-12-12,11.623
1990-12-13,11.573
1990-12-14,11.4868
1990-12-17,11.3496
1990-12-18,11.5388
1990-12-19,11.6534
1990-12-20,11.725
1990-12-21,11.6378
1990-12-24,11.6015
1990-12-26,11.6378
1990-12-27,11.6015
1990-12-28,11.6378
1990-12-31,11.573
1991-01-02,11.4496
1991-01-03,11.2684
1991-01-04,11.233
1991-01-07,11.0978
1991-01-08,10.8176
1991-01-09,10.5892
1991-01-10,10.7401
1991-01-11,11.0164
1991-01-14,11.0332
1991-01-15,10.9674
1991-01-16,10.9469
1991-01-17,11.5026
1991-01-18,11.6015
1991-01-21,11.5231
1991-01-22,11.4712
1991-01-23,10.894
1991-01-24,10.9469
1991-01-25,11.0674
1991-01-28,11.0978
1991-01-29,11.1164
1991-01-30,11.3496
1991-01-31,11.4496
1991-02-01,11.233
1991-02-04,11.3496
1991-02-05,11.5858
1991-02-06,11.8396
1991-02-07,11.7769
1991-02-08,11.7906
1991-02-11,12.2316
1991-02-12,12.2443
1991-02-13,12.5834
1991-02-14,12.3119
1991-02-15,12.3815
1991-02-19,12.1797
1991-02-20,12.015
1991-02-21,11.9268
1991-02-22,11.9062
1991-02-25,11.9768
1991-02-26,11.9268
1991-02-27,12.0758
1991-02-28,12.0425
1991-03-01,12.1424
1991-03-04,12.1424
1991-03-05,12.3188
1991-03-06,12.3315
1991-03-07,12.3511
1991-03-08,12.4197
1991-03-11,12.2443
1991-03-12,12.3815
1991-03-13,12.3315
1991-03-14,12.4197
1991-03-15,12.3678
1991-03-18,12.3315
1991-03-19,12.1953
1991-03-20,11.9062
1991-03-21,11.8788
1991-03-22,11.8788
1991-03-25,11.8788
1991-03-26,12.0425
1991-03-27,11.9768
1991-03-28,12.0425
1991-04-01,11.9925
1991-04-02,12.2443
1991-04-03,12.1953
1991-04-04,12.1669
1991-04-05,12.066
1991-04-08,12.0934
1991-04-09,11.9562
1991-04-10,11.8906
1991-04-11,12.0758
1991-04-12,12.0425
1991-04-15,11.8396
1991-04-16,12.115
1991-04-17,12.1424
1991-04-18,12.0758
1991-04-19,11.9416
1991-04-22,11.9268
1991-04-23,11.9416
1991-04-24,11.9768
1991-04-25,11.9562
1991-04-26,11.8906
1991-04-29,11.9062
1991-04-30,12.1307
1991-05-01,12.0758
1991-05-02,12.0425
1991-05-03,11.9768
1991-05-06,11.9416
1991-05-07,11.8788
1991-05-08,11.9416
1991-05-09,12.2316
1991-05-10,12.0268
1991-05-13,12.1669
1991-05-14,12.0268
1991-05-15,11.9416
1991-05-16,12.0934
1991-05-17,11.9768
1991-05-20,12.115
1991-05-21,12.2365
1991-05-22,12.1738
1991-05-23,12.015
1991-05-24,12.066
1991-05-28,12.2502
1991-05-29,12.4599
1991-05-30,12.7206
1991-05-31,13.0743
1991-06-03,13.0499
1991-06-04,13.0499
1991-06-05,12.8871
1991-06-06,12.8029
1991-06-07,12.7715
1991-06-10,12.6873
1991-06-11,12.8029
1991-06-12,12.8029
1991-06-13,12.8362
1991-06-14,13.1831
1991-06-17,13.1665
1991-06-18,13.1831
1991-06-19,13.1831
1991-06-20,13.0499
1991-06-21,13.1665
1991-06-24,12.8871
1991-06-25,12.8745
1991-06-26,12.8029
1991-06-27,12.9597
1991-06-28,12.8587
1991-07-01,12.9107
1991-07-02,12.8029
1991-07-03,12.4971
1991-07-05,12.4599
1991-07-08,12.5638
1991-07-09,12.5638
1991-07-10,12.3894
1991-07-11,12.359
1991-07-12,12.2894
1991-07-15,12.3737
1991-07-16,12.4746
1991-07-17,12.3737
1991-07-18,12.5138
1991-07-19,12.4599
1991-07-22,12.7715
1991-07-23,12.3119
1991-07-24,11.9621
1991-07-25,11.9994
1991-07-26,12.015
1991-07-29,12.0856
1991-07-30,12.1738
1991-07-31,12.0493
1991-08-01,11.8396
1991-08-02,11.8632
1991-08-05,11.8984
1991-08-06,12.0493
1991-08-07,11.9268
1991-08-08,11.9268
1991-08-09,11.9621
1991-08-12,11.9268
1991-08-13,11.9484
1991-08-14,11.8788
1991-08-15,11.8788
1991-08-16,11.8788
1991-08-19,11.7602
1991-08-20,11.7083
1991-08-21,11.9484
1991-08-22,12.0582
1991-08-23,12.0709
1991-08-26,12.1081
1991-08-27,12.0582
1991-08-28,12.1228
1991-08-29,12.0709
1991-08-30,12.0356
1991-09-03,11.9994
1991-09-04,11.97
1991-09-05,12.0219
1991-09-06,11.97
1991-09-09,11.8984
1991-09-10,11.8632
1991-09-11,11.9122
1991-09-12,12.1738
1991-09-13,12.1738
1991-09-16,12.2443
1991-09-17,12.2316
1991-09-18,12.3678
1991-09-19,12.4197
1991-09-20,12.3315
1991-09-23,12.2581
1991-09-24,12.4197
1991-09-25,12.3815
1991-09-26,12.3815
1991-09-27,12.4893
1991-09-30,12.4893
1991-10-01,12.6059
1991-10-02,12.6647
1991-10-03,12.6059
1991-10-04,12.3678
1991-10-07,12.2316
1991-10-08,12.4197
1991-10-09,12.3188
1991-10-10,12.5569
1991-10-11,12.5795
1991-10-14,12.6412
1991-10-15,12.7519
1991-10-16,12.8029
1991-10-17,12.8499
1991-10-18,12.9381
1991-10-21,12.9254
1991-10-22,12.8176
1991-10-23,12.6647
1991-10-24,12.4354
1991-10-25,12.4354
1991-10-28,12.6941
1991-10-29,12.6941
1991-10-30,12.6412
1991-10-31,12.6059
1991-11-01,12.6647
1991-11-04,12.505
1991-11-05,12.4354
1991-11-06,12.4658
1991-11-07,12.5207
1991-11-08,12.6412
1991-11-11,12.6794
1991-11-12,12.8176
1991-11-13,12.8499
1991-11-14,12.7157
1991-11-15,12.1953
1991-11-18,12.3894
1991-11-19,12.3894
1991-11-20,12.2502
1991-11-21,12.1307
1991-11-22,12.0092
1991-11-25,12.0092
1991-11-26,12.1669
1991-11-27,12.1953
1991-11-29,12.1307
1991-12-02,12.1953
1991-12-03,12.2669
1991-12-04,12.2669
1991-12-05,12.2502
1991-12-06,12.1953
1991-12-09,12.1953
1991-12-10,12.1307
1991-12-11,11.9856
1991-12-12,12.2159
1991-12-13,12.1797
1991-12-16,12.1953
1991-12-17,12.1669
1991-12-18,12.2159
1991-12-19,12.4403
1991-12-20,12.4971
1991-12-23,12.5971
1991-12-24,12.7951
1991-12-26,12.8293
1991-12-27,12.7353
1991-12-30,13.1409
1991-12-31,13.3135
1992-01-02,13.3135
1992-01-03,13.2791
1992-01-06,13.3859
1992-01-07,13.5585
1992-01-08,13.3507
1992-01-09,13.1409
1992-01-10,13.2645
1992-01-13,13.2997
1992-01-14,13.6339
1992-01-15,13.5585
1992-01-16,13.5105
1992-01-17,13.7191
1992-01-20,13.6339
1992-01-21,13.5809
1992-01-22,13.4232
1992-01-23,13.0567
1992-01-24,13.042
1992-01-27,13.1017
1992-01-28,13.1577
1992-01-29,13.1577
1992-01-30,13.0038
1992-01-31,12.7206
1992-02-03,12.7569
1992-02-04,12.945
1992-02-05,12.9665
1992-02-06,12.9323
1992-02-07,12.7353
1992-02-10,12.8587
1992-02-11,12.945
1992-02-12,12.9665
1992-02-13,12.8587
1992-02-14,13.0117
1992-02-18,13.0499
1992-02-19,12.9597
1992-02-20,13.2067
1992-02-21,13.2193
1992-02-24,13.0959
1992-02-25,13.0831
1992-02-26,13.1331
1992-02-27,12.9381
1992-02-28,12.8293
1992-03-02,12.8176
1992-03-03,12.7637
1992-03-04,12.7265
1992-03-05,12.6716
1992-03-06,12.7431
1992-03-09,12.8176
1992-03-10,12.8029
1992-03-11,12.6559
1992-03-12,12.5834
1992-03-13,12.6941
1992-03-16,12.6559
1992-03-17,12.7637
1992-03-18,12.7098
1992-03-19,12.6941
1992-03-20,12.7265
1992-03-23,12.6059
1992-03-24,12.6559
1992-03-25,12.5207
1992-03-26,12.4276
1992-03-27,12.4472
1992-03-30,12.5207
1992-03-31,12.5207
1992-04-01,12.4276
1992-04-02,12.3894
1992-04-03,12.4599
1992-04-06,12.4472
1992-04-07,12.2316
1992-04-08,12.2502
1992-04-09,12.359
1992-04-10,12.3894
1992-04-13,12.4472
1992-04-14,12.9381
1992-04-15,13.1331
1992-04-16,13.0831
1992-04-20,13.1097
1992-04-21,13.4301
1992-04-22,13.5741
1992-04-23,13.4301
1992-04-24,13.0616
1992-04-27,13.0959
1992-04-28,13.0831
1992-04-29,13.1831
1992-04-30,13.2193
1992-05-01,13.0831
1992-05-04,13.1489
1992-05-05,13.1733
1992-05-06,13.1831
1992-05-07,13.1097
1992-05-08,13.1831
1992-05-11,13.4017
1992-05-12,13.6476
1992-05-13,13.6094
1992-05-14,13.3439
1992-05-15,13.3644
1992-05-18,13.4349
1992-05-19,13.5105
1992-05-20,13.5105
1992-05-21,13.3859
1992-05-22,13.4095
1992-05-26,13.2253
1992-05-27,13.4095
1992-05-28,13.5105
1992-05-29,13.6045
1992-06-01,13.6163
1992-06-02,13.4232
1992-06-03,13.3859
1992-06-04,13.3359
1992-06-05,13.6045
1992-06-08,13.5809
1992-06-09,13.4095
1992-06-10,13.4232
1992-06-11,13.5467
1992-06-12,13.7289
1992-06-15,13.776
1992-06-16,13.776
1992-06-17,13.7035
1992-06-18,13.6535
1992-06-19,13.6535
1992-06-22,13.6535
1992-06-23,13.6163
1992-06-24,13.6045
1992-06-25,13.6163
1992-06-26,13.6045
1992-06-29,13.7035
1992-06-30,13.7975
1992-07-01,14.0053
1992-07-02,13.6535
1992-07-06,13.8348
1992-07-07,13.7975
1992-07-08,13.7975
1992-07-09,13.8103
1992-07-10,13.776
1992-07-13,13.8495
1992-07-14,13.8495
1992-07-15,14.0455
1992-07-16,14.1513
1992-07-17,14.068
1992-07-20,13.9925
1992-07-21,13.9925
1992-07-22,13.9925
1992-07-23,13.9729
1992-07-24,13.9925
1992-07-27,14.0288
1992-07-28,14.2748
1992-07-29,14.1915
1992-07-30,14.2375
1992-07-31,14.2238
1992-08-03,14.3473
1992-08-04,14.3473
1992-08-05,14.3845
1992-08-06,14.2993
1992-08-07,14.2591
1992-08-10,14.2591
1992-08-11,14.2238
1992-08-12,14.1513
1992-08-13,14.1131
1992-08-14,14.2591
1992-08-17,14.3551
1992-08-18,14.3551
1992-08-19,14.3551
1992-08-20,14.4257
1992-08-21,14.2111
1992-08-24,14.1199
1992-08-25,14.0288
1992-08-26,14.1601
1992-08-27,14.0288
1992-08-28,14.1199
1992-08-31,14.1199
1992-09-01,14.1601
1992-09-02,14.3414
1992-09-03,14.266
1992-09-04,14.266
1992-09-08,14.2111
1992-09-09,14.3032
1992-09-10,14.3169
1992-09-11,14.2444
1992-09-14,14.7676
1992-09-15,14.6226
1992-09-16,14.7676
1992-09-17,14.607
1992-09-18,14.5119
1992-09-21,14.4992
1992-09-22,14.3414
1992-09-23,14.4786
1992-09-24,14.5492
1992-09-25,14.4414
1992-09-28,14.5864
1992-09-29,14.6785
1992-09-30,14.6922
1992-10-01,14.4629
1992-10-02,14.3757
1992-10-05,14.2307
1992-10-06,14.1003
1992-10-07,13.9808
1992-10-08,14.2836
1992-10-09,14.0288
1992-10-12,14.2444
1992-10-13,14.1346
1992-10-14,14.1346
1992-10-15,14.2444
1992-10-16,14.1768
1992-10-19,14.1199
1992-10-20,14.1974
1992-10-21,14.3032
1992-10-22,14.5119
1992-10-23,14.7892
1992-10-26,15.0196
1992-10-27,14.7676
1992-10-28,14.8745
1992-10-29,14.8226
1992-10-30,14.752
1992-11-02,15.0352
1992-11-03,14.899
1992-11-04,14.7676
1992-11-05,14.9842
1992-11-06,15.0352
1992-11-09,15.0538
1992-11-10,15.0538
1992-11-11,14.945
1992-11-12,14.7892
1992-11-13,14.8226
1992-11-16,14.556
1992-11-17,14.4472
1992-11-18,14.4335
1992-11-19,14.5188
1992-11-20,14.4335
1992-11-23,14.5188
1992-11-24,14.701
1992-11-25,14.7951
1992-11-27,14.9764
1992-11-30,14.7373
1992-12-01,14.7588
1992-12-02,14.6501
1992-12-03,14.6854
1992-12-04,14.6285
1992-12-07,14.7373
1992-12-08,14.8676
1992-12-09,15.0264
1992-12-10,15.0852
1992-12-11,14.9528
1992-12-14,14.9392
1992-12-15,15.0852
1992-12-16,14.8314
1992-12-17,14.5188
1992-12-18,14.8833
1992-12-21,15.0264
1992-12-22,14.9528
1992-12-23,14.9176
1992-12-24,14.9911
1992-12-28,14.8676
1992-12-29,14.4718
1992-12-30,14.505
1992-12-31,14.5423
1993-01-04,14.5423
1993-01-05,14.411
1993-01-06,14.3963
1993-01-07,14.3963
1993-01-08,14.4335
1993-01-11,14.411
1993-01-12,14.2512
1993-01-13,14.3963
1993-01-14,14.4472
1993-01-15,14.4718
1993-01-18,14.4472
1993-01-19,14.3032
1993-01-20,14.1974
1993-01-21,14.363
1993-01-22,14.1199
1993-01-25,14.4335
1993-01-26,14.2512
1993-01-27,14.0876
1993-01-28,14.1435
1993-01-29,14.1601
1993-02-01,14.266
1993-02-02,14.2924
1993-02-03,14.556
1993-02-04,15.0606
1993-02-05,15.7114
1993-02-08,15.7506
1993-02-09,15.7506
1993-02-10,15.7848
1993-02-11,15.5673
1993-02-12,15.4987
1993-02-16,15.2086
1993-02-17,14.9911
1993-02-18,14.8833
1993-02-19,15.1548
1993-02-22,15.238
1993-02-23,15.1842
1993-02-24,15.3282
1993-02-25,15.1998
1993-02-26,15.3674
1993-03-01,15.1842
1993-03-02,15.4164
1993-03-03,15.292
1993-03-04,15.4164
1993-03-05,15.581
1993-03-08,15.9289
1993-03-09,15.9289
1993-03-10,15.9652
1993-03-11,15.8711
1993-03-12,15.7976
1993-03-15,15.7976
1993-03-16,15.8201
1993-03-17,15.7976
1993-03-18,16.0024
1993-03-19,15.9505
1993-03-22,16.0592
1993-03-23,16.0387
1993-03-24,15.9652
1993-03-25,15.9172
1993-03-26,15.9505
1993-03-29,16.0269
1993-03-30,16.073
1993-03-31,15.9505
1993-04-01,15.9505
1993-04-02,15.8711
1993-04-05,16.0024
1993-04-06,16.1337
1993-04-07,16.2023
1993-04-08,16.1494
1993-04-12,16.0387
1993-04-13,16.1337
1993-04-14,16.5169
1993-04-15,16.5855
1993-04-16,16.8971
1993-04-19,16.7471
1993-04-20,16.4561
1993-04-21,16.6374
1993-04-22,16.7099
1993-04-23,16.4757
1993-04-26,16.3248
1993-04-27,16.2415
1993-04-28,16.1807
1993-04-29,16.2415
1993-04-30,16.2023
1993-05-03,16.5296
1993-05-04,16.4933
1993-05-05,16.4757
1993-05-06,16.6579
1993-05-07,16.6374
1993-05-10,16.3865
1993-05-11,16.6237
1993-05-12,16.7471
1993-05-13,16.6237
1993-05-14,16.4561
1993-05-17,16.5081
1993-05-18,16.5443
1993-05-19,16.6747
1993-05-20,16.9117
1993-05-21,16.8921
1993-05-24,16.7237
1993-05-25,16.7237
1993-05-26,16.7805
1993-05-27,16.7471
1993-05-28,16.5571
1993-06-01,16.7237
1993-06-02,16.8755
1993-06-03,16.9627
1993-06-04,16.9491
1993-06-07,17.0783
1993-06-08,17.0205
1993-06-09,16.9853
1993-06-10,15.5183
1993-06-11,15.924
1993-06-14,15.9946
1993-06-15,15.7741
1993-06-16,15.9348
1993-06-17,15.9348
1993-06-18,15.6976
1993-06-21,15.9044
1993-06-22,15.924
1993-06-23,15.8407
1993-06-24,15.8662
1993-06-25,15.8054
1993-06-28,15.8407
1993-06-29,15.7927
1993-06-30,15.8407
1993-07-01,15.8662
1993-07-02,15.826
1993-07-06,15.6634
1993-07-07,15.6634
1993-07-08,15.682
1993-07-09,15.7182
1993-07-12,15.6976
1993-07-13,15.6634
1993-07-14,15.8054
1993-07-15,16.1406
1993-07-16,16.1935
1993-07-19,16.1739
1993-07-20,16.1406
1993-07-21,16.3179
1993-07-22,15.9573
1993-07-23,16.0338
1993-07-26,16.1249
1993-07-27,16.0455
1993-07-28,15.9044
1993-07-29,15.9573
1993-07-30,15.4096
1993-08-02,15.6055
1993-08-03,15.4987
1993-08-04,15.5536
1993-08-05,15.6976
1993-08-06,15.6976
1993-08-09,15.6486
1993-08-10,15.682
1993-08-11,15.924
1993-08-12,15.7927
1993-08-13,15.9348
1993-08-16,15.8201
1993-08-17,15.9848
1993-08-18,15.9652
1993-08-19,16.0926
1993-08-20,15.9289
1993-08-23,15.8956
1993-08-24,15.8574
1993-08-25,15.9848
1993-08-26,16.0269
1993-08-27,16.1876
1993-08-30,16.1572
1993-08-31,16.2092
1993-09-01,16.0788
1993-09-02,15.9505
1993-09-03,15.8956
1993-09-07,15.7976
1993-09-08,15.7848
1993-09-09,15.727
1993-09-10,15.7506
1993-09-13,15.9172
1993-09-14,15.8799
1993-09-15,16.0455
1993-09-16,16.0455
1993-09-17,15.9289
1993-09-20,15.6692
1993-09-21,15.4899
1993-09-22,15.4292
1993-09-23,15.338
1993-09-24,15.2654
1993-09-27,15.2988
1993-09-28,15.338
1993-09-29,15.2086
1993-09-30,15.2086
1993-10-01,15.1548
1993-10-04,15.0264
1993-10-05,15.338
1993-10-06,15.2654
1993-10-07,15.338
1993-10-08,15.338
1993-10-11,15.4292
1993-10-12,15.338
1993-10-13,15.3606
1993-10-14,15.4164
1993-10-15,15.4664
1993-10-18,15.8799
1993-10-19,15.7848
1993-10-20,15.727
1993-10-21,15.5614
1993-10-22,15.5046
1993-10-25,15.6349
1993-10-26,15.5379
1993-10-27,15.2988
1993-10-28,15.3762
1993-10-29,15.338
1993-11-01,15.4507
1993-11-02,15.5379
1993-11-03,15.4164
1993-11-04,15.2654
1993-11-05,15.4164
1993-11-08,15.5046
1993-11-09,15.6898
1993-11-10,15.727
1993-11-11,15.6898
1993-11-12,15.5614
1993-11-15,15.7182
1993-11-16,15.9652
1993-11-17,16.0269
1993-11-18,16.0926
1993-11-19,16.414
1993-11-22,16.2503
1993-11-23,16.2503
1993-11-24,16.0926
1993-11-26,16.073
1993-11-29,16.1337
1993-11-30,16.2503
1993-12-01,16.2503
1993-12-02,16.1572
1993-12-03,16.0926
1993-12-06,16.0926
1993-12-07,16.0387
1993-12-08,16.1337
1993-12-09,16.1112
1993-12-10,16.0926
1993-12-13,16.5227
1993-12-14,16.4483
1993-12-15,16.6511
1993-12-16,16.8393
1993-12-17,16.7295
1993-12-20,16.6883
1993-12-21,16.3944
1993-12-22,16.4483
1993-12-23,16.2249
1993-12-27,16.2631
1993-12-28,16.1337
1993-12-29,16.2023
1993-12-30,16.2249
1993-12-31,16.2023
1994-01-03,15.9289
1994-01-04,15.7976
1994-01-05,15.7594
1994-01-06,15.9779
1994-01-07,16.1112
1994-01-10,16.0926
1994-01-11,16.3542
1994-01-12,16.3944
1994-01-13,16.462
1994-01-14,16.3787
1994-01-17,16.2846
1994-01-18,16.2954
1994-01-19,16.6021
1994-01-20,16.5571
1994-01-21,16.7471
1994-01-24,16.5571
1994-01-25,16.4267
1994-01-26,16.5443
1994-01-27,15.9779
1994-01-28,16.0269
1994-01-31,15.9779
1994-02-01,15.779
1994-02-02,15.8711
1994-02-03,15.9093
1994-02-04,15.6271
1994-02-07,15.6271
1994-02-08,15.779
1994-02-09,15.682
1994-02-10,15.5888
1994-02-11,15.6271
1994-02-14,15.779
1994-02-15,16.167
1994-02-16,16.3179
1994-02-17,16.0926
1994-02-18,15.8319
1994-02-22,16.1876
1994-02-23,16.0592
1994-02-24,15.9652
1994-02-25,15.8868
1994-02-28,15.8319
1994-03-01,15.5536
1994-03-02,15.5888
1994-03-03,15.5134
1994-03-04,15.5134
1994-03-07,15.682
1994-03-08,15.7594
1994-03-09,15.8868
1994-03-10,15.6976
1994-03-11,15.5134
1994-03-14,15.4595
1994-03-15,15.4762
1994-03-16,15.4017
1994-03-17,15.3066
1994-03-18,15.4762
1994-03-21,15.2312
1994-03-22,15.1754
1994-03-23,15.2156
1994-03-24,15.0264
1994-03-25,15.0264
1994-03-28,15.0264
1994-03-29,14.7834
1994-03-30,14.8745
1994-03-31,14.8745
1994-04-04,14.7236
1994-04-05,14.9108
1994-04-06,14.8745
1994-04-07,15.0068
1994-04-08,15.3821
1994-04-11,15.5134
1994-04-12,15.3224
1994-04-13,15.1352
1994-04-14,14.8745
1994-04-15,14.6501
1994-04-18,14.4257
1994-04-19,14.3473
1994-04-20,14.5707
1994-04-21,14.5707
1994-04-22,14.1974
1994-04-25,14.3473
1994-04-26,14.6501
1994-04-28,14.7236
1994-04-29,14.7236
1994-05-02,14.8745
1994-05-03,14.8745
1994-05-04,14.9108
1994-05-05,14.9911
1994-05-06,14.9108
1994-05-09,14.9108
1994-05-10,15.1352
1994-05-11,14.8392
1994-05-12,14.8745
1994-05-13,14.7588
1994-05-16,14.9666
1994-05-17,15.3154
1994-05-18,15.4213
1994-05-19,15.6182
1994-05-20,15.5742
1994-05-23,15.5046
1994-05-24,15.5379
1994-05-25,15.6898
1994-05-26,15.5379
1994-05-27,15.5379
1994-05-31,15.4664
1994-06-01,15.238
1994-06-02,15.3536
1994-06-03,15.6898
1994-06-06,15.5379
1994-06-07,15.3536
1994-06-08,15.5046
1994-06-09,15.6182
1994-06-10,15.727
1994-06-13,15.7741
1994-06-14,15.7741
1994-06-15,15.8054
1994-06-16,15.8799
1994-06-17,15.4664
1994-06-20,15.5046
1994-06-21,15.3154
1994-06-22,15.386
1994-06-23,15.4213
1994-06-24,15.1224
1994-06-27,15.238
1994-06-28,15.3154
1994-06-29,15.3536
1994-06-30,15.047
1994-07-01,15.1224
1994-07-05,15.1224
1994-07-06,15.0852
1994-07-07,15.238
1994-07-08,15.0852
1994-07-11,15.0852
1994-07-12,15.1626
1994-07-13,15.3536
1994-07-14,15.6574
1994-07-15,15.5742
1994-07-18,15.5379
1994-07-19,15.386
1994-07-20,15.5379
1994-07-21,15.386
1994-07-22,15.5046
1994-07-25,15.4213
1994-07-26,15.4213
1994-07-27,15.5742
1994-07-28,15.924
1994-07-29,16.1112
1994-08-01,16.3327
1994-08-02,16.2954
1994-08-03,16.3709
1994-08-04,16.3327
1994-08-05,16.3709
1994-08-08,16.5639
1994-08-09,16.6374
1994-08-10,16.8667
1994-08-11,16.7158
1994-08-12,16.8255
1994-08-15,16.7295
1994-08-16,16.6962
1994-08-17,16.5796
1994-08-18,16.3944
1994-08-19,16.5081
1994-08-22,16.8128
1994-08-23,16.8128
1994-08-24,17.2313
1994-08-25,17.2665
1994-08-26,17.0783
1994-08-29,16.8461
1994-08-30,16.8461
1994-08-31,16.8461
1994-09-01,16.7295
1994-09-02,16.6159
1994-09-06,16.6962
1994-09-07,16.6962
1994-09-08,17.2313
1994-09-09,17.0421
1994-09-12,17.0421
1994-09-13,17.0783
1994-09-14,16.8461
1994-09-15,17.194
1994-09-16,17.2313
1994-09-19,17.3439
1994-09-20,16.9627
1994-09-21,17.2313
1994-09-22,16.9981
1994-09-23,16.8461
1994-09-26,16.7746
1994-09-27,16.7746
1994-09-28,16.8461
1994-09-29,16.8128
1994-09-30,16.8833
1994-10-03,16.6962
1994-10-04,16.462
1994-10-05,16.3944
1994-10-06,16.3121
1994-10-07,16.3121
1994-10-10,16.4267
1994-10-11,16.6579
1994-10-12,16.6962
1994-10-13,16.8461
1994-10-14,16.9627
1994-10-17,17.2313
1994-10-18,17.0783
1994-10-19,17.194
1994-10-20,17.0783
1994-10-21,17.0783
1994-10-24,16.9255
1994-10-25,16.5443
1994-10-26,16.462
1994-10-27,16.462
1994-10-28,16.7746
1994-10-31,16.9255
1994-11-01,16.6159
1994-11-02,16.5081
1994-11-03,16.5081
1994-11-04,16.2415
1994-11-07,16.2415
1994-11-08,16.1631
1994-11-09,16.2778
1994-11-10,16.3473
1994-11-11,16.2415
1994-11-14,16.2778
1994-11-15,16.0788
1994-11-16,16.1631
1994-11-17,16.1935
1994-11-18,16.2582
1994-11-21,16.216
1994-11-22,15.6055
1994-11-23,15.6741
1994-11-25,15.6438
1994-11-28,15.8319
1994-11-29,15.7927
1994-11-30,15.7927
1994-12-01,15.6438
1994-12-02,15.9093
1994-12-05,16.0269
1994-12-06,16.0269
1994-12-07,15.9505
1994-12-08,15.7182
1994-12-09,15.8711
1994-12-12,16.2582
1994-12-13,16.0269
1994-12-14,16.0661
1994-12-15,16.0269
1994-12-16,15.8711
1994-12-19,15.7927
1994-12-20,15.8319
1994-12-21,16.1024
1994-12-22,15.9848
1994-12-23,16.1406
1994-12-27,16.3709
