Date,JNJ.US
1990-05-08,4.40201
1990-05-09,4.33723
1990-05-10,4.36604
1990-05-11,4.45954
1990-05-14,4.50237
1990-05-15,4.53108
1990-05-16,4.54539
1990-05-17,4.57431
1990-05-18,4.53854
1990-05-21,4.61027
1990-05-22,4.63899
1990-05-23,4.6532
1990-05-24,4.7467
1990-05-25,4.68191
1990-05-29,4.76091
1990-05-30,4.78972
1990-05-31,4.77541
1990-06-01,4.80393
1990-06-04,4.86861
1990-06-05,4.87577
1990-06-06,4.82539
1990-06-07,4.80393
1990-06-08,4.71093
1990-06-11,4.78237
1990-06-12,4.85441
1990-06-13,4.8397
1990-06-14,4.77541
1990-06-15,4.81138
1990-06-18,4.73209
1990-06-19,4.76091
1990-06-20,4.82539
1990-06-21,4.97652
1990-06-22,4.88332
1990-06-25,4.8397
1990-06-26,4.84745
1990-06-27,4.97652
1990-06-28,5.06992
1990-06-29,5.06257
1990-07-02,5.20625
1990-07-03,5.17753
1990-07-05,5.11275
1990-07-06,5.14871
1990-07-09,5.11275
1990-07-10,5.08413
1990-07-11,5.20625
1990-07-12,5.29974
1990-07-13,5.27073
1990-07-16,5.29974
1990-07-17,5.31385
1990-07-18,5.33561
1990-07-19,5.43597
1990-07-20,5.45763
1990-07-23,5.3067
1990-07-24,5.37844
1990-07-25,5.47204
1990-07-26,5.47909
1990-07-27,5.40715
1990-07-30,5.34992
1990-07-31,5.27788
1990-08-01,5.27073
1990-08-02,5.13451
1990-08-03,5.0268
1990-08-06,4.78237
1990-08-07,4.87577
1990-08-08,5.01935
1990-08-09,4.99769
1990-08-10,4.94055
1990-08-13,5.03405
1990-08-14,5.05551
1990-08-15,5.13451
1990-08-16,5.01935
1990-08-17,4.94761
1990-08-20,4.88332
1990-08-21,4.79688
1990-08-22,4.71093
1990-08-23,4.57431
1990-08-24,4.6532
1990-08-27,4.85441
1990-08-28,4.86146
1990-08-29,4.95476
1990-08-30,4.89018
1990-08-31,4.92634
1990-09-04,4.96907
1990-09-05,4.96907
1990-09-06,4.86146
1990-09-07,4.92634
1990-09-10,4.89733
1990-09-11,4.88332
1990-09-12,4.88332
1990-09-13,4.77541
1990-09-14,4.78972
1990-09-17,4.81864
1990-09-18,4.86146
1990-09-19,4.80393
1990-09-20,4.67506
1990-09-21,4.69632
1990-09-24,4.61027
1990-09-25,4.73209
1990-09-26,4.71093
1990-09-27,4.68191
1990-09-28,4.75385
1990-10-01,4.94761
1990-10-02,4.98348
1990-10-03,4.91204
1990-10-04,4.91879
1990-10-05,4.91879
1990-10-08,4.99769
1990-10-09,4.89018
1990-10-10,4.84745
1990-10-11,4.76091
1990-10-12,4.82539
1990-10-15,4.91204
1990-10-16,4.86146
1990-10-17,4.89018
1990-10-18,5.01935
1990-10-19,5.06257
1990-10-22,5.12725
1990-10-23,5.15567
1990-10-24,5.09854
1990-10-25,5.07688
1990-10-26,4.96907
1990-10-29,4.91879
1990-10-30,4.94055
1990-10-31,4.83275
1990-11-01,4.94055
1990-11-02,5.00504
1990-11-05,5.06992
1990-11-06,4.98348
1990-11-07,4.91204
1990-11-08,4.88332
1990-11-09,4.91879
1990-11-12,5.01219
1990-11-13,4.97652
1990-11-14,4.99769
1990-11-15,4.96211
1990-11-16,4.95476
1990-11-19,5.01935
1990-11-20,4.98348
1990-11-21,4.98348
1990-11-23,4.94055
1990-11-26,4.9333
1990-11-27,4.95476
1990-11-28,5.05551
1990-11-29,5.13451
1990-11-30,5.26378
1990-12-03,5.35678
1990-12-04,5.35678
1990-12-05,5.32141
1990-12-06,5.32806
1990-12-07,5.34257
1990-12-10,5.31385
1990-12-11,5.29974
1990-12-12,5.38569
1990-12-13,5.34257
1990-12-14,5.29199
1990-12-17,5.31385
1990-12-18,5.40715
1990-12-19,5.40715
1990-12-20,5.4002
1990-12-21,5.37138
1990-12-24,5.37138
1990-12-26,5.38569
1990-12-27,5.34257
1990-12-28,5.35678
1990-12-31,5.41471
1991-01-02,5.28504
1991-01-03,5.22771
1991-01-04,5.19174
1991-01-07,5.0268
1991-01-08,5.07688
1991-01-09,4.95476
1991-01-10,5.08413
1991-01-11,5.1201
1991-01-14,5.13451
1991-01-15,5.14146
1991-01-16,5.23516
1991-01-17,5.4002
1991-01-18,5.42891
1991-01-21,5.44322
1991-01-22,5.41471
1991-01-23,5.50791
1991-01-24,5.64433
1991-01-25,5.62982
1991-01-28,5.64433
1991-01-29,5.6799
1991-01-30,5.76635
1991-01-31,5.7732
1991-02-01,5.67324
1991-02-04,5.76635
1991-02-05,5.75899
1991-02-06,5.83083
1991-02-07,5.76635
1991-02-08,5.83083
1991-02-11,6.03204
1991-02-12,5.95324
1991-02-13,5.99597
1991-02-14,5.90982
1991-02-15,6.13965
1991-02-19,6.13259
1991-02-20,6.06791
1991-02-21,6.08947
1991-02-22,6.10398
1991-02-25,6.23295
1991-02-26,6.13259
1991-02-27,6.24735
1991-02-28,6.22619
1991-03-01,6.21874
1991-03-04,6.1468
1991-03-05,6.31899
1991-03-06,6.64252
1991-03-07,6.85058
1991-03-08,6.8005
1991-03-11,6.69269
1991-03-12,6.63536
1991-03-13,6.75012
1991-03-14,6.95809
1991-03-15,7.09461
1991-03-18,7.03022
1991-03-19,6.87224
1991-03-20,6.82176
1991-03-21,6.83637
1991-03-22,6.92947
1991-03-25,7.20252
1991-03-26,7.40362
1991-03-27,7.33169
1991-03-28,7.2673
1991-04-01,7.15204
1991-04-02,7.31758
1991-04-03,7.30297
1991-04-04,7.19526
1991-04-05,7.0806
1991-04-08,7.346
1991-04-09,7.25279
1991-04-10,7.20977
1991-04-11,7.38196
1991-04-12,7.41068
1991-04-15,7.35335
1991-04-16,7.59738
1991-04-17,7.53995
1991-04-18,7.46125
1991-04-19,7.37481
1991-04-22,7.31758
1991-04-23,7.25975
1991-04-24,7.11667
1991-04-25,7.20252
1991-04-26,7.19526
1991-04-29,7.18086
1991-04-30,7.16675
1991-05-01,7.29592
1991-05-02,7.14479
1991-05-03,7.14479
1991-05-06,7.12352
1991-05-07,7.13793
1991-05-08,7.09461
1991-05-09,7.22398
1991-05-10,7.07335
1991-05-13,7.05169
1991-05-14,7.00131
1991-05-15,6.95809
1991-05-16,7.00856
1991-05-17,6.85058
1991-05-20,6.95113
1991-05-21,7.13068
1991-05-22,7.1738
1991-05-23,7.13068
1991-05-24,7.05169
1991-05-28,7.18831
1991-05-29,7.13068
1991-05-30,7.00856
1991-05-31,6.90056
1991-06-03,6.72876
1991-06-04,6.75738
1991-06-05,6.73572
1991-06-06,6.72876
1991-06-07,6.60645
1991-06-10,6.60645
1991-06-11,6.6137
1991-06-12,6.49178
1991-06-13,6.46237
1991-06-14,6.51295
1991-06-17,6.49178
1991-06-18,6.45572
1991-06-19,6.36927
1991-06-20,6.46237
1991-06-21,6.51295
1991-06-24,6.39809
1991-06-25,6.37702
1991-06-26,6.31224
1991-06-27,6.40534
1991-06-28,6.35506
1991-07-01,6.43415
1991-07-02,6.31899
1991-07-03,6.2405
1991-07-05,6.43415
1991-07-08,6.48453
1991-07-09,6.5204
1991-07-10,6.58479
1991-07-11,6.63536
1991-07-12,6.64252
1991-07-15,6.6137
1991-07-16,6.67103
1991-07-17,6.58479
1991-07-18,6.69269
1991-07-19,6.67103
1991-07-22,6.67858
1991-07-23,6.63536
1991-07-24,6.60645
1991-07-25,6.66408
1991-07-26,6.69269
1991-07-29,6.83637
1991-07-30,6.91536
1991-07-31,6.97289
1991-08-01,6.92947
1991-08-02,6.96564
1991-08-05,6.93682
1991-08-06,7.04463
1991-08-07,7.05904
1991-08-08,7.01582
1991-08-09,7.02317
1991-08-12,6.96564
1991-08-13,7.02317
1991-08-14,6.95113
1991-08-15,6.96564
1991-08-16,6.82176
1991-08-19,6.65662
1991-08-20,6.67103
1991-08-21,6.90801
1991-08-22,6.96564
1991-08-23,7.04463
1991-08-26,7.06599
1991-08-27,7.02317
1991-08-28,7.10206
1991-08-29,7.10912
1991-08-30,7.10206
1991-09-03,7.03738
1991-09-04,6.96564
1991-09-05,6.90801
1991-09-06,6.87224
1991-09-09,6.83637
1991-09-10,6.77198
1991-09-11,6.75012
1991-09-12,6.87224
1991-09-13,6.81461
1991-09-16,6.90056
1991-09-17,6.86499
1991-09-18,6.83637
1991-09-19,6.85058
1991-09-20,6.77854
1991-09-23,6.80746
1991-09-24,6.92947
1991-09-25,6.86499
1991-09-26,6.84352
1991-09-27,6.77198
1991-09-30,6.75738
1991-10-01,6.78629
1991-10-02,6.69269
1991-10-03,6.66408
1991-10-04,6.63536
1991-10-07,6.62076
1991-10-08,6.64252
1991-10-09,6.59939
1991-10-10,6.60645
1991-10-11,6.60645
1991-10-14,6.65662
1991-10-15,6.72111
1991-10-16,6.77854
1991-10-17,6.87224
1991-10-18,6.95809
1991-10-21,6.79295
1991-10-22,7.13068
1991-10-23,7.20977
1991-10-24,7.10206
1991-10-25,7.10206
1991-10-28,7.22398
1991-10-29,7.27416
1991-10-30,7.28141
1991-10-31,7.27416
1991-11-01,7.29592
1991-11-04,7.38912
1991-11-05,7.3605
1991-11-06,7.33169
1991-11-07,7.35335
1991-11-08,7.33874
1991-11-11,7.49683
1991-11-12,7.61179
1991-11-13,7.5326
1991-11-14,7.59033
1991-11-15,7.23839
1991-11-18,7.43244
1991-11-19,7.31042
1991-11-20,7.23839
1991-11-21,7.31042
1991-11-22,7.28141
1991-11-25,7.23839
1991-11-26,7.21702
1991-11-27,7.35335
1991-11-29,7.39647
1991-12-02,7.58317
1991-12-03,7.64815
1991-12-04,7.77722
1991-12-05,7.67727
1991-12-06,7.87698
1991-12-09,7.75507
1991-12-10,8.0151
1991-12-11,7.87698
1991-12-12,7.96402
1991-12-13,8.02185
1991-12-16,8.15808
1991-12-17,8.1857
1991-12-18,8.15808
1991-12-19,8.1857
1991-12-20,8.32987
1991-12-23,8.50276
1991-12-24,8.48031
1991-12-26,8.63839
1991-12-27,8.73169
1991-12-30,8.86861
1991-12-31,8.79051
1992-01-02,8.61822
1992-01-03,8.58126
1992-01-06,8.65379
1992-01-07,8.77561
1992-01-08,8.9325
1992-01-09,8.91948
1992-01-10,8.83105
1992-01-13,8.83105
1992-01-14,8.72414
1992-01-15,8.32302
1992-01-16,8.03616
1992-01-17,8.23727
1992-01-20,8.06388
1992-01-21,7.99254
1992-01-22,8.25018
1992-01-23,8.1857
1992-01-24,8.23727
1992-01-27,8.15808
1992-01-28,8.10025
1992-01-29,7.92756
1992-01-30,8.13493
1992-01-31,8.25018
1992-02-03,8.13493
1992-02-04,8.25018
1992-02-05,8.2944
1992-02-06,8.2944
1992-02-07,8.15043
1992-02-10,8.17904
1992-02-11,8.04272
1992-02-12,8.15808
1992-02-13,7.92756
1992-02-14,7.78438
1992-02-18,7.52584
1992-02-19,7.60473
1992-02-20,7.69088
1992-02-21,7.66902
1992-02-24,7.76222
1992-02-25,7.78438
1992-02-26,7.97843
1992-02-27,7.92756
1992-02-28,7.80644
1992-03-02,7.77722
1992-03-03,7.69088
1992-03-04,7.5326
1992-03-05,7.49683
1992-03-06,7.41068
1992-03-09,7.55426
1992-03-10,7.44695
1992-03-11,7.41813
1992-03-12,7.39647
1992-03-13,7.39647
1992-03-16,7.49683
1992-03-17,7.50388
1992-03-18,7.41068
1992-03-19,7.41813
1992-03-20,7.39647
1992-03-23,7.29592
1992-03-24,7.46841
1992-03-25,7.50388
1992-03-26,7.55426
1992-03-27,7.41813
1992-03-30,7.36756
1992-03-31,7.51113
1992-04-01,7.56151
1992-04-02,7.47546
1992-04-03,7.59033
1992-04-06,7.52584
1992-04-07,7.38912
1992-04-08,7.42479
1992-04-09,7.52584
1992-04-10,7.76222
1992-04-13,7.78438
1992-04-14,7.87698
1992-04-15,7.74761
1992-04-16,7.65501
1992-04-20,7.4537
1992-04-21,7.39647
1992-04-22,7.16675
1992-04-23,7.00131
1992-04-24,7.10206
1992-04-27,7.21702
1992-04-28,7.2673
1992-04-29,7.28141
1992-04-30,7.31042
1992-05-01,7.38196
1992-05-04,7.50388
1992-05-05,7.48262
1992-05-06,7.32463
1992-05-07,7.38196
1992-05-08,7.35335
1992-05-11,7.44695
1992-05-12,7.32463
1992-05-13,7.36756
1992-05-14,7.25975
1992-05-15,7.20977
1992-05-18,7.2673
1992-05-19,7.37481
1992-05-20,7.28837
1992-05-21,7.28141
1992-05-22,7.346
1992-05-26,7.13793
1992-05-27,7.31042
1992-05-28,7.5326
1992-05-29,7.50388
1992-06-01,7.59033
1992-06-02,7.15204
1992-06-03,6.98015
1992-06-04,6.97289
1992-06-05,6.98015
1992-06-08,7.00856
1992-06-09,6.9873
1992-06-10,6.81461
1992-06-11,6.9873
1992-06-12,6.97289
1992-06-15,6.85058
1992-06-16,6.83637
1992-06-17,6.67858
1992-06-18,6.77854
1992-06-19,6.87224
1992-06-22,6.9873
1992-06-23,6.95113
1992-06-24,6.77854
1992-06-25,6.77854
1992-06-26,6.92947
1992-06-29,7.04463
1992-06-30,6.92947
1992-07-01,7.06599
1992-07-02,7.06599
1992-07-06,7.23839
1992-07-07,7.16675
1992-07-08,7.31758
1992-07-09,7.29592
1992-07-10,7.25975
1992-07-13,7.25975
1992-07-14,7.16675
1992-07-15,7.20252
1992-07-16,7.23839
1992-07-17,7.18086
1992-07-20,7.10206
1992-07-21,7.06599
1992-07-22,7.12352
1992-07-23,7.08785
1992-07-24,7.12352
1992-07-27,7.29592
1992-07-28,7.55426
1992-07-29,7.59033
1992-07-30,7.68363
1992-07-31,7.62639
1992-08-03,7.74761
1992-08-04,7.70469
1992-08-05,7.70469
1992-08-06,7.70469
1992-08-07,7.72655
1992-08-10,7.72655
1992-08-11,7.61179
1992-08-12,7.56876
1992-08-13,7.5471
1992-08-14,7.7194
1992-08-17,7.85602
1992-08-18,7.9208
1992-08-19,7.87698
1992-08-20,7.82005
1992-08-21,7.52584
1992-08-24,7.64815
1992-08-25,7.64815
1992-08-26,7.85602
1992-08-27,7.84191
1992-08-28,7.78438
1992-08-31,7.68363
1992-09-01,7.84191
1992-09-02,7.85602
1992-09-03,8.1857
1992-09-04,8.15043
1992-09-08,8.17109
1992-09-09,8.09458
1992-09-10,8.15043
1992-09-11,8.04957
1992-09-14,8.04957
1992-09-15,7.85602
1992-09-16,7.9208
1992-09-17,7.85602
1992-09-18,7.99254
1992-09-21,7.99254
1992-09-22,7.87698
1992-09-23,7.93481
1992-09-24,7.85602
1992-09-25,7.41068
1992-09-28,7.38912
1992-09-29,7.41068
1992-09-30,7.33169
1992-10-01,7.27416
1992-10-02,7.13793
1992-10-05,7.15929
1992-10-06,7.00131
1992-10-07,7.0806
1992-10-08,7.31758
1992-10-09,7.27416
1992-10-12,7.48987
1992-10-13,7.48987
1992-10-14,7.46841
1992-10-15,7.62639
1992-10-16,7.58317
1992-10-19,7.58317
1992-10-20,7.66276
1992-10-21,7.84191
1992-10-22,7.82005
1992-10-23,7.66276
1992-10-26,7.7194
1992-10-27,7.64815
1992-10-28,7.70469
1992-10-29,7.7194
1992-10-30,7.78438
1992-11-02,7.90013
1992-11-03,7.74135
1992-11-04,7.64815
1992-11-05,7.51113
1992-11-06,7.64815
1992-11-09,7.66276
1992-11-10,7.7194
1992-11-11,7.87698
1992-11-12,7.89278
1992-11-13,7.79908
1992-11-16,7.77722
1992-11-17,7.79908
1992-11-18,7.87698
1992-11-19,7.85602
1992-11-20,7.89278
1992-11-23,7.85602
1992-11-24,8.03616
1992-11-25,8.03616
1992-11-27,7.97028
1992-11-30,7.87698
1992-12-01,7.87698
1992-12-02,7.82005
1992-12-03,7.85602
1992-12-04,7.99254
1992-12-07,8.12817
1992-12-08,8.12817
1992-12-09,8.0151
1992-12-10,8.04957
1992-12-11,7.97028
1992-12-14,8.0151
1992-12-15,7.99254
1992-12-16,8.07143
1992-12-17,8.24412
1992-12-18,8.42367
1992-12-21,8.34468
1992-12-22,8.30921
1992-12-23,8.07143
1992-12-24,8.04957
1992-12-28,7.91335
1992-12-29,7.87698
1992-12-30,7.93481
1992-12-31,7.89278
1993-01-04,7.74135
1993-01-05,7.56151
1993-01-06,7.33169
1993-01-07,7.13068
1993-01-08,7.31042
1993-01-11,7.31042
1993-01-12,7.33169
1993-01-13,7.31042
1993-01-14,7.23113
1993-01-15,7.33169
1993-01-18,7.31042
1993-01-19,7.09461
1993-01-20,7.15204
1993-01-21,7.19526
1993-01-22,7.1738
1993-01-25,7.03738
1993-01-26,6.82176
1993-01-27,6.91536
1993-01-28,6.85773
1993-01-29,6.87979
1993-02-01,6.87979
1993-02-02,6.8005
1993-02-03,7.07335
1993-02-04,7.13068
1993-02-05,7.03738
1993-02-08,7.01582
1993-02-09,7.01582
1993-02-10,7.15204
1993-02-11,7.07335
1993-02-12,7.07335
1993-02-16,6.69995
1993-02-17,6.59939
1993-02-18,6.5204
1993-02-19,6.38368
1993-02-22,6.1468
1993-02-23,6.30498
1993-02-24,6.64252
1993-02-25,6.54216
1993-02-26,6.67858
1993-03-01,6.73572
1993-03-02,6.83637
1993-03-03,6.67858
1993-03-04,6.49864
1993-03-05,6.34801
1993-03-08,6.65662
1993-03-09,6.77854
1993-03-10,7.03022
1993-03-11,6.93682
1993-03-12,6.85773
1993-03-15,6.83637
1993-03-16,6.59939
1993-03-17,6.34801
1993-03-18,6.32645
1993-03-19,6.16826
1993-03-22,6.20443
1993-03-23,6.38368
1993-03-24,6.20443
1993-03-25,6.44151
1993-03-26,6.20443
1993-03-29,6.28352
1993-03-30,6.59939
1993-03-31,6.69995
1993-04-01,6.40534
1993-04-02,6.30498
1993-04-05,6.49864
1993-04-06,6.28352
1993-04-07,6.24735
1993-04-08,6.0537
1993-04-12,6.28352
1993-04-13,6.19002
1993-04-14,6.16826
1993-04-15,6.08947
1993-04-16,6.19002
1993-04-19,6.5204
1993-04-20,6.67858
1993-04-21,6.64252
1993-04-22,6.38368
1993-04-23,6.26912
1993-04-26,6.22619
1993-04-27,6.72111
1993-04-28,6.69995
1993-04-29,6.65662
1993-04-30,6.85773
1993-05-03,7.05169
1993-05-04,6.91536
1993-05-05,7.01582
1993-05-06,6.85773
1993-05-07,6.79295
1993-05-10,6.894
1993-05-11,7.05169
1993-05-12,6.87224
1993-05-13,6.69995
1993-05-14,6.83637
1993-05-17,6.91536
1993-05-18,6.91536
1993-05-19,7.09461
1993-05-20,7.19526
1993-05-21,7.13068
1993-05-24,7.13068
1993-05-25,7.05169
1993-05-26,7.1738
1993-05-27,6.99435
1993-05-28,7.05169
1993-06-01,7.07335
1993-06-02,6.99435
1993-06-03,6.894
1993-06-04,6.77854
1993-06-07,6.77854
1993-06-08,6.79295
1993-06-09,6.85773
1993-06-10,7.03022
1993-06-11,7.07335
1993-06-14,7.09461
1993-06-15,7.11667
1993-06-16,7.15204
1993-06-17,7.23113
1993-06-18,6.77854
1993-06-21,6.72111
1993-06-22,6.55617
1993-06-23,6.48453
1993-06-24,6.62076
1993-06-25,6.63536
1993-06-28,6.5204
1993-06-29,6.63536
1993-06-30,6.55617
1993-07-01,6.38368
1993-07-02,6.30498
1993-07-06,6.26146
1993-07-07,6.26146
1993-07-08,6.34095
1993-07-09,6.28352
1993-07-12,6.30498
1993-07-13,6.41955
1993-07-14,6.39809
1993-07-15,6.26146
1993-07-16,6.20443
1993-07-19,6.24735
1993-07-20,6.28352
1993-07-21,6.04625
1993-07-22,6.01038
1993-07-23,6.06791
1993-07-26,6.04625
1993-07-27,6.01038
1993-07-28,5.94589
1993-07-29,5.80957
1993-07-30,5.76635
1993-08-02,5.90982
1993-08-03,5.96725
1993-08-04,5.94589
1993-08-05,5.84514
1993-08-06,5.93119
1993-08-09,5.80957
1993-08-10,5.76635
1993-08-11,5.67324
1993-08-12,5.78811
1993-08-13,5.87415
1993-08-16,5.93119
1993-08-17,6.13259
1993-08-18,6.36927
1993-08-19,6.4273
1993-08-20,6.52755
1993-08-23,6.4273
1993-08-24,6.36927
1993-08-25,6.32645
1993-08-26,6.4273
1993-08-27,6.4273
1993-08-30,6.44846
1993-08-31,6.48453
1993-09-01,6.4273
1993-09-02,6.50619
1993-09-03,6.34801
1993-09-07,6.26912
1993-09-08,6.11103
1993-09-09,6.16826
1993-09-10,6.16826
1993-09-13,6.1468
1993-09-14,6.26912
1993-09-15,6.21158
1993-09-16,6.16826
1993-09-17,6.22619
1993-09-20,6.03204
1993-09-21,6.19002
1993-09-22,6.24735
1993-09-23,6.31224
1993-09-24,6.22619
1993-09-27,6.31224
1993-09-28,6.24735
1993-09-29,6.29058
1993-09-30,6.26912
1993-10-01,6.22619
1993-10-04,6.1468
1993-10-05,6.29058
1993-10-06,6.26912
1993-10-07,6.31224
1993-10-08,6.26912
1993-10-11,6.34801
1993-10-12,6.36927
1993-10-13,6.40534
1993-10-14,6.48453
1993-10-15,6.56352
1993-10-18,6.62781
1993-10-19,6.58479
1993-10-20,6.7069
1993-10-21,6.78629
1993-10-22,6.64957
1993-10-25,6.68544
1993-10-26,6.60645
1993-10-27,6.62781
1993-10-28,6.64957
1993-10-29,6.7069
1993-11-01,6.80746
1993-11-02,6.80746
1993-11-03,6.80746
1993-11-04,6.74277
1993-11-05,6.78629
1993-11-08,6.86499
1993-11-09,6.86499
1993-11-10,6.96564
1993-11-11,6.90801
1993-11-12,6.95113
1993-11-15,6.9873
1993-11-16,7.08785
1993-11-17,7.03022
1993-11-18,7.13068
1993-11-19,7.13068
1993-11-22,7.16675
1993-11-23,7.22398
1993-11-24,7.16675
1993-11-26,7.06599
1993-11-29,7.08785
1993-11-30,6.9873
1993-12-01,7.04463
1993-12-02,7.08785
1993-12-03,7.16675
1993-12-06,7.2673
1993-12-07,7.22398
1993-12-08,7.2673
1993-12-09,7.08785
1993-12-10,6.96564
1993-12-13,6.88655
1993-12-14,6.82922
1993-12-15,6.92947
1993-12-16,6.88655
1993-12-17,6.90801
1993-12-20,6.82922
1993-12-21,6.82922
1993-12-22,6.86499
1993-12-23,6.96564
1993-12-27,7.10912
1993-12-28,7.14479
1993-12-29,7.16675
1993-12-30,7.20977
1993-12-31,7.18831
1994-01-03,7.24574
1994-01-04,7.22398
1994-01-05,7.20977
1994-01-06,7.06599
1994-01-07,7.14479
1994-01-10,7.28837
1994-01-11,7.13068
1994-01-12,7.10912
1994-01-13,7.00856
1994-01-14,7.00856
1994-01-17,7.06599
1994-01-18,6.9873
1994-01-19,6.86499
1994-01-20,6.66408
1994-01-21,6.7069
1994-01-24,6.47002
1994-01-25,6.54912
1994-01-26,6.7069
1994-01-27,6.78629
1994-01-28,6.80746
1994-01-31,6.78629
1994-02-01,6.75012
1994-02-02,6.82922
1994-02-03,6.78629
1994-02-04,6.72876
1994-02-07,6.66408
1994-02-08,6.82922
1994-02-09,6.7069
1994-02-10,6.67103
1994-02-11,6.75012
1994-02-14,6.78629
1994-02-15,6.80746
1994-02-16,6.72876
1994-02-17,6.64957
1994-02-18,6.68544
1994-02-22,6.64957
1994-02-23,6.60645
1994-02-24,6.52755
1994-02-25,6.54912
1994-02-28,6.47002
1994-03-01,6.50619
1994-03-02,6.48453
1994-03-03,6.40534
1994-03-04,6.40534
1994-03-07,6.38368
1994-03-08,6.40534
1994-03-09,6.47002
1994-03-10,6.38368
1994-03-11,6.38368
1994-03-14,6.40534
1994-03-15,6.4273
1994-03-16,6.36251
1994-03-17,6.34801
1994-03-18,6.36251
1994-03-21,6.36251
1994-03-22,6.30498
1994-03-23,6.20443
1994-03-24,6.22619
1994-03-25,6.22619
1994-03-28,6.26146
1994-03-29,6.12504
1994-03-30,5.98186
1994-03-31,6.08232
1994-04-04,5.94589
1994-04-05,5.98186
1994-04-06,5.92413
1994-04-07,5.98186
1994-04-08,6.02479
1994-04-11,6.24735
1994-04-12,6.36251
1994-04-13,6.40534
1994-04-14,6.28352
1994-04-15,6.32645
1994-04-18,6.26146
1994-04-19,6.50619
1994-04-20,6.52755
1994-04-21,6.58479
1994-04-22,6.48453
1994-04-25,6.47002
1994-04-26,6.48453
1994-04-28,6.7069
1994-04-29,6.67103
1994-05-02,6.77198
1994-05-03,6.7069
1994-05-04,6.72876
1994-05-05,6.67103
1994-05-06,6.56352
1994-05-09,6.56352
1994-05-10,6.7069
1994-05-11,6.87979
1994-05-12,6.81461
1994-05-13,6.90056
1994-05-16,6.93682
1994-05-17,7.01582
1994-05-18,7.01582
1994-05-19,7.03738
1994-05-20,7.01582
1994-05-23,7.10206
1994-05-24,7.0806
1994-05-25,7.13793
1994-05-26,7.15929
1994-05-27,7.22398
1994-05-31,7.18086
1994-06-01,7.13793
1994-06-02,7.10206
1994-06-03,7.10206
1994-06-06,6.93682
1994-06-07,7.05904
1994-06-08,7.03738
1994-06-09,7.11667
1994-06-10,7.03738
1994-06-13,7.0806
1994-06-14,7.10206
1994-06-15,7.03738
1994-06-16,7.10206
1994-06-17,7.0806
1994-06-20,7.0806
1994-06-21,7.11667
1994-06-22,7.03738
1994-06-23,7.01582
1994-06-24,6.91536
1994-06-27,6.93682
1994-06-28,7.01582
1994-06-29,7.05904
1994-06-30,6.95809
1994-07-01,6.95809
1994-07-05,6.93682
1994-07-06,6.87979
1994-07-07,6.90056
1994-07-08,6.93682
1994-07-11,6.98015
1994-07-12,6.91536
1994-07-13,6.87979
1994-07-14,6.98015
1994-07-15,7.10206
1994-07-18,7.0806
1994-07-19,7.0806
1994-07-20,7.25975
1994-07-21,7.52584
1994-07-22,7.3605
1994-07-25,7.58317
1994-07-26,7.56876
1994-07-27,7.69088
1994-07-28,7.62639
1994-07-29,7.62639
1994-08-01,7.62639
1994-08-02,7.64815
1994-08-03,7.79173
1994-08-04,7.87003
1994-08-05,7.76967
1994-08-08,7.72655
1994-08-09,7.76967
1994-08-10,7.9208
1994-08-11,7.79908
1994-08-12,7.94127
1994-08-15,8.08664
1994-08-16,8.08664
1994-08-17,8.04272
1994-08-18,7.85602
1994-08-19,7.99979
1994-08-22,8.02185
1994-08-23,7.94127
1994-08-24,8.04272
1994-08-25,7.99979
1994-08-26,8.08664
1994-08-29,8.08664
1994-08-30,8.02185
1994-08-31,8.1857
1994-09-01,8.24412
1994-09-02,8.1857
1994-09-06,8.16444
1994-09-07,8.06388
1994-09-08,8.14268
1994-09-09,8.14268
1994-09-12,8.06388
1994-09-13,8.10025
1994-09-14,7.99979
1994-09-15,8.14268
1994-09-16,8.14268
1994-09-19,8.14268
1994-09-20,8.06388
1994-09-21,8.06388
1994-09-22,7.99979
1994-09-23,8.06388
1994-09-26,8.02185
1994-09-27,8.36455
1994-09-28,8.45298
1994-09-29,8.34468
1994-09-30,8.45298
1994-10-03,8.3883
1994-10-04,8.1857
1994-10-05,8.22246
1994-10-06,8.24412
1994-10-07,8.30921
1994-10-10,8.28735
1994-10-11,8.50813
1994-10-12,8.5745
1994-10-13,8.61027
1994-10-14,8.55344
1994-10-17,8.67505
1994-10-18,8.67505
1994-10-19,8.89931
1994-10-20,8.95973
1994-10-21,8.91948
1994-10-24,8.81823
1994-10-25,8.86007
1994-10-26,8.87676
1994-10-27,8.87676
1994-10-28,8.99818
1994-10-31,8.91948
1994-11-01,9.10549
1994-11-02,9.06435
1994-11-03,8.89931
1994-11-04,8.58722
1994-11-07,8.67505
1994-11-08,8.94661
1994-11-09,8.99053
1994-11-10,8.96708
1994-11-11,8.86861
1994-11-14,8.99053
1994-11-15,8.90557
1994-11-16,8.90557
1994-11-17,8.88441
1994-11-18,9.02729
1994-11-21,8.86861
1994-11-22,8.66085
1994-11-23,8.70248
1994-11-25,8.68141
1994-11-28,8.761
1994-11-29,8.761
1994-11-30,8.761
1994-12-01,8.78405
1994-12-02,8.82469
1994-12-05,8.80432
1994-12-06,8.80432
1994-12-07,8.78405
1994-12-08,8.63839
1994-12-09,8.70248
1994-12-12,8.73795
1994-12-13,8.761
1994-12-14,8.92624
