Date,MSFT.US
1990-06-13,0.750452
1990-06-14,0.742371
1990-06-15,0.750452
1990-06-18,0.73439
1990-06-19,0.73439
1990-06-20,0.765816
1990-06-21,0.758234
1990-06-22,0.742371
1990-06-25,0.73439
1990-06-26,0.73439
1990-06-27,0.750452
1990-06-28,0.750452
1990-06-29,0.750452
1990-07-02,0.726508
1990-07-03,0.710844
1990-07-05,0.710844
1990-07-06,0.718427
1990-07-09,0.73439
1990-07-10,0.726508
1990-07-11,0.742371
1990-07-12,0.765816
1990-07-13,0.773997
1990-07-16,0.781879
1990-07-17,0.765816
1990-07-18,0.750452
1990-07-19,0.758234
1990-07-20,0.718427
1990-07-23,0.710844
1990-07-24,0.687199
1990-07-25,0.702464
1990-07-26,0.678919
1990-07-27,0.678919
1990-07-30,0.671137
1990-07-31,0.655473
1990-08-01,0.655473
1990-08-02,0.647592
1990-08-03,0.623647
1990-08-06,0.592021
1990-08-07,0.600102
1990-08-08,0.623647
1990-08-09,0.639511
1990-08-10,0.631429
1990-08-13,0.639511
1990-08-14,0.631429
1990-08-15,0.631429
1990-08-16,0.608084
1990-08-17,0.592021
1990-08-20,0.545031
1990-08-21,0.537149
1990-08-22,0.529168
1990-08-23,0.505423
1990-08-24,0.560594
1990-08-27,0.600102
1990-08-28,0.616065
1990-08-29,0.592021
1990-08-30,0.592021
1990-08-31,0.608084
1990-09-04,0.616065
1990-09-05,0.584239
1990-09-06,0.568476
1990-09-07,0.568476
1990-09-10,0.545031
1990-09-11,0.545031
1990-09-12,0.560594
1990-09-13,0.568476
1990-09-14,0.584239
1990-09-17,0.600102
1990-09-18,0.608084
1990-09-19,0.608084
1990-09-20,0.584239
1990-09-21,0.592021
1990-09-24,0.576856
1990-09-25,0.592021
1990-09-26,0.592021
1990-09-27,0.584239
1990-09-28,0.623647
1990-10-01,0.663355
1990-10-02,0.647592
1990-10-03,0.647592
1990-10-04,0.631429
1990-10-05,0.639511
1990-10-08,0.647592
1990-10-09,0.623647
1990-10-10,0.584239
1990-10-11,0.568476
1990-10-12,0.560594
1990-10-15,0.552713
1990-10-16,0.537149
1990-10-17,0.552713
1990-10-18,0.600102
1990-10-19,0.608084
1990-10-22,0.631429
1990-10-23,0.631429
1990-10-24,0.639511
1990-10-25,0.639511
1990-10-26,0.623647
1990-10-29,0.616065
1990-10-30,0.631429
1990-10-31,0.623647
1990-11-01,0.623647
1990-11-02,0.639511
1990-11-05,0.647592
1990-11-06,0.631429
1990-11-07,0.623647
1990-11-08,0.623647
1990-11-09,0.639511
1990-11-12,0.678919
1990-11-13,0.678919
1990-11-14,0.687199
1990-11-15,0.671137
1990-11-16,0.671137
1990-11-19,0.687199
1990-11-20,0.671137
1990-11-21,0.678919
1990-11-23,0.678919
1990-11-26,0.694882
1990-11-27,0.710844
1990-11-28,0.694882
1990-11-29,0.702464
1990-11-30,0.710844
1990-12-03,0.726508
1990-12-04,0.73439
1990-12-05,0.742371
1990-12-06,0.73439
1990-12-07,0.73439
1990-12-10,0.726508
1990-12-11,0.710844
1990-12-12,0.710844
1990-12-13,0.718427
1990-12-14,0.726508
1990-12-17,0.726508
1990-12-18,0.742371
1990-12-19,0.73439
1990-12-20,0.742371
1990-12-21,0.742371
1990-12-24,0.742371
1990-12-26,0.73439
1990-12-27,0.73439
1990-12-28,0.73439
1990-12-31,0.742371
1991-01-02,0.73439
1991-01-03,0.742371
1991-01-04,0.750452
1991-01-07,0.73439
1991-01-08,0.726508
1991-01-09,0.726508
1991-01-10,0.773997
1991-01-11,0.765816
1991-01-14,0.758234
1991-01-15,0.773997
1991-01-16,0.805025
1991-01-17,0.829169
1991-01-18,0.83735
1991-01-21,0.884141
1991-01-22,0.876558
1991-01-23,0.876558
1991-01-24,0.892521
1991-01-25,0.884141
1991-01-28,0.908085
1991-01-29,0.908085
1991-01-30,0.947593
1991-01-31,0.963257
1991-02-01,0.979519
1991-02-04,0.979519
1991-02-05,0.994883
1991-02-06,1.04227
1991-02-07,1.01065
1991-02-08,1.02621
1991-02-11,1.02621
1991-02-12,1.01873
1991-02-13,1.03479
1991-02-14,0.994883
1991-02-15,1.01873
1991-02-19,1.01065
1991-02-20,1.01065
1991-02-21,0.987001
1991-02-22,1.00296
1991-02-25,1.01065
1991-02-26,1.00296
1991-02-27,1.03479
1991-02-28,1.01873
1991-03-01,1.04227
1991-03-04,1.05025
1991-03-05,1.09774
1991-03-06,1.05834
1991-03-07,1.02621
1991-03-08,1.01065
1991-03-11,0.979519
1991-03-12,0.939612
1991-03-13,0.987001
1991-03-14,0.963257
1991-03-15,0.947593
1991-03-18,0.979519
1991-03-19,0.970939
1991-03-20,0.970939
1991-03-21,0.93173
1991-03-22,0.923848
1991-03-25,0.963257
1991-03-26,1.03479
1991-03-27,1.05834
1991-03-28,1.04227
1991-04-01,1.05025
1991-04-02,1.10543
1991-04-03,1.12129
1991-04-04,1.12129
1991-04-05,1.08198
1991-04-08,1.09774
1991-04-09,1.08198
1991-04-10,1.05834
1991-04-11,1.08956
1991-04-12,1.05834
1991-04-15,1.12129
1991-04-16,1.10543
1991-04-17,1.09774
1991-04-18,1.08198
1991-04-19,1.05834
1991-04-22,1.00296
1991-04-23,1.00296
1991-04-24,1.01065
1991-04-25,0.994883
1991-04-26,0.994883
1991-04-29,0.963257
1991-04-30,0.970939
1991-05-01,0.994883
1991-05-02,0.987001
1991-05-03,0.994883
1991-05-06,1.01065
1991-05-07,0.994883
1991-05-08,1.01065
1991-05-09,1.04227
1991-05-10,1.01065
1991-05-13,1.01873
1991-05-14,0.994883
1991-05-15,0.963257
1991-05-16,0.979519
1991-05-17,0.979519
1991-05-20,0.979519
1991-05-21,1.00296
1991-05-22,1.05025
1991-05-23,1.0741
1991-05-24,1.08198
1991-05-28,1.08956
1991-05-29,1.08198
1991-05-30,1.08198
1991-05-31,1.08198
1991-06-03,1.10543
1991-06-04,1.11361
1991-06-05,1.10543
1991-06-06,1.08956
1991-06-07,1.08198
1991-06-10,1.08956
1991-06-11,1.08956
1991-06-12,1.08956
1991-06-13,1.08956
1991-06-14,1.11361
1991-06-17,1.11361
1991-06-18,1.09774
1991-06-19,1.01873
1991-06-20,0.994883
1991-06-21,1.00296
1991-06-24,0.963257
1991-06-25,0.970939
1991-06-26,0.994883
1991-06-27,1.00296
1991-06-28,1.00296
1991-07-01,1.05025
1991-07-02,1.00296
1991-07-03,0.947593
1991-07-05,0.908085
1991-07-08,0.987001
1991-07-09,1.00296
1991-07-10,0.963257
1991-07-11,0.979519
1991-07-12,1.00296
1991-07-15,1.03479
1991-07-16,0.994883
1991-07-17,1.00296
1991-07-18,0.987001
1991-07-19,1.00296
1991-07-22,0.994883
1991-07-23,0.979519
1991-07-24,0.963257
1991-07-25,0.970939
1991-07-26,1.05025
1991-07-29,1.03479
1991-07-30,1.0741
1991-07-31,1.08198
1991-08-01,1.08198
1991-08-02,1.08198
1991-08-05,1.06572
1991-08-06,1.09774
1991-08-07,1.12129
1991-08-08,1.16888
1991-08-09,1.19242
1991-08-12,1.22405
1991-08-13,1.21627
1991-08-14,1.21627
1991-08-15,1.2004
1991-08-16,1.20829
1991-08-19,1.18444
1991-08-20,1.18444
1991-08-21,1.23961
1991-08-22,1.23961
1991-08-23,1.25558
1991-08-26,1.25558
1991-08-27,1.24749
1991-08-28,1.26356
1991-08-29,1.26356
1991-08-30,1.25558
1991-09-03,1.22405
1991-09-04,1.21627
1991-09-05,1.18444
1991-09-06,1.19242
1991-09-09,1.19242
1991-09-10,1.18444
1991-09-11,1.20829
1991-09-12,1.26356
1991-09-13,1.22405
1991-09-16,1.22405
1991-09-17,1.24749
1991-09-18,1.24749
1991-09-19,1.27164
1991-09-20,1.27902
1991-09-23,1.25558
1991-09-24,1.30297
1991-09-25,1.29528
1991-09-26,1.31893
1991-09-27,1.30297
1991-09-30,1.31065
1991-10-01,1.31065
1991-10-02,1.2869
1991-10-03,1.29528
1991-10-04,1.30297
1991-10-07,1.30297
1991-10-08,1.31893
1991-10-09,1.31893
1991-10-10,1.32641
1991-10-11,1.32641
1991-10-14,1.35824
1991-10-15,1.35006
1991-10-16,1.34257
1991-10-17,1.31893
1991-10-18,1.32641
1991-10-21,1.34257
1991-10-22,1.35006
1991-10-23,1.33419
1991-10-24,1.33419
1991-10-25,1.31893
1991-10-28,1.33419
1991-10-29,1.34257
1991-10-30,1.39735
1991-10-31,1.38198
1991-11-01,1.36602
1991-11-04,1.34257
1991-11-05,1.38198
1991-11-06,1.40553
1991-11-07,1.39735
1991-11-08,1.40553
1991-11-11,1.43735
1991-11-12,1.47686
1991-11-13,1.49242
1991-11-14,1.46878
1991-11-15,1.40553
1991-11-18,1.43735
1991-11-19,1.42139
1991-11-20,1.42139
1991-11-21,1.43735
1991-11-22,1.41361
1991-11-25,1.41361
1991-11-26,1.39735
1991-11-27,1.40553
1991-11-29,1.43735
1991-12-02,1.49242
1991-12-03,1.50001
1991-12-04,1.50819
1991-12-05,1.50001
1991-12-06,1.53961
1991-12-09,1.50819
1991-12-10,1.50001
1991-12-11,1.48434
1991-12-12,1.50819
1991-12-13,1.50819
1991-12-16,1.50819
1991-12-17,1.50001
1991-12-18,1.51617
1991-12-19,1.51617
1991-12-20,1.52455
1991-12-23,1.57922
1991-12-24,1.57084
1991-12-26,1.59508
1991-12-27,1.62651
1991-12-30,1.63479
1991-12-31,1.64228
1992-01-02,1.68178
1992-01-03,1.66602
1992-01-06,1.72129
1992-01-07,1.76908
1992-01-08,1.83163
1992-01-09,1.87962
1992-01-10,1.8481
1992-01-13,1.87962
1992-01-14,1.89499
1992-01-15,1.94258
1992-01-16,1.8872
1992-01-17,1.86366
1992-01-20,1.80839
1992-01-21,1.7608
1992-01-22,1.85558
1992-01-23,1.8481
1992-01-24,1.83981
1992-01-27,1.77656
1992-01-28,1.78444
1992-01-29,1.83981
1992-01-30,1.82395
1992-01-31,1.77656
1992-02-03,1.8481
1992-02-04,1.83981
1992-02-05,1.87962
1992-02-06,1.86366
1992-02-07,1.85558
1992-02-10,1.83981
1992-02-11,1.80839
1992-02-12,1.85558
1992-02-13,1.80839
1992-02-14,1.75302
1992-02-18,1.74484
1992-02-19,1.69775
1992-02-20,1.73755
1992-02-21,1.68976
1992-02-24,1.69775
1992-02-25,1.70573
1992-02-26,1.80021
1992-02-27,1.83981
1992-02-28,1.82395
1992-03-02,1.81637
1992-03-03,1.81637
1992-03-04,1.80839
1992-03-05,1.79262
1992-03-06,1.74484
1992-03-09,1.75302
1992-03-10,1.80021
1992-03-11,1.77656
1992-03-12,1.78444
1992-03-13,1.78444
1992-03-16,1.83163
1992-03-17,1.8872
1992-03-18,1.86366
1992-03-19,1.87962
1992-03-20,1.89499
1992-03-23,1.89499
1992-03-24,1.87962
1992-03-25,1.89499
1992-03-26,1.8481
1992-03-27,1.79262
1992-03-30,1.76908
1992-03-31,1.75302
1992-04-01,1.77656
1992-04-02,1.72977
1992-04-03,1.73755
1992-04-06,1.79262
1992-04-07,1.71331
1992-04-08,1.72977
1992-04-09,1.76908
1992-04-10,1.71331
1992-04-13,1.73755
1992-04-14,1.72977
1992-04-15,1.90327
1992-04-16,1.8872
1992-04-20,1.74484
1992-04-21,1.71331
1992-04-22,1.73755
1992-04-23,1.70573
1992-04-24,1.65834
1992-04-27,1.6743
1992-04-28,1.61085
1992-04-29,1.64228
1992-04-30,1.62651
1992-05-01,1.68178
1992-05-04,1.68178
1992-05-05,1.72129
1992-05-06,1.71331
1992-05-07,1.69775
1992-05-08,1.68976
1992-05-11,1.68178
1992-05-12,1.68976
1992-05-13,1.66602
1992-05-14,1.63479
1992-05-15,1.62651
1992-05-18,1.66602
1992-05-19,1.68976
1992-05-20,1.72129
1992-05-21,1.72129
1992-05-22,1.70573
1992-05-26,1.70573
1992-05-27,1.69775
1992-05-28,1.75302
1992-05-29,1.78444
1992-06-01,1.83163
1992-06-02,1.81637
1992-06-03,1.81637
1992-06-04,1.80839
1992-06-05,1.78444
1992-06-08,1.74484
1992-06-09,1.69775
1992-06-10,1.65834
1992-06-11,1.59508
1992-06-12,1.65834
1992-06-15,1.6743
1992-06-16,1.61085
1992-06-17,1.60307
1992-06-18,1.60307
1992-06-19,1.62651
1992-06-22,1.64228
1992-06-23,1.62651
1992-06-24,1.60307
1992-06-25,1.54789
1992-06-26,1.47686
1992-06-29,1.60307
1992-06-30,1.54789
1992-07-01,1.59508
1992-07-02,1.54789
1992-07-06,1.53961
1992-07-07,1.50819
1992-07-08,1.51617
1992-07-09,1.52455
1992-07-10,1.53961
1992-07-13,1.54789
1992-07-14,1.57084
1992-07-15,1.57922
1992-07-16,1.60307
1992-07-17,1.55588
1992-07-20,1.53173
1992-07-21,1.5873
1992-07-22,1.54789
1992-07-23,1.57084
1992-07-24,1.61085
1992-07-27,1.61893
1992-07-28,1.63479
1992-07-29,1.63479
1992-07-30,1.61893
1992-07-31,1.61085
1992-08-03,1.63479
1992-08-04,1.63479
1992-08-05,1.59508
1992-08-06,1.57922
1992-08-07,1.56386
1992-08-10,1.57084
1992-08-11,1.57922
1992-08-12,1.57084
1992-08-13,1.57084
1992-08-14,1.57084
1992-08-17,1.53961
1992-08-18,1.53961
1992-08-19,1.53173
1992-08-20,1.55588
1992-08-21,1.54789
1992-08-24,1.52455
1992-08-25,1.55588
1992-08-26,1.5873
1992-08-27,1.62651
1992-08-28,1.65036
1992-08-31,1.65036
1992-09-01,1.65036
1992-09-02,1.66602
1992-09-03,1.69775
1992-09-04,1.68178
1992-09-08,1.69775
1992-09-09,1.72977
1992-09-10,1.75302
1992-09-11,1.74484
1992-09-14,1.80839
1992-09-15,1.80021
1992-09-16,1.77656
1992-09-17,1.79262
1992-09-18,1.76908
1992-09-21,1.75302
1992-09-22,1.72129
1992-09-23,1.75302
1992-09-24,1.77656
1992-09-25,1.74484
1992-09-28,1.70573
1992-09-29,1.74484
1992-09-30,1.78444
1992-10-01,1.7608
1992-10-02,1.74484
1992-10-05,1.80839
1992-10-06,1.82395
1992-10-07,1.79262
1992-10-08,1.8481
1992-10-09,1.82395
1992-10-12,1.85558
1992-10-13,1.86366
1992-10-14,1.8481
1992-10-15,1.87134
1992-10-16,1.8872
1992-10-19,1.94258
1992-10-20,1.94258
1992-10-21,1.99016
1992-10-22,1.99016
1992-10-23,1.95804
1992-10-26,1.99016
1992-10-27,1.95066
1992-10-28,1.95804
1992-10-29,1.99016
1992-10-30,1.96642
1992-11-02,1.98198
1992-11-03,1.95066
1992-11-04,1.95804
1992-11-05,2.03735
1992-11-06,2.05322
1992-11-09,2.03735
1992-11-10,2.05322
1992-11-11,2.07696
1992-11-12,2.06878
1992-11-13,2.0608
1992-11-16,2.05322
1992-11-17,1.99016
1992-11-18,2.03735
1992-11-19,2.08425
1992-11-20,2.10041
1992-11-23,1.95804
1992-11-24,2.02937
1992-11-25,2.02149
1992-11-27,2.02937
1992-11-30,2.0608
1992-12-01,2.0608
1992-12-02,2.00543
1992-12-03,2.02937
1992-12-04,2.02937
1992-12-07,2.06878
1992-12-08,2.04504
1992-12-09,2.03735
1992-12-10,1.9739
1992-12-11,1.91105
1992-12-14,1.92691
1992-12-15,1.91105
1992-12-16,1.92691
1992-12-17,1.99016
1992-12-18,1.99016
1992-12-21,2.00543
1992-12-22,1.94258
1992-12-23,1.93459
1992-12-24,1.93459
1992-12-28,1.93459
1992-12-29,1.91883
1992-12-30,1.90327
1992-12-31,1.8872
1993-01-04,1.8872
1993-01-05,1.91883
1993-01-06,1.9739
1993-01-07,1.93459
1993-01-08,1.92691
1993-01-11,1.9739
1993-01-12,1.99016
1993-01-13,2.02149
1993-01-14,2.02149
1993-01-15,1.99016
1993-01-18,1.9739
1993-01-19,1.95804
1993-01-20,1.95804
1993-01-21,1.98198
1993-01-22,1.98198
1993-01-25,1.95804
1993-01-26,1.95066
1993-01-27,1.91105
1993-01-28,1.92691
1993-01-29,1.91883
1993-02-01,1.93459
1993-02-02,1.9739
1993-02-03,1.95804
1993-02-04,1.87962
1993-02-05,1.9739
1993-02-08,1.89499
1993-02-09,1.85558
1993-02-10,1.89499
1993-02-11,1.8872
1993-02-12,1.8481
1993-02-16,1.77656
1993-02-17,1.77656
1993-02-18,1.80839
1993-02-19,1.76908
1993-02-22,1.69775
1993-02-23,1.7608
1993-02-24,1.85558
1993-02-25,1.87134
1993-02-26,1.8481
1993-03-01,1.80839
1993-03-02,1.87134
1993-03-03,1.87962
1993-03-04,1.85558
1993-03-05,1.83163
1993-03-08,1.8481
1993-03-09,1.86366
1993-03-10,1.87962
1993-03-11,1.91883
1993-03-12,1.9739
1993-03-15,1.94258
1993-03-16,1.94258
1993-03-17,1.8872
1993-03-18,1.8872
1993-03-19,1.86366
1993-03-22,1.8481
1993-03-23,1.83981
1993-03-24,1.91105
1993-03-25,1.93459
1993-03-26,1.91883
1993-03-29,1.92691
1993-03-30,2.01381
1993-03-31,2.04504
1993-04-01,2.0608
1993-04-02,1.99016
1993-04-05,2.02937
1993-04-06,1.99016
1993-04-07,1.99775
1993-04-08,1.9739
1993-04-12,1.99775
1993-04-13,1.96642
1993-04-14,1.9739
1993-04-15,1.92691
1993-04-16,1.92691
1993-04-19,1.92691
1993-04-20,1.91883
1993-04-21,1.87962
1993-04-22,1.83981
1993-04-23,1.80021
1993-04-26,1.77656
1993-04-27,1.82395
1993-04-28,1.90327
1993-04-29,1.89499
1993-04-30,1.89499
1993-05-03,1.90327
1993-05-04,1.95066
1993-05-05,1.9739
1993-05-06,1.93459
1993-05-07,1.92691
1993-05-10,1.9739
1993-05-11,1.94258
1993-05-12,1.91105
1993-05-13,1.89499
1993-05-14,1.89499
1993-05-17,1.91883
1993-05-18,1.95804
1993-05-19,2.04504
1993-05-20,2.08425
1993-05-21,2.04504
1993-05-24,2.03735
1993-05-25,2.02149
1993-05-26,2.10829
1993-05-27,2.08425
1993-05-28,2.05322
1993-06-01,2.13193
1993-06-02,2.11627
1993-06-03,2.09283
1993-06-04,2.08425
1993-06-07,2.0608
1993-06-08,2.04504
1993-06-09,2.01381
1993-06-10,2.02149
1993-06-11,1.98198
1993-06-14,2.04504
1993-06-15,2.04504
1993-06-16,2.02149
1993-06-17,2.01381
1993-06-18,1.93459
1993-06-21,1.95804
1993-06-22,1.95066
1993-06-23,1.95804
1993-06-24,1.95804
1993-06-25,1.95804
1993-06-28,1.99775
1993-06-29,1.9739
1993-06-30,1.95066
1993-07-01,1.92691
1993-07-02,1.93459
1993-07-06,1.90327
1993-07-07,1.8481
1993-07-08,1.87962
1993-07-09,1.87134
1993-07-12,1.85558
1993-07-13,1.83163
1993-07-14,1.86366
1993-07-15,1.8481
1993-07-16,1.79262
1993-07-19,1.74484
1993-07-20,1.78444
1993-07-21,1.75302
1993-07-22,1.72129
1993-07-23,1.72129
1993-07-26,1.72977
1993-07-27,1.6743
1993-07-28,1.72977
1993-07-29,1.75302
1993-07-30,1.63479
1993-08-02,1.61085
1993-08-03,1.61893
1993-08-04,1.61893
1993-08-05,1.65834
1993-08-06,1.61893
1993-08-09,1.61893
1993-08-10,1.57084
1993-08-11,1.60307
1993-08-12,1.63479
1993-08-13,1.66602
1993-08-16,1.72129
1993-08-17,1.71331
1993-08-18,1.71331
1993-08-19,1.64228
1993-08-20,1.68976
1993-08-23,1.70573
1993-08-24,1.68178
1993-08-25,1.64228
1993-08-26,1.59508
1993-08-27,1.59508
1993-08-30,1.61085
1993-08-31,1.66602
1993-09-01,1.69775
1993-09-02,1.69775
1993-09-03,1.6743
1993-09-07,1.65834
1993-09-08,1.65036
1993-09-09,1.68976
1993-09-10,1.72977
1993-09-13,1.68976
1993-09-14,1.66602
1993-09-15,1.68976
1993-09-16,1.68178
1993-09-17,1.68178
1993-09-20,1.6743
1993-09-21,1.68178
1993-09-22,1.71331
1993-09-23,1.74484
1993-09-24,1.76908
1993-09-27,1.82395
1993-09-28,1.86366
1993-09-29,1.83981
1993-09-30,1.82395
1993-10-01,1.81637
1993-10-04,1.83163
1993-10-05,1.83981
1993-10-06,1.87962
1993-10-07,1.86366
1993-10-08,1.87134
1993-10-11,1.86366
1993-10-12,1.86366
1993-10-13,1.83981
1993-10-14,1.81637
1993-10-15,1.78444
1993-10-18,1.83981
1993-10-19,1.77656
1993-10-20,1.79262
1993-10-21,1.7608
1993-10-22,1.77656
1993-10-25,1.78444
1993-10-26,1.7608
1993-10-27,1.76908
1993-10-28,1.75302
1993-10-29,1.77656
1993-11-01,1.79262
1993-11-02,1.77656
1993-11-03,1.73755
1993-11-04,1.68976
1993-11-05,1.74484
1993-11-08,1.73755
1993-11-09,1.72977
1993-11-10,1.80021
1993-11-11,1.80839
1993-11-12,1.81637
1993-11-15,1.78444
1993-11-16,1.82395
1993-11-17,1.78444
1993-11-18,1.77656
1993-11-19,1.77656
1993-11-22,1.70573
1993-11-23,1.71331
1993-11-24,1.74484
1993-11-26,1.75302
1993-11-29,1.7608
1993-11-30,1.76908
1993-12-01,1.80839
1993-12-02,1.83163
1993-12-03,1.89499
1993-12-06,1.87962
1993-12-07,1.89499
1993-12-08,1.8481
1993-12-09,1.79262
1993-12-10,1.81637
1993-12-13,1.80021
1993-12-14,1.76908
1993-12-15,1.76908
1993-12-16,1.76908
1993-12-17,1.78444
1993-12-20,1.81637
1993-12-21,1.82395
1993-12-22,1.79262
1993-12-23,1.79262
1993-12-27,1.78444
1993-12-28,1.83163
1993-12-29,1.80839
1993-12-30,1.80021
1993-12-31,1.78444
1994-01-03,1.77656
1994-01-04,1.78444
1994-01-05,1.82395
1994-01-06,1.87134
1994-01-07,1.8872
1994-01-10,1.89499
1994-01-11,1.8872
1994-01-12,1.89499
1994-01-13,1.8872
1994-01-14,1.89499
1994-01-17,1.87962
1994-01-18,1.87134
1994-01-19,1.83981
1994-01-20,1.91105
1994-01-21,1.91105
1994-01-24,1.8872
1994-01-25,1.8872
1994-01-26,1.86366
1994-01-27,1.86366
1994-01-28,1.87962
1994-01-31,1.8872
1994-02-01,1.8872
1994-02-02,1.86366
1994-02-03,1.87134
1994-02-04,1.80021
1994-02-07,1.78444
1994-02-08,1.74484
1994-02-09,1.7608
1994-02-10,1.7608
1994-02-11,1.74484
1994-02-14,1.75302
1994-02-15,1.76908
1994-02-16,1.74484
1994-02-17,1.73755
1994-02-18,1.76908
1994-02-22,1.7608
1994-02-23,1.79262
1994-02-24,1.76908
1994-02-25,1.79262
1994-02-28,1.82395
1994-03-01,1.83981
1994-03-02,1.83163
1994-03-03,1.79262
1994-03-04,1.79262
1994-03-07,1.80021
1994-03-08,1.79262
1994-03-09,1.79262
1994-03-10,1.79262
1994-03-11,1.80839
1994-03-14,1.85558
1994-03-15,1.87962
1994-03-16,1.87962
1994-03-17,1.87134
1994-03-18,1.87962
1994-03-21,1.83981
1994-03-22,1.87962
1994-03-23,1.91105
1994-03-24,1.93459
1994-03-25,1.93459
1994-03-28,1.91105
1994-03-29,1.82395
1994-03-30,1.8481
1994-03-31,1.87962
1994-04-04,1.87134
1994-04-05,1.94258
1994-04-06,1.9739
1994-04-07,1.99016
1994-04-08,1.92691
1994-04-11,1.92691
1994-04-12,1.87962
1994-04-13,1.87962
1994-04-14,1.86366
1994-04-15,1.87962
1994-04-18,1.83981
1994-04-19,1.95066
1994-04-20,1.98198
1994-04-21,2.02937
1994-04-22,2.02937
1994-04-25,2.07696
1994-04-26,2.10041
1994-04-28,2.03735
1994-04-29,2.04504
1994-05-02,2.11627
1994-05-03,2.06878
1994-05-04,2.10829
1994-05-05,2.09283
1994-05-06,2.04504
1994-05-09,2.04504
1994-05-10,2.08425
1994-05-11,2.06878
1994-05-12,2.09283
1994-05-13,2.13992
1994-05-16,2.10041
1994-05-17,2.09283
1994-05-18,2.1479
1994-05-19,2.17922
1994-05-20,2.16376
1994-05-23,2.24248
1994-05-24,2.26602
1994-05-25,2.32159
1994-05-26,2.30593
1994-05-27,2.32159
1994-05-31,2.37696
1994-06-01,2.34534
1994-06-02,2.31351
1994-06-03,2.34534
1994-06-06,2.41637
1994-06-07,2.37696
1994-06-08,2.30593
1994-06-09,2.31351
1994-06-10,2.32908
1994-06-13,2.34534
1994-06-14,2.36898
1994-06-15,2.40041
1994-06-16,2.36898
1994-06-17,2.34534
1994-06-20,2.36898
1994-06-21,2.32908
1994-06-22,2.28189
1994-06-23,2.21863
1994-06-24,2.19539
1994-06-27,2.29795
1994-06-28,2.2742
1994-06-29,2.2742
1994-06-30,2.29007
1994-07-01,2.22671
1994-07-05,2.17144
1994-07-06,2.13992
1994-07-07,2.22671
1994-07-08,2.19539
1994-07-11,2.13992
1994-07-12,2.12435
1994-07-13,2.19539
1994-07-14,2.15558
1994-07-15,2.15558
1994-07-18,2.23509
1994-07-19,2.21863
1994-07-20,2.13992
1994-07-21,2.11627
1994-07-22,2.24248
1994-07-25,2.26602
1994-07-26,2.22671
1994-07-27,2.19539
1994-07-28,2.19539
1994-07-29,2.28189
1994-08-01,2.3609
1994-08-02,2.33776
1994-08-03,2.3609
1994-08-04,2.33776
1994-08-05,2.32159
1994-08-08,2.34534
1994-08-09,2.36898
1994-08-10,2.40041
1994-08-11,2.448
1994-08-12,2.448
1994-08-15,2.40859
1994-08-16,2.43224
1994-08-17,2.47134
1994-08-18,2.45598
1994-08-19,2.43224
1994-08-22,2.41637
1994-08-23,2.45598
1994-08-24,2.47134
1994-08-25,2.48721
1994-08-26,2.51893
1994-08-29,2.52701
1994-08-30,2.58229
1994-08-31,2.5741
1994-09-01,2.48721
1994-09-02,2.47913
1994-09-06,2.47913
1994-09-07,2.51893
1994-09-08,2.56642
1994-09-09,2.51893
1994-09-12,2.48721
1994-09-13,2.55076
1994-09-14,2.55076
1994-09-15,2.58229
1994-09-16,2.51893
1994-09-19,2.51893
1994-09-20,2.47913
1994-09-21,2.5346
1994-09-22,2.52701
1994-09-23,2.47913
1994-09-26,2.46376
1994-09-27,2.50317
1994-09-28,2.52701
1994-09-29,2.50317
1994-09-30,2.48721
1994-10-03,2.47134
1994-10-04,2.43224
1994-10-05,2.45598
1994-10-06,2.41637
1994-10-07,2.40859
1994-10-10,2.42435
1994-10-11,2.47134
1994-10-12,2.48721
1994-10-13,2.5346
1994-10-14,2.47913
1994-10-17,2.43992
1994-10-18,2.51105
1994-10-19,2.55076
1994-10-20,2.63746
1994-10-21,2.62958
1994-10-24,2.60613
1994-10-25,2.64534
1994-10-26,2.70051
1994-10-27,2.73214
1994-10-28,2.7481
1994-10-31,2.78751
1994-11-01,2.77943
1994-11-02,2.78751
1994-11-03,2.77164
1994-11-04,2.72426
1994-11-07,2.74012
1994-11-08,2.81883
1994-11-09,2.81883
1994-11-10,2.81883
1994-11-11,2.75608
1994-11-14,2.85814
1994-11-15,2.85814
1994-11-16,2.85814
1994-11-17,2.84268
1994-11-18,2.84268
1994-11-21,2.81125
1994-11-22,2.7481
1994-11-23,2.72426
1994-11-25,2.75608
1994-11-28,2.80297
1994-11-29,2.84268
1994-11-30,2.78751
1994-12-01,2.77164
1994-12-02,2.80297
1994-12-05,2.80297
1994-12-06,2.80297
1994-12-07,2.78751
1994-12-08,2.76386
1994-12-09,2.79559
1994-12-12,2.79559
1994-12-13,2.77943
1994-12-14,2.80297
1994-12-15,2.81125
1994-12-16,2.80297
1994-12-19,2.77164
1994-12-20,2.65322
1994-12-21,2.72426
1994-12-22,2.68475
1994-12-23,2.69273
1994-12-27,2.69273
1994-12-28,2.70051
1994-12-29,2.74012
1994-12-30,2.70819
1995-01-03,2.66908
1995-01-04,2.68475
1995-01-05,2.63746
1995-01-06,2.68475
1995-01-09,2.66908
1995-01-10,2.70051
1995-01-11,2.71657
1995-01-12,2.70819
1995-01-13,2.77943
1995-01-16,2.84268
1995-01-17,2.85814
1995-01-18,2.88219
1995-01-19,2.81125
1995-01-20,2.73214
