Date,HD.US
1990-05-07,1.93816
1990-05-08,1.93071
1990-05-09,1.87685
1990-05-10,1.87685
1990-05-11,1.9152
1990-05-14,1.96926
1990-05-15,1.98477
1990-05-16,1.99987
1990-05-17,2.08473
1990-05-18,2.13064
1990-05-21,2.21531
1990-05-22,2.20796
1990-05-23,2.20796
1990-05-24,2.21531
1990-05-25,2.1846
1990-05-29,2.24631
1990-05-30,2.25387
1990-05-31,2.28447
1990-06-01,2.30783
1990-06-04,2.30783
1990-06-05,2.26132
1990-06-06,2.20796
1990-06-07,2.16145
1990-06-08,2.1382
1990-06-11,2.21531
1990-06-12,2.29988
1990-06-13,2.31538
1990-06-14,2.34618
1990-06-15,2.30783
1990-06-18,2.26907
1990-06-19,2.26907
1990-06-20,2.26132
1990-06-21,2.29988
1990-06-22,2.25387
1990-06-25,2.1691
1990-06-26,2.1691
1990-06-27,2.19991
1990-06-28,2.20796
1990-06-29,2.17675
1990-07-02,2.1846
1990-07-03,2.14625
1990-07-05,2.1691
1990-07-06,2.22296
1990-07-09,2.26132
1990-07-10,2.26132
1990-07-11,2.29232
1990-07-12,2.38454
1990-07-13,2.40004
1990-07-16,2.46891
1990-07-17,2.35374
1990-07-18,2.23826
1990-07-19,2.26907
1990-07-20,2.25387
1990-07-23,2.154
1990-07-24,2.1382
1990-07-25,2.1382
1990-07-26,2.17675
1990-07-27,2.07688
1990-07-30,2.02302
1990-07-31,1.93816
1990-08-01,2.06933
1990-08-02,2.02302
1990-08-03,1.97672
1990-08-06,1.86939
1990-08-07,1.8846
1990-08-08,1.96926
1990-08-09,2.00742
1990-08-10,1.95396
1990-08-13,2.02302
1990-08-14,2.03853
1990-08-15,2.09984
1990-08-16,1.96926
1990-08-17,1.9152
1990-08-20,1.80768
1990-08-21,1.75392
1990-08-22,1.72322
1990-08-23,1.6151
1990-08-24,1.76933
1990-08-27,1.9152
1990-08-28,1.96151
1990-08-29,1.99212
1990-08-30,1.9152
1990-08-31,1.9152
1990-09-04,1.97672
1990-09-05,1.96926
1990-09-06,1.90775
1990-09-07,1.90775
1990-09-10,1.9152
1990-09-11,1.84614
1990-09-12,1.86939
1990-09-13,1.84614
1990-09-14,1.83859
1990-09-17,1.87685
1990-09-18,1.8998
1990-09-19,1.9152
1990-09-20,1.82309
1990-09-21,1.79238
1990-09-24,1.74627
1990-09-25,1.76157
1990-09-26,1.73097
1990-09-27,1.69221
1990-09-28,1.71527
1990-10-01,1.82309
1990-10-02,1.85409
1990-10-03,1.76933
1990-10-04,1.75392
1990-10-05,1.72322
1990-10-08,1.69996
1990-10-09,1.55399
1990-10-10,1.56144
1990-10-11,1.58469
1990-10-12,1.62315
1990-10-15,1.54614
1990-10-16,1.53829
1990-10-17,1.58469
1990-10-18,1.6461
1990-10-19,1.69996
1990-10-22,1.78463
1990-10-23,1.76933
1990-10-24,1.73852
1990-10-25,1.77688
1990-10-26,1.69996
1990-10-29,1.63835
1990-10-30,1.68466
1990-10-31,1.66161
1990-11-01,1.6461
1990-11-02,1.72322
1990-11-05,1.80768
1990-11-06,1.76933
1990-11-07,1.69996
1990-11-08,1.71527
1990-11-09,1.80768
1990-11-12,1.85409
1990-11-13,1.8998
1990-11-14,1.99212
1990-11-15,1.95396
1990-11-16,1.97672
1990-11-19,2.03853
1990-11-20,2.03853
1990-11-21,1.96151
1990-11-23,1.90775
1990-11-26,1.93816
1990-11-27,1.93071
1990-11-28,1.96926
1990-11-29,1.96926
1990-11-30,2.02302
1990-12-03,2.1382
1990-12-04,2.1691
1990-12-05,2.20796
1990-12-06,2.1691
1990-12-07,2.14625
1990-12-10,2.16145
1990-12-11,2.12289
1990-12-12,2.1382
1990-12-13,2.12289
1990-12-14,2.1382
1990-12-17,2.12289
1990-12-18,2.17675
1990-12-19,2.22296
1990-12-20,2.19991
1990-12-21,2.21531
1990-12-24,2.17675
1990-12-26,2.20796
1990-12-27,2.1691
1990-12-28,2.16145
1990-12-31,2.1846
1991-01-02,2.154
1991-01-03,2.11534
1991-01-04,2.12289
1991-01-07,2.04598
1991-01-08,1.99212
1991-01-09,1.99987
1991-01-10,2.06138
1991-01-11,2.07688
1991-01-14,2.09219
1991-01-15,2.1382
1991-01-16,2.1846
1991-01-17,2.27692
1991-01-18,2.30783
1991-01-21,2.32313
1991-01-22,2.30783
1991-01-23,2.35374
1991-01-24,2.47716
1991-01-25,2.46175
1991-01-28,2.40759
1991-01-29,2.39219
1991-01-30,2.50796
1991-01-31,2.44625
1991-02-01,2.4229
1991-02-04,2.44625
1991-02-05,2.50796
1991-02-06,2.58438
1991-02-07,2.64609
1991-02-08,2.59998
1991-02-11,2.723
1991-02-12,2.68465
1991-02-13,2.71525
1991-02-14,2.66129
1991-02-15,2.76931
1991-02-19,2.81532
1991-02-20,2.71525
1991-02-21,2.61528
1991-02-22,2.80767
1991-02-25,2.76931
1991-02-26,2.74616
1991-02-27,2.80002
1991-02-28,2.75381
1991-03-01,2.76156
1991-03-04,2.80767
1991-03-05,2.93069
1991-03-06,2.94609
1991-03-07,2.93854
1991-03-08,2.87693
1991-03-11,2.84622
1991-03-12,2.78471
1991-03-13,2.87693
1991-03-14,2.84622
1991-03-15,2.81532
1991-03-18,2.82317
1991-03-19,2.79236
1991-03-20,2.75381
1991-03-21,2.80002
1991-03-22,2.88438
1991-03-25,2.94609
1991-03-26,3.03821
1991-03-27,3.06166
1991-03-28,3.05381
1991-04-01,3.02291
1991-04-02,3.13848
1991-04-03,3.17704
1991-04-04,3.17704
1991-04-05,3.08462
1991-04-08,3.12308
1991-04-09,3.09237
1991-04-10,3.10002
1991-04-11,3.17704
1991-04-12,3.28436
1991-04-15,3.277
1991-04-16,3.28436
1991-04-17,3.33076
1991-04-18,3.277
1991-04-19,3.20744
1991-04-22,3.23855
1991-04-23,3.28436
1991-04-24,3.36167
1991-04-25,3.30781
1991-04-26,3.32301
1991-04-29,3.277
1991-04-30,3.25395
1991-05-01,3.35362
1991-05-02,3.36902
1991-05-03,3.33822
1991-05-06,3.34637
1991-05-07,3.29271
1991-05-08,3.30781
1991-05-09,3.39218
1991-05-10,3.31536
1991-05-13,3.29986
1991-05-14,3.277
1991-05-15,3.19204
1991-05-16,3.277
1991-05-17,3.30781
1991-05-20,3.33076
1991-05-21,3.43839
1991-05-22,3.53835
1991-05-23,3.66167
1991-05-24,3.70749
1991-05-28,3.66167
1991-05-29,3.61507
1991-05-30,3.69228
1991-05-31,3.72299
1991-06-03,3.73064
1991-06-04,3.71544
1991-06-05,3.74614
1991-06-06,3.71544
1991-06-07,3.70023
1991-06-10,3.63852
1991-06-11,3.69228
1991-06-12,3.68493
1991-06-13,3.73064
1991-06-14,3.86161
1991-06-17,3.91547
1991-06-18,3.83071
1991-06-19,3.80745
1991-06-20,3.8
1991-06-21,3.8
1991-06-24,3.68493
1991-06-25,3.71544
1991-06-26,3.72299
1991-06-27,3.86887
1991-06-28,3.83071
1991-07-01,3.98454
1991-07-02,4.00729
1991-07-03,4.00004
1991-07-05,3.98454
1991-07-08,4.01584
1991-07-09,4.0537
1991-07-10,4.0692
1991-07-11,4.06145
1991-07-12,4.10796
1991-07-15,4.16907
1991-07-16,4.09245
1991-07-17,4.03859
1991-07-18,4.0537
1991-07-19,3.98454
1991-07-22,3.91547
1991-07-23,3.8154
1991-07-24,3.83856
1991-07-25,3.86887
1991-07-26,3.97669
1991-07-29,4.00729
1991-07-30,4.10796
1991-07-31,4.11531
1991-08-01,4.0692
1991-08-02,4.0845
1991-08-05,4.0692
1991-08-06,4.23098
1991-08-07,4.19203
1991-08-08,4.23098
1991-08-09,4.23098
1991-08-12,4.31545
1991-08-13,4.39971
1991-08-14,4.48448
1991-08-15,4.34575
1991-08-16,4.25354
1991-08-19,4.15347
1991-08-20,4.20763
1991-08-21,4.43052
1991-08-22,4.45357
1991-08-23,4.42327
1991-08-26,4.36921
1991-08-27,4.47732
1991-08-28,4.56944
1991-08-29,4.53824
1991-08-30,4.56944
1991-09-03,4.54589
1991-09-04,4.49988
1991-09-05,4.42327
1991-09-06,4.39256
1991-09-09,4.43052
1991-09-10,4.31545
1991-09-11,4.323
1991-09-12,4.39971
1991-09-13,4.31545
1991-09-16,4.31545
1991-09-17,4.3076
1991-09-18,4.42327
1991-09-19,4.42327
1991-09-20,4.50763
1991-09-23,4.56944
1991-09-24,4.63075
1991-09-25,4.65381
1991-09-26,4.5922
1991-09-27,4.54589
1991-09-30,4.623
1991-10-01,4.66911
1991-10-02,4.69992
1991-10-03,4.65381
1991-10-04,4.51518
1991-10-07,4.43052
1991-10-08,4.60005
1991-10-09,4.47732
1991-10-10,4.51518
1991-10-11,4.47732
1991-10-14,4.5922
1991-10-15,4.58475
1991-10-16,4.68452
1991-10-17,4.71552
1991-10-18,4.73092
1991-10-21,4.71552
1991-10-22,4.78468
1991-10-23,4.67686
1991-10-24,4.5922
1991-10-25,4.63075
1991-10-28,4.70767
1991-10-29,4.67686
1991-10-30,4.78468
1991-10-31,4.83834
1991-11-01,4.79204
1991-11-04,4.81549
1991-11-05,4.83834
1991-11-06,4.8924
1991-11-07,5.06899
1991-11-08,5.03838
1991-11-11,5.07694
1991-11-12,5.19976
1991-11-13,5.15395
1991-11-14,5.15395
1991-11-15,4.89966
1991-11-18,5.09234
1991-11-19,4.93066
1991-11-20,4.97687
1991-11-21,5.03838
1991-11-22,5.04633
1991-11-25,4.97687
1991-11-26,5.04633
1991-11-27,5.06153
1991-11-29,5.10774
1991-12-02,5.23057
1991-12-03,5.26137
1991-12-04,5.26912
1991-12-05,5.26137
1991-12-06,5.4155
1991-12-09,5.4
1991-12-10,5.50762
1991-12-11,5.46926
1991-12-12,5.46926
1991-12-13,5.53842
1991-12-16,5.50762
1991-12-17,5.4308
1991-12-18,5.45396
1991-12-19,5.35389
1991-12-20,5.40775
1991-12-23,5.48466
1991-12-24,5.51537
1991-12-26,5.55402
1991-12-27,5.6843
1991-12-30,5.87708
1991-12-31,5.71531
1992-01-02,5.80792
1992-01-03,5.90769
1992-01-06,5.89984
1992-01-07,5.86158
1992-01-08,5.80792
1992-01-09,5.72316
1992-01-10,5.76131
1992-01-13,5.88444
1992-01-14,6.01531
1992-01-15,5.99236
1992-01-16,5.79987
1992-01-17,5.6536
1992-01-20,5.50762
1992-01-21,5.23852
1992-01-22,5.56933
1992-01-23,5.46131
1992-01-24,5.46131
1992-01-27,5.4
1992-01-28,5.35389
1992-01-29,5.29208
1992-01-30,5.26137
1992-01-31,5.23057
1992-02-03,5.4
1992-02-04,5.45396
1992-02-05,5.50762
1992-02-06,5.53842
1992-02-07,5.46131
1992-02-10,5.49202
1992-02-11,5.48466
1992-02-12,5.50762
1992-02-13,5.40775
1992-02-14,5.29983
1992-02-18,5.1461
1992-02-19,5.18456
1992-02-20,5.31483
1992-02-21,5.23057
1992-02-24,5.23852
1992-02-25,5.28443
1992-02-26,5.46131
1992-02-27,5.50762
1992-02-28,5.4308
1992-03-02,5.4308
1992-03-03,5.40775
1992-03-04,5.34634
1992-03-05,5.29983
1992-03-06,5.20791
1992-03-09,5.18456
1992-03-10,5.23057
1992-03-11,5.19976
1992-03-12,5.26137
1992-03-13,5.31483
1992-03-16,5.50762
1992-03-17,5.59974
1992-03-18,5.54617
1992-03-19,5.55402
1992-03-20,5.56933
1992-03-23,5.59238
1992-03-24,5.59238
1992-03-25,5.56933
1992-03-26,5.66174
1992-03-27,5.59238
1992-03-30,5.4308
1992-03-31,5.49202
1992-04-01,5.46131
1992-04-02,5.29983
1992-04-03,5.32308
1992-04-06,5.49202
1992-04-07,5.35389
1992-04-08,5.33044
1992-04-09,5.48466
1992-04-10,5.46131
1992-04-13,5.55402
1992-04-14,5.69235
1992-04-15,5.79987
1992-04-16,5.63084
1992-04-20,5.46131
1992-04-21,5.38449
1992-04-22,5.35389
1992-04-23,5.36909
1992-04-24,5.23057
1992-04-27,5.23852
1992-04-28,5.177
1992-04-29,5.24597
1992-04-30,5.29208
1992-05-01,5.23057
1992-05-04,5.32308
1992-05-05,5.4308
1992-05-06,5.4
1992-05-07,5.40775
1992-05-08,5.45396
1992-05-11,5.57678
1992-05-12,5.63084
1992-05-13,5.59238
1992-05-14,5.46131
1992-05-15,5.40775
1992-05-18,5.51537
1992-05-19,5.59238
1992-05-20,5.63849
1992-05-21,5.62309
1992-05-22,5.6843
1992-05-26,5.63084
1992-05-27,5.73856
1992-05-28,5.86158
1992-05-29,5.99236
1992-06-01,6.00001
1992-06-02,5.89984
1992-06-03,5.9691
1992-06-04,5.93869
1992-06-05,5.87708
1992-06-08,5.86158
1992-06-09,5.79987
1992-06-10,5.76131
1992-06-11,5.84628
1992-06-12,5.79987
1992-06-15,5.87708
1992-06-16,5.88444
1992-06-17,5.69235
1992-06-18,5.62309
1992-06-19,5.53842
1992-06-22,5.63084
1992-06-23,5.74581
1992-06-24,5.52312
1992-06-25,5.40775
1992-06-26,5.43835
1992-06-29,5.67705
1992-06-30,5.70745
1992-07-01,5.83068
1992-07-02,5.86903
1992-07-06,5.88444
1992-07-07,5.72316
1992-07-08,5.83833
1992-07-09,5.96155
1992-07-10,6.00001
1992-07-13,5.96155
1992-07-14,6.01531
1992-07-15,6.03081
1992-07-16,6.01531
1992-07-17,6.03081
1992-07-20,5.98451
1992-07-21,6.04622
1992-07-22,5.96155
1992-07-23,6.04622
1992-07-24,6.07712
1992-07-27,6.2229
1992-07-28,6.34612
1992-07-29,6.28471
1992-07-30,6.36172
1992-07-31,6.39233
1992-08-03,6.56901
1992-08-04,6.5077
1992-08-05,6.47709
1992-08-06,6.4924
1992-08-07,6.4924
1992-08-10,6.63053
1992-08-11,6.61522
1992-08-12,6.55401
1992-08-13,6.59972
1992-08-14,6.5232
1992-08-17,6.59972
1992-08-18,6.64603
1992-08-19,6.64603
1992-08-20,6.63053
1992-08-21,6.61522
1992-08-24,6.55401
1992-08-25,6.40753
1992-08-26,6.47709
1992-08-27,6.64603
1992-08-28,6.73059
1992-08-31,6.7922
1992-09-01,6.92308
1992-09-02,6.86902
1992-09-03,6.7769
1992-09-04,6.73059
1992-09-08,6.73059
1992-09-09,6.7922
1992-09-10,6.88442
1992-09-11,6.88442
1992-09-14,6.93828
1992-09-15,6.92308
1992-09-16,6.92308
1992-09-17,6.90002
1992-09-18,7.0308
1992-09-21,7.16137
1992-09-22,7.09231
1992-09-23,7.22269
1992-09-24,7.22269
1992-09-25,7.09231
1992-09-28,7.10771
1992-09-29,7.01539
1992-09-30,7.0462
1992-10-01,7.0462
1992-10-02,6.82291
1992-10-05,6.80761
1992-10-06,6.80761
1992-10-07,6.63053
1992-10-08,6.7614
1992-10-09,6.59972
1992-10-12,6.7614
1992-10-13,6.83851
1992-10-14,6.90002
1992-10-15,6.92308
1992-10-16,7.0462
1992-10-19,7.17678
1992-10-20,7.22269
1992-10-21,7.3307
1992-10-22,7.19208
1992-10-23,7.20748
1992-10-26,7.26949
1992-10-27,7.25369
1992-10-28,7.3001
1992-10-29,7.3307
1992-10-30,7.36181
1992-11-02,7.41547
1992-11-03,7.3307
1992-11-04,7.36181
1992-11-05,7.50788
1992-11-06,7.47698
1992-11-09,7.5693
1992-11-10,7.63836
1992-11-11,7.68467
1992-11-12,7.63836
1992-11-13,7.66936
1992-11-16,7.5693
1992-11-17,7.44637
1992-11-18,7.5693
1992-11-19,7.62296
1992-11-20,7.62296
1992-11-23,7.5845
1992-11-24,7.69977
1992-11-25,7.69977
1992-11-27,7.68467
1992-11-30,7.76138
1992-12-01,7.80769
1992-12-02,7.79229
1992-12-03,8.01528
1992-12-04,8.11465
1992-12-07,8.26858
1992-12-08,8.25367
1992-12-09,8.23817
1992-12-10,8.25367
1992-12-11,8.22247
1992-12-14,8.25367
1992-12-15,8.23817
1992-12-16,8.28349
1992-12-17,8.56193
1992-12-18,8.52327
1992-12-21,8.57644
1992-12-22,8.56193
1992-12-23,8.62344
1992-12-24,8.66836
1992-12-28,8.57644
1992-12-29,8.63974
1992-12-30,8.66836
1992-12-31,8.59263
1993-01-04,8.35394
1993-01-05,8.43086
1993-01-06,8.08405
1993-01-07,8.09915
1993-01-08,8.04668
1993-01-11,8.11465
1993-01-12,8.12996
1993-01-13,8.29968
1993-01-14,8.41585
1993-01-15,8.38504
1993-01-18,8.41585
1993-01-19,8.36835
1993-01-20,8.23817
1993-01-21,8.22247
1993-01-22,8.29968
1993-01-25,8.41585
1993-01-26,8.35394
1993-01-27,8.19226
1993-01-28,8.14685
1993-01-29,8.28349
1993-02-01,8.47766
1993-02-02,8.44576
1993-02-03,8.47766
1993-02-04,8.49286
1993-02-05,8.38504
1993-02-08,8.16315
1993-02-09,8.11465
1993-02-10,8.16315
1993-02-11,8.20856
1993-02-12,8.12996
1993-02-16,7.69977
1993-02-17,7.74618
1993-02-18,7.90816
1993-02-19,7.80769
1993-02-22,7.6002
1993-02-23,7.5693
1993-02-24,8.04668
1993-02-25,8.12996
1993-02-26,8.09915
1993-03-01,7.98428
1993-03-02,8.14685
1993-03-03,8.17686
1993-03-04,8.09915
1993-03-05,8.04668
1993-03-08,8.22247
1993-03-09,8.23817
1993-03-10,8.19226
1993-03-11,8.11465
1993-03-12,8.14685
1993-03-15,8.23817
1993-03-16,8.20856
1993-03-17,8.16315
1993-03-18,8.22247
1993-03-19,8.22247
1993-03-22,8.11465
1993-03-23,7.98428
1993-03-24,7.79229
1993-03-25,8.06159
1993-03-26,7.98428
1993-03-29,8.06159
1993-03-30,7.93906
1993-03-31,8.04668
1993-04-01,7.93906
1993-04-02,7.69977
1993-04-05,7.53879
1993-04-06,7.07691
1993-04-07,7.38456
1993-04-08,7.36181
1993-04-12,7.44637
1993-04-13,7.5693
1993-04-14,7.25369
1993-04-15,7.27674
1993-04-16,6.95378
1993-04-19,7.03845
1993-04-20,6.91533
1993-04-21,7.14607
1993-04-22,7.14607
1993-04-23,7.0616
1993-04-26,6.91533
1993-04-27,7.12341
1993-04-28,7.16922
1993-04-29,7.08466
1993-04-30,7.16922
1993-05-03,7.23113
1993-05-04,7.27674
1993-05-05,7.48473
1993-05-06,7.44637
1993-05-07,7.53064
1993-05-10,7.44637
1993-05-11,7.42292
1993-05-12,7.44637
1993-05-13,7.23113
1993-05-14,7.25369
1993-05-17,7.20748
1993-05-18,7.50788
1993-05-19,7.82309
1993-05-20,7.97633
1993-05-21,7.8694
1993-05-24,7.78464
1993-05-25,7.82309
1993-05-26,7.90816
1993-05-27,7.89236
1993-05-28,7.84595
1993-06-01,7.8694
1993-06-02,7.8694
1993-06-03,7.73843
1993-06-04,7.55399
1993-06-07,7.19208
1993-06-08,7.29215
1993-06-09,7.3152
1993-06-10,7.46883
1993-06-11,7.38456
1993-06-14,7.3152
1993-06-15,7.33855
1993-06-16,7.25369
1993-06-17,7.14607
1993-06-18,7.25369
1993-06-21,7.14607
1993-06-22,7.03845
1993-06-23,7.10771
1993-06-24,7.25369
1993-06-25,7.27674
1993-06-28,7.33855
1993-06-29,7.33855
1993-06-30,7.42292
1993-07-01,7.36181
1993-07-02,7.39987
1993-07-06,7.12341
1993-07-07,7.20748
1993-07-08,7.33855
1993-07-09,7.25369
1993-07-12,7.33855
1993-07-13,7.6155
1993-07-14,7.5693
1993-07-15,7.55399
1993-07-16,7.42292
1993-07-19,7.29215
1993-07-20,7.29215
1993-07-21,7.3152
1993-07-22,7.20748
1993-07-23,7.36181
1993-07-26,7.39987
1993-07-27,7.29215
1993-07-28,7.50788
1993-07-29,7.5693
1993-07-30,7.48473
1993-08-02,7.76138
1993-08-03,7.78464
1993-08-04,7.93061
1993-08-05,7.84595
1993-08-06,7.84595
1993-08-09,7.89236
1993-08-10,7.76138
1993-08-11,7.89236
1993-08-12,7.8694
1993-08-13,7.8694
1993-08-16,7.90816
1993-08-17,7.59245
1993-08-18,7.19208
1993-08-19,6.91533
1993-08-20,7.0616
1993-08-23,6.95378
1993-08-24,6.97684
1993-08-25,7.03845
1993-08-26,6.89227
1993-08-27,6.97684
1993-08-30,7.0616
1993-08-31,7.25369
1993-09-01,7.14607
1993-09-02,7.0616
1993-09-03,6.91533
1993-09-07,6.95378
1993-09-08,6.93828
1993-09-09,6.95378
1993-09-10,7.08466
1993-09-13,6.83076
1993-09-14,6.15403
1993-09-15,6.02286
1993-09-16,6.33837
1993-09-17,6.38468
1993-09-20,6.21525
1993-09-21,6.15403
1993-09-22,6.2384
1993-09-23,6.29971
1993-09-24,6.42314
1993-09-27,6.53046
1993-09-28,6.66133
1993-09-29,6.59257
1993-09-30,6.53046
1993-10-01,6.63848
1993-10-04,6.68448
1993-10-05,6.59257
1993-10-06,6.68448
1993-10-07,6.61522
1993-10-08,6.5077
1993-10-11,6.42314
1993-10-12,6.46885
1993-10-13,6.42314
1993-10-14,6.44629
1993-10-15,6.72314
1993-10-18,6.68448
1993-10-19,6.53046
1993-10-20,6.59257
1993-10-21,6.63848
1993-10-22,6.53046
1993-10-25,6.68448
1993-10-26,6.59257
1993-10-27,6.59257
1993-10-28,6.66133
1993-10-29,6.72314
1993-11-01,6.83076
1993-11-02,6.89227
1993-11-03,6.91533
1993-11-04,6.76915
1993-11-05,6.76915
1993-11-08,6.89227
1993-11-09,6.86902
1993-11-10,7.10771
1993-11-11,7.14607
1993-11-12,7.27674
1993-11-15,7.50788
1993-11-16,7.19208
1993-11-17,7.3152
1993-11-18,7.23113
1993-11-19,7.29215
1993-11-22,7.03845
1993-11-23,7.08466
1993-11-24,7.16922
1993-11-26,7.27674
1993-11-29,7.16922
1993-11-30,7.03845
1993-12-01,7.10771
1993-12-02,7.25369
1993-12-03,7.23113
1993-12-06,7.23113
1993-12-07,7.23113
1993-12-08,7.19208
1993-12-09,7.12341
1993-12-10,7.02295
1993-12-13,6.97684
1993-12-14,6.86902
1993-12-15,6.78455
1993-12-16,6.76915
1993-12-17,6.78455
1993-12-20,6.83076
1993-12-21,6.63848
1993-12-22,6.66133
1993-12-23,6.76915
1993-12-27,6.72314
1993-12-28,6.80761
1993-12-29,6.80761
1993-12-30,6.746
1993-12-31,6.69979
1994-01-03,6.57726
1994-01-04,6.66133
1994-01-05,6.78455
1994-01-06,6.46885
1994-01-07,6.55401
1994-01-10,6.63848
1994-01-11,6.55401
1994-01-12,6.68448
1994-01-13,6.42314
1994-01-14,6.40753
1994-01-17,6.40753
1994-01-18,6.27666
1994-01-19,6.42314
1994-01-20,6.32307
1994-01-21,6.33837
1994-01-24,6.21525
1994-01-25,6.32307
1994-01-26,6.40753
1994-01-27,6.53046
1994-01-28,6.68448
1994-01-31,6.61522
1994-02-01,6.61522
1994-02-02,6.66133
1994-02-03,6.57726
1994-02-04,6.33837
1994-02-07,6.61522
1994-02-08,6.61522
1994-02-09,6.746
1994-02-10,6.72314
1994-02-11,6.68448
1994-02-14,6.68448
1994-02-15,6.746
1994-02-16,6.76915
1994-02-17,6.68448
1994-02-18,6.61522
1994-02-22,6.80761
1994-02-23,7.19208
1994-02-24,7.03845
1994-02-25,7.00009
1994-02-28,7.0616
1994-03-01,6.97684
1994-03-02,6.95378
1994-03-03,6.93828
1994-03-04,7.12341
1994-03-07,7.08466
1994-03-08,7.25369
1994-03-09,7.19208
1994-03-10,7.10771
1994-03-11,7.14607
1994-03-14,7.25369
1994-03-15,7.27674
1994-03-16,7.29215
1994-03-17,7.23113
1994-03-18,7.14607
1994-03-21,7.29215
1994-03-22,7.36181
1994-03-23,7.53064
1994-03-24,7.33855
1994-03-25,7.36181
1994-03-28,7.23113
1994-03-29,6.91533
1994-03-30,6.91533
1994-03-31,6.91533
1994-04-04,6.83076
1994-04-05,7.20748
1994-04-06,7.16922
1994-04-07,7.27674
1994-04-08,7.23113
1994-04-11,7.29215
1994-04-12,7.12341
1994-04-13,7.08466
1994-04-14,7.0616
1994-04-15,7.08466
1994-04-18,6.86902
1994-04-19,6.80761
1994-04-20,6.72314
1994-04-21,7.00009
1994-04-22,7.02295
1994-04-25,7.08466
1994-04-26,7.10771
1994-04-28,6.97684
1994-04-29,7.12341
1994-05-02,7.16922
1994-05-03,7.10771
1994-05-04,7.25369
1994-05-05,7.25369
1994-05-06,7.08466
1994-05-09,6.91533
1994-05-10,6.97684
1994-05-11,6.78455
1994-05-12,6.78455
1994-05-13,6.80761
1994-05-16,6.91533
1994-05-17,7.23113
1994-05-18,7.53064
1994-05-19,7.59245
1994-05-20,7.5693
1994-05-23,7.59245
1994-05-24,7.73843
1994-05-25,7.8694
1994-05-26,7.80769
1994-05-27,7.73843
1994-05-31,7.65396
1994-06-01,7.80769
1994-06-02,7.80769
1994-06-03,7.72313
1994-06-06,7.67692
1994-06-07,7.5693
1994-06-08,7.48473
1994-06-09,7.5693
1994-06-10,7.53064
1994-06-13,7.5693
1994-06-14,7.29215
1994-06-15,7.48473
1994-06-16,7.44637
1994-06-17,7.36181
1994-06-20,7.29215
1994-06-21,7.25369
1994-06-22,7.3152
1994-06-23,7.19208
1994-06-24,7.00009
1994-06-27,7.14607
1994-06-28,7.20748
1994-06-29,7.25369
1994-06-30,7.14607
1994-07-01,7.27674
1994-07-05,7.3152
1994-07-06,7.38456
1994-07-07,7.38456
1994-07-08,7.44637
1994-07-11,7.36181
1994-07-12,7.33855
1994-07-13,7.3152
1994-07-14,7.38456
1994-07-15,7.29215
1994-07-18,7.3152
1994-07-19,7.29215
1994-07-20,7.23113
1994-07-21,7.14607
1994-07-22,6.91533
1994-07-25,6.91533
1994-07-26,6.95378
1994-07-27,6.85382
1994-07-28,6.80761
1994-07-29,6.93828
1994-08-01,6.86902
1994-08-02,6.91533
1994-08-03,7.02295
1994-08-04,6.83076
1994-08-05,6.83076
1994-08-08,6.78455
1994-08-09,6.83076
1994-08-10,7.02295
1994-08-11,6.97684
1994-08-12,7.02295
1994-08-15,7.12341
1994-08-16,7.53064
1994-08-17,7.44637
1994-08-18,7.46883
1994-08-19,7.5693
1994-08-22,7.55399
1994-08-23,7.63836
1994-08-24,7.72313
1994-08-25,7.63836
1994-08-26,7.76138
1994-08-29,7.69977
1994-08-30,7.69977
1994-08-31,7.67692
1994-09-01,7.48473
1994-09-02,7.50788
1994-09-06,7.48473
1994-09-07,7.46883
1994-09-08,7.59245
1994-09-09,7.46883
1994-09-12,7.39987
1994-09-13,7.36181
1994-09-14,7.42292
1994-09-15,7.48473
1994-09-16,7.46883
1994-09-19,7.55399
1994-09-20,7.39987
1994-09-21,7.23113
1994-09-22,7.29215
1994-09-23,7.23113
1994-09-26,7.20748
1994-09-27,7.12341
1994-09-28,7.10771
1994-09-29,7.10771
1994-09-30,7.12341
1994-10-03,7.20748
1994-10-04,7.03845
1994-10-05,7.03845
1994-10-06,7.00009
1994-10-07,6.97684
1994-10-10,7.27674
1994-10-11,7.44637
1994-10-12,7.46883
1994-10-13,7.50788
1994-10-14,7.50788
1994-10-17,7.48473
1994-10-18,7.38456
1994-10-19,7.50788
1994-10-20,7.38456
1994-10-21,7.42292
1994-10-24,7.42292
1994-10-25,7.38456
1994-10-26,7.46883
1994-10-27,7.5693
1994-10-28,7.73843
1994-10-31,7.72313
1994-11-01,7.6155
1994-11-02,7.78464
1994-11-03,7.73843
1994-11-04,7.72313
1994-11-07,7.76138
1994-11-08,7.90816
1994-11-09,7.90816
1994-11-10,7.95327
1994-11-11,7.89236
1994-11-14,8.06159
1994-11-15,8.09915
1994-11-16,8.09915
1994-11-17,7.99223
1994-11-18,7.95327
1994-11-21,7.84595
1994-11-22,7.65396
1994-11-23,7.72313
1994-11-25,7.73843
1994-11-28,7.93061
1994-11-29,7.95327
1994-11-30,7.84595
1994-12-01,7.82309
1994-12-02,7.90816
1994-12-05,7.80769
1994-12-06,7.72313
1994-12-07,7.72313
1994-12-08,7.55399
1994-12-09,7.55399
1994-12-12,7.59245
1994-12-13,7.6155
1994-12-14,7.80769
