Date,PA.F
1995-10-24,136.4
1995-10-25,137.75
1995-10-26,135.3
1995-10-27,136.95
1995-10-30,137.45
1995-10-31,139.4
1995-11-01,137.95
1995-11-02,136.4
1995-11-03,136.45
1995-11-06,134.3
1995-11-07,135.95
1995-11-08,135.95
1995-11-09,136.85
1995-11-10,136.9
1995-11-13,136.85
1995-11-14,136.1
1995-11-15,136.65
1995-11-16,135.2
1995-11-17,135.75
1995-11-20,136.05
1995-11-21,135.5
1995-11-22,134.85
1995-11-24,
1995-11-27,135.75
1995-11-28,136.0
1995-11-29,134.3
1995-11-30,133.5
1995-12-01,131.6
1995-12-04,133.5
1995-12-05,135.5
1995-12-06,134.6
1995-12-07,134.75
1995-12-08,135.85
1995-12-11,138.8
1995-12-12,137.7
1995-12-13,135.95
1995-12-14,135.6
1995-12-15,133.0
1995-12-18,135.0
1995-12-19,131.7
1995-12-20,131.95
1995-12-21,133.85
1995-12-22,133.5
1995-12-26,133.5
1995-12-27,131.4
1995-12-28,129.0
1995-12-29,129.65
1996-01-02,133.25
1996-01-03,134.0
1996-01-04,133.6
1996-01-05,134.45
1996-01-08,
1996-01-09,131.15
1996-01-10,132.9
1996-01-11,131.0
1996-01-12,130.8
1996-01-15,132.2
1996-01-16,132.85
1996-01-17,132.75
1996-01-18,131.8
1996-01-19,132.45
1996-01-22,133.25
1996-01-23,133.0
1996-01-24,130.05
1996-01-25,131.25
1996-01-26,128.3
1996-01-29,129.65
1996-01-30,129.4
1996-01-31,130.45
1996-02-01,135.8
1996-02-02,140.25
1996-02-05,143.8
1996-02-06,142.05
1996-02-07,140.5
1996-02-08,142.45
1996-02-09,139.85
1996-02-12,139.6
1996-02-13,142.0
1996-02-14,144.5
1996-02-15,146.25
1996-02-16,146.0
1996-02-20,143.7
1996-02-21,145.45
1996-02-22,143.1
1996-02-23,142.5
1996-02-26,141.8
1996-02-27,141.25
1996-02-28,138.5
1996-02-29,138.75
1996-03-01,135.65
1996-03-04,134.25
1996-03-05,134.75
1996-03-06,136.1
1996-03-07,136.55
1996-03-08,138.75
1996-03-11,143.1
1996-03-12,144.2
1996-03-13,142.8
1996-03-14,140.35
1996-03-15,140.5
1996-03-18,139.75
1996-03-19,140.95
1996-03-20,140.75
1996-03-21,141.45
1996-03-22,142.85
1996-03-25,142.75
1996-03-26,143.9
1996-03-27,143.1
1996-03-28,141.2
1996-03-29,140.85
1996-04-01,142.75
1996-04-02,142.15
1996-04-03,142.0
1996-04-04,141.25
1996-04-08,142.6
1996-04-09,141.0
1996-04-10,140.25
1996-04-11,138.9
1996-04-12,138.75
1996-04-15,138.5
1996-04-16,136.95
1996-04-17,137.45
1996-04-18,135.15
1996-04-19,133.9
1996-04-22,135.85
1996-04-23,136.2
1996-04-24,134.85
1996-04-25,137.0
1996-04-26,132.2
1996-04-29,131.7
1996-04-30,131.35
1996-05-01,133.25
1996-05-02,136.25
1996-05-03,136.05
1996-05-06,136.95
1996-05-07,137.0
1996-05-08,135.7
1996-05-09,135.25
1996-05-10,134.25
1996-05-13,134.45
1996-05-14,134.5
1996-05-15,136.3
1996-05-16,135.85
1996-05-17,134.55
1996-05-20,129.0
1996-05-21,132.1
1996-05-22,131.25
1996-05-23,132.65
1996-05-24,130.55
1996-05-28,132.05
1996-05-29,132.75
1996-05-30,133.2
1996-05-31,133.3
1996-06-03,132.65
1996-06-04,131.05
1996-06-05,129.45
1996-06-06,130.0
1996-06-07,130.0
1996-06-10,130.05
1996-06-11,129.15
1996-06-12,130.15
1996-06-13,130.75
1996-06-14,132.05
1996-06-17,131.35
1996-06-18,130.5
1996-06-19,130.95
1996-06-20,131.05
1996-06-21,131.25
1996-06-24,131.9
1996-06-25,132.7
1996-06-26,133.95
1996-06-27,134.75
1996-06-28,134.25
1996-07-01,135.7
1996-07-02,135.75
1996-07-03,135.4
1996-07-05,
1996-07-08,131.2
1996-07-09,132.95
1996-07-10,132.95
1996-07-11,132.25
1996-07-12,132.5
1996-07-15,133.45
1996-07-16,135.0
1996-07-17,134.7
1996-07-18,135.15
1996-07-19,135.3
1996-07-22,136.05
1996-07-23,135.5
1996-07-24,134.95
1996-07-25,132.35
1996-07-26,132.5
1996-07-29,131.5
1996-07-30,129.9
1996-07-31,132.85
1996-08-01,132.6
1996-08-02,129.75
1996-08-05,130.6
1996-08-06,129.75
1996-08-07,130.55
1996-08-08,130.7
1996-08-09,130.9
1996-08-12,129.8
1996-08-13,130.95
1996-08-14,128.95
1996-08-15,127.8
1996-08-16,125.05
1996-08-19,126.5
1996-08-20,128.1
1996-08-21,126.5
1996-08-22,126.0
1996-08-23,127.0
1996-08-26,126.55
1996-08-27,127.95
1996-08-28,128.15
1996-08-29,127.5
1996-08-30,126.5
1996-09-03,127.0
1996-09-04,126.5
1996-09-05,126.65
1996-09-06,126.7
1996-09-09,125.95
1996-09-10,123.85
1996-09-11,123.6
1996-09-12,123.65
1996-09-13,123.95
1996-09-16,122.9
1996-09-17,122.5
1996-09-18,122.5
1996-09-19,121.75
1996-09-20,120.8
1996-09-23,119.0
1996-09-24,119.15
1996-09-25,120.45
1996-09-26,119.0
1996-09-27,120.0
1996-09-30,119.75
1996-10-01,120.5
1996-10-02,122.35
1996-10-03,121.2
1996-10-04,121.6
1996-10-07,119.75
1996-10-08,119.25
1996-10-09,118.5
1996-10-10,119.35
1996-10-11,119.0
1996-10-14,117.75
1996-10-15,117.5
1996-10-16,117.7
1996-10-17,116.5
1996-10-18,117.25
1996-10-21,118.4
1996-10-22,120.75
1996-10-23,120.0
1996-10-24,118.9
1996-10-25,118.25
1996-10-28,117.6
1996-10-29,116.05
1996-10-30,117.5
1996-10-31,116.75
1996-11-01,116.5
1996-11-04,117.5
1996-11-05,117.85
1996-11-06,116.15
1996-11-07,118.05
1996-11-08,118.0
1996-11-11,118.0
1996-11-12,119.95
1996-11-13,123.6
1996-11-14,120.5
1996-11-15,120.65
1996-11-18,119.25
1996-11-19,120.25
1996-11-20,120.9
1996-11-21,120.5
1996-11-22,119.75
1996-11-25,117.6
1996-11-26,117.3
1996-11-27,116.6
1996-11-29,
1996-12-02,117.65
1996-12-03,117.05
1996-12-04,118.75
1996-12-05,118.0
1996-12-06,117.75
1996-12-09,119.4
1996-12-10,121.0
1996-12-11,122.2
1996-12-12,120.4
1996-12-13,119.75
1996-12-16,119.75
1996-12-17,119.5
1996-12-18,121.3
1996-12-19,120.9
1996-12-20,121.1
1996-12-23,118.75
1996-12-24,118.8
1996-12-26,119.4
1996-12-27,118.75
1996-12-30,118.8
1996-12-31,124.05
1997-01-02,123.25
1997-01-03,121.75
1997-01-06,121.1
1997-01-07,122.6
1997-01-08,123.75
1997-01-09,126.0
1997-01-10,125.95
1997-01-13,125.2
1997-01-14,123.5
1997-01-15,122.75
1997-01-16,124.5
1997-01-17,125.0
1997-01-20,124.0
1997-01-21,123.55
1997-01-22,123.6
1997-01-23,123.65
1997-01-24,125.55
1997-01-27,125.8
1997-01-28,124.75
1997-01-29,124.6
1997-01-30,123.75
1997-01-31,126.75
1997-02-03,128.6
1997-02-04,129.7
1997-02-05,129.75
1997-02-06,132.75
1997-02-07,135.35
1997-02-10,138.8
1997-02-11,137.1
1997-02-12,141.0
1997-02-13,140.0
1997-02-14,136.75
1997-02-18,137.0
1997-02-19,135.95
1997-02-20,137.8
1997-02-21,140.8
1997-02-24,142.35
1997-02-25,144.25
1997-02-26,150.25
1997-02-27,157.45
1997-02-28,155.05
1997-03-03,156.3
1997-03-04,151.5
1997-03-05,145.5
1997-03-06,152.0
1997-03-07,150.75
1997-03-10,155.25
1997-03-11,161.25
1997-03-12,154.4
1997-03-13,156.0
1997-03-14,154.4
1997-03-17,150.55
1997-03-18,145.5
1997-03-19,149.9
1997-03-20,152.5
1997-03-21,154.3
1997-03-24,149.25
1997-03-25,146.8
1997-03-26,149.4
1997-03-27,148.2
1997-03-31,147.7
1997-04-01,151.65
1997-04-02,147.75
1997-04-03,147.75
1997-04-04,148.95
1997-04-07,152.45
1997-04-08,153.8
1997-04-09,159.55
1997-04-10,155.45
1997-04-11,154.7
1997-04-14,153.9
1997-04-15,150.05
1997-04-16,151.0
1997-04-17,153.5
1997-04-18,154.6
1997-04-21,155.75
1997-04-22,154.75
1997-04-23,155.0
1997-04-24,155.45
1997-04-25,159.2
1997-04-28,156.3
1997-04-29,157.5
1997-04-30,156.2
1997-05-01,157.0
1997-05-02,156.9
1997-05-05,157.9
1997-05-06,156.2
1997-05-07,155.0
1997-05-08,157.9
1997-05-09,163.9
1997-05-12,171.85
1997-05-13,171.55
1997-05-14,173.9
1997-05-15,173.25
1997-05-16,172.1
1997-05-19,178.0
1997-05-20,181.75
1997-05-21,180.1
1997-05-22,172.35
1997-05-23,167.7
1997-05-27,170.0
1997-05-28,176.0
1997-05-29,185.0
1997-05-30,173.0
1997-06-02,164.3
1997-06-03,169.65
1997-06-04,172.8
1997-06-05,173.15
1997-06-06,179.0
1997-06-09,174.9
1997-06-10,173.8
1997-06-11,178.5
1997-06-12,184.25
1997-06-13,188.4
1997-06-16,180.8
1997-06-17,177.9
1997-06-18,169.45
1997-06-19,170.2
1997-06-20,172.85
1997-06-23,176.55
1997-06-24,178.9
1997-06-25,181.15
1997-06-26,181.4
1997-06-27,176.2
1997-06-30,174.9
1997-07-01,176.3
1997-07-02,174.5
1997-07-03,173.0
1997-07-07,169.75
1997-07-08,163.75
1997-07-09,154.75
1997-07-10,148.4
1997-07-11,153.0
1997-07-14,152.45
1997-07-15,152.3
1997-07-16,157.65
1997-07-17,160.35
1997-07-18,166.35
1997-07-21,171.3
1997-07-22,180.0
1997-07-23,179.5
1997-07-24,185.5
1997-07-25,189.65
1997-07-28,193.6
1997-07-29,194.9
1997-07-30,198.0
1997-07-31,200.6
1997-08-01,206.6
1997-08-04,215.6
1997-08-05,227.6
1997-08-06,215.6
1997-08-07,212.5
1997-08-08,224.25
1997-08-11,222.0
1997-08-12,218.0
1997-08-13,215.85
1997-08-14,209.85
1997-08-15,205.3
1997-08-18,203.5
1997-08-19,197.5
1997-08-20,203.15
1997-08-21,197.2
1997-08-22,197.5
1997-08-25,196.0
1997-08-26,190.1
1997-08-27,186.95
1997-08-28,185.8
1997-08-29,188.5
1997-09-02,187.0
1997-09-03,187.95
1997-09-04,186.45
1997-09-05,189.0
1997-09-08,186.1
1997-09-09,188.5
1997-09-10,189.3
1997-09-11,193.55
1997-09-12,193.4
1997-09-15,192.5
1997-09-16,189.95
1997-09-17,188.2
1997-09-18,192.4
1997-09-19,197.0
1997-09-22,193.0
1997-09-23,192.6
1997-09-24,193.9
1997-09-25,192.8
1997-09-26,193.0
1997-09-29,196.65
1997-09-30,193.9
1997-10-01,192.7
1997-10-02,192.1
1997-10-03,193.7
1997-10-06,194.75
1997-10-07,198.75
1997-10-08,204.75
1997-10-09,204.3
1997-10-10,205.0
1997-10-13,205.35
1997-10-14,209.45
1997-10-15,215.45
1997-10-16,224.1
1997-10-17,216.35
1997-10-20,210.35
1997-10-21,206.7
1997-10-22,201.5
1997-10-23,203.95
1997-10-24,203.0
1997-10-27,202.5
1997-10-28,208.45
1997-10-29,214.0
1997-10-30,208.9
1997-10-31,205.75
1997-11-03,208.6
1997-11-04,209.0
1997-11-05,207.15
1997-11-06,205.3
1997-11-07,204.85
1997-11-10,205.65
1997-11-11,208.35
1997-11-12,210.5
1997-11-13,210.5
1997-11-14,207.5
1997-11-17,206.8
1997-11-18,208.0
1997-11-19,211.0
1997-11-20,208.9
1997-11-21,209.15
1997-11-24,205.0
1997-11-25,205.6
1997-11-26,207.5
1997-11-28,
1997-12-01,206.0
1997-12-02,208.5
1997-12-03,207.45
1997-12-04,206.0
1997-12-05,207.15
1997-12-08,206.5
1997-12-09,206.5
1997-12-10,206.95
1997-12-11,205.25
1997-12-12,199.25
1997-12-15,191.0
1997-12-16,182.05
1997-12-17,188.05
1997-12-18,189.0
1997-12-19,185.3
1997-12-22,183.05
1997-12-23,185.15
1997-12-24,191.15
1997-12-26,198.4
1997-12-29,197.75
1997-12-30,203.75
1997-12-31,203.15
1998-01-02,202.95
1998-01-05,203.05
1998-01-06,200.0
1998-01-07,205.3
1998-01-08,209.4
1998-01-09,215.4
1998-01-12,224.4
1998-01-13,236.4
1998-01-14,239.55
1998-01-15,249.0
1998-01-16,240.0
1998-01-20,230.85
1998-01-21,233.5
1998-01-22,236.25
1998-01-23,231.2
1998-01-26,233.0
1998-01-27,231.55
1998-01-28,232.0
1998-01-29,233.4
1998-01-30,235.7
1998-02-02,239.15
1998-02-03,236.95
1998-02-04,239.3
1998-02-05,238.75
1998-02-06,239.0
1998-02-09,235.25
1998-02-10,234.4
1998-02-11,235.5
1998-02-12,237.65
1998-02-13,238.5
1998-02-17,234.05
1998-02-18,229.9
1998-02-19,232.2
1998-02-20,233.3
1998-02-23,232.4
1998-02-24,234.0
1998-02-25,240.0
1998-02-26,236.7
1998-02-27,229.05
1998-03-02,232.35
1998-03-03,234.05
1998-03-04,236.85
1998-03-05,234.25
1998-03-06,235.0
1998-03-09,240.25
1998-03-10,246.25
1998-03-11,249.7
1998-03-12,255.0
1998-03-13,261.0
1998-03-16,270.0
1998-03-17,258.0
1998-03-18,258.1
1998-03-19,257.6
1998-03-20,260.35
1998-03-23,269.35
1998-03-24,274.45
1998-03-25,263.25
1998-03-26,270.7
1998-03-27,258.7
1998-03-30,253.75
1998-03-31,258.2
1998-04-01,260.5
1998-04-02,261.0
1998-04-03,265.0
1998-04-06,259.0
1998-04-07,259.2
1998-04-08,267.05
1998-04-09,270.0
1998-04-13,278.05
1998-04-14,287.05
1998-04-15,279.1
1998-04-16,276.65
1998-04-17,277.1
1998-04-20,286.1
1998-04-21,296.55
1998-04-22,308.55
1998-04-23,315.95
1998-04-24,312.9
1998-04-27,263.6
1998-04-28,303.9
1998-04-29,306.9
1998-04-30,309.7
1998-05-01,304.5
1998-05-04,300.5
1998-05-05,307.0
1998-05-06,307.35
1998-05-07,304.35
1998-05-08,297.9
1998-05-11,301.6
1998-05-12,332.85
1998-05-13,372.65
1998-05-14,370.25
1998-05-15,397.5
1998-05-18,383.9
1998-05-19,398.15
1998-05-20,303.3
1998-05-21,310.6
1998-05-22,309.0
1998-05-26,310.05
1998-05-27,290.5
1998-05-28,264.45
1998-05-29,274.55
1998-06-01,262.0
1998-06-02,251.75
1998-06-03,249.0
1998-06-04,279.5
1998-06-05,277.0
1998-06-08,287.05
1998-06-09,288.0
1998-06-10,264.15
1998-06-11,261.2
1998-06-12,271.6
1998-06-15,268.0
1998-06-16,268.9
1998-06-17,290.0
1998-06-18,286.2
1998-06-19,290.55
1998-06-22,287.0
1998-06-23,301.85
1998-06-24,294.4
1998-06-25,290.2
1998-06-26,289.7
1998-06-29,285.5
1998-06-30,285.45
1998-07-01,290.55
1998-07-02,286.5
1998-07-06,286.75
1998-07-07,291.15
1998-07-08,289.2
1998-07-09,291.0
1998-07-10,287.25
1998-07-13,287.35
1998-07-14,287.25
1998-07-15,295.05
1998-07-16,337.5
1998-07-17,338.25
1998-07-20,337.05
1998-07-21,317.85
1998-07-22,310.05
1998-07-23,309.15
1998-07-24,302.4
1998-07-27,302.25
1998-07-28,304.35
1998-07-29,298.9
1998-07-30,298.5
1998-07-31,303.65
1998-08-03,301.2
1998-08-04,294.0
1998-08-05,296.65
1998-08-06,296.0
1998-08-07,291.5
1998-08-10,294.5
1998-08-11,292.0
1998-08-12,290.0
1998-08-13,284.0
1998-08-14,278.3
1998-08-17,282.2
1998-08-18,279.8
1998-08-19,278.05
1998-08-20,284.5
1998-08-21,281.5
1998-08-24,285.0
1998-08-25,282.5
1998-08-26,277.9
1998-08-27,271.65
1998-08-28,269.0
1998-08-31,273.0
1998-09-01,277.0
1998-09-02,280.0
1998-09-03,284.8
1998-09-04,284.0
1998-09-08,278.7
1998-09-09,281.95
1998-09-10,292.0
1998-09-11,300.15
1998-09-14,296.5
1998-09-15,290.0
1998-09-16,287.75
1998-09-17,289.75
1998-09-18,293.2
1998-09-21,285.05
1998-09-22,278.75
1998-09-23,281.0
1998-09-24,287.0
1998-09-25,287.5
1998-09-28,290.55
1998-09-29,282.0
1998-09-30,281.15
1998-10-01,284.5
1998-10-02,283.5
1998-10-05,280.0
1998-10-06,282.6
1998-10-07,286.3
1998-10-08,282.75
1998-10-09,283.75
1998-10-12,278.5
1998-10-13,279.0
1998-10-14,278.0
1998-10-15,275.0
1998-10-16,280.95
1998-10-19,276.0
1998-10-20,272.75
1998-10-21,275.0
1998-10-22,273.85
1998-10-23,276.8
1998-10-26,275.5
1998-10-27,282.05
1998-10-28,281.0
1998-10-29,276.6
1998-10-30,277.0
1998-11-02,273.0
1998-11-03,272.75
1998-11-04,275.0
1998-11-05,276.0
1998-11-06,272.6
1998-11-09,271.2
1998-11-10,272.4
1998-11-11,273.5
1998-11-12,278.25
1998-11-13,277.5
1998-11-16,278.5
1998-11-17,280.85
1998-11-18,291.5
1998-11-19,305.1
1998-11-20,292.4
1998-11-23,279.75
1998-11-24,274.2
1998-11-25,276.3
1998-11-27,
1998-11-30,273.3
1998-12-01,271.65
1998-12-02,272.1
1998-12-03,271.5
1998-12-04,272.2
1998-12-07,270.75
1998-12-08,274.05
1998-12-09,284.85
1998-12-10,298.65
1998-12-11,292.8
1998-12-14,291.5
1998-12-15,294.65
1998-12-16,317.9
1998-12-17,326.9
1998-12-18,308.8
1998-12-21,311.9
1998-12-22,310.9
1998-12-23,311.0
1998-12-24,309.55
1998-12-28,319.2
1998-12-29,325.65
1998-12-30,327.95
1998-12-31,332.15
1999-01-04,339.45
1999-01-05,328.75
1999-01-06,318.95
1999-01-07,310.5
1999-01-08,317.0
1999-01-11,316.75
1999-01-12,314.5
1999-01-13,310.5
1999-01-14,312.8
1999-01-15,310.0
1999-01-19,322.1
1999-01-20,318.4
1999-01-21,320.0
1999-01-22,321.05
1999-01-25,324.85
1999-01-26,326.15
1999-01-27,328.55
1999-01-28,331.75
1999-01-29,335.65
1999-02-01,343.65
1999-02-02,340.75
1999-02-03,351.0
1999-02-04,362.7
1999-02-05,346.0
1999-02-08,346.0
1999-02-09,351.5
1999-02-10,356.9
1999-02-11,354.0
1999-02-12,357.5
1999-02-16,350.0
1999-02-17,344.1
1999-02-18,358.0
1999-02-19,353.2
1999-02-22,347.4
1999-02-23,343.4
1999-02-24,348.6
1999-02-25,353.5
1999-02-26,350.1
1999-03-01,348.0
1999-03-02,351.55
1999-03-03,344.85
1999-03-04,345.1
1999-03-05,345.5
1999-03-08,347.45
1999-03-09,345.6
1999-03-10,345.5
1999-03-11,348.25
1999-03-12,348.4
1999-03-15,349.95
1999-03-16,350.0
1999-03-17,347.75
1999-03-18,350.0
1999-03-19,357.2
1999-03-22,357.8
1999-03-23,355.75
1999-03-24,355.5
1999-03-25,361.75
1999-03-26,368.0
1999-03-29,362.75
1999-03-30,360.0
1999-03-31,361.0
1999-04-01,353.85
1999-04-05,356.0
1999-04-06,361.0
1999-04-07,365.1
1999-04-08,358.85
1999-04-09,363.75
1999-04-12,365.25
1999-04-13,366.2
1999-04-14,366.9
1999-04-15,368.15
1999-04-16,371.5
1999-04-19,381.2
1999-04-20,385.05
1999-04-21,376.9
1999-04-22,371.15
1999-04-23,355.95
1999-04-26,349.75
1999-04-27,351.0
1999-04-28,335.5
1999-04-29,340.9
1999-04-30,308.0
1999-05-03,296.3
1999-05-04,288.05
1999-05-05,294.2
1999-05-06,313.45
1999-05-07,336.1
1999-05-10,329.0
1999-05-11,333.0
1999-05-12,337.0
1999-05-13,342.25
1999-05-14,343.0
1999-05-17,340.5
1999-05-18,341.2
1999-05-19,336.25
1999-05-20,328.5
1999-05-21,337.45
1999-05-24,333.75
1999-05-25,338.7
1999-05-26,342.0
1999-05-27,342.0
1999-05-28,340.65
1999-06-01,341.85
1999-06-02,344.0
1999-06-03,342.75
1999-06-04,344.5
1999-06-07,346.0
1999-06-08,347.0
1999-06-09,351.5
1999-06-10,350.9
1999-06-11,344.8
1999-06-14,336.8
1999-06-15,337.65
1999-06-16,337.0
1999-06-17,338.95
1999-06-18,341.5
1999-06-21,335.0
1999-06-22,333.0
1999-06-23,326.8
1999-06-24,330.75
1999-06-25,330.3
1999-06-28,327.5
1999-06-29,323.25
1999-06-30,320.3
1999-07-01,321.5
1999-07-02,318.5
1999-07-06,315.15
1999-07-07,321.15
1999-07-08,331.0
1999-07-09,331.0
1999-07-12,334.95
1999-07-13,339.6
1999-07-14,344.5
1999-07-15,337.0
1999-07-16,337.5
1999-07-19,337.0
1999-07-20,338.5
1999-07-21,341.6
1999-07-22,342.75
1999-07-23,344.0
1999-07-26,344.0
1999-07-27,338.35
1999-07-28,339.55
1999-07-29,343.05
1999-07-30,338.35
1999-08-02,333.25
1999-08-03,336.1
1999-08-04,343.0
1999-08-05,339.0
1999-08-06,347.25
1999-08-09,345.0
1999-08-10,339.05
1999-08-11,342.0
1999-08-12,343.0
1999-08-13,338.85
1999-08-16,337.5
1999-08-17,339.0
1999-08-18,341.0
1999-08-19,344.6
1999-08-20,345.0
1999-08-23,346.0
1999-08-24,342.1
1999-08-25,341.6
1999-08-26,339.5
1999-08-27,336.35
1999-08-30,338.2
1999-08-31,341.95
1999-09-01,344.0
1999-09-02,353.45
1999-09-03,352.55
1999-09-07,357.25
1999-09-08,352.85
1999-09-09,361.85
1999-09-10,362.65
1999-09-13,368.25
1999-09-14,370.0
1999-09-15,367.0
1999-09-16,370.3
1999-09-17,363.6
1999-09-20,362.0
1999-09-21,366.7
1999-09-22,366.5
1999-09-23,363.95
1999-09-24,358.4
1999-09-27,363.6
1999-09-28,378.15
1999-09-29,391.85
1999-09-30,369.4
1999-10-01,376.75
1999-10-04,389.0
1999-10-05,384.8
1999-10-06,377.5
1999-10-07,389.75
1999-10-08,386.75
1999-10-11,391.6
1999-10-12,393.0
1999-10-13,382.85
1999-10-14,378.0
1999-10-15,377.7
1999-10-18,375.0
1999-10-19,379.5
1999-10-20,387.9
1999-10-21,385.0
1999-10-22,391.5
1999-10-25,393.1
1999-10-26,392.0
1999-10-27,391.15
1999-10-28,391.0
1999-10-29,393.6
1999-11-01,391.75
1999-11-02,390.7
1999-11-03,392.15
1999-11-04,394.8
1999-11-05,396.0
1999-11-08,396.5
1999-11-09,403.15
1999-11-10,413.65
1999-11-11,414.0
1999-11-12,414.6
1999-11-15,414.5
1999-11-16,407.0
1999-11-17,409.75
1999-11-18,398.25
1999-11-19,396.85
1999-11-22,404.0
1999-11-23,404.5
1999-11-24,401.4
1999-11-26,
1999-11-29,396.0
1999-11-30,395.3
1999-12-01,394.5
1999-12-02,399.65
1999-12-03,402.0
1999-12-06,410.45
1999-12-07,408.1
1999-12-08,409.3
1999-12-09,408.2
1999-12-10,418.05
1999-12-13,425.0
1999-12-14,430.65
1999-12-15,430.75
1999-12-16,439.25
1999-12-17,443.35
1999-12-20,440.95
1999-12-21,439.4
1999-12-22,441.35
1999-12-23,444.0
1999-12-27,448.95
1999-12-28,449.15
1999-12-29,454.65
1999-12-30,449.2
1999-12-31,
2000-01-03,
2000-01-04,441.9
2000-01-05,438.1
2000-01-06,435.3
2000-01-07,443.9
2000-01-10,451.95
2000-01-11,449.4
2000-01-12,452.25
2000-01-13,447.0
2000-01-14,441.0
2000-01-18,438.7
2000-01-19,442.75
2000-01-20,451.7
2000-01-21,457.1
2000-01-24,470.25
2000-01-25,479.0
2000-01-26,472.0
2000-01-27,483.0
2000-01-28,485.9
2000-01-31,484.7
2000-02-01,492.55
2000-02-02,502.25
2000-02-03,514.05
2000-02-04,525.0
2000-02-07,540.9
2000-02-08,579.8
2000-02-09,590.2
2000-02-10,580.0
2000-02-11,598.85
2000-02-14,605.5
2000-02-15,655.0
2000-02-16,711.15
2000-02-17,705.55
2000-02-18,693.25
2000-02-22,816.8
2000-02-23,713.0
2000-02-24,693.4
2000-02-25,686.0
2000-02-28,718.7
2000-02-29,710.0
2000-03-01,682.9
2000-03-02,658.9
2000-03-03,650.0
2000-03-06,650.0
2000-03-07,665.5
2000-03-08,704.7
2000-03-09,687.0
2000-03-10,700.0
2000-03-13,685.0
2000-03-14,690.0
2000-03-15,699.0
2000-03-16,713.0
2000-03-17,710.0
2000-03-20,678.4
2000-03-21,655.0
2000-03-22,652.05
2000-03-23,642.0
2000-03-24,618.0
2000-03-27,614.75
2000-03-28,615.55
2000-03-29,610.0
2000-03-30,602.8
2000-03-31,595.5
2000-04-03,582.0
2000-04-04,592.35
2000-04-05,595.7
2000-04-06,586.0
2000-04-07,579.0
2000-04-10,555.0
2000-04-11,565.2
2000-04-12,562.0
2000-04-13,560.7
2000-04-14,580.95
2000-04-17,577.5
2000-04-18,585.15
2000-04-19,574.3
2000-04-20,562.1
2000-04-24,565.4
2000-04-25,578.75
2000-04-26,574.9
2000-04-27,590.8
2000-04-28,620.6
2000-05-01,630.0
2000-05-02,599.0
2000-05-03,593.25
2000-05-04,588.5
2000-05-05,585.4
2000-05-08,584.0
2000-05-09,584.35
2000-05-10,583.6
2000-05-11,577.6
2000-05-12,570.75
2000-05-15,565.0
2000-05-16,576.0
2000-05-17,572.25
2000-05-18,574.5
2000-05-19,578.5
2000-05-22,570.1
2000-05-23,575.0
2000-05-24,568.0
2000-05-25,565.0
2000-05-26,567.5
2000-05-30,572.7
2000-05-31,582.85
2000-06-01,583.0
2000-06-02,596.35
2000-06-05,619.15
2000-06-06,621.15
2000-06-07,641.65
2000-06-08,644.7
2000-06-09,645.55
2000-06-12,647.25
2000-06-13,667.3
2000-06-14,665.0
2000-06-15,671.9
2000-06-16,684.95
2000-06-19,692.15
2000-06-20,688.0
2000-06-21,679.45
2000-06-22,651.65
2000-06-23,662.0
2000-06-26,667.0
2000-06-27,654.15
2000-06-28,660.25
2000-06-29,654.3
2000-06-30,647.95
2000-07-03,
2000-07-05,625.55
2000-07-06,641.4
2000-07-07,662.35
2000-07-10,671.0
2000-07-11,672.95
2000-07-12,665.2
2000-07-13,669.5
2000-07-14,686.65
2000-07-17,708.25
2000-07-18,717.5
2000-07-19,713.75
2000-07-20,735.85
2000-07-21,765.4
2000-07-24,762.95
2000-07-25,764.0
2000-07-26,764.0
2000-07-27,762.0
2000-07-28,773.0
2000-07-31,818.95
2000-08-01,842.0
2000-08-02,855.15
2000-08-03,792.1
2000-08-04,781.75
2000-08-07,738.4
2000-08-08,772.0
2000-08-09,785.65
2000-08-10,792.9
2000-08-11,785.0
2000-08-14,744.45
2000-08-15,770.65
2000-08-16,758.9
2000-08-17,744.0
2000-08-18,735.0
2000-08-21,743.25
2000-08-22,738.15
2000-08-23,730.0
2000-08-24,721.0
2000-08-25,724.45
2000-08-28,715.0
2000-08-29,721.0
2000-08-30,713.05
2000-08-31,718.75
2000-09-01,726.7
2000-09-05,722.65
2000-09-06,740.0
2000-09-07,763.3
2000-09-08,756.5
2000-09-11,753.65
2000-09-12,767.9
2000-09-13,745.0
2000-09-14,720.0
2000-09-15,723.0
2000-09-18,711.0
2000-09-19,722.0
2000-09-20,717.25
2000-09-21,727.5
2000-09-22,738.0
2000-09-25,716.25
2000-09-26,718.0
2000-09-27,716.5
2000-09-28,708.0
2000-09-29,714.85
2000-10-02,717.0
2000-10-03,727.8
2000-10-04,734.15
2000-10-05,744.0
2000-10-06,740.85
2000-10-09,736.9
2000-10-10,736.75
2000-10-11,739.35
2000-10-12,741.0
2000-10-13,738.0
2000-10-16,738.65
2000-10-17,738.5
2000-10-18,740.0
2000-10-19,760.7
2000-10-20,760.0
2000-10-23,761.35
2000-10-24,752.0
2000-10-25,753.9
2000-10-26,755.0
2000-10-27,756.0
2000-10-30,752.0
2000-10-31,782.05
2000-11-01,777.2
2000-11-02,794.0
2000-11-03,790.5
2000-11-06,777.5
2000-11-07,780.75
