Date,SI.F
2006-10-13,1164.0
2006-10-16,1186.0
2006-10-17,1174.0
2006-10-18,1179.0
2006-10-19,1212.0
2006-10-20,1193.0
2006-10-23,1164.0
2006-10-24,1181.0
2006-10-25,1185.0
2006-10-26,1220.0
2006-10-27,1204.0
2006-10-30,1220.0
2006-10-31,1223.0
2006-11-01,1244.0
2006-11-02,1260.0
2006-11-03,1259.0
2006-11-06,1271.0
2006-11-07,1262.0
2006-11-08,1250.0
2006-11-09,1302.0
2006-11-10,1305.0
2006-11-13,1283.0
2006-11-14,1285.0
2006-11-15,1290.0
2006-11-16,1291.0
2006-11-17,1276.0
2006-11-20,1271.0
2006-11-21,1304.0
2006-11-22,1301.0
2006-11-24,1342.0
2006-11-27,1346.0
2006-11-28,1375.0
2006-11-29,1371.0
2006-11-30,1408.0
2006-12-01,1414.0
2006-12-04,1422.0
2006-12-05,1399.0
2006-12-06,1374.0
2006-12-07,1399.0
2006-12-08,1386.0
2006-12-11,1398.0
2006-12-12,1394.0
2006-12-13,1387.0
2006-12-14,1391.0
2006-12-15,1293.0
2006-12-18,1250.0
2006-12-19,1267.0
2006-12-20,1265.0
2006-12-21,1243.0
2006-12-22,1263.0
2006-12-26,1270.0
2006-12-27,1284.0
2006-12-28,1290.0
2006-12-29,1291.0
2007-01-02,1324.0
2007-01-03,1262.0
2007-01-04,1278.0
2007-01-05,1217.0
2007-01-08,1232.0
2007-01-09,1256.0
2007-01-10,1242.0
2007-01-11,1242.0
2007-01-12,1283.0
2007-01-16,1259.0
2007-01-17,1285.0
2007-01-18,1265.0
2007-01-19,1288.0
2007-01-22,1295.0
2007-01-23,1322.0
2007-01-24,1324.0
2007-01-25,1344.0
2007-01-26,1333.0
2007-01-29,1321.0
2007-01-30,1333.0
2007-01-31,1353.0
2007-02-01,1368.0
2007-02-02,1333.0
2007-02-05,1352.0
2007-02-06,1365.0
2007-02-07,1368.0
2007-02-08,1372.0
2007-02-09,1387.0
2007-02-12,1366.0
2007-02-13,1387.0
2007-02-14,1392.0
2007-02-15,1393.0
2007-02-16,1395.0
2007-02-20,1379.0
2007-02-21,1425.0
2007-02-22,1421.0
2007-02-23,1456.0
2007-02-26,1465.0
2007-02-27,1464.0
2007-02-28,1422.0
2007-03-01,1360.0
2007-03-02,1292.0
2007-03-05,1270.0
2007-03-06,1294.0
2007-03-07,1307.0
2007-03-08,1308.0
2007-03-09,1294.0
2007-03-12,1303.0
2007-03-13,1292.0
2007-03-14,1279.0
2007-03-15,1303.0
2007-03-16,1317.0
2007-03-19,1320.0
2007-03-20,1333.0
2007-03-21,1328.0
2007-03-22,1345.0
2007-03-23,1316.0
2007-03-26,1337.0
2007-03-27,1324.0
2007-03-28,1341.0
2007-03-29,1331.0
2007-03-30,1341.0
2007-04-02,1334.0
2007-04-03,1340.0
2007-04-04,1358.0
2007-04-05,1370.0
2007-04-09,1377.0
2007-04-10,1388.0
2007-04-11,1384.0
2007-04-12,1382.0
2007-04-13,1404.0
2007-04-16,1405.0
2007-04-17,1398.0
2007-04-18,1393.0
2007-04-19,1371.0
2007-04-20,1391.0
2007-04-23,1401.0
2007-04-24,1375.0
2007-04-25,1372.0
2007-04-26,1342.0
2007-04-27,1353.0
2007-04-30,1355.0
2007-05-01,1332.0
2007-05-02,1329.0
2007-05-03,1345.0
2007-05-04,1348.0
2007-05-07,1360.0
2007-05-08,1355.0
2007-05-09,1343.0
2007-05-10,1307.0
2007-05-11,1328.0
2007-05-14,1319.0
2007-05-15,1328.0
2007-05-16,1290.0
2007-05-17,1284.0
2007-05-18,1297.0
2007-05-21,1309.0
2007-05-22,1295.0
2007-05-23,1308.0
2007-05-24,1289.0
2007-05-25,1297.0
2007-05-29,1319.0
2007-05-30,1317.0
2007-05-31,1343.0
2007-06-01,1370.0
2007-06-04,1368.0
2007-06-05,1377.0
2007-06-06,1368.0
2007-06-07,1343.0
2007-06-08,1299.0
2007-06-11,1323.0
2007-06-12,1305.0
2007-06-13,1302.0
2007-06-14,1313.0
2007-06-15,1322.0
2007-06-18,1319.0
2007-06-19,1330.0
2007-06-20,1322.0
2007-06-21,1306.0
2007-06-22,1298.0
2007-06-25,1282.0
2007-06-26,1223.0
2007-06-27,1217.0
2007-06-28,1245.0
2007-06-29,1248.0
2007-07-02,1272.0
2007-07-03,1264.0
2007-07-05,1255.0
2007-07-06,1274.0
2007-07-09,1279.0
2007-07-10,1293.0
2007-07-11,1293.0
2007-07-12,1315.0
2007-07-13,1307.0
2007-07-16,1302.0
2007-07-17,1297.0
2007-07-18,1325.0
2007-07-19,1334.0
2007-07-20,1337.0
2007-07-23,1329.0
2007-07-24,1341.0
2007-07-25,1311.0
2007-07-26,1291.0
2007-07-27,1267.0
2007-07-30,1286.0
2007-07-31,1298.0
2007-08-01,1291.0
2007-08-02,1295.0
2007-08-03,1311.0
2007-08-06,1300.0
2007-08-07,1305.0
2007-08-08,1315.0
2007-08-09,1267.0
2007-08-10,1282.0
2007-08-13,1282.0
2007-08-14,1270.0
2007-08-15,1252.0
2007-08-16,1148.0
2007-08-17,1175.0
2007-08-20,1169.0
2007-08-21,1153.0
2007-08-22,1153.0
2007-08-23,1159.0
2007-08-24,1190.0
2007-08-27,1172.0
2007-08-28,1174.0
2007-08-29,1180.0
2007-08-30,1192.0
2007-08-31,1219.0
2007-09-04,1241.0
2007-09-05,1231.0
2007-09-06,1250.0
2007-09-07,1270.0
2007-09-10,1266.0
2007-09-11,1278.0
2007-09-12,1276.0
2007-09-13,1264.0
2007-09-14,1267.0
2007-09-17,1286.0
2007-09-18,1290.0
2007-09-19,1312.0
2007-09-20,1344.0
2007-09-21,1359.0
2007-09-24,1360.0
2007-09-25,1359.0
2007-09-26,1348.0
2007-09-27,1360.0
2007-09-28,1388.0
2007-10-01,1381.0
2007-10-02,1340.0
2007-10-03,1343.0
2007-10-04,1346.0
2007-10-05,1346.0
2007-10-08,1331.0
2007-10-09,1354.0
2007-10-10,1361.0
2007-10-11,1396.0
2007-10-12,1386.0
2007-10-15,1382.0
2007-10-16,1361.0
2007-10-17,1370.0
2007-10-18,1377.0
2007-10-19,1358.0
2007-10-22,1351.0
2007-10-23,1361.0
2007-10-24,1356.0
2007-10-25,1388.0
2007-10-26,1425.0
2007-10-29,1440.0
2007-10-30,1428.0
2007-10-31,1441.0
2007-11-01,1428.0
2007-11-02,1456.0
2007-11-05,1473.0
2007-11-06,1534.0
2007-11-07,1526.0
2007-11-08,1549.0
2007-11-09,1552.0
2007-11-12,1474.0
2007-11-13,1457.0
2007-11-14,1502.0
2007-11-15,1445.0
2007-11-16,1448.0
2007-11-19,1412.0
2007-11-20,1446.0
2007-11-21,1439.0
2007-11-23,1468.0
2007-11-26,1479.0
2007-11-27,1445.0
2007-11-28,1430.0
2007-11-29,1442.0
2007-11-30,1411.0
2007-12-03,1417.0
2007-12-04,1444.0
2007-12-05,1442.0
2007-12-06,1459.0
2007-12-07,1447.0
2007-12-10,1480.0
2007-12-11,1483.0
2007-12-12,1480.0
2007-12-13,1422.0
2007-12-14,1394.0
2007-12-17,1394.0
2007-12-18,1414.0
2007-12-19,1418.0
2007-12-20,1430.0
2007-12-21,1447.0
2007-12-24,1462.0
2007-12-26,1479.0
2007-12-27,1478.0
2007-12-28,1484.0
2007-12-31,1489.0
2008-01-02,1526.0
2008-01-03,1547.0
2008-01-04,1541.0
2008-01-07,1525.0
2008-01-08,1577.0
2008-01-09,1580.0
2008-01-10,1624.0
2008-01-11,1634.0
2008-01-14,1639.0
2008-01-15,1626.0
2008-01-16,1586.0
2008-01-17,1596.0
2008-01-18,1618.0
2008-01-21,1564.0
2008-01-22,1608.0
2008-01-23,1592.0
2008-01-24,1630.0
2008-01-25,1643.0
2008-01-28,1671.0
2008-01-29,1676.0
2008-01-30,1673.0
2008-01-31,1694.0
2008-02-01,1682.0
2008-02-04,1673.0
2008-02-05,1631.0
2008-02-06,1653.0
2008-02-07,1674.0
2008-02-08,1708.0
2008-02-11,1742.0
2008-02-12,1719.0
2008-02-13,1731.0
2008-02-14,1721.0
2008-02-15,1709.0
2008-02-18,1712.5
2008-02-19,1748.0
2008-02-20,1773.0
2008-02-21,1791.0
2008-02-22,1800.0
2008-02-25,1804.0
2008-02-26,1868.0
2008-02-27,1916.0
2008-02-28,1969.0
2008-02-29,1986.0
2008-03-03,2012.0
2008-03-04,1978.0
2008-03-05,2074.0
2008-03-06,2017.0
2008-03-07,2022.0
2008-03-10,1976.0
2008-03-11,1961.0
2008-03-12,2009.0
2008-03-13,2044.0
2008-03-14,2068.0
2008-03-17,2005.0
2008-03-18,1991.0
2008-03-19,1848.0
2008-03-20,1695.0
2008-03-24,1705.0
2008-03-25,1782.0
2008-03-26,1834.0
2008-03-27,1857.0
2008-03-28,1790.0
2008-03-31,1723.0
2008-04-01,1687.0
2008-04-02,1713.0
2008-04-03,1739.0
2008-04-04,1771.0
2008-04-07,1807.0
2008-04-08,1767.0
2008-04-09,1819.0
2008-04-10,1801.0
2008-04-11,1765.0
2008-04-14,1777.0
2008-04-15,1782.0
2008-04-16,1828.0
2008-04-17,1826.0
2008-04-18,1777.0
2008-04-21,1732.0
2008-04-22,1769.0
2008-04-23,1714.0
2008-04-24,1664.0
2008-04-25,1682.0
2008-04-28,1698.0
2008-04-29,1657.0
2008-04-30,1653.0
2008-05-01,1616.0
2008-05-02,1643.0
2008-05-05,1680.0
2008-05-06,1681.0
2008-05-07,1667.0
2008-05-08,1683.0
2008-05-09,1685.0
2008-05-12,1718.0
2008-05-13,1679.0
2008-05-14,1658.0
2008-05-15,1664.0
2008-05-16,1695.0
2008-05-19,1698.0
2008-05-20,1768.0
2008-05-21,1800.0
2008-05-22,1797.0
2008-05-23,1826.0
2008-05-27,1744.0
2008-05-28,1738.0
2008-05-29,1649.0
2008-05-30,1683.0
2008-06-02,1687.0
2008-06-03,1679.0
2008-06-04,1691.0
2008-06-05,1712.0
2008-06-06,1741.0
2008-06-09,1717.0
2008-06-10,1658.0
2008-06-11,1683.0
2008-06-12,1646.0
2008-06-13,1658.0
2008-06-16,1719.0
2008-06-17,1703.0
2008-06-18,1729.0
2008-06-19,1743.0
2008-06-20,1734.0
2008-06-23,1674.0
2008-06-24,1662.0
2008-06-25,1648.0
2008-06-26,1710.0
2008-06-27,1761.0
2008-06-30,1748.0
2008-07-01,1824.0
2008-07-02,1838.0
2008-07-03,1831.0
2008-07-07,1789.0
2008-07-08,1790.0
2008-07-09,1814.0
2008-07-10,1826.0
2008-07-11,1878.0
2008-07-14,1915.0
2008-07-15,1898.0
2008-07-16,1878.0
2008-07-17,1870.0
2008-07-18,1817.0
2008-07-21,1840.0
2008-07-22,1798.0
2008-07-23,1743.0
2008-07-24,1727.0
2008-07-25,1735.0
2008-07-28,1744.0
2008-07-29,1735.0
2008-07-30,1741.0
2008-07-31,1774.0
2008-08-01,1749.0
2008-08-04,1711.0
2008-08-05,1653.0
2008-08-06,1646.0
2008-08-07,1622.0
2008-08-08,1529.0
2008-08-11,1461.0
2008-08-12,1445.0
2008-08-13,1479.0
2008-08-14,1418.0
2008-08-15,1276.0
2008-08-18,1307.0
2008-08-19,1306.0
2008-08-20,1301.0
2008-08-21,1369.0
2008-08-22,1346.0
2008-08-25,1333.0
2008-08-26,1354.0
2008-08-27,1345.0
2008-08-28,1360.0
2008-08-29,1366.0
2008-09-02,1310.0
2008-09-03,1291.0
2008-09-04,1293.0
2008-09-05,1230.0
2008-09-08,1201.0
2008-09-09,1168.0
2008-09-10,1087.0
2008-09-11,1055.0
2008-09-12,1075.0
2008-09-15,1109.0
2008-09-16,1047.0
2008-09-17,1165.0
2008-09-18,1267.0
2008-09-19,1244.0
2008-09-22,1344.0
2008-09-23,1314.0
2008-09-24,1342.0
2008-09-25,1324.0
2008-09-26,1347.0
2008-09-29,1298.0
2008-09-30,1221.0
2008-10-01,1272.0
2008-10-02,1103.0
2008-10-03,1130.0
2008-10-06,1122.0
2008-10-07,1134.0
2008-10-08,1174.0
2008-10-09,1183.0
2008-10-10,1057.0
2008-10-13,1073.0
2008-10-14,1102.0
2008-10-15,1016.0
2008-10-16,959.0
2008-10-17,927.0
2008-10-20,966.0
2008-10-21,1005.0
2008-10-22,943.0
2008-10-23,946.0
2008-10-24,923.0
2008-10-27,914.0
2008-10-28,876.0
2008-10-29,976.0
2008-10-30,976.0
2008-10-31,968.0
2008-11-03,974.0
2008-11-04,1008.0
2008-11-05,1044.0
2008-11-06,1005.0
2008-11-07,993.0
2008-11-10,1018.0
2008-11-11,976.0
2008-11-12,945.0
2008-11-13,876.0
2008-11-14,945.0
2008-11-17,930.0
2008-11-18,951.0
2008-11-19,926.0
2008-11-20,902.0
2008-11-21,945.0
2008-11-24,1031.0
2008-11-25,1022.0
2008-11-26,1015.0
2008-11-28,1029.0
2008-12-01,936.0
2008-12-02,957.0
2008-12-03,955.0
2008-12-04,952.0
2008-12-05,936.0
2008-12-08,994.0
2008-12-09,981.0
2008-12-10,1020.0
2008-12-11,1040.0
2008-12-12,1016.0
2008-12-15,1059.0
2008-12-16,1065.0
2008-12-17,1139.0
2008-12-18,1110.0
2008-12-19,1082.0
2008-12-22,1081.0
2008-12-23,1022.0
2008-12-24,1034.0
2008-12-26,1049.0
2008-12-29,1077.0
2008-12-30,1094.0
2008-12-31,1126.0
2009-01-02,1145.0
2009-01-05,1122.0
2009-01-06,1139.0
2009-01-07,1111.0
2009-01-08,1109.0
2009-01-09,1127.0
2009-01-12,1073.0
2009-01-13,1065.0
2009-01-14,1045.0
2009-01-15,1041.0
2009-01-16,1121.0
2009-01-20,1111.0
2009-01-21,1127.0
2009-01-22,1132.0
2009-01-23,1187.0
2009-01-26,1208.0
2009-01-27,1210.0
2009-01-28,1195.0
2009-01-29,1212.0
2009-01-30,1255.0
2009-02-02,1233.0
2009-02-03,1228.0
2009-02-04,1242.0
2009-02-05,1273.0
2009-02-06,1306.0
2009-02-09,1280.0
2009-02-10,1308.0
2009-02-11,1347.0
2009-02-12,1342.0
2009-02-13,1356.0
2009-02-17,1394.0
2009-02-18,1425.0
2009-02-19,1388.0
2009-02-20,1441.0
2009-02-23,1442.0
2009-02-24,1392.0
2009-02-25,1384.0
2009-02-26,1292.0
2009-02-27,1308.0
2009-03-02,1301.0
2009-03-03,1270.0
2009-03-04,1284.0
2009-03-05,1314.0
2009-03-06,1331.0
2009-03-09,1278.0
2009-03-10,1253.0
2009-03-11,1271.0
2009-03-12,1289.0
2009-03-13,1318.0
2009-03-16,1286.0
2009-03-17,1266.0
2009-03-18,1258.0
2009-03-19,1346.0
2009-03-20,1375.0
2009-03-23,1382.0
2009-03-24,1337.0
2009-03-25,1346.0
2009-03-26,1355.0
2009-03-27,1324.0
2009-03-30,1299.0
2009-03-31,1294.0
2009-04-01,1290.0
2009-04-02,1295.0
2009-04-03,1272.0
2009-04-06,1209.0
2009-04-07,1217.0
2009-04-08,1229.0
2009-04-09,1228.0
2009-04-13,1270.0
2009-04-14,1273.0
2009-04-15,1276.0
2009-04-16,1221.0
2009-04-17,1177.0
2009-04-20,1206.0
2009-04-21,1197.0
2009-04-22,1224.0
2009-04-23,1270.0
2009-04-24,1287.0
2009-04-27,1288.0
2009-04-28,1240.0
2009-04-29,1272.0
2009-04-30,1234.0
2009-05-01,1244.0
2009-05-04,1303.0
2009-05-05,1335.0
2009-05-06,1370.0
2009-05-07,1398.0
2009-05-08,1392.0
2009-05-11,1388.0
2009-05-12,1419.0
2009-05-13,1397.0
2009-05-14,1400.0
2009-05-15,1394.0
2009-05-18,1377.0
2009-05-19,1415.0
2009-05-20,1422.0
2009-05-21,1441.0
2009-05-22,1464.0
2009-05-26,1456.0
2009-05-27,1480.0
2009-05-28,1512.0
2009-05-29,1558.0
2009-06-01,1570.0
2009-06-02,1590.0
2009-06-03,1531.0
2009-06-04,1583.0
2009-06-05,1531.0
2009-06-08,1492.0
2009-06-09,1511.0
2009-06-10,1509.0
2009-06-11,1542.0
2009-06-12,1483.0
2009-06-15,1405.0
2009-06-16,1409.0
2009-06-17,1424.0
2009-06-18,1419.0
2009-06-19,1417.0
2009-06-22,1369.0
2009-06-23,1380.0
2009-06-24,1384.0
2009-06-25,1396.0
2009-06-26,1404.0
2009-06-29,1389.0
2009-06-30,1354.0
2009-07-01,1369.0
2009-07-02,1335.0
2009-07-06,1320.0
2009-07-07,1314.0
2009-07-08,1281.0
2009-07-09,1290.0
2009-07-10,1259.0
2009-07-13,1274.0
2009-07-14,1281.0
2009-07-15,1317.0
2009-07-16,1318.0
2009-07-17,1335.0
2009-07-20,1357.0
2009-07-21,1347.0
2009-07-22,1367.0
2009-07-23,1375.0
2009-07-24,1383.0
2009-07-27,1394.0
2009-07-28,1370.0
2009-07-29,1322.0
2009-07-30,1345.0
2009-07-31,1392.0
2009-08-03,1424.0
2009-08-04,1464.0
2009-08-05,1470.0
2009-08-06,1460.0
2009-08-07,1466.0
2009-08-10,1433.0
2009-08-11,1429.0
2009-08-12,1454.0
2009-08-13,1494.0
2009-08-14,1466.0
2009-08-17,1394.0
2009-08-18,1390.0
2009-08-19,1384.0
2009-08-20,1386.0
2009-08-21,1414.0
2009-08-24,1417.0
2009-08-25,1426.0
2009-08-26,1422.0
2009-08-27,1419.0
2009-08-28,1476.0
2009-08-31,1486.0
2009-09-01,1500.0
2009-09-02,1530.0
2009-09-03,1617.0
2009-09-04,1622.0
2009-09-08,1647.0
2009-09-09,1641.0
2009-09-10,1664.0
2009-09-11,1668.0
2009-09-14,1659.0
2009-09-15,1694.0
2009-09-16,1739.0
2009-09-17,1721.0
2009-09-18,1703.0
2009-09-21,1683.0
2009-09-22,1709.0
2009-09-23,1689.0
2009-09-24,1626.0
2009-09-25,1603.0
2009-09-28,1616.0
2009-09-29,1615.0
2009-09-30,1664.0
2009-10-01,1640.0
2009-10-02,1621.0
2009-10-05,1651.0
2009-10-06,1724.0
2009-10-07,1746.0
2009-10-08,1777.0
2009-10-09,1765.0
2009-10-12,1778.0
2009-10-13,1780.0
2009-10-14,1787.0
2009-10-15,1737.0
2009-10-16,1739.0
2009-10-19,1759.0
2009-10-20,1753.0
2009-10-21,1778.0
2009-10-22,1754.5
2009-10-23,1769.0
2009-10-26,1711.5
2009-10-27,1663.0
2009-10-28,1620.0
2009-10-29,1662.0
2009-10-30,1621.0
2009-11-02,1659.0
2009-11-03,1683.0
2009-11-04,1746.0
2009-11-05,1733.0
2009-11-06,1736.0
2009-11-09,1762.0
2009-11-10,1720.0
2009-11-11,1742.0
2009-11-12,1725.0
2009-11-13,1738.0
2009-11-16,1806.0
2009-11-17,1835.0
2009-11-18,1860.0
2009-11-19,1843.0
2009-11-20,1837.0
2009-11-23,1869.0
2009-11-24,1842.0
2009-11-25,1868.0
2009-11-26,1860.0
2009-11-27,1826.0
2009-11-30,1832.5
2009-12-01,1914.0
2009-12-02,1925.5
2009-12-03,1884.0
2009-12-04,1853.5
2009-12-07,1820.0
2009-12-08,1757.5
2009-12-09,1741.0
2009-12-10,1739.8
2009-12-11,1717.8
2009-12-14,1741.5
2009-12-15,1741.8
2009-12-16,1773.0
2009-12-17,1715.0
2009-12-18,1728.0
2009-12-21,1701.5
2009-12-22,1699.5
2009-12-23,1714.0
2009-12-24,1749.3
2009-12-28,1750.8
2009-12-29,1710.5
2009-12-30,1679.5
2009-12-31,1688.3
2010-01-04,1757.8
2010-01-05,1777.3
2010-01-06,1821.3
2010-01-07,1825.0
2010-01-08,1849.0
2010-01-11,1854.8
2010-01-12,1825.8
2010-01-13,1863.8
2010-01-14,1867.0
2010-01-15,1840.5
2010-01-18,1864.8
2010-01-19,1877.5
2010-01-20,1788.0
2010-01-21,1738.8
2010-01-22,1703.0
2010-01-25,1713.8
2010-01-26,1679.0
2010-01-27,1661.0
2010-01-28,1623.0
2010-01-29,1620.8
2010-02-01,1669.0
2010-02-02,1671.3
2010-02-03,1637.7
2010-02-04,1527.8
2010-02-05,1516.3
2010-02-08,1500.3
2010-02-09,1544.2
2010-02-10,1518.0
2010-02-11,1559.5
2010-02-12,1552.0
2010-02-15,1554.0
2010-02-16,1613.0
2010-02-17,1589.7
2010-02-18,1583.3
2010-02-19,1641.3
2010-02-22,1625.2
2010-02-23,1584.0
2010-02-24,1594.2
2010-02-25,1609.8
2010-02-26,1648.0
2010-03-01,1644.3
2010-03-02,1692.8
2010-03-03,1718.8
2010-03-04,1711.8
2010-03-05,1736.2
2010-03-08,1724.3
2010-03-09,1726.5
2010-03-10,1701.8
2010-03-11,1716.5
2010-03-12,1706.3
2010-03-15,1713.5
2010-03-16,1745.0
2010-03-17,1746.5
2010-03-18,1741.0
2010-03-19,1697.5
2010-03-22,1696.8
2010-03-23,1703.0
2010-03-24,1656.8
2010-03-25,1661.0
2010-03-26,1689.5
2010-03-29,1736.0
2010-03-30,1728.5
2010-03-31,1748.8
2010-04-01,1791.8
2010-04-05,1807.0
2010-04-06,1791.0
2010-04-07,1813.8
2010-04-08,1806.5
2010-04-09,1840.0
2010-04-12,1822.3
2010-04-13,1821.8
2010-04-14,1843.0
2010-04-15,1839.8
2010-04-16,1772.0
2010-04-19,1776.5
2010-04-20,1785.7
2010-04-21,1809.0
2010-04-22,1800.0
2010-04-23,1835.5
2010-04-26,1831.0
2010-04-27,1819.5
2010-04-28,1810.3
2010-04-29,1847.2
2010-04-30,1865.0
2010-05-03,1880.7
2010-05-04,1786.3
2010-05-05,1748.5
2010-05-06,1765.8
2010-05-07,1837.7
2010-05-10,1850.8
2010-05-11,1932.2
2010-05-12,1953.8
2010-05-13,1944.0
2010-05-14,1933.5
2010-05-17,1891.5
2010-05-18,1897.8
2010-05-19,1819.7
2010-05-20,1764.3
2010-05-21,1765.3
2010-05-24,1788.0
2010-05-25,1795.0
2010-05-26,1805.7
2010-05-27,1850.8
2010-05-28,1842.2
2010-05-31,1857.5
2010-06-01,1841.5
2010-06-02,1834.5
2010-06-03,1796.0
2010-06-04,1742.8
2010-06-07,1814.3
2010-06-08,1827.8
2010-06-09,1810.0
2010-06-10,1824.0
2010-06-11,1822.3
2010-06-14,1819.5
2010-06-15,1854.3
2010-06-16,1847.5
2010-06-17,1874.5
2010-06-18,1920.5
2010-06-21,1874.0
2010-06-22,1882.8
2010-06-23,1850.4
2010-06-24,1870.0
2010-06-25,1910.0
2010-06-28,1873.8
2010-06-29,1852.0
2010-06-30,1862.3
2010-07-01,1776.8
2010-07-02,1771.9
2010-07-05,1781.5
2010-07-06,1783.0
2010-07-07,1804.5
2010-07-08,1795.3
2010-07-09,1813.0
2010-07-12,1790.5
2010-07-13,1824.5
2010-07-14,1828.0
2010-07-15,1833.3
2010-07-16,1784.8
2010-07-19,1759.0
2010-07-20,1768.0
2010-07-21,1765.8
2010-07-22,1809.3
2010-07-23,1810.0
2010-07-26,1815.3
2010-07-27,1763.3
2010-07-28,1747.8
2010-07-29,1761.0
2010-07-30,1800.8
2010-08-02,1835.0
2010-08-03,1837.3
2010-08-04,1827.8
2010-08-05,1832.5
2010-08-06,1845.5
2010-08-09,1832.0
2010-08-10,1829.2
2010-08-11,1787.0
2010-08-12,1804.5
2010-08-13,1812.7
2010-08-16,1844.5
2010-08-17,1855.5
2010-08-18,1840.3
2010-08-19,1832.0
2010-08-20,1804.5
2010-08-23,1801.0
2010-08-24,1839.5
2010-08-25,1896.3
2010-08-26,1895.0
2010-08-27,1911.0
2010-08-30,1905.0
2010-08-31,1940.0
2010-09-01,1936.8
2010-09-02,1966.3
2010-09-03,1994.9
2010-09-06,1997.0
2010-09-07,1980.0
2010-09-08,1992.0
2010-09-09,1972.5
2010-09-10,1988.8
2010-09-13,2005.0
2010-09-14,2047.3
2010-09-15,2060.0
2010-09-16,2079.0
2010-09-17,2076.0
2010-09-20,2073.7
2010-09-21,2097.5
2010-09-22,2114.3
2010-09-23,2114.0
2010-09-24,2146.8
2010-09-27,2145.0
2010-09-28,2174.5
2010-09-29,2190.5
2010-09-30,2174.0
2010-10-01,2210.3
2010-10-04,2188.0
2010-10-05,2285.3
2010-10-06,2318.0
2010-10-07,2249.8
2010-10-08,2321.0
2010-10-11,2328.5
2010-10-12,2331.0
2010-10-13,2402.3
2010-10-14,2463.3
2010-10-15,2430.7
2010-10-18,2436.0
2010-10-19,2336.0
2010-10-20,2394.3
2010-10-21,2315.5
2010-10-22,2326.8
2010-10-25,2362.7
2010-10-26,2384.3
2010-10-27,2355.0
2010-10-28,2400.8
2010-10-29,2473.3
2010-11-01,2462.5
2010-11-02,2490.3
2010-11-03,2484.5
2010-11-04,2630.0
2010-11-05,2675.0
2010-11-08,2771.5
2010-11-09,2691.7
2010-11-10,2710.8
2010-11-11,2765.0
2010-11-12,2603.3
2010-11-15,2550.8
2010-11-16,2538.5
2010-11-17,2562.0
2010-11-18,2696.3
2010-11-19,2729.8
2010-11-22,2785.3
2010-11-23,2750.5
2010-11-24,2758.3
2010-11-25,2761.2
2010-11-26,2673.0
2010-11-29,2718.0
2010-11-30,2812.7
2010-12-01,2844.7
2010-12-02,2857.8
2010-12-03,2942.0
2010-12-06,3011.2
2010-12-07,2865.3
2010-12-08,2838.0
2010-12-09,2877.0
2010-12-10,2870.8
2010-12-13,2957.2
2010-12-14,2951.0
2010-12-15,2883.0
2010-12-16,2889.0
2010-12-17,2916.7
2010-12-20,2936.0
2010-12-21,2937.3
2010-12-22,2924.8
2010-12-23,2927.8
2010-12-27,2928.8
2010-12-28,3030.5
2010-12-29,3060.3
2010-12-30,3044.7
2010-12-31,3091.3
2011-01-03,3072.5
2011-01-04,2981.5
2011-01-05,2928.0
2011-01-06,2909.5
2011-01-07,2870.0
2011-01-10,2911.5
2011-01-11,2952.5
2011-01-12,2968.5
2011-01-13,2871.5
2011-01-14,2848.0
2011-01-17,2832.0
2011-01-18,2886.5
2011-01-19,2877.0
2011-01-20,2747.0
2011-01-21,2748.5
2011-01-24,2693.5
2011-01-25,2684.0
2011-01-26,2758.0
2011-01-27,2690.5
2011-01-28,2797.0
2011-01-31,2804.0
2011-02-01,2856.5
2011-02-02,2832.5
2011-02-03,2890.5
2011-02-04,2911.0
2011-02-07,2937.5
2011-02-08,3031.5
2011-02-09,3020.5
2011-02-10,3017.0
2011-02-11,2987.0
2011-02-14,3058.0
2011-02-15,3074.5
2011-02-16,3063.5
2011-02-17,3176.0
2011-02-18,3261.5
2011-02-21,3386.5
2011-02-22,3301.5
2011-02-23,3352.0
2011-02-24,3207.5
2011-02-25,3337.0
2011-02-28,3393.0
2011-03-01,3470.0
2011-03-02,3463.5
2011-03-03,3421.0
2011-03-04,3563.5
2011-03-07,3592.0
2011-03-08,3605.0
2011-03-09,3613.0
2011-03-10,3529.5
2011-03-11,3592.0
2011-03-14,3593.5
2011-03-15,3423.5
2011-03-16,3426.0
2011-03-17,3423.0
2011-03-18,3527.5
2011-03-21,3610.0
2011-03-22,3638.0
2011-03-23,3742.0
2011-03-24,3717.0
2011-03-25,3734.5
2011-03-28,3714.0
2011-03-29,3708.0
2011-03-30,3747.5
2011-03-31,3761.5
2011-04-01,3781.5
2011-04-04,3859.0
2011-04-05,3932.0
2011-04-06,3952.0
2011-04-07,3965.0
2011-04-08,4093.0
2011-04-11,4024.0
2011-04-12,4011.0
2011-04-13,4064.5
2011-04-14,4217.5
2011-04-15,4304.5
2011-04-18,4342.5
2011-04-19,4398.0
2011-04-20,4526.5
2011-04-21,4662.5
2011-04-25,4691.0
2011-04-26,4556.5
2011-04-27,4786.5
2011-04-28,4853.0
2011-04-29,4790.0
2011-05-02,4391.5
2011-05-03,4162.5
2011-05-04,3941.0
2011-05-05,3478.5
2011-05-06,3565.0
2011-05-09,3784.5
2011-05-10,3847.5
2011-05-11,3514.0
2011-05-12,3465.5
2011-05-13,3532.0
2011-05-16,3369.0
2011-05-17,3392.0
