Date,JPM.US
1990-05-09,4.06633
1990-05-10,4.10271
1990-05-11,4.22632
1990-05-14,4.29213
1990-05-15,4.41544
1990-05-16,4.35022
1990-05-17,4.35022
1990-05-18,4.39364
1990-05-21,4.41544
1990-05-22,4.43775
1990-05-23,4.43775
1990-05-24,4.43775
1990-05-25,4.45212
1990-05-29,4.49593
1990-05-30,4.49593
1990-05-31,4.49593
1990-06-01,4.59743
1990-06-04,4.66305
1990-06-05,4.72104
1990-06-06,4.69953
1990-06-07,4.67743
1990-06-08,4.66305
1990-06-11,4.64858
1990-06-12,4.62667
1990-06-13,4.54648
1990-06-14,4.45906
1990-06-15,4.41544
1990-06-18,4.37232
1990-06-19,4.43775
1990-06-20,4.31374
1990-06-21,4.33595
1990-06-22,4.22632
1990-06-25,4.12471
1990-06-26,4.16823
1990-06-27,4.29213
1990-06-28,4.33595
1990-06-29,4.29213
1990-07-02,4.29213
1990-07-03,4.29213
1990-07-05,4.31374
1990-07-06,4.29213
1990-07-09,4.29213
1990-07-10,4.16823
1990-07-11,4.183
1990-07-12,4.10271
1990-07-13,4.14662
1990-07-16,4.03709
1990-07-17,4.10271
1990-07-18,4.16823
1990-07-19,4.16823
1990-07-20,4.081
1990-07-23,3.99387
1990-07-24,4.01548
1990-07-25,4.05939
1990-07-26,4.01548
1990-07-27,3.95749
1990-07-30,3.93519
1990-07-31,3.86987
1990-08-01,3.70275
1990-08-02,3.55704
1990-08-03,3.46981
1990-08-06,3.59361
1990-08-07,3.78998
1990-08-08,3.95749
1990-08-09,3.99387
1990-08-10,3.9793
1990-08-13,4.03709
1990-08-14,4.05939
1990-08-15,3.95749
1990-08-16,3.89168
1990-08-17,3.89168
1990-08-20,3.82616
1990-08-21,3.78998
1990-08-22,3.76817
1990-08-23,3.61542
1990-08-24,3.59361
1990-08-27,3.63683
1990-08-28,3.57904
1990-08-29,3.55704
1990-08-30,3.55704
1990-08-31,3.63683
1990-09-04,3.70275
1990-09-05,3.78998
1990-09-06,3.74626
1990-09-07,3.84816
1990-09-10,3.79731
1990-09-11,3.73139
1990-09-12,3.70988
1990-09-13,3.62266
1990-09-14,3.51372
1990-09-17,3.38268
1990-09-18,3.38268
1990-09-19,3.22983
1990-09-20,3.07708
1990-09-21,2.94604
1990-09-24,2.62607
1990-09-25,2.73501
1990-09-26,2.60436
1990-09-27,2.45161
1990-09-28,2.69149
1990-10-01,2.69149
1990-10-02,2.69149
1990-10-03,2.56065
1990-10-04,2.62607
1990-10-05,2.73501
1990-10-08,2.7134
1990-10-09,2.66978
1990-10-10,2.60436
1990-10-11,2.29887
1990-10-12,2.18933
1990-10-15,2.23334
1990-10-16,2.23334
1990-10-17,2.16773
1990-10-18,2.16773
1990-10-19,2.21144
1990-10-22,2.21144
1990-10-23,2.18933
1990-10-24,2.12421
1990-10-25,2.12421
1990-10-26,1.94936
1990-10-29,1.84032
1990-10-30,1.88433
1990-10-31,1.75309
1990-11-01,1.88433
1990-11-02,2.01478
1990-11-05,1.99347
1990-11-06,1.92775
1990-11-07,1.86243
1990-11-08,1.94936
1990-11-09,1.92775
1990-11-12,2.0804
1990-11-13,2.03678
1990-11-14,2.14602
1990-11-15,2.0804
1990-11-16,2.12421
1990-11-19,2.16773
1990-11-20,2.03678
1990-11-21,2.01478
1990-11-23,1.97126
1990-11-26,2.03678
1990-11-27,2.03678
1990-11-28,1.97126
1990-11-29,1.90604
1990-11-30,1.97126
1990-12-03,2.0804
1990-12-04,2.16773
1990-12-05,2.34218
1990-12-06,2.29887
1990-12-07,2.29887
1990-12-10,2.27696
1990-12-11,2.23334
1990-12-12,2.25535
1990-12-13,2.18933
1990-12-14,2.10211
1990-12-17,1.94252
1990-12-18,2.05879
1990-12-19,2.0804
1990-12-20,2.10211
1990-12-21,2.00804
1990-12-24,1.98593
1990-12-26,2.00804
1990-12-27,1.96393
1990-12-28,1.92051
1990-12-31,1.8987
1991-01-02,1.98593
1991-01-03,1.98593
1991-01-04,2.00804
1991-01-07,1.92051
1991-01-08,1.92051
1991-01-09,1.85499
1991-01-10,1.8987
1991-01-11,1.94252
1991-01-14,1.8769
1991-01-15,1.92051
1991-01-16,1.94252
1991-01-17,1.94252
1991-01-18,1.96393
1991-01-21,2.0804
1991-01-22,2.21144
1991-01-23,2.23334
1991-01-24,2.21144
1991-01-25,2.34218
1991-01-28,2.34218
1991-01-29,2.36458
1991-01-30,2.29887
1991-01-31,2.32047
1991-02-01,2.4077
1991-02-04,2.74224
1991-02-05,2.72063
1991-02-06,2.72063
1991-02-07,2.74224
1991-02-08,2.80826
1991-02-11,3.06955
1991-02-12,3.02643
1991-02-13,3.13537
1991-02-14,3.00432
1991-02-15,3.06955
1991-02-19,3.00432
1991-02-20,2.87358
1991-02-21,2.83007
1991-02-22,2.9169
1991-02-25,2.9169
1991-02-26,2.9169
1991-02-27,2.9389
1991-02-28,2.9169
1991-03-01,3.04834
1991-03-04,3.02643
1991-03-05,3.13537
1991-03-06,3.17878
1991-03-07,3.17878
1991-03-08,3.13537
1991-03-11,3.20802
1991-03-12,3.09155
1991-03-13,3.13537
1991-03-14,3.11316
1991-03-15,3.09155
1991-03-18,3.11316
1991-03-19,3.09155
1991-03-20,2.98232
1991-03-21,2.86595
1991-03-22,2.75691
1991-03-25,2.86595
1991-03-26,3.04834
1991-03-27,3.06955
1991-03-28,3.11316
1991-04-01,2.96101
1991-04-02,3.15697
1991-04-03,3.33896
1991-04-04,3.42639
1991-04-05,3.42639
1991-04-08,3.4481
1991-04-09,3.31706
1991-04-10,3.27384
1991-04-11,3.38268
1991-04-12,3.36067
1991-04-15,3.52095
1991-04-16,3.6519
1991-04-17,3.94272
1991-04-18,3.85559
1991-04-19,3.78998
1991-04-22,3.6519
1991-04-23,3.78998
1991-04-24,3.76817
1991-04-25,3.76817
1991-04-26,3.71722
1991-04-29,3.74626
1991-04-30,3.67321
1991-05-01,3.6519
1991-05-02,3.60799
1991-05-03,3.56417
1991-05-06,3.49945
1991-05-07,3.52095
1991-05-08,3.54266
1991-05-09,3.58618
1991-05-10,3.47724
1991-05-13,3.49945
1991-05-14,3.33896
1991-05-15,3.31706
1991-05-16,3.36067
1991-05-17,3.33896
1991-05-20,3.36067
1991-05-21,3.38268
1991-05-22,3.47724
1991-05-23,3.58618
1991-05-24,3.69551
1991-05-28,3.76817
1991-05-29,3.71722
1991-05-30,3.76817
1991-05-31,3.83349
1991-06-03,3.76817
1991-06-04,3.94272
1991-06-05,4.12471
1991-06-06,4.16823
1991-06-07,4.35022
1991-06-10,4.16823
1991-06-11,4.35022
1991-06-12,4.21184
1991-06-13,4.23385
1991-06-14,4.21184
1991-06-17,4.09537
1991-06-18,4.03015
1991-06-19,4.03015
1991-06-20,3.98604
1991-06-21,4.00815
1991-06-24,3.96433
1991-06-25,3.82616
1991-06-26,4.03015
1991-06-27,3.98604
1991-06-28,3.86987
1991-07-01,3.89168
1991-07-02,3.84816
1991-07-03,3.73922
1991-07-05,3.78274
1991-07-08,3.92092
1991-07-09,4.16823
1991-07-10,4.14662
1991-07-11,4.14662
1991-07-12,4.29927
1991-07-15,4.82284
1991-07-16,4.66305
1991-07-17,4.55392
1991-07-18,4.66305
1991-07-19,4.66305
1991-07-22,4.66305
1991-07-23,4.57563
1991-07-24,4.59743
1991-07-25,4.64115
1991-07-26,4.64115
1991-07-29,4.64115
1991-07-30,4.66305
1991-07-31,4.64115
1991-08-01,4.61914
1991-08-02,4.61914
1991-08-05,4.59743
1991-08-06,4.68466
1991-08-07,4.73571
1991-08-08,4.9173
1991-08-09,4.86665
1991-08-12,4.93921
1991-08-13,5.1209
1991-08-14,5.25194
1991-08-15,5.07015
1991-08-16,4.98272
1991-08-19,4.77932
1991-08-20,4.84484
1991-08-21,4.98272
1991-08-22,4.86665
1991-08-23,4.86665
1991-08-26,4.82284
1991-08-27,4.75712
1991-08-28,4.73571
1991-08-29,4.80083
1991-08-30,4.80083
1991-09-03,4.80083
1991-09-04,4.80083
1991-09-05,4.80083
1991-09-06,4.80083
1991-09-09,4.84484
1991-09-10,4.80083
1991-09-11,4.73571
1991-09-12,4.75712
1991-09-13,4.64115
1991-09-16,4.52468
1991-09-17,4.64115
1991-09-18,4.61914
1991-09-19,4.61914
1991-09-20,4.64115
1991-09-23,4.64115
1991-09-24,4.57563
1991-09-25,4.59743
1991-09-26,4.66305
1991-09-27,4.64115
1991-09-30,4.64115
1991-10-01,4.48116
1991-10-02,4.50267
1991-10-03,4.3865
1991-10-04,4.34249
1991-10-07,4.29927
1991-10-08,4.32108
1991-10-09,4.20451
1991-10-10,4.29927
1991-10-11,4.3865
1991-10-14,4.45906
1991-10-15,4.77932
1991-10-16,4.73571
1991-10-17,4.54648
1991-10-18,4.59743
1991-10-21,4.57563
1991-10-22,4.59743
1991-10-23,4.48116
1991-10-24,4.36449
1991-10-25,4.3865
1991-10-28,4.48116
1991-10-29,4.52468
1991-10-30,4.54648
1991-10-31,4.52468
1991-11-01,4.52468
1991-11-04,4.43775
1991-11-05,4.50267
1991-11-06,4.57563
1991-11-07,4.64115
1991-11-08,4.57563
1991-11-11,4.48116
1991-11-12,4.57563
1991-11-13,4.54648
1991-11-14,4.54648
1991-11-15,4.36449
1991-11-18,4.32108
1991-11-19,4.16119
1991-11-20,4.20451
1991-11-21,4.13899
1991-11-22,4.09537
1991-11-25,4.06633
1991-11-26,4.04472
1991-11-27,3.95749
1991-11-29,3.86273
1991-12-02,4.00081
1991-12-03,3.95749
1991-12-04,3.88464
1991-12-05,3.70275
1991-12-06,3.68104
1991-12-09,3.63683
1991-12-10,3.54266
1991-12-11,3.46981
1991-12-12,3.68104
1991-12-13,3.7753
1991-12-16,3.7753
1991-12-17,3.60799
1991-12-18,3.58618
1991-12-19,3.60799
1991-12-20,3.7537
1991-12-23,3.89911
1991-12-24,3.96433
1991-12-26,4.081
1991-12-27,4.19737
1991-12-30,4.34249
1991-12-31,3.94272
1992-01-02,4.34249
1992-01-03,4.42991
1992-01-06,4.59743
1992-01-07,4.66305
1992-01-08,4.87409
1992-01-09,5.10643
1992-01-10,5.01216
1992-01-13,5.01216
1992-01-14,5.26651
1992-01-15,5.59342
1992-01-16,5.52136
1992-01-17,5.31033
1992-01-20,5.20129
1992-01-21,5.17185
1992-01-22,5.12873
1992-01-23,5.14995
1992-01-24,5.245
1992-01-27,5.31033
1992-01-28,5.33947
1992-01-29,5.12873
1992-01-30,5.245
1992-01-31,5.20129
1992-02-03,5.245
1992-02-04,5.38308
1992-02-05,5.49965
1992-02-06,5.65964
1992-02-07,5.71039
1992-02-10,5.96523
1992-02-11,5.87027
1992-02-12,6.0598
1992-02-13,6.03036
1992-02-14,6.00895
1992-02-18,5.98674
1992-02-19,5.87027
1992-02-20,6.03036
1992-02-21,6.21968
1992-02-24,6.2852
1992-02-25,6.12532
1992-02-26,6.14663
1992-02-27,6.2633
1992-02-28,6.24119
1992-03-02,6.17597
1992-03-03,6.17597
1992-03-04,6.0598
1992-03-05,5.84906
1992-03-06,5.77591
1992-03-09,6.0598
1992-03-10,6.00895
1992-03-11,5.94333
1992-03-12,5.84906
1992-03-13,5.96523
1992-03-16,5.98674
1992-03-17,6.19778
1992-03-18,6.24119
1992-03-19,6.43032
1992-03-20,6.56879
1992-03-23,6.45242
1992-03-24,6.37977
1992-03-25,6.37977
1992-03-26,6.49594
1992-03-27,6.43032
1992-03-30,6.19778
1992-03-31,6.13226
1992-04-01,6.11075
1992-04-02,5.89951
1992-04-03,5.80475
1992-04-06,6.01579
1992-04-07,5.73943
1992-04-08,5.5285
1992-04-09,5.71039
1992-04-10,5.95027
1992-04-13,5.95027
1992-04-14,6.39384
1992-04-15,6.37213
1992-04-16,6.41575
1992-04-20,6.34329
1992-04-21,6.51051
1992-04-22,6.74345
1992-04-23,6.83811
1992-04-24,6.69974
1992-04-27,6.74345
1992-04-28,6.67079
1992-04-29,6.64879
1992-04-30,6.58327
1992-05-01,6.69974
1992-05-04,6.97639
1992-05-05,7.07046
1992-05-06,7.20893
1992-05-07,7.12131
1992-05-08,6.9981
1992-05-11,7.07046
1992-05-12,7.09256
1992-05-13,7.23817
1992-05-14,7.12131
1992-05-15,7.02694
1992-05-18,7.04895
1992-05-19,7.07046
1992-05-20,7.04895
1992-05-21,6.97639
1992-05-22,6.97639
1992-05-26,6.74345
1992-05-27,6.74345
1992-05-28,6.72154
1992-05-29,6.83811
1992-06-01,6.93238
1992-06-02,6.9981
1992-06-03,7.07046
1992-06-04,7.12131
1992-06-05,7.09256
1992-06-08,7.12131
1992-06-09,7.09256
1992-06-10,7.14331
1992-06-11,7.09256
1992-06-12,7.02694
1992-06-15,6.97639
1992-06-16,6.91047
1992-06-17,6.53271
1992-06-18,6.62688
1992-06-19,6.69974
1992-06-22,6.62688
1992-06-23,6.69974
1992-06-24,6.67079
1992-06-25,6.78667
1992-06-26,6.95438
1992-06-29,6.96152
1992-06-30,7.01257
1992-07-01,7.15085
1992-07-02,7.33987
1992-07-06,7.15085
1992-07-07,7.10713
1992-07-08,7.08513
1992-07-09,7.2234
1992-07-10,7.33987
1992-07-13,7.12914
1992-07-14,7.15085
1992-07-15,6.96152
1992-07-16,6.72858
1992-07-17,6.77269
1992-07-20,6.96152
1992-07-21,6.80144
1992-07-22,6.58327
1992-07-23,6.42328
1992-07-24,6.44489
1992-07-27,6.4667
1992-07-28,6.56126
1992-07-29,6.51794
1992-07-30,6.53955
1992-07-31,6.58327
1992-08-03,6.53955
1992-08-04,6.4889
1992-08-05,6.32892
1992-08-06,6.35033
1992-08-07,6.29997
1992-08-10,6.1615
1992-08-11,6.35033
1992-08-12,6.35033
1992-08-13,6.37213
1992-08-14,6.53955
1992-08-17,6.4889
1992-08-18,6.44489
1992-08-19,6.1833
1992-08-20,6.35033
1992-08-21,6.27797
1992-08-24,6.06683
1992-08-25,5.95027
1992-08-26,6.04513
1992-08-27,6.1833
1992-08-28,6.20511
1992-08-31,6.13959
1992-09-01,6.27797
1992-09-02,6.35033
1992-09-03,6.1833
1992-09-04,6.27797
1992-09-08,5.95027
1992-09-09,5.8556
1992-09-10,5.92856
1992-09-11,5.80475
1992-09-14,6.08874
1992-09-15,5.95027
1992-09-16,5.92856
1992-09-17,5.87751
1992-09-18,5.8556
1992-09-21,5.80475
1992-09-22,5.71039
1992-09-23,5.80475
1992-09-24,5.80475
1992-09-25,5.92856
1992-09-28,6.04513
1992-09-29,6.06683
1992-09-30,6.21968
1992-10-01,6.24119
1992-10-02,6.10282
1992-10-05,6.05197
1992-10-06,6.07447
1992-10-07,6.03036
1992-10-08,5.93579
1992-10-09,5.90675
1992-10-12,6.05197
1992-10-13,6.03036
1992-10-14,6.05197
1992-10-15,5.9575
1992-10-16,5.97971
1992-10-19,6.3868
1992-10-20,6.3868
1992-10-21,6.40881
1992-10-22,6.45956
1992-10-23,6.50337
1992-10-26,6.74345
1992-10-27,6.62688
1992-10-28,6.62688
1992-10-29,6.62688
1992-10-30,6.55452
1992-11-02,6.67079
1992-11-03,6.62688
1992-11-04,6.64879
1992-11-05,6.6922
1992-11-06,6.72154
1992-11-09,6.7945
1992-11-10,6.83811
1992-11-11,6.91047
1992-11-12,6.96152
1992-11-13,6.98343
1992-11-16,6.96152
1992-11-17,6.85992
1992-11-18,6.83811
1992-11-19,6.81611
1992-11-20,6.7945
1992-11-23,6.93238
1992-11-24,6.93238
1992-11-25,7.12131
1992-11-27,7.17236
1992-11-30,7.15085
1992-12-01,7.00514
1992-12-02,7.00514
1992-12-03,7.05628
1992-12-04,7.12131
1992-12-07,7.05628
1992-12-08,7.0997
1992-12-09,6.96152
1992-12-10,6.7945
1992-12-11,6.88886
1992-12-14,6.91047
1992-12-15,6.98343
1992-12-16,6.93238
1992-12-17,7.00514
1992-12-18,7.02694
1992-12-21,7.19436
1992-12-22,7.36168
1992-12-23,7.33987
1992-12-24,7.33987
1992-12-28,7.38349
1992-12-29,7.38349
1992-12-30,7.44187
1992-12-31,7.41997
1993-01-04,7.41997
1993-01-05,7.3035
1993-01-06,7.36872
1993-01-07,7.23094
1993-01-08,7.27475
1993-01-11,7.36872
1993-01-12,7.41997
1993-01-13,7.51453
1993-01-14,7.7552
1993-01-15,7.78315
1993-01-18,7.92163
1993-01-19,7.99518
1993-01-20,7.7552
1993-01-21,7.63774
1993-01-22,7.65935
1993-01-25,7.58748
1993-01-26,7.7331
1993-01-27,8.02313
1993-01-28,7.78315
1993-01-29,7.80575
1993-02-01,7.87782
1993-02-02,7.89853
1993-02-03,7.99518
1993-02-04,8.09718
1993-02-05,8.23367
1993-02-08,8.21305
1993-02-09,8.14069
1993-02-10,8.14069
1993-02-11,8.16012
1993-02-12,8.04474
1993-02-16,7.78315
1993-02-17,7.71099
1993-02-18,7.63774
1993-02-19,7.89853
1993-02-22,8.04474
1993-02-23,7.82726
1993-02-24,8.04474
1993-02-25,7.99518
1993-02-26,7.78315
1993-03-01,7.87782
1993-03-02,8.04474
1993-03-03,8.06774
1993-03-04,7.87782
1993-03-05,7.85571
1993-03-08,8.04474
1993-03-09,8.23367
1993-03-10,8.45095
1993-03-11,8.33576
1993-03-12,8.21305
1993-03-15,8.21305
1993-03-16,8.30652
1993-03-17,8.06774
1993-03-18,8.02313
1993-03-19,7.89853
1993-03-22,7.95166
1993-03-23,7.82726
1993-03-24,7.65935
1993-03-25,7.68145
1993-03-26,7.80575
1993-03-29,7.89853
1993-03-30,7.82726
1993-03-31,7.81973
1993-04-01,7.89189
1993-04-02,7.5287
1993-04-05,7.72576
1993-04-06,7.60166
1993-04-07,7.79862
1993-04-08,7.79862
1993-04-12,8.20512
1993-04-13,8.40178
1993-04-14,8.27748
1993-04-15,7.98774
1993-04-16,8.01728
1993-04-19,7.87088
1993-04-20,7.79862
1993-04-21,7.69652
1993-04-22,7.57985
1993-04-23,7.33254
1993-04-26,7.14331
1993-04-27,7.33254
1993-04-28,7.40539
1993-04-29,7.47815
1993-04-30,7.40539
1993-05-03,7.43444
1993-05-04,7.65261
1993-05-05,7.45624
1993-05-06,7.36168
1993-05-07,7.28892
1993-05-10,7.40539
1993-05-11,7.65261
1993-05-12,7.62426
1993-05-13,7.21617
1993-05-14,7.09256
1993-05-17,6.9981
1993-05-18,6.97639
1993-05-19,7.23817
1993-05-20,7.31093
1993-05-21,7.07046
1993-05-24,7.14331
1993-05-25,7.23817
1993-05-26,7.60166
1993-05-27,7.43444
1993-05-28,7.43444
1993-06-01,7.55091
1993-06-02,7.36168
1993-06-03,7.33254
1993-06-04,7.18713
1993-06-07,6.87439
1993-06-08,7.01981
1993-06-09,7.21617
1993-06-10,7.23817
1993-06-11,7.45624
1993-06-14,7.5287
1993-06-15,7.5287
1993-06-16,7.55091
1993-06-17,7.65261
1993-06-18,7.5287
1993-06-21,7.76838
1993-06-22,7.91439
1993-06-23,7.69652
1993-06-24,7.87088
1993-06-25,7.91439
1993-06-28,8.11095
1993-06-29,7.9808
1993-06-30,7.9808
1993-07-01,7.92906
1993-07-02,7.78315
1993-07-06,7.85571
1993-07-07,7.88565
1993-07-08,7.92906
1993-07-09,7.88565
1993-07-12,7.90666
1993-07-13,7.71099
1993-07-14,7.61722
1993-07-15,7.76234
1993-07-16,7.78315
1993-07-19,7.76234
1993-07-20,7.76234
1993-07-21,7.88565
1993-07-22,7.78315
1993-07-23,7.85571
1993-07-26,7.9592
1993-07-27,7.85571
1993-07-28,7.9808
1993-07-29,8.02977
1993-07-30,8.05336
1993-08-02,8.00222
1993-08-03,8.12543
1993-08-04,8.24953
1993-08-05,8.24953
1993-08-06,8.19848
1993-08-09,8.19848
1993-08-10,8.10421
1993-08-11,8.07537
1993-08-12,8.05336
1993-08-13,8.10421
1993-08-16,7.9592
1993-08-17,7.80575
1993-08-18,7.80575
1993-08-19,7.71099
1993-08-20,7.68928
1993-08-23,7.71099
1993-08-24,7.88565
1993-08-25,7.88565
1993-08-26,7.92906
1993-08-27,7.92906
1993-08-30,7.88565
1993-08-31,7.92906
1993-09-01,7.80575
1993-09-02,7.80575
1993-09-03,7.90666
1993-09-07,8.00222
1993-09-08,8.00222
1993-09-09,8.41774
1993-09-10,8.59111
1993-09-13,8.39633
1993-09-14,8.46601
1993-09-15,8.46601
1993-09-16,8.44331
1993-09-17,8.46601
1993-09-20,8.54154
1993-09-21,8.41774
1993-09-22,8.48881
1993-09-23,8.61252
1993-09-24,8.64225
1993-09-27,8.76021
1993-09-28,8.807
1993-09-29,8.76021
1993-09-30,8.85448
1993-10-01,8.87678
1993-10-04,8.897
1993-10-05,8.87678
1993-10-06,8.92198
1993-10-07,8.92198
1993-10-08,8.82305
1993-10-11,8.897
1993-10-12,8.94755
1993-10-13,9.07066
1993-10-14,8.87678
1993-10-15,8.55503
1993-10-18,8.26509
1993-10-19,8.0375
1993-10-20,8.14069
1993-10-21,8.26509
1993-10-22,8.21305
1993-10-25,8.23367
1993-10-26,8.0375
1993-10-27,8.0375
1993-10-28,8.0375
1993-10-29,7.89189
1993-11-01,8.14069
1993-11-02,7.98774
1993-11-03,7.76838
1993-11-04,7.44911
1993-11-05,7.64478
1993-11-08,7.57281
1993-11-09,7.59422
1993-11-10,7.62426
1993-11-11,7.52147
1993-11-12,7.57281
1993-11-15,7.44911
1993-11-16,7.52147
1993-11-17,7.427
1993-11-18,7.34711
1993-11-19,7.25255
1993-11-22,7.10713
1993-11-23,7.27475
1993-11-24,7.3035
1993-11-26,7.37615
1993-11-29,7.52147
1993-11-30,7.57281
1993-12-01,7.66718
1993-12-02,7.74677
1993-12-03,7.76838
1993-12-06,7.81973
1993-12-07,7.96574
1993-12-08,7.94393
1993-12-09,7.94393
1993-12-10,7.76838
1993-12-13,7.71932
1993-12-14,7.66718
1993-12-15,7.62426
1993-12-16,7.64478
1993-12-17,7.78989
1993-12-20,7.96574
1993-12-21,7.91439
1993-12-22,7.98774
1993-12-23,7.98774
1993-12-27,8.14069
1993-12-28,8.0375
1993-12-29,7.94393
1993-12-30,7.98774
1993-12-31,7.96574
1994-01-03,8.01728
1994-01-04,8.0375
1994-01-05,7.96574
1994-01-06,7.84283
1994-01-07,8.06774
1994-01-10,8.19095
1994-01-11,8.14069
1994-01-12,8.16012
1994-01-13,8.24239
1994-01-14,8.24239
1994-01-17,8.24239
1994-01-18,8.0375
1994-01-19,7.66718
1994-01-20,7.54377
1994-01-21,7.47072
1994-01-24,7.49262
1994-01-25,7.39796
1994-01-26,7.52147
1994-01-27,7.64478
1994-01-28,7.76838
1994-01-31,7.84283
1994-02-01,7.66718
1994-02-02,7.76838
1994-02-03,7.52147
1994-02-04,7.34711
1994-02-07,7.39796
1994-02-08,7.31797
1994-02-09,7.41997
1994-02-10,7.34711
1994-02-11,7.27475
1994-02-14,7.24551
1994-02-15,7.27475
1994-02-16,7.29596
1994-02-17,7.27475
1994-02-18,7.24551
1994-02-22,7.36872
1994-02-23,7.44187
1994-02-24,7.41997
1994-02-25,7.52147
1994-02-28,7.39796
1994-03-01,7.39796
1994-03-02,7.34711
1994-03-03,7.14331
1994-03-04,7.2234
1994-03-07,7.2234
1994-03-08,7.2234
1994-03-09,7.12131
1994-03-10,7.12131
1994-03-11,7.2234
1994-03-14,7.52147
1994-03-15,7.56478
1994-03-16,7.74053
1994-03-17,7.69652
1994-03-18,7.61722
1994-03-21,7.56478
1994-03-22,7.61722
1994-03-23,7.59422
1994-03-24,7.54377
1994-03-25,7.39796
1994-03-28,7.36872
1994-03-29,7.27475
1994-03-30,7.12131
1994-03-31,7.29596
1994-04-04,7.19436
1994-04-05,7.29596
1994-04-06,7.29596
1994-04-07,7.62426
1994-04-08,7.55091
1994-04-11,7.77532
1994-04-12,7.72576
1994-04-13,7.57281
1994-04-14,7.62426
1994-04-15,7.64478
1994-04-18,7.52147
1994-04-19,7.41997
1994-04-20,7.29596
1994-04-21,7.36872
1994-04-22,7.2234
1994-04-25,7.07046
1994-04-26,7.12131
1994-04-28,7.01981
1994-04-29,6.96866
1994-05-02,7.12131
1994-05-03,7.14331
1994-05-04,7.14331
1994-05-05,7.07046
1994-05-06,6.94715
1994-05-09,6.87439
1994-05-10,7.04895
1994-05-11,6.896
1994-05-12,6.896
1994-05-13,6.9181
1994-05-16,6.96866
1994-05-17,7.17236
1994-05-18,7.49996
1994-05-19,7.41997
1994-05-20,7.24551
1994-05-23,7.2234
1994-05-24,7.39796
1994-05-25,7.44911
1994-05-26,7.41997
1994-05-27,7.62426
1994-05-31,7.69652
1994-06-01,7.97248
1994-06-02,7.89853
1994-06-03,8.00222
1994-06-06,8.09718
1994-06-07,7.95166
1994-06-08,7.95166
1994-06-09,7.92163
1994-06-10,8.02313
1994-06-13,8.19848
1994-06-14,8.09718
1994-06-15,8.09718
1994-06-16,8.09718
1994-06-17,8.00222
1994-06-20,7.89853
1994-06-21,7.77532
1994-06-22,7.84957
1994-06-23,7.79862
1994-06-24,7.69652
1994-06-27,7.84957
1994-06-28,7.82726
1994-06-29,7.77532
1994-06-30,7.79862
1994-07-01,7.87782
1994-07-05,7.77532
1994-07-06,7.72576
1994-07-07,7.79862
1994-07-08,7.74677
1994-07-11,7.77532
1994-07-12,7.74677
1994-07-13,7.74677
1994-07-14,7.92906
1994-07-15,7.82726
1994-07-18,7.84957
1994-07-19,7.77532
1994-07-20,7.62426
1994-07-21,7.67402
1994-07-22,7.67402
1994-07-25,7.74677
1994-07-26,7.74677
1994-07-27,7.59422
1994-07-28,7.62426
1994-07-29,7.77532
1994-08-01,7.84957
1994-08-02,7.87782
1994-08-03,7.87782
1994-08-04,7.69652
1994-08-05,7.67402
1994-08-08,7.69652
1994-08-09,7.67402
1994-08-10,7.67402
1994-08-11,7.69652
1994-08-12,7.77532
1994-08-15,7.77532
1994-08-16,7.92906
1994-08-17,7.87782
1994-08-18,7.82726
1994-08-19,7.84957
1994-08-22,7.89853
1994-08-23,7.9808
1994-08-24,8.02977
1994-08-25,7.9808
1994-08-26,8.02977
1994-08-29,8.00222
1994-08-30,7.95166
1994-08-31,7.84957
1994-09-01,7.77532
1994-09-02,7.77532
1994-09-06,7.74677
1994-09-07,7.69652
1994-09-08,7.72576
1994-09-09,7.54377
1994-09-12,7.41997
1994-09-13,7.44187
1994-09-14,7.47072
1994-09-15,7.49262
1994-09-16,7.49262
1994-09-19,7.34711
1994-09-20,7.34711
1994-09-21,7.39063
1994-09-22,7.36872
1994-09-23,7.31797
1994-09-26,7.19436
1994-09-27,7.19436
1994-09-28,7.21617
1994-09-29,7.19436
1994-09-30,7.17999
1994-10-03,7.0997
1994-10-04,7.02694
1994-10-05,6.9981
1994-10-06,6.9981
1994-10-07,7.2017
1994-10-10,7.36168
1994-10-11,7.36168
1994-10-12,7.56478
1994-10-13,7.56478
1994-10-14,7.66718
1994-10-17,7.71932
1994-10-18,7.71932
1994-10-19,7.66718
1994-10-20,7.53644
1994-10-21,7.46368
1994-10-24,7.26008
1994-10-25,7.36168
1994-10-26,7.43444
1994-10-27,7.58748
1994-10-28,7.66718
1994-10-31,7.79862
1994-11-01,7.58748
1994-11-02,7.48529
1994-11-03,7.61722
1994-11-04,7.46368
1994-11-07,7.38349
1994-11-08,7.41253
1994-11-09,7.36168
1994-11-10,7.38349
1994-11-11,7.36168
1994-11-14,7.46368
1994-11-15,7.48529
1994-11-16,7.46368
1994-11-17,7.33254
1994-11-18,7.26008
1994-11-21,7.23094
1994-11-22,7.02694
1994-11-23,7.43444
1994-11-25,7.38349
1994-11-28,7.31093
1994-11-29,7.53644
1994-11-30,7.46368
1994-12-01,7.51453
1994-12-02,7.66718
1994-12-05,7.79862
1994-12-06,7.89853
1994-12-07,7.74053
1994-12-08,7.58748
1994-12-09,7.58748
1994-12-12,7.66718
1994-12-13,7.76838
1994-12-14,7.79862
1994-12-15,7.66718
