Date,RB.F
2019-03-26,1.906
2019-03-27,1.8733
2019-03-28,1.8639
2019-03-29,1.8825
2019-04-01,1.8989
2019-04-02,1.9285
2019-04-03,1.9512
2019-04-04,1.9399
2019-04-05,1.9687
2019-04-08,1.988
2019-04-09,1.999
2019-04-10,2.0692
2019-04-11,2.0022
2019-04-12,2.0123
2019-04-15,1.9911
2019-04-16,2.0081
2019-04-17,2.0111
2019-04-18,2.0325
2019-04-22,2.0765
2019-04-23,2.082
2019-04-24,2.0746
2019-04-25,2.0782
2019-04-26,2.0463
2019-04-29,2.0294
2019-04-30,2.0668
2019-05-01,2.0642
2019-05-02,2.0183
2019-05-03,2.0265
2019-05-06,1.9966
2019-05-07,1.9487
2019-05-08,1.975
2019-05-09,1.9754
2019-05-10,1.9891
2019-05-13,1.9637
2019-05-14,1.95
2019-05-15,1.9822
2019-05-16,2.028
2019-05-17,2.0182
2019-05-20,1.9849
2019-05-21,1.9973
2019-05-22,1.9675
2019-05-23,1.891
2019-05-24,1.9132
2019-05-28,1.936
2019-05-29,1.9202
2019-05-30,1.8542
2019-05-31,1.7714
2019-06-03,1.7413
2019-06-04,1.7242
2019-06-05,1.6928
2019-06-06,1.7076
2019-06-07,1.7389
2019-06-10,1.7303
2019-06-11,1.7563
2019-06-12,1.6861
2019-06-13,1.7199
2019-06-14,1.7325
2019-06-17,1.6696
2019-06-18,1.7
2019-06-19,1.7096
2019-06-20,1.7622
2019-06-21,1.8161
2019-06-24,1.8172
2019-06-25,1.8436
2019-06-26,1.931
2019-06-27,1.9149
2019-06-28,1.8966
2019-07-01,1.9305
2019-07-02,1.8703
2019-07-03,1.9167
2019-07-05,1.9295
2019-07-08,1.9013
2019-07-09,1.9269
2019-07-10,2.0052
2019-07-11,1.9895
2019-07-12,1.9261
2019-07-15,1.8867
2019-07-16,1.8448
2019-07-17,1.8317
2019-07-18,1.7862
2019-07-19,1.7952
2019-07-22,1.7882
2019-07-23,1.814
2019-07-24,1.8043
2019-07-25,1.8254
2019-07-26,1.8224
2019-07-29,1.8153
2019-07-30,1.846
2019-07-31,1.8628
2019-08-01,1.7499
2019-08-02,1.7815
2019-08-05,1.718
2019-08-06,1.6873
2019-08-07,1.6203
2019-08-08,1.6457
2019-08-09,1.674
2019-08-12,1.6652
2019-08-13,1.7364
2019-08-14,1.5402
2019-08-15,1.5069
2019-08-16,1.522
2019-08-19,1.5305
2019-08-20,1.5482
2019-08-21,1.5639
2019-08-22,1.5462
2019-08-23,1.527
2019-08-26,1.5079
2019-08-27,1.5387
2019-08-28,1.5648
2019-08-29,1.5748
2019-08-30,1.5297
2019-09-03,1.4705
2019-09-04,1.5329
2019-09-05,1.546
2019-09-06,1.5742
2019-09-09,1.5846
2019-09-10,1.5908
2019-09-11,1.5699
2019-09-12,1.553
2019-09-13,1.5354
2019-09-16,1.7301
2019-09-17,1.6488
2019-09-18,1.6301
2019-09-19,1.6631
2019-09-20,1.647
2019-09-23,1.658
2019-09-24,1.6264
2019-09-25,1.6002
2019-09-26,1.6221
2019-09-27,1.6065
2019-09-30,1.5665
2019-10-01,1.5737
2019-10-02,1.5455
2019-10-03,1.5559
2019-10-04,1.5734
2019-10-07,1.5694
2019-10-08,1.5809
2019-10-09,1.5871
2019-10-10,1.6233
2019-10-11,1.6388
2019-10-14,1.6132
2019-10-15,1.5704
2019-10-16,1.5842
2019-10-17,1.5819
2019-10-18,1.5778
2019-10-21,1.5637
2019-10-22,1.569
2019-10-23,1.6133
2019-10-24,1.6259
2019-10-25,1.6356
2019-10-28,1.6344
2019-10-29,1.6416
2019-10-30,1.6178
2019-10-31,1.5946
2019-11-01,1.6557
2019-11-04,1.6637
2019-11-05,1.6746
2019-11-06,1.6262
2019-11-07,1.6355
2019-11-08,1.6337
2019-11-11,1.6099
2019-11-12,1.6144
2019-11-13,1.6309
2019-11-14,1.6116
2019-11-15,1.6308
2019-11-18,1.616
2019-11-19,1.5983
2019-11-20,1.6506
2019-11-21,1.6983
2019-11-22,1.6698
2019-11-25,1.6715
2019-11-26,1.6976
2019-11-27,1.6765
2019-11-29,1.591
2019-12-02,1.5733
2019-12-03,1.5629
2019-12-04,1.6042
2019-12-05,1.6211
2019-12-06,1.6474
2019-12-09,1.6548
2019-12-10,1.6525
2019-12-11,1.6261
2019-12-12,1.6283
2019-12-13,1.6632
2019-12-16,1.6627
2019-12-17,1.6899
2019-12-18,1.6899
2019-12-19,1.7097
2019-12-20,1.7072
2019-12-23,1.7065
2019-12-24,1.7274
2019-12-26,1.7539
2019-12-27,1.7447
2019-12-30,1.724
2019-12-31,1.6905
2020-01-02,1.7042
2020-01-03,1.7488
2020-01-06,1.7544
2020-01-07,1.7222
2020-01-08,1.6488
2020-01-09,1.6527
2020-01-10,1.6596
2020-01-13,1.6573
2020-01-14,1.6642
2020-01-15,1.6492
2020-01-16,1.667
2020-01-17,1.6549
2020-01-21,1.6509
2020-01-22,1.5934
2020-01-23,1.573
2020-01-24,1.5259
2020-01-27,1.493
2020-01-28,1.5143
2020-01-29,1.5408
2020-01-30,1.5055
2020-01-31,1.5041
2020-02-03,1.4737
2020-02-04,1.4432
2020-02-05,1.4863
2020-02-06,1.498
2020-02-07,1.5239
2020-02-10,1.5213
2020-02-11,1.5142
2020-02-12,1.581
2020-02-13,1.7227
2020-02-14,1.7273
2020-02-18,1.7424
2020-02-19,1.7819
2020-02-20,1.7845
2020-02-21,1.7612
2020-02-24,1.7132
2020-02-25,1.6329
2020-02-26,1.5571
2020-02-27,1.5174
2020-02-28,1.4771
2020-03-02,1.53
2020-03-03,1.5226
2020-03-04,1.5392
2020-03-05,1.5066
2020-03-06,1.3811
2020-03-09,1.1369
2020-03-10,1.1602
2020-03-11,1.1209
2020-03-12,0.919
2020-03-13,0.9135
2020-03-16,0.7017
2020-03-17,0.719
2020-03-18,0.6459
2020-03-19,0.6932
2020-03-20,0.6281
2020-03-23,0.4947
2020-03-24,0.5105
2020-03-25,0.6054
2020-03-26,0.598
2020-03-27,0.6136
2020-03-30,0.6168
2020-03-31,0.5927
2020-04-01,0.5465
2020-04-02,0.6628
2020-04-03,0.6916
2020-04-06,0.7016
2020-04-07,0.6482
2020-04-08,0.678
2020-04-09,0.6773
2020-04-13,0.7033
2020-04-14,0.72
2020-04-15,0.7204
2020-04-16,0.7569
2020-04-17,0.7646
2020-04-20,0.7255
2020-04-21,0.5695
2020-04-22,0.6875
2020-04-23,0.6821
2020-04-24,0.7001
2020-04-27,0.6849
2020-04-28,0.704
2020-04-29,0.7545
2020-04-30,0.7837
2020-05-01,0.7663
2020-05-04,0.8215
2020-05-05,0.9013
2020-05-06,0.8769
2020-05-07,0.9314
2020-05-08,0.9522
2020-05-11,0.9242
2020-05-12,0.9363
2020-05-13,0.8818
2020-05-14,0.9369
2020-05-15,0.9838
2020-05-18,1.0426
2020-05-19,1.055
2020-05-20,1.0561
2020-05-21,1.0618
2020-05-22,1.0518
2020-05-26,1.0648
2020-05-27,1.0177
2020-05-28,1.026
2020-05-29,1.0785
2020-06-01,1.0667
2020-06-02,1.1183
2020-06-03,1.1193
2020-06-04,1.149
2020-06-05,1.2136
2020-06-08,1.195
2020-06-09,1.2103
2020-06-10,1.2099
2020-06-11,1.1188
2020-06-12,1.1367
2020-06-15,1.1732
2020-06-16,1.2149
2020-06-17,1.2219
2020-06-18,1.2575
2020-06-19,1.271
2020-06-22,1.2904
2020-06-23,1.2983
2020-06-24,1.1992
2020-06-25,1.1972
2020-06-26,1.1569
2020-06-29,1.1878
2020-06-30,1.2015
2020-07-01,1.2169
2020-07-02,1.2592
2020-07-06,1.2408
2020-07-07,1.275
2020-07-08,1.2909
2020-07-09,1.2505
2020-07-10,1.2831
2020-07-13,1.2471
2020-07-14,1.2262
2020-07-15,1.2428
2020-07-16,1.2157
2020-07-17,1.2062
2020-07-20,1.2131
2020-07-21,1.2604
2020-07-22,1.2603
2020-07-23,1.2363
2020-07-24,1.256
2020-07-27,1.2447
2020-07-28,1.2352
2020-07-29,1.2132
2020-07-30,1.1908
2020-07-31,1.1711
2020-08-03,1.2131
2020-08-04,1.2143
2020-08-05,1.2228
2020-08-06,1.2281
2020-08-07,1.2076
2020-08-10,1.2293
2020-08-11,1.2045
2020-08-12,1.2438
2020-08-13,1.1789
2020-08-14,1.188
2020-08-17,1.2134
2020-08-18,1.2249
2020-08-19,1.2285
2020-08-20,1.2264
2020-08-21,1.213
2020-08-24,1.2598
2020-08-25,1.2685
2020-08-26,1.2634
2020-08-27,1.2182
2020-08-28,1.2465
2020-08-31,1.2137
2020-09-01,1.2247
2020-09-02,1.202
2020-09-03,1.2049
2020-09-04,1.1772
2020-09-08,1.1028
2020-09-09,1.1193
2020-09-10,1.0977
2020-09-11,1.0949
2020-09-14,1.1068
2020-09-15,1.1199
2020-09-16,1.1694
2020-09-17,1.2017
2020-09-18,1.2097
2020-09-21,1.1544
2020-09-22,1.1438
2020-09-23,1.1578
2020-09-24,1.1732
2020-09-25,1.1898
2020-09-28,1.2132
2020-09-29,1.1711
2020-09-30,1.1816
2020-10-01,1.1524
2020-10-02,1.1235
2020-10-05,1.1941
2020-10-06,1.2351
2020-10-07,1.2009
2020-10-08,1.2316
2020-10-09,1.2032
2020-10-12,1.1757
2020-10-13,1.1633
2020-10-14,1.1795
2020-10-15,1.1637
2020-10-16,1.1535
2020-10-19,1.1485
2020-10-20,1.1725
2020-10-21,1.1271
2020-10-22,1.1452
2020-10-23,1.127
2020-10-26,1.0969
2020-10-27,1.1288
2020-10-28,1.0636
2020-10-29,1.028
2020-10-30,1.0322
2020-11-02,1.052
2020-11-03,1.0769
2020-11-04,1.1081
2020-11-05,1.1159
2020-11-06,1.0844
2020-11-09,1.1607
2020-11-10,1.1941
2020-11-11,1.1759
2020-11-12,1.1558
2020-11-13,1.125
2020-11-16,1.147
2020-11-17,1.1528
2020-11-18,1.1626
2020-11-19,1.1596
2020-11-20,1.1703
2020-11-23,1.1971
2020-11-24,1.251
2020-11-25,1.271
2020-11-27,1.266
2020-11-30,1.2416
2020-12-01,1.2204
2020-12-02,1.2399
2020-12-03,1.2617
2020-12-04,1.2685
2020-12-07,1.2558
2020-12-08,1.2559
2020-12-09,1.2759
2020-12-10,1.3166
2020-12-11,1.3077
2020-12-14,1.3191
2020-12-15,1.3268
2020-12-16,1.3515
2020-12-17,1.3817
2020-12-18,1.391
2020-12-21,1.3548
2020-12-22,1.3355
2020-12-23,1.3762
2020-12-24,1.3722
2020-12-28,1.3607
2020-12-29,1.3783
2020-12-30,1.4013
2020-12-31,1.4101
2021-01-04,1.3729
2021-01-05,1.4521
2021-01-06,1.475
2021-01-07,1.4827
2021-01-08,1.5423
2021-01-11,1.5208
2021-01-12,1.5518
2021-01-13,1.5467
2021-01-14,1.5538
2021-01-15,1.5277
2021-01-19,1.5379
2021-01-20,1.5437
2021-01-21,1.5472
2021-01-22,1.545
2021-01-25,1.5579
2021-01-26,1.5748
2021-01-27,1.5716
2021-01-28,1.5754
2021-01-29,1.5527
2021-02-01,1.5901
2021-02-02,1.616
2021-02-03,1.6486
2021-02-04,1.6448
2021-02-05,1.6493
2021-02-08,1.6748
2021-02-09,1.6736
2021-02-10,1.6534
2021-02-11,1.7786
2021-02-12,1.8139
2021-02-16,1.8637
2021-02-17,1.8938
2021-02-18,1.8872
2021-02-19,1.8889
2021-02-22,1.9309
2021-02-23,1.9425
2021-02-24,1.9777
2021-02-25,1.9764
2021-02-26,1.9505
2021-03-01,1.9429
2021-03-02,1.9364
2021-03-03,1.9518
2021-03-04,1.9979
2021-03-05,2.0647
2021-03-08,2.0487
2021-03-09,2.0502
2021-03-10,2.0747
2021-03-11,2.1273
2021-03-12,2.1348
2021-03-15,2.0994
2021-03-16,2.0957
2021-03-17,2.0475
2021-03-18,1.9407
2021-03-19,1.9437
2021-03-22,1.9584
2021-03-23,1.8959
2021-03-24,1.9875
2021-03-25,1.9196
2021-03-26,1.9709
2021-03-29,2.0009
2021-03-30,1.9964
2021-03-31,1.9597
2021-04-01,2.0223
2021-04-05,1.9611
2021-04-06,1.9663
2021-04-07,1.9518
2021-04-08,1.9593
2021-04-09,1.9621
2021-04-12,1.97
2021-04-13,1.9757
2021-04-14,2.0409
2021-04-15,2.0526
2021-04-16,2.0426
2021-04-19,2.0463
2021-04-20,2.0209
2021-04-21,1.9881
2021-04-22,1.9811
2021-04-23,2.0051
2021-04-26,1.9902
2021-04-27,2.0288
2021-04-28,2.0743
2021-04-29,2.1038
2021-04-30,2.0763
2021-05-03,2.1015
2021-05-04,2.1512
2021-05-05,2.1513
2021-05-06,2.1137
2021-05-07,2.1269
2021-05-10,2.1334
2021-05-11,2.1399
2021-05-12,2.161
2021-05-13,2.093
2021-05-14,2.1224
2021-05-17,2.1536
2021-05-18,2.1554
2021-05-19,2.0979
2021-05-20,2.0462
2021-05-21,2.0709
2021-05-24,2.1217
2021-05-25,2.1229
2021-05-26,2.1512
2021-05-27,2.1552
2021-05-28,2.1369
2021-06-01,2.1704
2021-06-02,2.1941
2021-06-03,2.1954
2021-06-04,2.2071
2021-06-07,2.1907
2021-06-08,2.2158
2021-06-09,2.201
2021-06-10,2.2115
2021-06-11,2.1864
2021-06-14,2.173
2021-06-15,2.1729
2021-06-16,2.16
2021-06-17,2.1388
2021-06-18,2.174
2021-06-21,2.2031
2021-06-22,2.2301
2021-06-23,2.2699
2021-06-24,2.28
2021-06-25,2.2612
2021-06-28,2.2177
2021-06-29,2.2415
2021-06-30,2.2418
2021-07-01,2.2676
2021-07-02,2.2998
2021-07-06,2.2282
2021-07-07,2.206
2021-07-08,2.2552
2021-07-09,2.292
2021-07-12,2.2772
2021-07-13,2.3183
2021-07-14,2.2722
2021-07-15,2.2318
2021-07-16,2.2345
2021-07-19,2.0903
2021-07-20,2.1104
2021-07-21,2.1941
2021-07-22,2.2474
2021-07-23,2.2612
2021-07-26,2.2754
2021-07-27,2.2813
2021-07-28,2.282
2021-07-29,2.3251
2021-07-30,2.3347
2021-08-02,2.2747
2021-08-03,2.2708
2021-08-04,2.25
2021-08-05,2.294
2021-08-06,2.2569
2021-08-09,2.2348
2021-08-10,2.2679
2021-08-11,2.3022
2021-08-12,2.13
2021-08-13,2.1129
2021-08-16,2.0668
2021-08-17,2.0397
2021-08-18,2.0162
2021-08-19,1.9525
2021-08-20,1.8902
2021-08-23,1.9866
2021-08-24,2.0576
2021-08-25,2.145
2021-08-26,2.0923
2021-08-27,2.1196
2021-08-30,2.1538
2021-08-31,2.1419
2021-09-01,2.1109
2021-09-02,2.1635
2021-09-03,2.154
2021-09-07,2.13
2021-09-08,2.1321
2021-09-09,2.0997
2021-09-10,2.154
2021-09-13,2.1609
2021-09-14,2.1724
2021-09-15,2.1438
2021-09-16,2.1269
2021-09-17,2.1157
2021-09-20,2.0603
2021-09-21,2.0598
2021-09-22,2.0837
2021-09-23,2.1261
2021-09-24,2.1377
2021-09-27,2.17
2021-09-28,2.1475
2021-09-29,2.175
2021-09-30,2.194
2021-10-01,2.25
2021-10-04,2.3085
2021-10-05,2.3579
2021-10-06,2.3082
2021-10-07,2.3344
2021-10-08,2.3662
2021-10-11,2.3779
2021-10-12,2.3829
2021-10-13,2.4055
2021-10-14,2.3824
2021-10-15,2.4251
2021-10-18,2.4223
2021-10-19,2.4176
2021-10-20,2.4469
2021-10-21,2.419
2021-10-22,2.4156
2021-10-25,2.4427
2021-10-26,2.4472
2021-10-27,2.3792
2021-10-28,2.3589
2021-10-29,2.3697
2021-11-01,2.4093
2021-11-02,2.4501
2021-11-03,2.3385
2021-11-04,2.2926
2021-11-05,2.3209
2021-11-08,2.3222
2021-11-09,2.3752
2021-11-10,2.2646
2021-11-11,2.2806
2021-11-12,2.2685
2021-11-15,2.2762
2021-11-16,2.2936
2021-11-17,2.2305
2021-11-18,2.2427
2021-11-19,2.1569
2021-11-22,2.2033
2021-11-23,2.2783
2021-11-24,2.2659
2021-11-25,
2021-11-26,1.9811
2021-11-29,2.033
2021-11-30,1.9401
2021-12-01,1.9511
2021-12-02,1.9677
2021-12-03,1.9529
2021-12-06,2.0433
2021-12-07,2.1
2021-12-08,2.1485
2021-12-09,2.1284
2021-12-10,2.1372
2021-12-13,2.1165
2021-12-14,2.1108
2021-12-15,2.1275
2021-12-16,2.1644
2021-12-17,2.1126
2021-12-20,2.0786
2021-12-21,2.1448
2021-12-22,2.165
2021-12-23,2.2033
2021-12-24,
