Date,MCD.US
1990-05-09,5.67334
1990-05-10,5.69519
1990-05-11,5.82456
1990-05-14,5.8029
1990-05-15,5.73811
1990-05-16,5.67334
1990-05-17,5.69519
1990-05-18,5.84582
1990-05-21,5.98251
1990-05-22,6.00407
1990-05-23,6.09754
1990-05-24,6.27024
1990-05-25,6.14077
1990-05-29,6.20505
1990-05-30,6.18389
1990-05-31,6.18389
1990-06-01,6.34234
1990-06-04,6.49298
1990-06-05,6.38527
1990-06-06,6.27024
1990-06-07,6.32058
1990-06-08,6.20505
1990-06-11,6.32058
1990-06-12,6.44976
1990-06-13,6.47132
1990-06-14,6.36371
1990-06-15,6.32058
1990-06-18,6.2915
1990-06-19,6.32058
1990-06-20,6.2915
1990-06-21,6.2915
1990-06-22,6.1194
1990-06-25,6.1194
1990-06-26,6.1194
1990-06-27,6.18389
1990-06-28,6.40703
1990-06-29,6.34234
1990-07-02,6.36371
1990-07-03,6.42849
1990-07-05,6.32058
1990-07-06,6.38527
1990-07-09,6.42849
1990-07-10,6.34234
1990-07-11,6.42849
1990-07-12,6.6085
1990-07-13,6.6085
1990-07-16,6.74479
1990-07-17,6.80958
1990-07-18,6.78781
1990-07-19,6.69426
1990-07-20,6.42849
1990-07-23,5.89636
1990-07-24,5.93939
1990-07-25,5.93939
1990-07-26,5.82456
1990-07-27,5.67334
1990-07-30,5.73811
1990-07-31,5.60143
1990-08-01,5.5583
1990-08-02,5.49342
1990-08-03,5.40005
1990-08-06,5.19907
1990-08-07,5.3139
1990-08-08,5.37879
1990-08-09,5.51498
1990-08-10,5.33527
1990-08-13,5.3139
1990-08-14,5.35713
1990-08-15,5.37879
1990-08-16,5.17731
1990-08-17,5.04794
1990-08-20,5.0695
1990-08-21,4.9973
1990-08-22,4.93271
1990-08-23,4.73143
1990-08-24,4.88959
1990-08-27,5.04794
1990-08-28,4.97613
1990-08-29,4.91085
1990-08-30,4.95407
1990-08-31,4.97613
1990-09-04,4.9973
1990-09-05,4.93271
1990-09-06,4.77436
1990-09-07,4.97613
1990-09-10,4.93271
1990-09-11,4.95407
1990-09-12,4.91085
1990-09-13,4.79612
1990-09-14,4.79612
1990-09-17,4.71007
1990-09-18,4.79612
1990-09-19,4.68802
1990-09-20,4.60197
1990-09-21,4.60197
1990-09-24,4.53016
1990-09-25,4.66684
1990-09-26,4.62382
1990-09-27,4.60197
1990-09-28,4.64528
1990-10-01,4.8248
1990-10-02,4.91085
1990-10-03,4.8248
1990-10-04,4.91085
1990-10-05,4.84626
1990-10-08,4.86764
1990-10-09,4.77436
1990-10-10,4.77436
1990-10-11,4.57309
1990-10-12,4.64528
1990-10-15,4.68802
1990-10-16,4.79612
1990-10-17,4.73143
1990-10-18,4.84626
1990-10-19,4.91085
1990-10-22,4.84626
1990-10-23,4.77436
1990-10-24,4.68802
1990-10-25,4.60197
1990-10-26,4.53016
1990-10-29,4.57309
1990-10-30,4.57309
1990-10-31,4.5083
1990-11-01,4.55181
1990-11-02,4.57309
1990-11-05,4.66684
1990-11-06,4.71007
1990-11-07,4.71007
1990-11-08,4.73143
1990-11-09,4.86764
1990-11-12,5.13409
1990-11-13,5.04794
1990-11-14,5.13409
1990-11-15,5.0695
1990-11-16,5.0695
1990-11-19,5.09096
1990-11-20,5.0695
1990-11-21,5.04794
1990-11-23,5.13409
1990-11-26,5.02618
1990-11-27,5.13409
1990-11-28,5.19907
1990-11-29,4.9973
1990-11-30,5.02618
1990-12-03,5.24912
1990-12-04,5.24912
1990-12-05,5.29224
1990-12-06,5.29224
1990-12-07,5.40005
1990-12-10,5.37879
1990-12-11,5.33527
1990-12-12,5.40005
1990-12-13,5.37879
1990-12-14,5.24912
1990-12-17,5.19907
1990-12-18,5.3139
1990-12-19,5.24912
1990-12-20,5.27068
1990-12-21,5.17731
1990-12-24,5.0695
1990-12-26,5.0695
1990-12-27,5.09096
1990-12-28,5.13409
1990-12-31,5.19907
1991-01-02,5.09096
1991-01-03,5.02618
1991-01-04,5.04794
1991-01-07,4.88959
1991-01-08,4.91085
1991-01-09,4.91085
1991-01-10,4.95407
1991-01-11,4.84626
1991-01-14,4.77436
1991-01-15,4.84626
1991-01-16,4.8248
1991-01-17,5.13409
1991-01-18,5.22024
1991-01-21,5.13409
1991-01-22,5.13409
1991-01-23,5.09096
1991-01-24,5.0695
1991-01-25,5.0695
1991-01-28,4.95407
1991-01-29,4.77436
1991-01-30,4.95407
1991-01-31,5.09096
1991-02-01,5.11253
1991-02-04,5.22024
1991-02-05,5.19907
1991-02-06,5.19907
1991-02-07,5.11253
1991-02-08,5.13409
1991-02-11,5.35713
1991-02-12,5.57987
1991-02-13,5.78123
1991-02-14,5.64474
1991-02-15,5.62289
1991-02-19,5.73811
1991-02-20,5.69519
1991-02-21,5.73811
1991-02-22,5.5583
1991-02-25,5.53684
1991-02-26,5.47196
1991-02-27,5.49342
1991-02-28,5.64474
1991-03-01,5.71646
1991-03-04,5.8029
1991-03-05,5.91803
1991-03-06,5.89636
1991-03-07,6.09754
1991-03-08,6.06886
1991-03-11,5.86719
1991-03-12,6.0472
1991-03-13,6.27024
1991-03-14,6.24878
1991-03-15,6.16203
1991-03-18,6.24878
1991-03-19,6.22711
1991-03-20,6.16203
1991-03-21,5.93939
1991-03-22,6.00407
1991-03-25,6.00407
1991-03-26,6.0472
1991-03-27,6.20505
1991-03-28,6.20505
1991-04-01,6.0472
1991-04-02,6.22711
1991-04-03,6.18389
1991-04-04,6.34234
1991-04-05,6.38527
1991-04-08,6.34234
1991-04-09,6.14077
1991-04-10,6.1194
1991-04-11,6.32058
1991-04-12,6.27024
1991-04-15,6.20505
1991-04-16,6.32058
1991-04-17,6.32058
1991-04-18,6.24878
1991-04-19,6.16203
1991-04-22,6.24878
1991-04-23,6.22711
1991-04-24,6.2915
1991-04-25,6.20505
1991-04-26,6.14077
1991-04-29,6.02564
1991-04-30,5.98251
1991-05-01,6.06886
1991-05-02,6.09754
1991-05-03,5.98251
1991-05-06,5.93939
1991-05-07,6.00407
1991-05-08,6.06886
1991-05-09,6.1194
1991-05-10,6.0472
1991-05-13,6.02564
1991-05-14,5.98251
1991-05-15,5.84582
1991-05-16,5.89636
1991-05-17,6.00407
1991-05-20,6.09754
1991-05-21,6.20505
1991-05-22,6.14077
1991-05-23,6.0472
1991-05-24,6.02564
1991-05-28,6.16203
1991-05-29,6.18389
1991-05-30,6.2915
1991-05-31,6.24878
1991-06-03,6.22711
1991-06-04,6.24878
1991-06-05,6.18389
1991-06-06,6.09754
1991-06-07,6.09754
1991-06-10,6.0472
1991-06-11,6.14077
1991-06-12,6.06886
1991-06-13,6.09754
1991-06-14,5.93939
1991-06-17,5.84582
1991-06-18,5.75957
1991-06-19,5.71646
1991-06-20,5.69519
1991-06-21,5.73811
1991-06-24,5.64474
1991-06-25,5.64474
1991-06-26,5.67334
1991-06-27,5.96135
1991-06-28,5.86719
1991-07-01,5.98251
1991-07-02,5.98251
1991-07-03,5.89636
1991-07-05,5.89636
1991-07-08,5.89636
1991-07-09,5.89636
1991-07-10,5.89636
1991-07-11,5.91803
1991-07-12,5.89636
1991-07-15,5.91803
1991-07-16,5.91803
1991-07-17,6.06886
1991-07-18,6.0472
1991-07-19,6.1194
1991-07-22,6.1194
1991-07-23,5.93939
1991-07-24,5.91803
1991-07-25,5.89636
1991-07-26,5.84582
1991-07-29,5.82456
1991-07-30,5.89636
1991-07-31,5.84582
1991-08-01,5.75957
1991-08-02,5.67334
1991-08-05,5.62289
1991-08-06,5.69519
1991-08-07,5.82456
1991-08-08,5.89636
1991-08-09,5.82456
1991-08-12,5.73811
1991-08-13,5.82456
1991-08-14,5.73811
1991-08-15,5.73811
1991-08-16,5.71646
1991-08-19,5.53684
1991-08-20,5.53684
1991-08-21,5.71646
1991-08-22,5.75957
1991-08-23,5.84582
1991-08-26,5.82456
1991-08-27,5.8029
1991-08-28,5.86719
1991-08-29,5.93939
1991-08-30,5.82456
1991-09-03,5.8029
1991-09-04,5.67334
1991-09-05,5.62289
1991-09-06,5.60143
1991-09-09,5.71646
1991-09-10,5.73811
1991-09-11,5.8029
1991-09-12,5.91803
1991-09-13,5.82456
1991-09-16,5.89636
1991-09-17,5.82456
1991-09-18,5.86719
1991-09-19,5.86719
1991-09-20,5.93939
1991-09-23,6.00407
1991-09-24,5.96135
1991-09-25,6.18389
1991-09-26,6.2915
1991-09-27,6.27024
1991-09-30,6.24878
1991-10-01,6.22711
1991-10-02,6.32058
1991-10-03,6.24878
1991-10-04,6.27024
1991-10-07,6.22711
1991-10-08,6.22711
1991-10-09,6.14077
1991-10-10,6.22711
1991-10-11,6.2915
1991-10-14,6.36371
1991-10-15,6.38527
1991-10-16,6.44976
1991-10-17,6.52176
1991-10-18,6.65123
1991-10-21,6.42849
1991-10-22,6.24878
1991-10-23,6.24878
1991-10-24,6.20505
1991-10-25,6.1194
1991-10-28,6.20505
1991-10-29,6.36371
1991-10-30,6.2915
1991-10-31,6.20505
1991-11-01,6.18389
1991-11-04,6.20505
1991-11-05,6.22711
1991-11-06,6.27024
1991-11-07,6.2915
1991-11-08,6.36371
1991-11-11,6.34234
1991-11-12,6.34234
1991-11-13,6.34234
1991-11-14,6.36371
1991-11-15,6.09754
1991-11-18,6.24878
1991-11-19,6.14077
1991-11-20,6.00407
1991-11-21,6.09754
1991-11-22,6.02564
1991-11-25,6.02564
1991-11-26,6.09754
1991-11-27,6.0472
1991-11-29,6.00407
1991-12-02,6.1194
1991-12-03,6.0472
1991-12-04,6.0472
1991-12-05,6.00407
1991-12-06,6.14077
1991-12-09,6.18389
1991-12-10,6.20505
1991-12-11,6.1194
1991-12-12,6.18389
1991-12-13,6.24878
1991-12-16,6.40703
1991-12-17,6.44976
1991-12-18,6.49298
1991-12-19,6.54362
1991-12-20,6.65123
1991-12-23,6.76645
1991-12-24,7.01075
1991-12-26,7.05388
1991-12-27,6.93875
1991-12-30,7.01075
1991-12-31,6.78781
1992-01-02,7.01075
1992-01-03,7.03252
1992-01-06,7.19067
1992-01-07,7.3419
1992-01-08,7.3419
1992-01-09,7.65761
1992-01-10,7.49966
1992-01-13,7.49966
1992-01-14,7.67957
1992-01-15,7.54298
1992-01-16,7.29858
1992-01-17,7.32024
1992-01-20,7.41351
1992-01-21,7.56464
1992-01-22,7.70142
1992-01-23,7.61479
1992-01-24,7.65761
1992-01-27,7.59323
1992-01-28,7.76552
1992-01-29,7.54298
1992-01-30,7.9026
1992-01-31,7.76552
1992-02-03,7.83693
1992-02-04,7.76552
1992-02-05,7.78837
1992-02-06,7.76552
1992-02-07,7.81685
1992-02-10,7.74326
1992-02-11,7.67957
1992-02-12,7.83693
1992-02-13,7.78837
1992-02-14,7.65761
1992-02-18,7.39145
1992-02-19,7.32024
1992-02-20,7.52132
1992-02-21,7.65761
1992-02-24,7.7225
1992-02-25,7.59323
1992-02-26,7.32024
1992-02-27,7.29858
1992-02-28,7.23369
1992-03-02,7.36287
1992-03-03,7.32024
1992-03-04,7.27642
1992-03-05,7.14033
1992-03-06,7.14033
1992-03-09,7.16891
1992-03-10,7.14033
1992-03-11,7.43467
1992-03-12,7.63625
1992-03-13,7.61479
1992-03-16,7.59323
1992-03-17,7.65761
1992-03-18,7.9026
1992-03-19,7.76552
1992-03-20,7.70142
1992-03-23,7.61479
1992-03-24,7.49966
1992-03-25,7.41351
1992-03-26,7.49966
1992-03-27,7.32024
1992-03-30,7.23369
1992-03-31,7.11866
1992-04-01,7.23369
1992-04-02,7.25536
1992-04-03,7.39145
1992-04-06,7.52132
1992-04-07,7.45673
1992-04-08,7.41351
1992-04-09,7.52132
1992-04-10,7.4782
1992-04-13,7.29858
1992-04-14,7.43467
1992-04-15,7.54298
1992-04-16,7.59323
1992-04-20,7.39145
1992-04-21,7.29858
1992-04-22,7.32024
1992-04-23,7.56464
1992-04-24,7.85918
1992-04-27,7.78837
1992-04-28,7.85918
1992-04-29,8.01645
1992-04-30,7.92338
1992-05-01,7.74326
1992-05-04,7.78837
1992-05-05,7.81685
1992-05-06,7.9026
1992-05-07,7.92338
1992-05-08,7.94494
1992-05-11,8.12544
1992-05-12,7.88164
1992-05-13,7.85918
1992-05-14,7.78837
1992-05-15,7.70142
1992-05-18,7.81685
1992-05-19,7.98885
1992-05-20,8.24027
1992-05-21,8.34848
1992-05-22,8.19023
1992-05-26,8.03801
1992-05-27,8.06086
1992-05-28,8.30516
1992-05-29,8.36965
1992-06-01,8.41237
1992-06-02,8.46242
1992-06-03,8.28409
1992-06-04,8.21139
1992-06-05,8.30516
1992-06-08,8.30516
1992-06-09,8.19023
1992-06-10,8.08282
1992-06-11,7.94494
1992-06-12,7.98885
1992-06-15,7.98885
1992-06-16,8.01645
1992-06-17,7.92338
1992-06-18,8.03801
1992-06-19,8.12544
1992-06-22,8.08282
1992-06-23,8.10478
1992-06-24,8.12544
1992-06-25,8.21139
1992-06-26,8.24027
1992-06-29,8.41237
1992-06-30,8.21139
1992-07-01,8.34848
1992-07-02,8.30516
1992-07-06,8.26233
1992-07-07,8.06086
1992-07-08,7.88164
1992-07-09,8.14671
1992-07-10,8.39121
1992-07-13,8.30516
1992-07-14,8.24027
1992-07-15,8.24027
1992-07-16,8.24027
1992-07-17,8.24027
1992-07-20,8.03801
1992-07-21,8.14671
1992-07-22,7.96729
1992-07-23,7.56464
1992-07-24,7.81685
1992-07-27,7.78837
1992-07-28,7.88164
1992-07-29,7.98885
1992-07-30,7.92338
1992-07-31,7.83693
1992-08-03,7.63625
1992-08-04,7.63625
1992-08-05,7.65761
1992-08-06,7.59323
1992-08-07,7.54298
1992-08-10,7.4782
1992-08-11,7.67957
1992-08-12,7.65761
1992-08-13,7.65761
1992-08-14,7.56464
1992-08-17,7.59323
1992-08-18,7.7225
1992-08-19,7.65761
1992-08-20,7.74326
1992-08-21,7.59323
1992-08-24,7.4782
1992-08-25,7.45673
1992-08-26,7.61479
1992-08-27,7.7225
1992-08-28,7.63625
1992-08-31,7.59323
1992-09-01,7.52132
1992-09-02,7.61479
1992-09-03,7.76552
1992-09-04,7.61479
1992-09-08,7.7225
1992-09-09,7.78837
1992-09-10,7.76552
1992-09-11,7.81685
1992-09-14,8.10478
1992-09-15,7.98885
1992-09-16,7.96729
1992-09-17,7.94494
1992-09-18,7.96729
1992-09-21,7.98885
1992-09-22,7.9026
1992-09-23,7.94494
1992-09-24,7.98885
1992-09-25,7.88164
1992-09-28,7.96729
1992-09-29,7.94494
1992-09-30,7.92338
1992-10-01,7.92338
1992-10-02,7.83693
1992-10-05,7.65761
1992-10-06,7.65761
1992-10-07,7.56464
1992-10-08,7.7225
1992-10-09,7.67957
1992-10-12,7.76552
1992-10-13,7.7225
1992-10-14,7.67957
1992-10-15,7.59323
1992-10-16,7.59323
1992-10-19,7.59323
1992-10-20,7.65761
1992-10-21,7.61479
1992-10-22,7.65761
1992-10-23,7.67957
1992-10-26,7.92338
1992-10-27,8.16896
1992-10-28,8.14671
1992-10-29,8.24027
1992-10-30,8.19023
1992-11-02,8.21139
1992-11-03,8.26233
1992-11-04,8.12544
1992-11-05,8.16896
1992-11-06,8.24027
1992-11-09,8.14671
1992-11-10,8.19023
1992-11-11,8.39121
1992-11-12,8.32751
1992-11-13,8.28409
1992-11-16,8.44274
1992-11-17,8.55045
1992-11-18,8.55045
1992-11-19,8.70722
1992-11-20,8.61375
1992-11-23,8.59357
1992-11-24,8.73026
1992-11-25,8.59357
1992-11-27,8.75123
1992-11-30,8.75123
1992-12-01,8.75123
1992-12-02,8.75123
1992-12-03,8.75123
1992-12-04,8.73026
1992-12-07,8.77101
1992-12-08,8.85973
1992-12-09,8.75123
1992-12-10,8.77101
1992-12-11,8.73026
1992-12-14,8.63551
1992-12-15,8.52602
1992-12-16,8.46242
1992-12-17,8.55045
1992-12-18,8.81493
1992-12-21,8.77101
1992-12-22,8.77101
1992-12-23,8.8896
1992-12-24,8.73026
1992-12-28,8.92966
1992-12-29,8.79396
1992-12-30,8.73026
1992-12-31,8.70722
1993-01-04,8.75123
1993-01-05,8.70722
1993-01-06,8.75123
1993-01-07,8.70722
1993-01-08,8.83718
1993-01-11,8.79396
1993-01-12,8.73026
1993-01-13,8.81493
1993-01-14,8.92966
1993-01-15,8.83718
1993-01-18,8.81493
1993-01-19,8.81493
1993-01-20,8.77101
1993-01-21,8.83718
1993-01-22,8.63551
1993-01-25,8.68476
1993-01-26,8.61375
1993-01-27,8.55045
1993-01-28,8.70722
1993-01-29,8.68476
1993-02-01,8.79396
1993-02-02,8.97308
1993-02-03,8.95122
1993-02-04,9.21739
1993-02-05,9.11076
1993-02-08,9.01669
1993-02-09,8.8896
1993-02-10,8.97308
1993-02-11,8.92966
1993-02-12,8.85973
1993-02-16,8.70722
1993-02-17,8.66498
1993-02-18,8.68476
1993-02-19,8.83718
1993-02-22,8.97308
1993-02-23,8.9081
1993-02-24,8.85973
1993-02-25,9.04063
1993-02-26,9.04063
1993-03-01,8.85973
1993-03-02,9.1523
1993-03-03,9.13172
1993-03-04,9.21739
1993-03-05,9.17545
1993-03-08,9.37573
1993-03-09,9.42093
1993-03-10,9.39719
1993-03-11,9.35605
1993-03-12,9.19621
1993-03-15,9.31124
1993-03-16,9.37573
1993-03-17,9.37573
1993-03-18,9.48424
1993-03-19,9.55742
1993-03-22,9.48424
1993-03-23,9.46544
1993-03-24,9.35605
1993-03-25,9.43973
1993-03-26,9.51192
1993-03-29,9.59995
1993-03-30,9.51192
1993-03-31,9.43973
1993-04-01,9.55742
1993-04-02,9.39719
1993-04-05,9.19621
1993-04-06,9.08782
1993-04-07,8.99682
1993-04-08,9.01669
1993-04-12,9.1523
1993-04-13,9.08782
1993-04-14,8.8896
1993-04-15,8.81493
1993-04-16,8.75123
1993-04-19,8.50732
1993-04-20,8.39121
1993-04-21,8.52602
1993-04-22,8.36965
1993-04-23,8.24027
1993-04-26,8.24027
1993-04-27,8.50732
1993-04-28,8.57201
1993-04-29,8.46242
1993-04-30,8.59357
1993-05-03,8.8896
1993-05-04,8.77101
1993-05-05,8.73026
1993-05-06,8.73026
1993-05-07,8.75123
1993-05-10,8.75123
1993-05-11,8.79396
1993-05-12,8.85973
1993-05-13,8.73026
1993-05-14,8.68476
1993-05-17,8.63551
1993-05-18,8.55045
1993-05-19,8.95122
1993-05-20,8.99682
1993-05-21,8.97308
1993-05-24,8.97308
1993-05-25,8.92966
1993-05-26,8.92966
1993-05-27,8.85973
1993-05-28,8.8896
1993-06-01,8.95122
1993-06-02,8.99682
1993-06-03,9.17545
1993-06-04,9.04063
1993-06-07,8.83718
1993-06-08,8.79396
1993-06-09,8.83718
1993-06-10,8.9081
1993-06-11,8.92966
1993-06-14,8.86606
1993-06-15,8.63551
1993-06-16,8.75123
1993-06-17,8.86606
1993-06-18,8.83718
1993-06-21,8.79396
1993-06-22,8.66498
1993-06-23,8.68476
1993-06-24,8.73026
1993-06-25,8.81493
1993-06-28,8.9081
1993-06-29,8.83718
1993-06-30,8.77101
1993-07-01,8.75123
1993-07-02,8.77101
1993-07-06,8.73026
1993-07-07,8.73026
1993-07-08,8.75123
1993-07-09,8.70722
1993-07-12,8.73026
1993-07-13,8.68476
1993-07-14,8.83718
1993-07-15,8.8896
1993-07-16,8.83718
1993-07-19,8.81493
1993-07-20,8.70722
1993-07-21,8.75123
1993-07-22,8.70722
1993-07-23,8.68476
1993-07-26,8.70722
1993-07-27,8.9081
1993-07-28,9.13172
1993-07-29,9.31124
1993-07-30,9.19621
1993-08-02,9.23953
1993-08-03,9.23953
1993-08-04,9.17545
1993-08-05,9.21739
1993-08-06,9.19621
1993-08-09,9.37573
1993-08-10,9.37573
1993-08-11,9.43973
1993-08-12,9.31124
1993-08-13,9.53368
1993-08-16,9.73447
1993-08-17,9.66326
1993-08-18,9.75623
1993-08-19,9.77898
1993-08-20,9.80173
1993-08-23,9.687
1993-08-24,9.77898
1993-08-25,9.75623
1993-08-26,9.687
1993-08-27,9.59995
1993-08-30,9.687
1993-08-31,9.59995
1993-09-01,9.66326
1993-09-02,9.64149
1993-09-03,9.70974
1993-09-07,9.70974
1993-09-08,9.66326
1993-09-09,9.55742
1993-09-10,9.687
1993-09-13,9.82249
1993-09-14,9.73447
1993-09-15,9.88679
1993-09-16,9.64149
1993-09-17,9.59995
1993-09-20,9.46544
1993-09-21,9.28296
1993-09-22,9.37573
1993-09-23,9.43973
1993-09-24,9.42093
1993-09-27,9.53368
1993-09-28,9.55742
1993-09-29,9.37573
1993-09-30,9.26149
1993-10-01,9.37573
1993-10-04,9.26149
1993-10-05,9.3338
1993-10-06,9.43973
1993-10-07,9.26149
1993-10-08,9.31124
1993-10-11,9.3338
1993-10-12,9.35605
1993-10-13,9.43973
1993-10-14,9.70974
1993-10-15,9.64149
1993-10-18,9.66326
1993-10-19,9.70974
1993-10-20,9.66326
1993-10-21,9.70974
1993-10-22,9.73447
1993-10-25,10.0876
1993-10-26,10.0658
1993-10-27,10.132
1993-10-28,10.1836
1993-10-29,10.2904
1993-11-01,10.1836
1993-11-02,10.132
1993-11-03,9.86602
1993-11-04,9.687
1993-11-05,9.95799
1993-11-08,9.95799
1993-11-09,9.82249
1993-11-10,9.86602
1993-11-11,9.88679
1993-11-12,10.045
1993-11-15,9.86602
1993-11-16,10.1836
1993-11-17,10.132
1993-11-18,10.132
1993-11-19,10.0876
1993-11-22,9.93723
1993-11-23,10.0876
1993-11-24,10.4268
1993-11-26,10.3823
1993-11-29,10.4476
1993-11-30,10.4713
1993-12-01,10.4268
1993-12-02,10.3309
1993-12-03,10.3309
1993-12-06,10.5099
1993-12-07,10.4476
1993-12-08,10.3309
1993-12-09,10.2478
1993-12-10,10.1628
1993-12-13,10.2478
1993-12-14,10.3616
1993-12-15,10.2904
1993-12-16,10.3309
1993-12-17,10.3309
1993-12-20,10.3111
1993-12-21,10.2478
1993-12-22,10.2706
1993-12-23,10.1628
1993-12-27,10.0876
1993-12-28,10.2023
1993-12-29,10.4041
1993-12-30,10.2904
1993-12-31,10.1836
1994-01-03,10.045
1994-01-04,10.0262
1994-01-05,9.90657
1994-01-06,9.90657
1994-01-07,10.2023
1994-01-10,10.4041
1994-01-11,10.3616
1994-01-12,10.3616
1994-01-13,10.1836
1994-01-14,10.223
1994-01-17,10.1628
1994-01-18,10.2706
1994-01-19,10.5099
1994-01-20,10.5099
1994-01-21,10.4476
1994-01-24,10.4476
1994-01-25,10.5346
1994-01-26,10.6088
1994-01-27,10.7156
1994-01-28,10.8511
1994-01-31,10.8511
1994-02-01,10.7769
1994-02-02,10.6701
1994-02-03,10.6939
1994-02-04,10.5851
1994-02-07,10.6474
1994-02-08,10.5564
1994-02-09,10.7769
1994-02-10,10.8709
1994-02-11,10.8709
1994-02-14,10.8057
1994-02-15,11.0301
1994-02-16,10.9155
1994-02-17,11.0301
1994-02-18,10.8057
1994-02-22,10.8709
1994-02-23,10.7859
1994-02-24,10.6701
1994-02-25,10.7582
1994-02-28,10.8313
1994-03-01,10.8976
1994-03-02,11.0301
1994-03-03,10.955
1994-03-04,11.0499
1994-03-07,11.0717
1994-03-08,10.9352
1994-03-09,10.9155
1994-03-10,10.8057
1994-03-11,10.9807
1994-03-14,11.0301
1994-03-15,10.8057
1994-03-16,10.6939
1994-03-17,10.6701
1994-03-18,10.8709
1994-03-21,10.7582
1994-03-22,10.8976
1994-03-23,10.8313
1994-03-24,10.5851
1994-03-25,10.4268
1994-03-28,10.4891
1994-03-29,10.3111
1994-03-30,9.95799
1994-03-31,10.1628
1994-04-04,10.2023
1994-04-05,10.4041
1994-04-06,10.3111
1994-04-07,10.2478
1994-04-08,10.223
1994-04-11,10.1628
1994-04-12,10.045
1994-04-13,10.223
1994-04-14,10.1836
1994-04-15,10.0658
1994-04-18,10.0876
1994-04-19,10.1628
1994-04-20,10.1628
1994-04-21,10.5099
1994-04-22,10.5851
1994-04-25,10.6474
1994-04-26,10.6474
1994-04-28,10.6246
1994-04-29,10.7156
1994-05-02,10.6701
1994-05-03,10.6474
1994-05-04,10.6246
1994-05-05,10.5099
1994-05-06,10.3309
1994-05-09,10.1836
1994-05-10,10.2904
1994-05-11,10.3111
1994-05-12,10.3823
1994-05-13,10.3823
1994-05-16,10.3309
1994-05-17,10.7156
1994-05-18,10.7582
1994-05-19,10.8709
1994-05-20,10.8511
1994-05-23,10.7582
1994-05-24,10.6474
1994-05-25,10.6474
1994-05-26,10.6939
1994-05-27,10.8976
1994-05-31,11.0717
1994-06-01,10.9352
1994-06-02,10.8313
1994-06-03,10.955
1994-06-06,11.0113
1994-06-07,11.2081
1994-06-08,11.0499
1994-06-09,10.7354
1994-06-10,10.7354
1994-06-13,10.7354
1994-06-14,10.7354
1994-06-15,10.6474
1994-06-16,10.7582
1994-06-17,10.6701
1994-06-20,10.6088
1994-06-21,10.5851
1994-06-22,10.6939
1994-06-23,10.6246
1994-06-24,10.5346
1994-06-27,10.6701
1994-06-28,10.5346
1994-06-29,10.5346
1994-06-30,10.3111
1994-07-01,10.5851
1994-07-05,10.5346
1994-07-06,10.5346
1994-07-07,10.5851
1994-07-08,10.5851
1994-07-11,10.1836
1994-07-12,10.223
1994-07-13,10.132
1994-07-14,10.4041
1994-07-15,10.4891
1994-07-18,10.3616
1994-07-19,10.223
1994-07-20,10.132
1994-07-21,10.0876
1994-07-22,9.37573
1994-07-25,9.51192
1994-07-26,9.64149
1994-07-27,9.51192
1994-07-28,9.55742
1994-07-29,9.687
1994-08-01,9.82249
1994-08-02,9.59995
1994-08-03,9.3338
1994-08-04,9.3338
1994-08-05,9.42093
1994-08-08,9.51192
1994-08-09,9.46544
1994-08-10,9.55742
1994-08-11,9.59995
1994-08-12,9.55742
1994-08-15,9.37573
1994-08-16,9.28296
1994-08-17,9.46544
1994-08-18,9.51192
1994-08-19,9.51192
1994-08-22,9.42093
1994-08-23,9.46544
1994-08-24,9.55742
1994-08-25,9.55742
1994-08-26,9.64149
1994-08-29,9.95799
1994-08-30,10.0025
1994-08-31,10.0876
1994-09-01,10.045
1994-09-02,10.0025
1994-09-06,10.0025
1994-09-07,9.82249
1994-09-08,9.82249
1994-09-09,9.77898
1994-09-12,9.687
1994-09-13,9.77898
1994-09-14,9.82249
1994-09-15,9.90657
1994-09-16,9.77898
1994-09-19,9.687
1994-09-20,9.37573
1994-09-21,9.51192
1994-09-22,9.55742
1994-09-23,9.59995
1994-09-26,9.55742
1994-09-27,9.59995
1994-09-28,9.687
1994-09-29,9.55742
1994-09-30,9.42093
1994-10-03,9.37573
1994-10-04,9.42093
1994-10-05,9.42093
1994-10-06,9.46544
1994-10-07,9.42093
1994-10-10,9.51192
1994-10-11,9.59995
1994-10-12,9.55742
1994-10-13,9.687
1994-10-14,9.687
1994-10-17,9.90657
1994-10-18,9.86602
1994-10-19,9.95799
1994-10-20,9.82249
1994-10-21,10.0025
1994-10-24,10.0025
1994-10-25,9.95799
1994-10-26,9.95799
1994-10-27,10.0876
1994-10-28,10.1836
1994-10-31,10.3111
1994-11-01,10.3616
1994-11-02,10.4476
1994-11-03,10.4891
1994-11-04,10.3111
1994-11-07,10.4476
1994-11-08,10.5346
1994-11-09,10.3111
1994-11-10,10.2706
1994-11-11,10.132
1994-11-14,10.4476
1994-11-15,10.4891
1994-11-16,10.6246
1994-11-17,10.6701
1994-11-18,10.5346
1994-11-21,10.4041
1994-11-22,10.3616
1994-11-23,10.1836
1994-11-25,10.132
1994-11-28,10.2706
1994-11-29,10.2706
1994-11-30,10.132
1994-12-01,10.045
1994-12-02,10.132
1994-12-05,10.132
1994-12-06,10.1836
1994-12-07,10.223
1994-12-08,10.132
1994-12-09,10.045
1994-12-12,10.1836
1994-12-13,10.132
1994-12-14,10.223
1994-12-15,10.3111
1994-12-16,10.3616
1994-12-19,10.3111
1994-12-20,10.3111
