Date,CVX.US
1990-05-08,6.76634
1990-05-09,6.75384
1990-05-10,6.7223
1990-05-11,6.81801
1990-05-14,6.99615
1990-05-15,6.99615
1990-05-16,7.00805
1990-05-17,6.99615
1990-05-18,6.97065
1990-05-21,6.97065
1990-05-22,6.97065
1990-05-23,6.90757
1990-05-24,6.79887
1990-05-25,6.74799
1990-05-29,6.90757
1990-05-30,6.95756
1990-05-31,6.97065
1990-06-01,6.91838
1990-06-04,7.00805
1990-06-05,7.00805
1990-06-06,6.91838
1990-06-07,6.94368
1990-06-08,6.91838
1990-06-11,7.03304
1990-06-12,7.07916
1990-06-13,7.05982
1990-06-14,7.02035
1990-06-15,7.17289
1990-06-18,7.06567
1990-06-19,7.12905
1990-06-20,7.05982
1990-06-21,7.00805
1990-06-22,6.94368
1990-06-25,6.8554
1990-06-26,6.74799
1990-06-27,6.94368
1990-06-28,6.95756
1990-06-29,7.00805
1990-07-02,7.02035
1990-07-03,7.00805
1990-07-05,6.94368
1990-07-06,6.94368
1990-07-09,6.93158
1990-07-10,6.90757
1990-07-11,7.06567
1990-07-12,7.35083
1990-07-13,7.37017
1990-07-16,7.45378
1990-07-17,7.55554
1990-07-18,7.49187
1990-07-19,7.64451
1990-07-20,7.71404
1990-07-23,7.65086
1990-07-24,7.8407
1990-07-25,7.74627
1990-07-26,7.66286
1990-07-27,7.69351
1990-07-30,7.86599
1990-07-31,7.98124
1990-08-01,7.91469
1990-08-02,8.08142
1990-08-03,7.91469
1990-08-06,7.98124
1990-08-07,7.91221
1990-08-08,7.72763
1990-08-09,7.72763
1990-08-10,7.84625
1990-08-13,7.85954
1990-08-14,7.8284
1990-08-15,7.80826
1990-08-16,7.79597
1990-08-17,7.91221
1990-08-20,8.04432
1990-08-21,7.86599
1990-08-22,7.91221
1990-08-23,7.60474
1990-08-24,7.46677
1990-08-27,7.49187
1990-08-28,7.60474
1990-08-29,7.71404
1990-08-30,7.56814
1990-08-31,7.63231
1990-09-04,7.63231
1990-09-05,7.80826
1990-09-06,7.8157
1990-09-07,7.84625
1990-09-10,7.71404
1990-09-11,7.65631
1990-09-12,7.75689
1990-09-13,7.64451
1990-09-14,7.63231
1990-09-17,7.80826
1990-09-18,7.80826
1990-09-19,7.72763
1990-09-20,7.72763
1990-09-21,7.8284
1990-09-24,7.80826
1990-09-25,7.75689
1990-09-26,7.64451
1990-09-27,7.47887
1990-09-28,7.43999
1990-10-01,7.4026
1990-10-02,7.37017
1990-10-03,7.38415
1990-10-04,7.43999
1990-10-05,7.43999
1990-10-08,7.4026
1990-10-09,7.2688
1990-10-10,7.11546
1990-10-11,7.03949
1990-10-12,6.96421
1990-10-15,6.9895
1990-10-16,6.90093
1990-10-17,6.9895
1990-10-18,6.95022
1990-10-19,7.11546
1990-10-22,7.06567
1990-10-23,7.0144
1990-10-24,6.9772
1990-10-25,6.91333
1990-10-26,6.74144
1990-10-29,6.74799
1990-10-30,6.87474
1990-10-31,6.84866
1990-11-01,6.96421
1990-11-02,7.0144
1990-11-05,7.06567
1990-11-06,7.0021
1990-11-07,6.84866
1990-11-08,6.86205
1990-11-09,7.05268
1990-11-12,7.07916
1990-11-13,7.03949
1990-11-14,6.9895
1990-11-15,6.91333
1990-11-16,7.0021
1990-11-19,7.0021
1990-11-20,6.9772
1990-11-21,6.9895
1990-11-23,6.96421
1990-11-26,7.05268
1990-11-27,7.03949
1990-11-28,7.06567
1990-11-29,7.02719
1990-11-30,7.10366
1990-12-03,7.09097
1990-12-04,7.16803
1990-12-05,7.21812
1990-12-06,7.09097
1990-12-07,7.03949
1990-12-10,7.02719
1990-12-11,7.03949
1990-12-12,7.06567
1990-12-13,7.0144
1990-12-14,7.05268
1990-12-17,7.06567
1990-12-18,7.06567
1990-12-19,7.21812
1990-12-20,7.32018
1990-12-21,7.2688
1990-12-24,7.24351
1990-12-26,7.44684
1990-12-27,7.38415
1990-12-28,7.39725
1990-12-31,7.38415
1991-01-02,7.35698
1991-01-03,7.21812
1991-01-04,7.21812
1991-01-07,7.25492
1991-01-08,7.2688
1991-01-09,7.21812
1991-01-10,7.24351
1991-01-11,7.15563
1991-01-14,7.25492
1991-01-15,7.34478
1991-01-16,7.41956
1991-01-17,7.37017
1991-01-18,7.34478
1991-01-21,7.37017
1991-01-22,7.32018
1991-01-23,7.52232
1991-01-24,7.50913
1991-01-25,7.47382
1991-01-28,7.46033
1991-01-29,7.33178
1991-01-30,7.16803
1991-01-31,7.25492
1991-02-01,7.19193
1991-02-04,7.10366
1991-02-05,7.12221
1991-02-06,7.46677
1991-02-07,7.59819
1991-02-08,7.60474
1991-02-11,7.69996
1991-02-12,7.52232
1991-02-13,7.5359
1991-02-14,7.4026
1991-02-15,7.45378
1991-02-19,7.43999
1991-02-20,7.43999
1991-02-21,7.42621
1991-02-22,7.4026
1991-02-25,7.32613
1991-02-26,7.42621
1991-02-27,7.65631
1991-02-28,7.74003
1991-03-01,7.8157
1991-03-04,7.75262
1991-03-05,7.76403
1991-03-06,7.74003
1991-03-07,7.76403
1991-03-08,7.74003
1991-03-11,7.63866
1991-03-12,7.78932
1991-03-13,7.89257
1991-03-14,7.75262
1991-03-15,7.86599
1991-03-18,7.76403
1991-03-19,7.95555
1991-03-20,8.01744
1991-03-21,8.01744
1991-03-22,8.01744
1991-03-25,8.08142
1991-03-26,8.19597
1991-03-27,8.06366
1991-03-28,7.91469
1991-04-01,7.8157
1991-04-02,7.92967
1991-04-03,7.86599
1991-04-04,7.8407
1991-04-05,7.72029
1991-04-08,7.8157
1991-04-09,7.75262
1991-04-10,7.69996
1991-04-11,7.8407
1991-04-12,7.99314
1991-04-15,8.08142
1991-04-16,8.13398
1991-04-17,8.16364
1991-04-18,8.14728
1991-04-19,8.04432
1991-04-22,7.95555
1991-04-23,8.04432
1991-04-24,8.12635
1991-04-25,8.00643
1991-04-26,7.92967
1991-04-29,7.89257
1991-04-30,8.03778
1991-05-01,8.1196
1991-05-02,8.09401
1991-05-03,8.03778
1991-05-06,8.15739
1991-05-07,8.10691
1991-05-08,8.07051
1991-05-09,8.09401
1991-05-10,7.80826
1991-05-13,7.82205
1991-05-14,7.64451
1991-05-15,7.64451
1991-05-16,7.66286
1991-05-17,7.69351
1991-05-20,7.71404
1991-05-21,7.74627
1991-05-22,7.64451
1991-05-23,7.63231
1991-05-24,7.66286
1991-05-28,7.61069
1991-05-29,7.63231
1991-05-30,7.63231
1991-05-31,7.68061
1991-06-03,7.72763
1991-06-04,7.68061
1991-06-05,7.61069
1991-06-06,7.72763
1991-06-07,7.65086
1991-06-10,7.63231
1991-06-11,7.5359
1991-06-12,7.38415
1991-06-13,7.35083
1991-06-14,7.33178
1991-06-17,7.24976
1991-06-18,7.22407
1991-06-19,7.19868
1991-06-20,7.23746
1991-06-21,7.31403
1991-06-24,7.31403
1991-06-25,7.33178
1991-06-26,7.28765
1991-06-27,7.37017
1991-06-28,7.31403
1991-07-01,7.43999
1991-07-02,7.3904
1991-07-03,7.22407
1991-07-05,7.16268
1991-07-08,7.37017
1991-07-09,7.22407
1991-07-10,7.17289
1991-07-11,7.19868
1991-07-12,7.28765
1991-07-15,7.37017
1991-07-16,7.45378
1991-07-17,7.69351
1991-07-18,7.75689
1991-07-19,7.69351
1991-07-22,7.5855
1991-07-23,7.49613
1991-07-24,7.49613
1991-07-25,7.43226
1991-07-26,7.31403
1991-07-29,7.41956
1991-07-30,7.5359
1991-07-31,7.49613
1991-08-01,7.49613
1991-08-02,7.43999
1991-08-05,7.43226
1991-08-06,7.5359
1991-08-07,7.56814
1991-08-08,7.45378
1991-08-09,7.36342
1991-08-12,7.37701
1991-08-13,7.34478
1991-08-14,7.30689
1991-08-15,7.20572
1991-08-16,7.28239
1991-08-19,7.29439
1991-08-20,7.36342
1991-08-21,7.45378
1991-08-22,7.5359
1991-08-23,7.55554
1991-08-26,7.49187
1991-08-27,7.46677
1991-08-28,7.49187
1991-08-29,7.5359
1991-08-30,7.5483
1991-09-03,7.50347
1991-09-04,7.52232
1991-09-05,7.5855
1991-09-06,7.5855
1991-09-09,7.5483
1991-09-10,7.47887
1991-09-11,7.5359
1991-09-12,7.52232
1991-09-13,7.49187
1991-09-16,7.56814
1991-09-17,7.5359
1991-09-18,7.52232
1991-09-19,7.55554
1991-09-20,7.55554
1991-09-23,7.65086
1991-09-24,7.71404
1991-09-25,7.66286
1991-09-26,7.72763
1991-09-27,7.67476
1991-09-30,7.72763
1991-10-01,7.77633
1991-10-02,7.77633
1991-10-03,7.83504
1991-10-04,7.84625
1991-10-07,7.84625
1991-10-08,7.85954
1991-10-09,7.85954
1991-10-10,7.85954
1991-10-11,7.91469
1991-10-14,8.12635
1991-10-15,8.13398
1991-10-16,8.05761
1991-10-17,8.05761
1991-10-18,8.03093
1991-10-21,8.04432
1991-10-22,8.00643
1991-10-23,7.90467
1991-10-24,7.83504
1991-10-25,7.72763
1991-10-28,7.87263
1991-10-29,7.90467
1991-10-30,7.88583
1991-10-31,7.85954
1991-11-01,7.76403
1991-11-04,7.91469
1991-11-05,7.80231
1991-11-06,7.8407
1991-11-07,7.78932
1991-11-08,7.70739
1991-11-11,7.66841
1991-11-12,7.66841
1991-11-13,7.64451
1991-11-14,7.57459
1991-11-15,7.33178
1991-11-18,7.4153
1991-11-19,7.4153
1991-11-20,7.32613
1991-11-21,7.3904
1991-11-22,7.17289
1991-11-25,7.20572
1991-11-26,7.20572
1991-11-27,7.1351
1991-11-29,7.09771
1991-12-02,7.21812
1991-12-03,7.23121
1991-12-04,7.20572
1991-12-05,7.09771
1991-12-06,7.0144
1991-12-09,6.88784
1991-12-10,6.80551
1991-12-11,6.88784
1991-12-12,7.09771
1991-12-13,7.12221
1991-12-16,7.05982
1991-12-17,7.06567
1991-12-18,7.09771
1991-12-19,7.12221
1991-12-20,7.15563
1991-12-23,7.18519
1991-12-24,7.20572
1991-12-26,7.21812
1991-12-27,7.25492
1991-12-30,7.28239
1991-12-31,7.33178
1992-01-02,7.32613
1992-01-03,7.3904
1992-01-06,7.28239
1992-01-07,7.1351
1992-01-08,7.09771
1992-01-09,6.9895
1992-01-10,7.04594
1992-01-13,7.25492
1992-01-14,7.32613
1992-01-15,7.2688
1992-01-16,7.23121
1992-01-17,7.20572
1992-01-20,7.23121
1992-01-21,7.45378
1992-01-22,7.28239
1992-01-23,7.09771
1992-01-24,7.04594
1992-01-27,6.96421
1992-01-28,6.96421
1992-01-29,6.8309
1992-01-30,6.72914
1992-01-31,6.75999
1992-02-03,6.80551
1992-02-04,6.75384
1992-02-05,6.74799
1992-02-06,6.81186
1992-02-07,6.96421
1992-02-10,7.07916
1992-02-11,7.03949
1992-02-12,7.05982
1992-02-13,6.82456
1992-02-14,6.86205
1992-02-18,6.63988
1992-02-19,6.67826
1992-02-20,6.73529
1992-02-21,6.54436
1992-02-24,6.54436
1992-02-25,6.53177
1992-02-26,6.56985
1992-02-27,6.67826
1992-02-28,6.63988
1992-03-02,6.56985
1992-03-03,6.71585
1992-03-04,6.62708
1992-03-05,6.62708
1992-03-06,6.63988
1992-03-09,6.69056
1992-03-10,6.71585
1992-03-11,6.70375
1992-03-12,6.75384
1992-03-13,6.86205
1992-03-16,6.84241
1992-03-17,6.81186
1992-03-18,6.75384
1992-03-19,6.82456
1992-03-20,6.8554
1992-03-23,6.89448
1992-03-24,6.88139
1992-03-25,6.84241
1992-03-26,6.86205
1992-03-27,6.90757
1992-03-30,6.8554
1992-03-31,6.88139
1992-04-01,6.88139
1992-04-02,6.82456
1992-04-03,7.16803
1992-04-06,7.24351
1992-04-07,7.02719
1992-04-08,6.98395
1992-04-09,6.96421
1992-04-10,7.03949
1992-04-13,6.98395
1992-04-14,7.07916
1992-04-15,7.1481
1992-04-16,7.23121
1992-04-20,7.20572
1992-04-21,7.18519
1992-04-22,7.10892
1992-04-23,7.20572
1992-04-24,7.28239
1992-04-27,7.33853
1992-04-28,7.36342
1992-04-29,7.36342
1992-04-30,7.50913
1992-05-01,7.41956
1992-05-04,7.53015
1992-05-05,7.45378
1992-05-06,7.42621
1992-05-07,7.37017
1992-05-08,7.42621
1992-05-11,7.43999
1992-05-12,7.40915
1992-05-13,7.33853
1992-05-14,7.39725
1992-05-15,7.26176
1992-05-18,7.47887
1992-05-19,7.42621
1992-05-20,7.33178
1992-05-21,7.37017
1992-05-22,7.52232
1992-05-26,7.91469
1992-05-27,7.74003
1992-05-28,7.83504
1992-05-29,7.77633
1992-06-01,7.79597
1992-06-02,7.72763
1992-06-03,7.77633
1992-06-04,7.87263
1992-06-05,7.92967
1992-06-08,7.91469
1992-06-09,7.88583
1992-06-10,7.91469
1992-06-11,7.998
1992-06-12,7.84625
1992-06-15,7.80826
1992-06-16,7.72763
1992-06-17,7.68805
1992-06-18,7.59175
1992-06-19,7.59175
1992-06-22,7.49187
1992-06-23,7.46677
1992-06-24,7.47887
1992-06-25,7.38415
1992-06-26,7.33178
1992-06-29,7.43999
1992-06-30,7.29985
1992-07-01,7.24351
1992-07-02,7.23121
1992-07-06,7.33853
1992-07-07,7.26176
1992-07-08,7.33853
1992-07-09,7.40915
1992-07-10,7.45378
1992-07-13,7.47887
1992-07-14,7.63231
1992-07-15,7.59175
1992-07-16,7.59175
1992-07-17,7.50347
1992-07-20,7.49187
1992-07-21,7.40915
1992-07-22,7.33853
1992-07-23,7.52232
1992-07-24,7.45378
1992-07-27,7.43999
1992-07-28,7.5359
1992-07-29,7.59819
1992-07-30,7.70739
1992-07-31,7.77633
1992-08-03,7.79597
1992-08-04,7.89822
1992-08-05,7.8284
1992-08-06,7.75689
1992-08-07,7.74627
1992-08-10,7.85954
1992-08-11,7.95555
1992-08-12,7.96805
1992-08-13,8.10691
1992-08-14,8.01744
1992-08-17,7.98124
1992-08-18,8.05007
1992-08-19,8.06366
1992-08-20,8.01744
1992-08-21,7.85954
1992-08-24,7.95555
1992-08-25,7.96805
1992-08-26,7.92302
1992-08-27,7.91221
1992-08-28,8.01744
1992-08-31,8.10691
1992-09-01,8.13398
1992-09-02,8.06366
1992-09-03,8.01268
1992-09-04,8.06366
1992-09-08,7.99314
1992-09-09,7.99314
1992-09-10,8.07547
1992-09-11,8.01268
1992-09-14,8.01744
1992-09-15,8.03093
1992-09-16,8.1196
1992-09-17,8.2534
1992-09-18,8.24219
1992-09-21,8.27245
1992-09-22,8.2292
1992-09-23,8.2167
1992-09-24,8.2292
1992-09-25,8.13398
1992-09-28,8.31093
1992-09-29,8.19597
1992-09-30,8.17544
1992-10-01,8.18318
1992-10-02,8.14728
1992-10-05,8.01744
1992-10-06,7.98124
1992-10-07,8.06366
1992-10-08,8.13398
1992-10-09,8.01268
1992-10-12,8.13398
1992-10-13,8.10691
1992-10-14,8.07547
1992-10-15,8.10691
1992-10-16,8.07547
1992-10-19,8.08816
1992-10-20,8.03093
1992-10-21,8.01744
1992-10-22,8.08816
1992-10-23,8.06366
1992-10-26,8.06366
1992-10-27,8.10691
1992-10-28,8.10691
1992-10-29,8.05007
1992-10-30,7.8284
1992-11-02,7.8157
1992-11-03,7.61069
1992-11-04,7.53015
1992-11-05,7.46033
1992-11-06,7.44684
1992-11-09,7.50347
1992-11-10,7.5855
1992-11-11,7.55554
1992-11-12,7.61069
1992-11-13,7.63231
1992-11-16,7.63231
1992-11-17,7.61069
1992-11-18,7.69996
1992-11-19,7.79597
1992-11-20,7.77633
1992-11-23,7.68805
1992-11-24,7.66841
1992-11-25,7.70739
1992-11-27,7.66841
1992-11-30,7.66841
1992-12-01,7.61069
1992-12-02,7.53015
1992-12-03,7.5483
1992-12-04,7.57459
1992-12-07,7.63231
1992-12-08,7.72763
1992-12-09,7.74003
1992-12-10,7.80826
1992-12-11,7.68805
1992-12-14,7.69996
1992-12-15,7.72763
1992-12-16,7.72763
1992-12-17,7.76403
1992-12-18,7.80826
1992-12-21,7.82205
1992-12-22,7.72763
1992-12-23,7.66841
1992-12-24,7.69996
1992-12-28,7.75689
1992-12-29,7.74003
1992-12-30,7.76403
1992-12-31,7.75689
1993-01-04,7.77633
1993-01-05,7.74003
1993-01-06,7.79597
1993-01-07,7.65631
1993-01-08,7.61069
1993-01-11,7.68805
1993-01-12,7.72763
1993-01-13,7.79597
1993-01-14,7.76403
1993-01-15,7.74003
1993-01-18,7.69996
1993-01-19,7.64451
1993-01-20,7.68805
1993-01-21,7.61069
1993-01-22,7.55554
1993-01-25,7.80826
1993-01-26,7.89257
1993-01-27,7.93472
1993-01-28,8.08816
1993-01-29,8.1196
1993-02-01,8.24219
1993-02-02,8.2534
1993-02-03,8.33037
1993-02-04,8.45227
1993-02-05,8.46357
1993-02-08,8.58299
1993-02-09,8.55284
1993-02-10,8.59469
1993-02-11,8.65926
1993-02-12,8.48301
1993-02-16,8.49482
1993-02-17,8.54104
1993-02-18,8.49482
1993-02-19,8.77303
1993-02-22,8.93103
1993-02-23,8.80804
1993-02-24,8.69199
1993-02-25,8.65926
1993-02-26,8.69199
1993-03-01,8.8493
1993-03-02,9.00145
1993-03-03,8.80804
1993-03-04,8.82996
1993-03-05,8.73177
1993-03-08,8.76122
1993-03-09,8.73177
1993-03-10,8.79594
1993-03-11,8.74744
1993-03-12,8.73177
1993-03-15,8.71362
1993-03-16,8.77303
1993-03-17,8.93103
1993-03-18,8.97397
1993-03-19,9.00145
1993-03-22,9.02892
1993-03-23,9.01563
1993-03-24,9.23066
1993-03-25,9.14328
1993-03-26,9.08566
1993-03-29,9.23066
1993-03-30,9.32945
1993-03-31,9.38638
1993-04-01,9.23066
1993-04-02,9.14328
1993-04-05,9.42645
1993-04-06,9.54151
1993-04-07,9.56531
1993-04-08,9.58217
1993-04-12,9.58217
1993-04-13,9.56531
1993-04-14,9.60598
1993-04-15,9.45621
1993-04-16,9.52464
1993-04-19,9.46811
1993-04-20,9.46811
1993-04-21,9.30932
1993-04-22,9.29474
1993-04-23,9.1892
1993-04-26,9.14328
1993-04-27,9.23939
1993-04-28,9.59308
1993-04-29,9.64069
1993-04-30,9.724
1993-05-03,9.6516
1993-05-04,9.85493
1993-05-05,9.89361
1993-05-06,9.89361
1993-05-07,9.85493
1993-05-10,9.724
1993-05-11,9.85493
1993-05-12,10.0335
1993-05-13,9.92535
1993-05-14,9.79145
1993-05-17,9.76566
1993-05-18,9.6764
1993-05-19,9.60598
1993-05-20,9.6516
1993-05-21,9.6516
1993-05-24,9.6516
1993-05-25,9.71012
1993-05-26,9.6764
1993-05-27,10.1108
1993-05-28,10.0523
1993-06-01,10.1654
1993-06-02,10.1426
1993-06-03,10.09
1993-06-04,10.1495
1993-06-07,10.2685
1993-06-08,10.2259
1993-06-09,10.2546
1993-06-10,10.2943
1993-06-11,9.9918
1993-06-14,10.0811
1993-06-15,10.1495
1993-06-16,10.2685
1993-06-17,10.2259
1993-06-18,10.0057
1993-06-21,10.0652
1993-06-22,10.0811
1993-06-23,9.83509
1993-06-24,9.76566
1993-06-25,9.83509
1993-06-28,9.96998
1993-06-29,9.96998
1993-06-30,10.0057
1993-07-01,9.89361
1993-07-02,9.76566
1993-07-06,9.59308
1993-07-07,9.60598
1993-07-08,9.73392
1993-07-09,9.77955
1993-07-12,9.69623
1993-07-13,9.64069
1993-07-14,9.64069
1993-07-15,9.52464
1993-07-16,9.36387
1993-07-19,9.56531
1993-07-20,9.64069
1993-07-21,9.86881
1993-07-22,9.86881
1993-07-23,9.9918
1993-07-26,9.96998
1993-07-27,9.98089
1993-07-28,10.1495
1993-07-29,10.1495
1993-07-30,10.0811
1993-08-02,10.2259
1993-08-03,10.0206
1993-08-04,9.87476
1993-08-05,9.82616
1993-08-06,9.73392
1993-08-09,9.9432
1993-08-10,9.82616
1993-08-11,9.96601
1993-08-12,10.0206
1993-08-13,10.0335
1993-08-16,10.1217
1993-08-17,10.1049
1993-08-18,10.2368
1993-08-19,10.21
1993-08-20,10.3677
1993-08-23,10.45
1993-08-24,10.5264
1993-08-25,10.5869
1993-08-26,10.7
1993-08-27,10.5978
1993-08-30,10.6107
1993-08-31,10.7268
1993-09-01,10.813
1993-09-02,10.8061
1993-09-03,10.8061
1993-09-07,10.5978
1993-09-08,10.3508
1993-09-09,10.1783
1993-09-10,10.2943
1993-09-13,10.4272
1993-09-14,10.4976
1993-09-15,10.5264
1993-09-16,10.5651
1993-09-17,10.4838
1993-09-20,10.5105
1993-09-21,10.4838
1993-09-22,10.45
1993-09-23,10.4391
1993-09-24,10.4976
1993-09-27,10.7426
1993-09-28,10.8854
1993-09-29,11.1771
1993-09-30,11.2584
1993-10-01,11.3357
1993-10-04,11.1017
1993-10-05,10.9866
1993-10-06,11.1195
1993-10-07,10.9975
1993-10-08,10.9747
1993-10-11,10.9747
1993-10-12,11.0432
1993-10-13,10.9608
1993-10-14,11.0312
1993-10-15,10.9975
1993-10-18,11.1017
1993-10-19,11.0739
1993-10-20,11.0739
1993-10-21,11.057
1993-10-22,10.942
1993-10-25,11.0858
1993-10-26,11.0858
1993-10-27,11.1433
1993-10-28,11.1771
1993-10-29,11.1771
1993-11-01,11.1433
1993-11-02,10.9608
1993-11-03,10.9132
1993-11-04,10.9866
1993-11-05,10.9132
1993-11-08,10.8716
1993-11-09,10.7555
1993-11-10,10.6375
1993-11-11,10.4768
1993-11-12,10.5532
1993-11-15,10.5343
1993-11-16,10.458
1993-11-17,10.813
1993-11-18,10.3508
1993-11-19,10.45
1993-11-22,10.4213
1993-11-23,10.4332
1993-11-24,10.4332
1993-11-26,9.93725
1993-11-29,9.94915
1993-11-30,10.0969
1993-12-01,10.1158
1993-12-02,10.0136
1993-12-03,10.0414
1993-12-06,10.0692
1993-12-07,10.1158
1993-12-08,9.9918
1993-12-09,9.9918
1993-12-10,10.0692
1993-12-13,10.0523
1993-12-14,9.93725
1993-12-15,9.81228
1993-12-16,9.79145
1993-12-17,9.86881
1993-12-20,10.0136
1993-12-21,10.0136
1993-12-22,10.1703
1993-12-23,10.1852
1993-12-27,10.2993
1993-12-28,10.333
1993-12-29,10.2328
1993-12-30,10.2417
1993-12-31,10.1277
1994-01-03,10.2328
1994-01-04,10.4074
1994-01-05,10.5532
1994-01-06,10.5224
1994-01-07,10.6226
1994-01-10,10.6692
1994-01-11,10.5532
1994-01-12,10.45
1994-01-13,10.4213
1994-01-14,10.45
1994-01-17,10.45
1994-01-18,10.3895
1994-01-19,10.458
1994-01-20,10.5224
1994-01-21,10.6226
1994-01-24,10.7694
1994-01-25,10.7555
1994-01-26,10.7
1994-01-27,10.6692
1994-01-28,10.6692
1994-01-31,10.8616
1994-02-01,10.8368
1994-02-02,10.9132
1994-02-03,10.9747
1994-02-04,10.8716
1994-02-07,10.8616
1994-02-08,10.7694
1994-02-09,10.8309
1994-02-10,10.7337
1994-02-11,10.5978
1994-02-14,10.5532
1994-02-15,10.5532
1994-02-16,10.5105
1994-02-17,10.45
1994-02-18,10.3538
1994-02-22,10.4332
1994-02-23,10.4074
1994-02-24,10.2417
1994-02-25,10.0692
1994-02-28,10.1654
1994-03-01,9.9918
1994-03-02,10.2417
1994-03-03,10.4213
1994-03-04,10.3538
1994-03-07,10.2864
1994-03-08,10.2993
1994-03-09,10.2993
1994-03-10,10.3141
1994-03-11,10.333
1994-03-14,10.2993
1994-03-15,10.333
1994-03-16,10.5403
1994-03-17,10.7426
1994-03-18,10.8914
1994-03-21,10.6692
1994-03-22,10.6692
1994-03-23,10.6861
1994-03-24,10.6434
1994-03-25,10.5105
1994-03-28,10.3538
1994-03-29,10.2417
1994-03-30,9.82616
1994-03-31,9.86187
1994-04-04,9.82616
1994-04-05,10.0265
1994-04-06,9.94915
1994-04-07,10.0057
1994-04-08,9.96998
1994-04-11,10.0969
1994-04-12,10.1426
1994-04-13,10.0969
1994-04-14,10.3737
1994-04-15,10.6434
1994-04-18,10.5532
1994-04-19,10.7139
1994-04-20,10.6226
1994-04-21,10.5651
1994-04-22,10.5978
1994-04-25,10.8716
1994-04-26,10.6692
1994-04-28,10.4074
1994-04-29,10.45
1994-05-02,10.3141
1994-05-03,10.333
1994-05-04,10.2328
1994-05-05,10.3261
1994-05-06,10.573
1994-05-09,10.5165
1994-05-10,10.573
1994-05-11,10.5165
1994-05-12,10.6484
1994-05-13,10.4719
1994-05-16,10.5046
1994-05-17,10.458
1994-05-18,10.2685
1994-05-19,10.4153
1994-05-20,10.5264
1994-05-23,10.3141
1994-05-24,10.3538
1994-05-25,10.338
1994-05-26,10.3538
1994-05-27,10.2685
1994-05-31,10.3261
1994-06-01,10.4719
1994-06-02,10.5046
1994-06-03,10.5264
1994-06-06,10.4153
1994-06-07,10.3975
1994-06-08,10.4391
1994-06-09,10.6375
1994-06-10,10.7694
1994-06-13,10.6484
1994-06-14,10.5919
1994-06-15,10.6157
1994-06-16,10.5046
1994-06-17,10.3261
1994-06-20,10.2368
1994-06-21,10.2041
1994-06-22,10.3538
1994-06-23,10.2943
1994-06-24,9.87476
1994-06-27,10.0592
1994-06-28,9.9918
1994-06-29,10.0592
1994-06-30,9.93725
1994-07-01,10.0592
1994-07-05,10.1783
1994-07-06,10.0592
1994-07-07,10.0265
1994-07-08,10.1495
1994-07-11,10.2041
1994-07-12,10.3816
1994-07-13,10.2943
1994-07-14,10.4391
1994-07-15,10.6484
1994-07-18,10.6801
1994-07-19,10.7139
1994-07-20,10.5591
1994-07-21,10.4391
1994-07-22,10.4719
1994-07-25,10.3816
1994-07-26,10.2041
1994-07-27,10.1783
1994-07-28,10.3261
1994-07-29,10.5264
1994-08-01,10.4719
1994-08-02,10.3261
1994-08-03,10.2943
1994-08-04,10.2546
1994-08-05,10.3459
1994-08-08,10.3459
1994-08-09,10.3141
1994-08-10,10.3141
1994-08-11,10.1654
1994-08-12,10.0741
1994-08-15,9.95808
1994-08-16,10.1049
1994-08-17,10.1981
1994-08-18,10.1654
1994-08-19,10.1654
1994-08-22,10.1981
1994-08-23,10.1346
1994-08-24,10.3459
1994-08-25,10.2259
1994-08-26,10.1346
1994-08-29,10.1981
1994-08-30,10.3459
1994-08-31,10.1654
1994-09-01,10.3141
1994-09-02,10.3141
1994-09-06,10.3141
1994-09-07,10.3459
1994-09-08,10.4391
1994-09-09,10.4074
1994-09-12,10.4976
1994-09-13,10.4391
1994-09-14,10.3459
1994-09-15,10.3737
1994-09-16,10.1346
1994-09-19,9.86881
1994-09-20,9.74582
1994-09-21,9.71904
1994-09-22,9.86881
1994-09-23,9.89361
1994-09-26,9.98089
1994-09-27,9.95808
1994-09-28,9.95808
1994-09-29,9.92535
1994-09-30,9.98089
1994-10-03,10.0741
1994-10-04,9.95808
1994-10-05,9.95808
1994-10-06,9.89361
1994-10-07,10.1346
1994-10-10,10.0741
1994-10-11,10.2794
1994-10-12,10.1981
1994-10-13,10.2259
1994-10-14,10.1981
1994-10-17,10.2546
1994-10-18,10.3141
1994-10-19,10.2794
1994-10-20,10.2794
1994-10-21,10.3459
1994-10-24,10.3141
1994-10-25,10.3737
1994-10-26,10.4976
1994-10-27,10.7615
1994-10-28,10.9132
1994-10-31,10.7972
1994-11-01,10.6434
1994-11-02,10.5264
1994-11-03,10.6742
1994-11-04,10.573
1994-11-07,10.5403
1994-11-08,10.5403
1994-11-09,10.2993
1994-11-10,10.1495
1994-11-11,10.1217
1994-11-14,10.09
1994-11-15,10.21
1994-11-16,10.333
1994-11-17,10.3608
1994-11-18,10.333
1994-11-21,10.6048
1994-11-22,10.3608
1994-11-23,10.333
1994-11-25,10.5165
1994-11-28,10.573
1994-11-29,10.6048
1994-11-30,10.573
1994-12-01,10.3975
1994-12-02,10.2993
1994-12-05,10.3975
1994-12-06,10.45
1994-12-07,10.3608
1994-12-08,10.333
1994-12-09,10.3975
1994-12-12,10.5165
1994-12-13,10.573
1994-12-14,10.6048
1994-12-15,10.6375
1994-12-16,10.7268
1994-12-19,10.7892
