Date,PG.US
1990-05-08,6.53607
1990-05-09,6.5005
1990-05-10,6.49364
1990-05-11,6.64248
1990-05-14,6.67785
1990-05-15,6.71332
1990-05-16,6.6706
1990-05-17,6.75594
1990-05-18,6.74183
1990-05-21,6.84099
1990-05-22,6.97562
1990-05-23,6.97562
1990-05-24,6.96161
1990-05-25,6.8549
1990-05-29,7.05381
1990-05-30,7.23096
1990-05-31,7.28749
1990-06-01,7.30895
1990-06-04,7.29445
1990-06-05,7.23801
1990-06-06,7.15972
1990-06-07,7.19539
1990-06-08,7.05381
1990-06-11,7.13876
1990-06-12,7.42927
1990-06-13,7.35823
1990-06-14,7.33717
1990-06-15,7.43642
1990-06-18,7.27368
1990-06-19,7.37284
1990-06-20,7.3941
1990-06-21,7.37284
1990-06-22,7.33717
1990-06-25,7.23801
1990-06-26,7.25222
1990-06-27,7.38645
1990-06-28,7.55625
1990-06-29,7.68421
1990-07-02,7.78387
1990-07-03,7.79102
1990-07-05,7.72694
1990-07-06,7.84785
1990-07-09,7.86762
1990-07-10,7.79102
1990-07-11,7.86762
1990-07-12,8.01129
1990-07-13,7.94611
1990-07-16,7.92634
1990-07-17,7.91194
1990-07-18,7.84785
1990-07-19,7.80473
1990-07-20,7.80473
1990-07-23,7.64934
1990-07-24,7.67031
1990-07-25,7.64934
1990-07-26,7.65659
1990-07-27,7.59281
1990-07-30,7.65659
1990-07-31,7.64934
1990-08-01,7.53498
1990-08-02,7.25222
1990-08-03,7.05381
1990-08-06,6.6706
1990-08-07,6.81237
1990-08-08,7.05381
1990-08-09,7.1313
1990-08-10,7.0394
1990-08-13,7.2094
1990-08-14,7.29445
1990-08-15,7.35823
1990-08-16,7.11034
1990-08-17,6.94024
1990-08-20,6.89782
1990-08-21,6.69911
1990-08-22,6.53607
1990-08-23,6.27387
1990-08-24,6.33786
1990-08-27,6.69186
1990-08-28,6.79141
1990-08-29,6.8695
1990-08-30,6.72047
1990-08-31,6.79141
1990-09-04,6.84099
1990-09-05,6.84099
1990-09-06,6.74183
1990-09-07,6.87606
1990-09-10,6.79141
1990-09-11,6.79817
1990-09-12,6.79817
1990-09-13,6.73458
1990-09-14,6.62102
1990-09-17,6.6706
1990-09-18,6.73458
1990-09-19,6.63503
1990-09-20,6.52196
1990-09-21,6.34461
1990-09-24,6.31649
1990-09-25,6.47904
1990-09-26,6.35892
1990-09-27,6.38008
1990-09-28,6.42251
1990-10-01,6.79141
1990-10-02,6.8549
1990-10-03,6.79817
1990-10-04,6.93319
1990-10-05,6.97562
1990-10-08,7.05381
1990-10-09,6.77691
1990-10-10,6.64248
1990-10-11,6.47904
1990-10-12,6.64248
1990-10-15,6.74183
1990-10-16,6.67785
1990-10-17,6.59966
1990-10-18,6.89057
1990-10-19,7.08908
1990-10-22,7.17413
1990-10-23,7.15286
1990-10-24,7.11034
1990-10-25,6.91183
1990-10-26,6.84099
1990-10-29,6.84099
1990-10-30,6.96836
1990-10-31,6.93319
1990-11-01,6.96836
1990-11-02,7.01099
1990-11-05,7.01804
1990-11-06,7.0394
1990-11-07,6.94024
1990-11-08,6.98962
1990-11-09,7.11034
1990-11-12,7.23096
1990-11-13,7.15286
1990-11-14,7.28749
1990-11-15,7.19539
1990-11-16,7.1313
1990-11-19,7.21665
1990-11-20,7.18804
1990-11-21,7.2094
1990-11-23,7.2094
1990-11-26,7.19539
1990-11-27,7.21665
1990-11-28,7.23096
1990-11-29,7.18804
1990-11-30,7.30895
1990-12-03,7.33021
1990-12-04,7.3941
1990-12-05,7.4716
1990-12-06,7.45759
1990-12-07,7.49355
1990-12-10,7.51491
1990-12-11,7.55625
1990-12-12,7.64934
1990-12-13,7.62788
1990-12-14,7.57055
1990-12-17,7.55625
1990-12-18,7.65659
1990-12-19,7.61377
1990-12-20,7.62788
1990-12-21,7.61377
1990-12-24,7.61377
1990-12-26,7.63434
1990-12-27,7.58575
1990-12-28,7.57055
1990-12-31,7.63434
1991-01-02,7.53498
1991-01-03,7.45759
1991-01-04,7.38645
1991-01-07,7.23096
1991-01-08,7.21665
1991-01-09,7.0394
1991-01-10,7.1313
1991-01-11,7.07477
1991-01-14,7.01099
1991-01-15,7.05381
1991-01-16,7.08908
1991-01-17,7.31571
1991-01-18,7.23096
1991-01-21,7.15972
1991-01-22,7.07477
1991-01-23,6.98962
1991-01-24,6.89782
1991-01-25,7.05381
1991-01-28,6.83374
1991-01-29,6.77045
1991-01-30,6.77045
1991-01-31,6.98962
1991-02-01,7.01804
1991-02-04,7.07477
1991-02-05,7.06056
1991-02-06,7.28749
1991-02-07,7.18804
1991-02-08,7.25222
1991-02-11,7.4716
1991-02-12,7.43642
1991-02-13,7.40791
1991-02-14,7.28749
1991-02-15,7.49355
1991-02-19,7.40791
1991-02-20,7.30895
1991-02-21,7.18804
1991-02-22,7.27368
1991-02-25,7.38645
1991-02-26,7.38645
1991-02-27,7.19539
1991-02-28,7.15972
1991-03-01,7.23096
1991-03-04,7.33021
1991-03-05,7.4716
1991-03-06,7.49355
1991-03-07,7.51491
1991-03-08,7.67031
1991-03-11,7.49355
1991-03-12,7.45053
1991-03-13,7.4859
1991-03-14,7.57055
1991-03-15,7.55625
1991-03-18,7.58575
1991-03-19,7.31571
1991-03-20,7.37284
1991-03-21,7.33717
1991-03-22,7.25222
1991-03-25,7.29445
1991-03-26,7.49355
1991-03-27,7.45759
1991-03-28,7.50776
1991-04-01,7.45759
1991-04-02,7.51491
1991-04-03,7.49355
1991-04-04,7.50776
1991-04-05,7.4716
1991-04-08,7.49355
1991-04-09,7.43642
1991-04-10,7.35823
1991-04-11,7.53498
1991-04-12,7.71313
1991-04-15,7.71313
1991-04-16,7.88223
1991-04-17,7.88998
1991-04-18,7.86762
1991-04-19,7.69216
1991-04-22,7.59281
1991-04-23,7.4859
1991-04-24,7.40791
1991-04-25,7.31571
1991-04-26,7.38645
1991-04-29,7.33717
1991-04-30,7.3941
1991-05-01,7.37284
1991-05-02,7.37284
1991-05-03,7.35118
1991-05-06,7.29445
1991-05-07,7.23801
1991-05-08,7.29445
1991-05-09,7.33717
1991-05-10,7.25927
1991-05-13,7.28749
1991-05-14,7.21665
1991-05-15,7.23801
1991-05-16,7.23801
1991-05-17,7.23096
1991-05-20,7.23801
1991-05-21,7.23801
1991-05-22,7.28749
1991-05-23,7.27368
1991-05-24,7.27368
1991-05-28,7.33717
1991-05-29,7.37284
1991-05-30,7.53498
1991-05-31,7.50776
1991-06-03,7.3941
1991-06-04,7.38645
1991-06-05,7.31571
1991-06-06,7.25927
1991-06-07,7.29445
1991-06-10,7.28749
1991-06-11,7.35118
1991-06-12,7.31571
1991-06-13,7.3941
1991-06-14,7.45053
1991-06-17,7.4716
1991-06-18,7.35118
1991-06-19,7.13876
1991-06-20,7.08908
1991-06-21,7.06772
1991-06-24,6.94024
1991-06-25,6.84099
1991-06-26,6.81973
1991-06-27,6.81237
1991-06-28,6.81973
1991-07-01,7.01099
1991-07-02,7.01804
1991-07-03,6.95445
1991-07-05,6.96836
1991-07-08,7.0394
1991-07-09,6.98962
1991-07-10,6.97562
1991-07-11,6.99708
1991-07-12,7.05381
1991-07-15,7.08908
1991-07-16,7.08908
1991-07-17,7.05381
1991-07-18,7.07477
1991-07-19,7.08908
1991-07-22,7.05381
1991-07-23,6.91183
1991-07-24,6.99708
1991-07-25,6.99708
1991-07-26,6.95445
1991-07-29,7.01099
1991-07-30,7.15286
1991-07-31,7.11759
1991-08-01,7.11034
1991-08-02,7.13876
1991-08-05,7.19539
1991-08-06,7.33021
1991-08-07,7.25222
1991-08-08,7.16677
1991-08-09,7.15286
1991-08-12,7.23801
1991-08-13,7.28749
1991-08-14,7.29445
1991-08-15,7.30895
1991-08-16,7.23801
1991-08-19,7.05381
1991-08-20,7.08908
1991-08-21,7.2094
1991-08-22,7.18804
1991-08-23,7.33717
1991-08-26,7.29445
1991-08-27,7.33021
1991-08-28,7.31571
1991-08-29,7.35823
1991-08-30,7.35823
1991-09-03,7.28749
1991-09-04,7.33021
1991-09-05,7.29445
1991-09-06,7.28749
1991-09-09,7.25222
1991-09-10,7.25222
1991-09-11,7.25222
1991-09-12,7.31571
1991-09-13,7.29445
1991-09-16,7.40791
1991-09-17,7.3941
1991-09-18,7.4716
1991-09-19,7.50776
1991-09-20,7.43642
1991-09-23,7.3941
1991-09-24,7.4716
1991-09-25,7.42927
1991-09-26,7.35823
1991-09-27,7.3941
1991-09-30,7.4859
1991-10-01,7.4859
1991-10-02,7.45759
1991-10-03,7.3941
1991-10-04,7.35118
1991-10-07,7.38645
1991-10-08,7.2094
1991-10-09,7.21665
1991-10-10,7.33717
1991-10-11,7.30895
1991-10-14,7.35823
1991-10-15,7.38645
1991-10-16,7.30895
1991-10-17,7.31571
1991-10-18,7.30895
1991-10-21,7.26613
1991-10-22,7.11034
1991-10-23,7.11034
1991-10-24,7.05381
1991-10-25,7.19539
1991-10-28,7.33021
1991-10-29,7.42927
1991-10-30,7.37284
1991-10-31,7.37284
1991-11-01,7.35118
1991-11-04,7.31571
1991-11-05,7.33717
1991-11-06,7.35823
1991-11-07,7.33021
1991-11-08,7.28749
1991-11-11,7.31571
1991-11-12,7.42927
1991-11-13,7.41536
1991-11-14,7.45053
1991-11-15,7.18804
1991-11-18,7.26613
1991-11-19,7.16677
1991-11-20,7.11759
1991-11-21,7.09603
1991-11-22,6.97562
1991-11-25,7.13876
1991-11-26,7.17413
1991-11-27,7.19539
1991-11-29,7.13876
1991-12-02,7.26613
1991-12-03,7.30895
1991-12-04,7.33021
1991-12-05,7.29445
1991-12-06,7.33717
1991-12-09,7.26613
1991-12-10,7.27368
1991-12-11,7.28749
1991-12-12,7.31571
1991-12-13,7.3941
1991-12-16,7.4716
1991-12-17,7.49355
1991-12-18,7.49355
1991-12-19,7.55625
1991-12-20,7.61377
1991-12-23,7.72694
1991-12-24,7.72694
1991-12-26,7.86762
1991-12-27,7.96877
1991-12-30,8.26524
1991-12-31,8.28074
1992-01-02,8.20265
1992-01-03,8.15168
1992-01-06,8.1029
1992-01-07,8.1029
1992-01-08,8.11065
1992-01-09,8.15168
1992-01-10,8.26524
1992-01-13,8.30121
1992-01-14,8.54145
1992-01-15,8.39947
1992-01-16,8.16638
1992-01-17,7.95386
1992-01-20,8.05203
1992-01-21,8.15168
1992-01-22,8.44945
1992-01-23,8.6417
1992-01-24,8.66187
1992-01-27,8.56182
1992-01-28,9.04498
1992-01-29,9.17991
1992-01-30,9.1041
1992-01-31,9.14394
1992-02-03,8.89664
1992-02-04,8.98139
1992-02-05,9.16739
1992-02-06,8.93947
1992-02-07,8.86843
1992-02-10,8.86843
1992-02-11,8.83872
1992-02-12,8.90489
1992-02-13,8.84736
1992-02-14,8.81945
1992-02-18,8.66187
1992-02-19,8.71969
1992-02-20,8.86843
1992-02-21,9.01657
1992-02-24,8.98139
1992-02-25,8.86843
1992-02-26,8.90489
1992-02-27,8.98139
1992-02-28,8.95874
1992-03-02,8.94751
1992-03-03,9.01657
1992-03-04,8.95874
1992-03-05,8.79729
1992-03-06,8.73986
1992-03-09,8.70459
1992-03-10,8.76361
1992-03-11,8.68392
1992-03-12,8.69843
1992-03-13,8.71969
1992-03-16,8.68392
1992-03-17,8.80375
1992-03-18,8.73986
1992-03-19,8.76361
1992-03-20,8.86127
1992-03-23,8.81945
1992-03-24,8.86127
1992-03-25,8.91791
1992-03-26,8.90489
1992-03-27,8.81945
1992-03-30,8.8271
1992-03-31,9.01657
1992-04-01,9.02322
1992-04-02,8.93947
1992-04-03,8.9964
1992-04-06,8.88333
1992-04-07,8.62004
1992-04-08,8.52049
1992-04-09,8.70459
1992-04-10,8.79729
1992-04-13,8.81945
1992-04-14,9.21557
1992-04-15,9.21557
1992-04-16,9.11622
1992-04-20,8.81945
1992-04-21,8.86127
1992-04-22,8.84736
1992-04-23,8.79729
1992-04-24,9.00246
1992-04-27,9.12198
1992-04-28,8.96828
1992-04-29,8.86843
1992-04-30,9.1041
1992-05-01,9.01657
1992-05-04,9.13649
1992-05-05,8.95874
1992-05-06,9.08204
1992-05-07,9.12198
1992-05-08,9.21557
1992-05-11,9.22303
1992-05-12,9.13649
1992-05-13,9.16023
1992-05-14,9.20286
1992-05-15,9.16739
1992-05-18,9.19441
1992-05-19,9.16739
1992-05-20,9.11622
1992-05-21,9.11622
1992-05-22,9.03942
1992-05-26,8.96828
1992-05-27,9.11622
1992-05-28,9.12198
1992-05-29,9.06008
1992-06-01,9.19441
1992-06-02,9.08204
1992-06-03,9.16023
1992-06-04,9.08204
1992-06-05,8.86843
1992-06-08,8.9964
1992-06-09,8.86127
1992-06-10,8.76361
1992-06-11,8.76361
1992-06-12,8.81945
1992-06-15,8.74811
1992-06-16,8.62004
1992-06-17,8.20265
1992-06-18,8.13032
1992-06-19,8.18089
1992-06-22,8.32953
1992-06-23,8.2873
1992-06-24,8.24438
1992-06-25,8.20265
1992-06-26,8.13032
1992-06-29,8.08919
1992-06-30,8.11065
1992-07-01,8.18089
1992-07-02,8.42103
1992-07-06,8.66187
1992-07-07,8.62004
1992-07-08,8.62004
1992-07-09,8.62004
1992-07-10,8.74811
1992-07-13,8.81945
1992-07-14,8.86127
1992-07-15,9.01657
1992-07-16,9.01657
1992-07-17,8.94751
1992-07-20,8.77503
1992-07-21,8.92456
1992-07-22,8.77503
1992-07-23,8.81945
1992-07-24,8.72704
1992-07-27,8.59927
1992-07-28,8.6417
1992-07-29,8.70459
1992-07-30,8.83872
1992-07-31,8.92456
1992-08-03,8.94751
1992-08-04,8.88333
1992-08-05,8.86127
1992-08-06,8.74811
1992-08-07,8.79729
1992-08-10,8.68392
1992-08-11,8.50717
1992-08-12,8.42103
1992-08-13,8.46356
1992-08-14,8.50717
1992-08-17,8.59927
1992-08-18,8.6417
1992-08-19,8.54751
1992-08-20,8.50717
1992-08-21,8.50717
1992-08-24,8.46356
1992-08-25,8.46356
1992-08-26,8.32953
1992-08-27,8.39947
1992-08-28,8.32953
1992-08-31,8.26524
1992-09-01,8.24438
1992-09-02,8.26524
1992-09-03,8.22282
1992-09-04,8.18089
1992-09-08,8.20265
1992-09-09,8.30816
1992-09-10,8.54751
1992-09-11,8.6417
1992-09-14,8.77503
1992-09-15,8.57841
1992-09-16,8.54751
1992-09-17,8.62004
1992-09-18,8.59927
1992-09-21,8.52804
1992-09-22,8.42103
1992-09-23,8.62004
1992-09-24,8.6417
1992-09-25,8.52804
1992-09-28,8.59927
1992-09-29,8.62004
1992-09-30,8.70459
1992-10-01,8.70459
1992-10-02,8.59927
1992-10-05,8.70459
1992-10-06,8.74811
1992-10-07,8.6417
1992-10-08,8.79729
1992-10-09,8.68392
1992-10-12,8.74811
1992-10-13,8.90489
1992-10-14,8.96828
1992-10-15,8.94751
1992-10-16,8.9964
1992-10-19,9.1041
1992-10-20,9.01657
1992-10-21,9.06008
1992-10-22,9.14394
1992-10-23,8.9964
1992-10-26,9.43545
1992-10-27,9.34156
1992-10-28,9.258
1992-10-29,9.27916
1992-10-30,9.32317
1992-11-02,9.34156
1992-11-03,9.36411
1992-11-04,9.19441
1992-11-05,9.39491
1992-11-06,9.39491
1992-11-09,9.27916
1992-11-10,9.30161
1992-11-11,9.61061
1992-11-12,9.61061
1992-11-13,9.47747
1992-11-16,9.54305
1992-11-17,9.43545
1992-11-18,9.52119
1992-11-19,9.63445
1992-11-20,9.56491
1992-11-23,9.49933
1992-11-24,9.63445
1992-11-25,9.61061
1992-11-27,9.59074
1992-11-30,9.56491
1992-12-01,9.47747
1992-12-02,9.41468
1992-12-03,9.45363
1992-12-04,9.39491
1992-12-07,9.45363
1992-12-08,9.34156
1992-12-09,9.43545
1992-12-10,9.36411
1992-12-11,9.23554
1992-12-14,9.21557
1992-12-15,9.19441
1992-12-16,9.19441
1992-12-17,9.30161
1992-12-18,9.56491
1992-12-21,9.56491
1992-12-22,9.65631
1992-12-23,9.71891
1992-12-24,9.81131
1992-12-28,9.67718
1992-12-29,9.52119
1992-12-30,9.56491
1992-12-31,9.45363
1993-01-04,9.39491
1993-01-05,9.34156
1993-01-06,9.16739
1993-01-07,9.03942
1993-01-08,8.77503
1993-01-11,8.68392
1993-01-12,8.70459
1993-01-13,8.81945
1993-01-14,8.90489
1993-01-15,8.9964
1993-01-18,8.88333
1993-01-19,8.77503
1993-01-20,8.72704
1993-01-21,8.72704
1993-01-22,8.86127
1993-01-25,9.03942
1993-01-26,8.81945
1993-01-27,8.74811
1993-01-28,8.77503
1993-01-29,8.77503
1993-02-01,8.86127
1993-02-02,8.81945
1993-02-03,8.92456
1993-02-04,8.97374
1993-02-05,9.06008
1993-02-08,9.21557
1993-02-09,9.12198
1993-02-10,9.12198
1993-02-11,9.21557
1993-02-12,8.97374
1993-02-16,8.83872
1993-02-17,8.81945
1993-02-18,8.72704
1993-02-19,8.70459
1993-02-22,8.79729
1993-02-23,8.94751
1993-02-24,8.94751
1993-02-25,8.97374
1993-02-26,9.16739
1993-03-01,9.30161
1993-03-02,9.36411
1993-03-03,9.39491
1993-03-04,9.47747
1993-03-05,9.45363
1993-03-08,9.59074
1993-03-09,9.43545
1993-03-10,9.43545
1993-03-11,9.39491
1993-03-12,9.41468
1993-03-15,9.34156
1993-03-16,9.34156
1993-03-17,9.258
1993-03-18,9.258
1993-03-19,9.21557
1993-03-22,9.12198
1993-03-23,8.9964
1993-03-24,8.88333
1993-03-25,8.83872
1993-03-26,8.70459
1993-03-29,8.72704
1993-03-30,8.77503
1993-03-31,8.79729
1993-04-01,8.79729
1993-04-02,8.57841
1993-04-05,8.35109
1993-04-06,8.24438
1993-04-07,8.22282
1993-04-08,8.24438
1993-04-12,8.32953
1993-04-13,8.48641
1993-04-14,8.50717
1993-04-15,8.66187
1993-04-16,8.57841
1993-04-19,8.44219
1993-04-20,8.3802
1993-04-21,8.32953
1993-04-22,8.32953
1993-04-23,8.35109
1993-04-26,8.46356
1993-04-27,8.62004
1993-04-28,8.48641
1993-04-29,8.50717
1993-04-30,8.66187
1993-05-03,8.6417
1993-05-04,8.68392
1993-05-05,8.66187
1993-05-06,8.46356
1993-05-07,8.66187
1993-05-10,8.6417
1993-05-11,8.72704
1993-05-12,8.77503
1993-05-13,8.62004
1993-05-14,8.68392
1993-05-17,8.68392
1993-05-18,8.66187
1993-05-19,8.86127
1993-05-20,8.92456
1993-05-21,8.86127
1993-05-24,8.79729
1993-05-25,8.77503
1993-05-26,8.79729
1993-05-27,8.6417
1993-05-28,8.66187
1993-06-01,8.70459
1993-06-02,8.72704
1993-06-03,8.62004
1993-06-04,8.50717
1993-06-07,8.48641
1993-06-08,8.42103
1993-06-09,8.39947
1993-06-10,8.44219
1993-06-11,8.42103
1993-06-14,8.50717
1993-06-15,8.50717
1993-06-16,8.59927
1993-06-17,8.6417
1993-06-18,8.6417
1993-06-21,8.70459
1993-06-22,8.72704
1993-06-23,8.68392
1993-06-24,8.86127
1993-06-25,8.81945
1993-06-28,8.97374
1993-06-29,9.1041
1993-06-30,9.17305
1993-07-01,9.12198
1993-07-02,9.08204
1993-07-06,8.9964
1993-07-07,9.14394
1993-07-08,9.23554
1993-07-09,9.21557
1993-07-12,9.34156
1993-07-13,9.08204
1993-07-14,9.258
1993-07-15,9.1041
1993-07-16,8.90489
1993-07-19,8.77503
1993-07-20,8.86127
1993-07-21,8.77503
1993-07-22,8.62004
1993-07-23,8.57841
1993-07-26,8.52804
1993-07-27,8.74811
1993-07-28,8.66187
1993-07-29,8.70459
1993-07-30,8.59927
1993-08-02,8.57841
1993-08-03,8.52804
1993-08-04,8.44219
1993-08-05,8.35109
1993-08-06,8.35109
1993-08-09,8.35109
1993-08-10,8.15168
1993-08-11,8.18089
1993-08-12,8.11065
1993-08-13,8.0254
1993-08-16,8.15168
1993-08-17,8.32953
1993-08-18,8.66187
1993-08-19,8.6417
1993-08-20,8.66187
1993-08-23,8.46356
1993-08-24,8.54751
1993-08-25,8.57841
1993-08-26,8.44219
1993-08-27,8.42103
1993-08-30,8.42103
1993-08-31,8.52804
1993-09-01,8.6417
1993-09-02,8.57841
1993-09-03,8.6417
1993-09-07,8.57841
1993-09-08,8.68392
1993-09-09,8.48641
1993-09-10,8.46356
1993-09-13,8.44219
1993-09-14,8.42103
1993-09-15,8.42103
1993-09-16,8.48641
1993-09-17,8.46356
1993-09-20,8.35109
1993-09-21,8.2873
1993-09-22,8.11065
1993-09-23,8.18089
1993-09-24,8.32953
1993-09-27,8.46356
1993-09-28,8.35109
1993-09-29,8.30816
1993-09-30,8.3802
1993-10-01,8.32953
1993-10-04,8.42103
1993-10-05,8.70459
1993-10-06,8.74811
1993-10-07,8.77503
1993-10-08,8.72704
1993-10-11,8.77503
1993-10-12,8.88333
1993-10-13,8.81945
1993-10-14,9.21557
1993-10-15,9.34156
1993-10-18,9.27916
1993-10-19,9.12198
1993-10-20,9.30161
1993-10-21,9.21557
1993-10-22,9.01657
1993-10-25,9.17305
1993-10-26,9.19441
1993-10-27,9.34156
1993-10-28,9.61061
1993-10-29,9.56491
1993-11-01,9.47747
1993-11-02,9.41468
1993-11-03,9.21557
1993-11-04,9.14394
1993-11-05,9.41468
1993-11-08,9.59074
1993-11-09,9.63445
1993-11-10,9.91762
1993-11-11,9.81131
1993-11-12,9.91762
1993-11-15,9.91762
1993-11-16,10.0517
1993-11-17,9.76163
1993-11-18,9.71891
1993-11-19,9.83217
1993-11-22,9.85403
1993-11-23,9.74275
1993-11-24,9.76163
1993-11-26,9.81131
1993-11-29,10.1392
1993-11-30,10.009
1993-12-01,9.98915
1993-12-02,9.98915
1993-12-03,10.0517
1993-12-06,10.0517
1993-12-07,10.2077
1993-12-08,10.159
1993-12-09,10.0736
1993-12-10,9.95935
1993-12-13,10.0517
1993-12-14,10.0309
1993-12-15,9.83217
1993-12-16,9.69605
1993-12-17,9.74275
1993-12-20,9.78845
1993-12-21,9.87589
1993-12-22,10.0517
1993-12-23,10.0736
1993-12-27,10.2713
1993-12-28,10.3379
1993-12-29,10.3548
1993-12-30,10.1869
1993-12-31,10.0517
1994-01-03,10.1392
1994-01-04,9.98915
1994-01-05,9.89675
1994-01-06,10.0309
1994-01-07,10.009
1994-01-10,10.3836
1994-01-11,10.316
1994-01-12,10.316
1994-01-13,10.0517
1994-01-14,10.2077
1994-01-17,10.1869
1994-01-18,10.1869
1994-01-19,10.2713
1994-01-20,10.4482
1994-01-21,10.472
1994-01-24,10.2713
1994-01-25,10.159
1994-01-26,10.3379
1994-01-27,10.3379
1994-01-28,10.5356
1994-01-31,10.4929
1994-02-01,10.2485
1994-02-02,10.3548
1994-02-03,10.4054
1994-02-04,10.2077
1994-02-07,10.2713
1994-02-08,10.0517
1994-02-09,10.4482
1994-02-10,10.1163
1994-02-11,10.3548
1994-02-14,10.316
1994-02-15,10.3836
1994-02-16,10.4929
1994-02-17,10.2713
1994-02-18,10.1163
1994-02-22,10.4054
1994-02-23,10.2942
1994-02-24,10.0517
1994-02-25,10.0309
1994-02-28,10.1392
1994-03-01,10.0517
1994-03-02,10.2077
1994-03-03,10.0309
1994-03-04,10.0309
1994-03-07,10.0736
1994-03-08,10.0965
1994-03-09,10.0517
1994-03-10,9.93749
1994-03-11,10.0965
1994-03-14,10.009
1994-03-15,9.87589
1994-03-16,9.93749
1994-03-17,9.85403
1994-03-18,9.98915
1994-03-21,9.87589
1994-03-22,9.87589
1994-03-23,9.69605
1994-03-24,9.47747
1994-03-25,9.47747
1994-03-28,9.56491
1994-03-29,9.43545
1994-03-30,9.37305
1994-03-31,9.43545
1994-04-04,9.258
1994-04-05,9.61061
1994-04-06,9.45363
1994-04-07,9.49933
1994-04-08,9.56491
1994-04-11,9.54305
1994-04-12,9.49933
1994-04-13,9.47747
1994-04-14,9.67718
1994-04-15,9.49933
1994-04-18,9.39491
1994-04-19,9.63445
1994-04-20,9.83217
1994-04-21,10.0965
1994-04-22,10.0309
1994-04-25,10.0517
1994-04-26,9.98915
1994-04-28,9.93749
1994-04-29,10.0309
1994-05-02,9.95935
1994-05-03,9.95935
1994-05-04,9.76163
1994-05-05,9.69605
1994-05-06,9.61061
1994-05-09,9.43545
1994-05-10,9.63445
1994-05-11,9.39491
1994-05-12,9.59074
1994-05-13,9.59074
1994-05-16,9.74275
1994-05-17,10.0309
1994-05-18,9.95935
1994-05-19,9.95935
1994-05-20,9.83217
1994-05-23,9.69605
1994-05-24,9.74275
1994-05-25,9.78845
1994-05-26,9.89675
1994-05-27,9.93749
1994-05-31,9.93749
1994-06-01,9.76163
1994-06-02,9.83217
1994-06-03,10.0309
1994-06-06,10.1869
1994-06-07,10.316
1994-06-08,10.1392
1994-06-09,10.0309
1994-06-10,9.93749
1994-06-13,9.89675
1994-06-14,9.87589
1994-06-15,9.67718
1994-06-16,9.76163
1994-06-17,9.81131
1994-06-20,9.76163
1994-06-21,9.85403
1994-06-22,9.83217
1994-06-23,9.71891
1994-06-24,9.69605
1994-06-27,9.69605
1994-06-28,9.69605
1994-06-29,9.63445
1994-06-30,9.41468
1994-07-01,9.54305
1994-07-05,9.54305
1994-07-06,9.61061
1994-07-07,9.63445
1994-07-08,9.74275
1994-07-11,9.69605
1994-07-12,9.59074
1994-07-13,9.59074
1994-07-14,9.63445
1994-07-15,9.65631
1994-07-18,9.59074
1994-07-19,9.43545
1994-07-20,9.45363
1994-07-21,9.47747
1994-07-22,9.49933
1994-07-25,9.54305
1994-07-26,9.52119
1994-07-27,9.52119
1994-07-28,9.71891
1994-07-29,9.83217
1994-08-01,9.78845
1994-08-02,9.77057
1994-08-03,9.69605
1994-08-04,9.52119
1994-08-05,9.47747
1994-08-08,9.52119
1994-08-09,9.43545
1994-08-10,9.67718
1994-08-11,9.71891
1994-08-12,9.87589
1994-08-15,9.85403
1994-08-16,9.91762
1994-08-17,9.91762
1994-08-18,9.91762
1994-08-19,9.89675
1994-08-22,10.009
1994-08-23,10.0736
1994-08-24,10.1392
1994-08-25,10.2077
1994-08-26,10.5356
1994-08-29,10.5118
1994-08-30,10.6459
1994-08-31,10.7323
1994-09-01,10.6916
1994-09-02,10.6061
1994-09-06,10.5833
1994-09-07,10.5356
1994-09-08,10.472
1994-09-09,10.316
1994-09-12,10.2485
1994-09-13,10.316
1994-09-14,10.2713
1994-09-15,10.7323
1994-09-16,10.627
1994-09-19,10.6916
1994-09-20,10.5356
1994-09-21,10.472
1994-09-22,10.5118
1994-09-23,10.3836
1994-09-26,10.5118
1994-09-27,10.5356
1994-09-28,10.4929
1994-09-29,10.472
1994-09-30,10.5118
1994-10-03,10.472
1994-10-04,10.4054
1994-10-05,10.3836
1994-10-06,10.5545
1994-10-07,10.5545
1994-10-10,10.5545
1994-10-11,11.0026
1994-10-12,10.8466
1994-10-13,11.0026
1994-10-14,11.0672
1994-10-17,11.1307
1994-10-18,11.2241
1994-10-19,11.3781
1994-10-20,11.0423
1994-10-21,11.0026
1994-10-24,10.8466
1994-10-25,10.9519
1994-10-26,10.9817
1994-10-27,11.0672
1994-10-28,11.3275
1994-10-31,11.088
1994-11-01,11.1496
1994-11-02,11.088
1994-11-03,11.0423
1994-11-04,10.8883
1994-11-07,10.9817
1994-11-08,11.1089
1994-11-09,11.0026
1994-11-10,10.9817
1994-11-11,10.932
1994-11-14,11.2023
1994-11-15,11.0026
1994-11-16,11.2629
1994-11-17,11.1774
1994-11-18,11.3076
1994-11-21,11.1496
1994-11-22,11.0672
1994-11-23,10.932
1994-11-25,11.0224
1994-11-28,11.1089
1994-11-29,11.1089
1994-11-30,11.0224
1994-12-01,10.8257
1994-12-02,10.9817
1994-12-05,10.8466
1994-12-06,10.8257
1994-12-07,10.785
1994-12-08,10.7323
1994-12-09,10.932
1994-12-12,10.932
1994-12-13,11.0026
1994-12-14,11.0672
1994-12-15,10.8883
1994-12-16,10.9817
