Date,CAT.US
1990-05-08,4.78189
1990-05-09,4.81139
1990-05-10,4.7229
1990-05-11,4.90712
1990-05-14,4.98021
1990-05-15,4.92917
1990-05-16,4.85538
1990-05-17,4.88468
1990-05-18,4.88468
1990-05-21,4.95896
1990-05-22,4.98776
1990-05-23,5.01725
1990-05-24,5.01725
1990-05-25,5.0102
1990-05-29,5.0102
1990-05-30,4.99551
1990-05-31,4.95896
1990-06-01,4.95112
1990-06-04,4.97346
1990-06-05,5.01725
1990-06-06,5.0102
1990-06-07,4.97346
1990-06-08,4.92122
1990-06-11,4.87753
1990-06-12,4.88468
1990-06-13,4.87028
1990-06-14,4.88468
1990-06-15,4.85538
1990-06-18,4.78189
1990-06-19,4.767
1990-06-20,4.81854
1990-06-21,4.75955
1990-06-22,4.70076
1990-06-25,4.33213
1990-06-26,3.88991
1990-06-27,3.86796
1990-06-28,3.87561
1990-06-29,3.89775
1990-07-02,3.92705
1990-07-03,4.00083
1990-07-05,3.96379
1990-07-06,3.91235
1990-07-09,3.96379
1990-07-10,3.94165
1990-07-11,4.01533
1990-07-12,4.02258
1990-07-13,3.9049
1990-07-16,3.97114
1990-07-17,3.92705
1990-07-18,3.9196
1990-07-19,3.91235
1990-07-20,3.91235
1990-07-23,3.86061
1990-07-24,3.79437
1990-07-25,3.71344
1990-07-26,3.6472
1990-07-27,3.57341
1990-07-30,3.63935
1990-07-31,3.63935
1990-08-01,3.66914
1990-08-02,3.54392
1990-08-03,3.50707
1990-08-06,3.36705
1990-08-07,3.36705
1990-08-08,3.47023
1990-08-09,3.52922
1990-08-10,3.49972
1990-08-13,3.47023
1990-08-14,3.52922
1990-08-15,3.47748
1990-08-16,3.42604
1990-08-17,3.32266
1990-08-20,3.36705
1990-08-21,3.26397
1990-08-22,3.20498
1990-08-23,3.15324
1990-08-24,3.26397
1990-08-27,3.33021
1990-08-28,3.26397
1990-08-29,3.25652
1990-08-30,3.18283
1990-08-31,3.20498
1990-09-04,3.24182
1990-09-05,3.29296
1990-09-06,3.24182
1990-09-07,3.26397
1990-09-10,3.24182
1990-09-11,3.18283
1990-09-12,3.18283
1990-09-13,3.18283
1990-09-14,3.1019
1990-09-17,3.16764
1990-09-18,3.17558
1990-09-19,3.13884
1990-09-20,3.12384
1990-09-21,3.11649
1990-09-24,3.0873
1990-09-25,3.13884
1990-09-26,3.1019
1990-09-27,3.1019
1990-09-28,3.14609
1990-10-01,3.18283
1990-10-02,3.22732
1990-10-03,3.27886
1990-10-04,3.21262
1990-10-05,3.14609
1990-10-08,3.12384
1990-10-09,2.96187
1990-10-10,2.90268
1990-10-11,2.91023
1990-10-12,2.94697
1990-10-15,2.96932
1990-10-16,2.91023
1990-10-17,2.88818
1990-10-18,3.02821
1990-10-19,3.16764
1990-10-22,3.19763
1990-10-23,3.24182
1990-10-24,3.19763
1990-10-25,3.15324
1990-10-26,3.02821
1990-10-29,2.99852
1990-10-30,3.02056
1990-10-31,3.0575
1990-11-01,3.01351
1990-11-02,3.1019
1990-11-05,3.03526
1990-11-06,3.03526
1990-11-07,2.99137
1990-11-08,2.98402
1990-11-09,3.0873
1990-11-12,3.24182
1990-11-13,3.23437
1990-11-14,3.27122
1990-11-15,3.23437
1990-11-16,3.22732
1990-11-19,3.27122
1990-11-20,3.22732
1990-11-21,3.17558
1990-11-23,2.95452
1990-11-26,3.01351
1990-11-27,3.05016
1990-11-28,3.02821
1990-11-29,2.99852
1990-11-30,3.0873
1990-12-03,3.19028
1990-12-04,3.21958
1990-12-05,3.30081
1990-12-06,3.3449
1990-12-07,3.38155
1990-12-10,3.44064
1990-12-11,3.38155
1990-12-12,3.47023
1990-12-13,3.43309
1990-12-14,3.38155
1990-12-17,3.3449
1990-12-18,3.44064
1990-12-19,3.51452
1990-12-20,3.61025
1990-12-21,3.53617
1990-12-24,3.49972
1990-12-26,3.48483
1990-12-27,3.48483
1990-12-28,3.49972
1990-12-31,3.52922
1991-01-02,3.49972
1991-01-03,3.44064
1991-01-04,3.38155
1991-01-07,3.33765
1991-01-08,3.40389
1991-01-09,3.3598
1991-01-10,3.41134
1991-01-11,3.44808
1991-01-14,3.44064
1991-01-15,3.46278
1991-01-16,3.29296
1991-01-17,3.44808
1991-01-18,3.3598
1991-01-21,3.3598
1991-01-22,3.23437
1991-01-23,3.31571
1991-01-24,3.49238
1991-01-25,3.52922
1991-01-28,3.62485
1991-01-29,3.69884
1991-01-30,3.75773
1991-01-31,3.75773
1991-02-01,3.72823
1991-02-04,3.78692
1991-02-05,3.83886
1991-02-06,3.76498
1991-02-07,3.66189
1991-02-08,3.6177
1991-02-11,3.69129
1991-02-12,3.76498
1991-02-13,3.80182
1991-02-14,3.83141
1991-02-15,3.86061
1991-02-19,3.9049
1991-02-20,3.82387
1991-02-21,3.75773
1991-02-22,3.75048
1991-02-25,3.82387
1991-02-26,3.79437
1991-02-27,4.03708
1991-02-28,4.12557
1991-03-01,4.15526
1991-03-04,4.1921
1991-03-05,4.27324
1991-03-06,4.14086
1991-03-07,4.13331
1991-03-08,4.13331
1991-03-11,4.1921
1991-03-12,4.11871
1991-03-13,4.14086
1991-03-14,4.13331
1991-03-15,4.03033
1991-03-18,3.9343
1991-03-19,3.80182
1991-03-20,3.78692
1991-03-21,3.72823
1991-03-22,3.6472
1991-03-25,3.69884
1991-03-26,3.69129
1991-03-27,3.66914
1991-03-28,3.6177
1991-04-01,3.58811
1991-04-02,3.62485
1991-04-03,3.66189
1991-04-04,3.68384
1991-04-05,3.58811
1991-04-08,3.6323
1991-04-09,3.58811
1991-04-10,3.53617
1991-04-11,3.56586
1991-04-12,3.53617
1991-04-15,3.53617
1991-04-16,3.77223
1991-04-17,3.76498
1991-04-18,3.83886
1991-04-19,3.76498
1991-04-22,3.72059
1991-04-23,3.70619
1991-04-24,3.66914
1991-04-25,3.6323
1991-04-26,3.61025
1991-04-29,3.60301
1991-04-30,3.6177
1991-05-01,3.70619
1991-05-02,3.75048
1991-05-03,3.81672
1991-05-06,3.77958
1991-05-07,3.86061
1991-05-08,3.91235
1991-05-09,3.97114
1991-05-10,3.94165
1991-05-13,3.9049
1991-05-14,3.84601
1991-05-15,3.77958
1991-05-16,3.80182
1991-05-17,3.80182
1991-05-20,3.76498
1991-05-21,3.65435
1991-05-22,3.56586
1991-05-23,3.52167
1991-05-24,3.51452
1991-05-28,3.6177
1991-05-29,3.6177
1991-05-30,3.73538
1991-05-31,3.9343
1991-06-03,4.06677
1991-06-04,4.01533
1991-06-05,3.94165
1991-06-06,3.92705
1991-06-07,3.94165
1991-06-10,3.96379
1991-06-11,3.99339
1991-06-12,3.9343
1991-06-13,3.9049
1991-06-14,3.94165
1991-06-17,3.92705
1991-06-18,3.86796
1991-06-19,3.76498
1991-06-20,3.74273
1991-06-21,3.80182
1991-06-24,3.69884
1991-06-25,3.71344
1991-06-26,3.80182
1991-06-27,3.83886
1991-06-28,3.75048
1991-07-01,3.77958
1991-07-02,3.77958
1991-07-03,3.70619
1991-07-05,3.68384
1991-07-08,3.6323
1991-07-09,3.58066
1991-07-10,3.58811
1991-07-11,3.58811
1991-07-12,3.6472
1991-07-15,3.69884
1991-07-16,3.63935
1991-07-17,3.65435
1991-07-18,3.69884
1991-07-19,3.76498
1991-07-22,3.82387
1991-07-23,3.78692
1991-07-24,3.72059
1991-07-25,3.78692
1991-07-26,3.72823
1991-07-29,3.76498
1991-07-30,3.79437
1991-07-31,3.75773
1991-08-01,3.77223
1991-08-02,3.79437
1991-08-05,3.72823
1991-08-06,3.75048
1991-08-07,3.75048
1991-08-08,3.77223
1991-08-09,3.73538
1991-08-12,3.72059
1991-08-13,3.66189
1991-08-14,3.65435
1991-08-15,3.62485
1991-08-16,3.58811
1991-08-19,3.47023
1991-08-20,3.49238
1991-08-21,3.58811
1991-08-22,3.60301
1991-08-23,3.69129
1991-08-26,3.65435
1991-08-27,3.6323
1991-08-28,3.66914
1991-08-29,3.63935
1991-08-30,3.6323
1991-09-03,3.60301
1991-09-04,3.55851
1991-09-05,3.56586
1991-09-06,3.57341
1991-09-09,3.55851
1991-09-10,3.53617
1991-09-11,3.52922
1991-09-12,3.51452
1991-09-13,3.46278
1991-09-16,3.51452
1991-09-17,3.49972
1991-09-18,3.50707
1991-09-19,3.49972
1991-09-20,3.49972
1991-09-23,3.46278
1991-09-24,3.49238
1991-09-25,3.49972
1991-09-26,3.40389
1991-09-27,3.43309
1991-09-30,3.41134
1991-10-01,3.38155
1991-10-02,3.40389
1991-10-03,3.40389
1991-10-04,3.40389
1991-10-07,3.46278
1991-10-08,3.52922
1991-10-09,3.44064
1991-10-10,3.44808
1991-10-11,3.43309
1991-10-14,3.47023
1991-10-15,3.47023
1991-10-16,3.55146
1991-10-17,3.65435
1991-10-18,3.74273
1991-10-21,3.76498
1991-10-22,3.77223
1991-10-23,3.75048
1991-10-24,3.69884
1991-10-25,3.65435
1991-10-28,3.69884
1991-10-29,3.66914
1991-10-30,3.67639
1991-10-31,3.69884
1991-11-01,3.63935
1991-11-04,3.73538
1991-11-05,3.71344
1991-11-06,3.70619
1991-11-07,3.73538
1991-11-08,3.72059
1991-11-11,3.69884
1991-11-12,3.69884
1991-11-13,3.69884
1991-11-14,3.45573
1991-11-15,3.39644
1991-11-18,3.33021
1991-11-19,3.27886
1991-11-20,3.22732
1991-11-21,3.18283
1991-11-22,3.13884
1991-11-25,3.0575
1991-11-26,3.00596
1991-11-27,3.0723
1991-11-29,3.17558
1991-12-02,3.33765
1991-12-03,3.23437
1991-12-04,3.22732
1991-12-05,3.16764
1991-12-06,3.0575
1991-12-09,3.05016
1991-12-10,3.02821
1991-12-11,3.00596
1991-12-12,3.10914
1991-12-13,3.11649
1991-12-16,3.11649
1991-12-17,3.07995
1991-12-18,3.04291
1991-12-19,3.00596
1991-12-20,3.01351
1991-12-23,3.19763
1991-12-24,3.23437
1991-12-26,3.33765
1991-12-27,3.27122
1991-12-30,3.29296
1991-12-31,3.3746
1992-01-02,3.3598
1992-01-03,3.35225
1992-01-06,3.3598
1992-01-07,3.3746
1992-01-08,3.3598
1992-01-09,3.3598
1992-01-10,3.32266
1992-01-13,3.21262
1992-01-14,3.29296
1992-01-15,3.48483
1992-01-16,3.63935
1992-01-17,3.66914
1992-01-20,3.72823
1992-01-21,3.61025
1992-01-22,3.62485
1992-01-23,3.62485
1992-01-24,3.61025
1992-01-27,3.66914
1992-01-28,3.61025
1992-01-29,3.58066
1992-01-30,3.61025
1992-01-31,3.61025
1992-02-03,3.61025
1992-02-04,3.69129
1992-02-05,3.72059
1992-02-06,3.78692
1992-02-07,3.66914
1992-02-10,3.85336
1992-02-11,3.80182
1992-02-12,3.9196
1992-02-13,3.87561
1992-02-14,3.91235
1992-02-18,3.95674
1992-02-19,4.06677
1992-02-20,4.03708
1992-02-21,3.9196
1992-02-24,3.97859
1992-02-25,3.86061
1992-02-26,3.88991
1992-02-27,3.79437
1992-02-28,3.77958
1992-03-02,3.92705
1992-03-03,3.9049
1992-03-04,3.94165
1992-03-05,3.85336
1992-03-06,3.82387
1992-03-09,3.79437
1992-03-10,3.72823
1992-03-11,3.69129
1992-03-12,3.66914
1992-03-13,3.78692
1992-03-16,3.75773
1992-03-17,3.72059
1992-03-18,3.83141
1992-03-19,3.83141
1992-03-20,3.84601
1992-03-23,3.82387
1992-03-24,3.79437
1992-03-25,3.86061
1992-03-26,3.9196
1992-03-27,3.86061
1992-03-30,3.88991
1992-03-31,3.86061
1992-04-01,3.81672
1992-04-02,3.80182
1992-04-03,3.87561
1992-04-06,3.86061
1992-04-07,3.81672
1992-04-08,3.70619
1992-04-09,3.70619
1992-04-10,3.75773
1992-04-13,3.81672
1992-04-14,3.83886
1992-04-15,4.1775
1992-04-16,4.14791
1992-04-20,4.33938
1992-04-21,4.24394
1992-04-22,4.39827
1992-04-23,4.39827
1992-04-24,4.39131
1992-04-27,4.30988
1992-04-28,4.31763
1992-04-29,4.33938
1992-04-30,4.34712
1992-05-01,4.28059
1992-05-04,4.34712
1992-05-05,4.14791
1992-05-06,4.33938
1992-05-07,4.30988
1992-05-08,4.30263
1992-05-11,4.45011
1992-05-12,4.42061
1992-05-13,4.36917
1992-05-14,4.37652
1992-05-15,4.30263
1992-05-18,4.33938
1992-05-19,4.40591
1992-05-20,4.48715
1992-05-21,4.60473
1992-05-22,4.54574
1992-05-26,4.61228
1992-05-27,4.61972
1992-05-28,4.61972
1992-05-29,4.67832
1992-06-01,4.74515
1992-06-02,4.78894
1992-06-03,4.77405
1992-06-04,4.73025
1992-06-05,4.63422
1992-06-08,4.61972
1992-06-09,4.61972
1992-06-10,4.55299
1992-06-11,4.39827
1992-06-12,4.39131
1992-06-15,4.39131
1992-06-16,4.36122
1992-06-17,4.15526
1992-06-18,4.2071
1992-06-19,4.2216
1992-06-22,4.12557
1992-06-23,4.16261
1992-06-24,4.15526
1992-06-25,4.03033
1992-06-26,3.97859
1992-06-29,4.09617
1992-06-30,4.16261
1992-07-01,4.08197
1992-07-02,4.03033
1992-07-06,3.97859
1992-07-07,3.92705
1992-07-08,3.88276
1992-07-09,4.05962
1992-07-10,4.16261
1992-07-13,4.14791
1992-07-14,4.17025
1992-07-15,4.27324
1992-07-16,4.35447
1992-07-17,4.25854
1992-07-20,4.1775
1992-07-21,4.14791
1992-07-22,4.08197
1992-07-23,4.08197
1992-07-24,4.19985
1992-07-27,4.25854
1992-07-28,4.27324
1992-07-29,4.30263
1992-07-30,4.30263
1992-07-31,4.29548
1992-08-03,4.25854
1992-08-04,4.2071
1992-08-05,4.17025
1992-08-06,4.11087
1992-08-07,4.09617
1992-08-10,4.06677
1992-08-11,4.01533
1992-08-12,3.89775
1992-08-13,3.88276
1992-08-14,3.87561
1992-08-17,3.75048
1992-08-18,3.77958
1992-08-19,3.77223
1992-08-20,3.71344
1992-08-21,3.71344
1992-08-24,3.63935
1992-08-25,3.62485
1992-08-26,3.69884
1992-08-27,3.75048
1992-08-28,3.75773
1992-08-31,3.75048
1992-09-01,3.75048
1992-09-02,3.80182
1992-09-03,3.84601
1992-09-04,3.83141
1992-09-08,3.71344
1992-09-09,3.75048
1992-09-10,3.83886
1992-09-11,3.83886
1992-09-14,4.11871
1992-09-15,4.05962
1992-09-16,4.02258
1992-09-17,4.05962
1992-09-18,4.06677
1992-09-21,4.06677
1992-09-22,4.02258
1992-09-23,3.94165
1992-09-24,4.01533
1992-09-25,4.04523
1992-09-28,4.14791
1992-09-29,4.05247
1992-09-30,4.05247
1992-10-01,3.99339
1992-10-02,3.85336
1992-10-05,3.81672
1992-10-06,3.83141
1992-10-07,3.80182
1992-10-08,3.78692
1992-10-09,3.77958
1992-10-12,3.85336
1992-10-13,3.96379
1992-10-14,4.00083
1992-10-15,4.01533
1992-10-16,3.98604
1992-10-19,4.08912
1992-10-20,4.16261
1992-10-21,4.11871
1992-10-22,4.17025
1992-10-23,4.07432
1992-10-26,4.05247
1992-10-27,4.05962
1992-10-28,4.07432
1992-10-29,4.04523
1992-10-30,4.07432
1992-11-02,4.11087
1992-11-03,4.19985
1992-11-04,4.1775
1992-11-05,4.26589
1992-11-06,4.28059
1992-11-09,4.26589
1992-11-10,4.2071
1992-11-11,4.16261
1992-11-12,4.1921
1992-11-13,4.13331
1992-11-16,4.11871
1992-11-17,4.13331
1992-11-18,4.14791
1992-11-19,4.17025
1992-11-20,4.1775
1992-11-23,4.14086
1992-11-24,4.2071
1992-11-25,4.19985
1992-11-27,4.22934
1992-11-30,4.42061
1992-12-01,4.41316
1992-12-02,4.22934
1992-12-03,4.14086
1992-12-04,4.14086
1992-12-07,4.14086
1992-12-08,4.2071
1992-12-09,4.22934
1992-12-10,4.19985
1992-12-11,4.14791
1992-12-14,4.11871
1992-12-15,4.14791
1992-12-16,4.11871
1992-12-17,4.14086
1992-12-18,4.25099
1992-12-21,4.25099
1992-12-22,4.22934
1992-12-23,4.23639
1992-12-24,4.22934
1992-12-28,4.1921
1992-12-29,4.23639
1992-12-30,4.25854
1992-12-31,4.1775
1993-01-04,4.23639
1993-01-05,4.25099
1993-01-06,4.34712
1993-01-07,4.40591
1993-01-08,4.44295
1993-01-11,4.45011
1993-01-12,4.39131
1993-01-13,4.34712
1993-01-14,4.33938
1993-01-15,4.43531
1993-01-18,4.42806
1993-01-19,4.41316
1993-01-20,4.37652
1993-01-21,4.25854
1993-01-22,4.31763
1993-01-25,4.28059
1993-01-26,4.39827
1993-01-27,4.45716
1993-01-28,4.39827
1993-01-29,4.38377
1993-02-01,4.37652
1993-02-02,4.43531
1993-02-03,4.55299
1993-02-04,4.61228
1993-02-05,4.64177
1993-02-08,4.56044
1993-02-09,4.50194
1993-02-10,4.41316
1993-02-11,4.4942
1993-02-12,4.47235
1993-02-16,4.35447
1993-02-17,4.36917
1993-02-18,4.39827
1993-02-19,4.34712
1993-02-22,4.36917
1993-02-23,4.32498
1993-02-24,4.42806
1993-02-25,4.41316
1993-02-26,4.53104
1993-03-01,4.52389
1993-03-02,4.59738
1993-03-03,4.62668
1993-03-04,4.57513
1993-03-05,4.59013
1993-03-08,4.64902
1993-03-09,4.65657
1993-03-10,4.62668
1993-03-11,4.58278
1993-03-12,4.51654
1993-03-15,4.53104
1993-03-16,4.50194
1993-03-17,4.51654
1993-03-18,4.53104
1993-03-19,4.53104
1993-03-22,4.57513
1993-03-23,4.64177
1993-03-24,4.65657
1993-03-25,4.65657
1993-03-26,4.64902
1993-03-29,4.70801
1993-03-30,4.70801
1993-03-31,4.61972
1993-04-01,4.61972
1993-04-02,4.56044
1993-04-05,4.54574
1993-04-06,4.59738
1993-04-07,4.65657
1993-04-08,4.67126
1993-04-12,4.7375
1993-04-13,4.77405
1993-04-14,4.75955
1993-04-15,4.81854
1993-04-16,4.81854
1993-04-19,4.86263
1993-04-20,4.81854
1993-04-21,4.87753
1993-04-22,5.28956
1993-04-23,5.23861
1993-04-26,5.24586
1993-04-27,5.24586
1993-04-28,5.26076
1993-04-29,5.39304
1993-04-30,5.42233
1993-05-03,5.39304
1993-05-04,5.35639
1993-05-05,5.38599
1993-05-06,5.36354
1993-05-07,5.31945
1993-05-10,5.39304
1993-05-11,5.46682
1993-05-12,5.47427
1993-05-13,5.50357
1993-05-14,5.44458
1993-05-17,5.40793
1993-05-18,5.3265
1993-05-19,5.38599
1993-05-20,5.45193
1993-05-21,5.41528
1993-05-24,5.43733
1993-05-25,5.47427
1993-05-26,5.51131
1993-05-27,5.70268
1993-05-28,5.6142
1993-06-01,5.81311
1993-06-02,5.8575
1993-06-03,5.79822
1993-06-04,5.8575
1993-06-07,5.91629
1993-06-08,5.89415
1993-06-09,5.80566
1993-06-10,5.8869
1993-06-11,5.94559
1993-06-14,6.09316
1993-06-15,6.07886
1993-06-16,6.04122
1993-06-17,6.06357
1993-06-18,6.04897
1993-06-21,5.93129
1993-06-22,5.81311
1993-06-23,5.71003
1993-06-24,5.70268
1993-06-25,5.68808
1993-06-28,5.89415
1993-06-29,5.83526
1993-06-30,5.86485
1993-07-01,5.79822
1993-07-02,5.73218
1993-07-06,5.75412
1993-07-07,5.86485
1993-07-08,5.8869
1993-07-09,5.8869
1993-07-12,5.96039
1993-07-13,5.98253
1993-07-14,6.00468
1993-07-15,6.05632
1993-07-16,6.12256
1993-07-19,6.24788
1993-07-20,6.12256
1993-07-21,6.1444
1993-07-22,6.09316
1993-07-23,6.29962
1993-07-26,6.26258
1993-07-27,6.20379
1993-07-28,6.11511
1993-07-29,6.07111
1993-07-30,6.03427
1993-08-02,6.12991
1993-08-03,6.27003
1993-08-04,6.27003
1993-08-05,6.20379
1993-08-06,6.1887
1993-08-09,6.23319
1993-08-10,6.33627
1993-08-11,6.46884
1993-08-12,6.38781
1993-08-13,6.38781
1993-08-16,6.32882
1993-08-17,6.30648
1993-08-18,6.38046
1993-08-19,6.38046
1993-08-20,6.33627
1993-08-23,6.32882
1993-08-24,6.46884
1993-08-25,6.47599
1993-08-26,6.46884
1993-08-27,6.4468
1993-08-30,6.4173
1993-08-31,6.45405
1993-09-01,6.43925
1993-09-02,6.33627
1993-09-03,6.27728
1993-09-07,6.21074
1993-09-08,6.21074
1993-09-09,6.29962
1993-09-10,6.26258
1993-09-13,6.29962
1993-09-14,6.26258
1993-09-15,6.24063
1993-09-16,6.24788
1993-09-17,6.27003
1993-09-20,6.20379
1993-09-21,6.05632
1993-09-22,6.10041
1993-09-23,6.04122
1993-09-24,6.12991
1993-09-27,6.21074
1993-09-28,6.23319
1993-09-29,6.20379
1993-09-30,6.20379
1993-10-01,6.29962
1993-10-04,6.35841
1993-10-05,6.33627
1993-10-06,6.35841
1993-10-07,6.35841
1993-10-08,6.36556
1993-10-11,6.35841
1993-10-12,6.30648
1993-10-13,6.35841
1993-10-14,6.32157
1993-10-15,6.33627
1993-10-18,6.36556
1993-10-19,6.49099
1993-10-20,6.53508
1993-10-21,6.75634
1993-10-22,7.06549
1993-10-25,7.05814
1993-10-26,7.15397
1993-10-27,7.08783
1993-10-28,7.18327
1993-10-29,7.19846
1993-11-01,7.25725
1993-11-02,7.2643
1993-11-03,7.15397
1993-11-04,7.05089
1993-11-05,7.08039
1993-11-08,7.18327
1993-11-09,7.08039
1993-11-10,7.14662
1993-11-11,7.10968
1993-11-12,7.02169
1993-11-15,7.06549
1993-11-16,6.9771
1993-11-17,6.91821
1993-11-18,6.75634
1993-11-19,6.72675
1993-11-22,6.56458
1993-11-23,6.57937
1993-11-24,6.7342
1993-11-26,6.7342
1993-11-29,6.75634
1993-11-30,6.7047
1993-12-01,6.75634
1993-12-02,6.77094
1993-12-03,6.72675
1993-12-06,6.75634
1993-12-07,6.60897
1993-12-08,6.69715
1993-12-09,6.76359
1993-12-10,6.75634
1993-12-13,6.72675
1993-12-14,6.66796
1993-12-15,6.7342
1993-12-16,6.78564
1993-12-17,6.79338
1993-12-20,6.88902
1993-12-21,6.84443
1993-12-22,6.87422
1993-12-23,6.91087
1993-12-27,7.08039
1993-12-28,7.10968
1993-12-29,7.11733
1993-12-30,7.08783
1993-12-31,6.99945
1994-01-03,7.02855
1994-01-04,7.15397
1994-01-05,7.15397
1994-01-06,7.19846
1994-01-07,7.10968
1994-01-10,7.11733
1994-01-11,7.12458
1994-01-12,7.12458
1994-01-13,7.13927
1994-01-14,7.13232
1994-01-17,7.28665
1994-01-18,7.30879
1994-01-19,7.37523
1994-01-20,7.40453
1994-01-21,7.76541
1994-01-24,7.89898
1994-01-25,7.76541
1994-01-26,7.81745
1994-01-27,7.99382
1994-01-28,8.16324
1994-01-31,8.20168
1994-02-01,8.31757
1994-02-02,8.24279
1994-02-03,8.30436
1994-02-04,8.07585
1994-02-07,8.28867
1994-02-08,8.50923
1994-02-09,8.57438
1994-02-10,8.36275
1994-02-11,8.28162
1994-02-14,8.34776
1994-02-15,8.46713
1994-02-16,8.45918
1994-02-17,8.56912
1994-02-18,8.51529
1994-02-22,8.71867
1994-02-23,8.71867
1994-02-24,8.55501
1994-02-25,8.4856
1994-02-28,8.54052
1994-03-01,8.57438
1994-03-02,8.82037
1994-03-03,8.87796
1994-03-04,8.83437
1994-03-07,8.98879
1994-03-08,9.01809
1994-03-09,9.02454
1994-03-10,9.05523
1994-03-11,9.174
1994-03-14,9.21601
1994-03-15,9.23726
1994-03-16,9.1604
1994-03-17,9.41493
1994-03-18,9.38424
1994-03-21,9.33071
1994-03-22,9.35673
1994-03-23,9.51076
1994-03-24,9.20002
1994-03-25,9.1883
1994-03-28,8.98134
1994-03-29,8.73228
1994-03-30,8.62791
1994-03-31,8.84926
1994-04-04,8.92156
1994-04-05,9.1604
1994-04-06,9.45713
1994-04-07,9.33955
1994-04-08,9.246
1994-04-11,9.12882
1994-04-12,9.03994
1994-04-13,8.93636
1994-04-14,8.83437
1994-04-15,8.81192
1994-04-18,8.71867
1994-04-19,8.54916
1994-04-20,8.16324
1994-04-21,8.40456
1994-04-22,8.50923
1994-04-25,8.76585
1994-04-26,8.72424
1994-04-28,8.58987
1994-04-29,8.66217
1994-05-02,8.71867
1994-05-03,8.86505
1994-05-04,8.84261
1994-05-05,8.87141
1994-05-06,8.53247
1994-05-09,8.33405
1994-05-10,8.42045
1994-05-11,8.45124
1994-05-12,8.3988
1994-05-13,8.50923
1994-05-16,8.68481
1994-05-17,8.7725
1994-05-18,8.74052
1994-05-19,8.71867
1994-05-20,8.68481
1994-05-23,8.71867
1994-05-24,8.54052
1994-05-25,8.51529
1994-05-26,8.48163
1994-05-27,8.48163
1994-05-31,8.4275
1994-06-01,8.31757
1994-06-02,8.40456
1994-06-03,8.48163
1994-06-06,8.54052
1994-06-07,8.36275
1994-06-08,8.22908
1994-06-09,8.16324
1994-06-10,8.28867
1994-06-13,8.36275
1994-06-14,8.62791
1994-06-15,8.59811
1994-06-16,8.60526
1994-06-17,8.57438
1994-06-20,8.39185
1994-06-21,8.05251
1994-06-22,8.0971
1994-06-23,8.04586
1994-06-24,7.97843
1994-06-27,8.28867
1994-06-28,8.21608
1994-06-29,8.05251
1994-06-30,7.89163
1994-07-01,7.93543
1994-07-05,8.02302
1994-07-06,8.24279
1994-07-07,8.22908
1994-07-08,8.34259
1994-07-11,8.46713
1994-07-12,8.62056
1994-07-13,8.59811
1994-07-14,8.56912
1994-07-15,8.56912
1994-07-18,8.58173
1994-07-19,8.62791
1994-07-20,8.50923
1994-07-21,8.4133
1994-07-22,8.43644
1994-07-25,8.47408
1994-07-26,8.54052
1994-07-27,8.43644
1994-07-28,8.48163
1994-07-29,8.56912
1994-08-01,8.68481
1994-08-02,8.65005
1994-08-03,8.58987
1994-08-04,8.50923
1994-08-05,8.28162
1994-08-08,8.19472
1994-08-09,8.23604
1994-08-10,8.26702
1994-08-11,8.14755
1994-08-12,8.31757
1994-08-15,8.40456
1994-08-16,8.61331
1994-08-17,8.67746
1994-08-18,8.53247
1994-08-19,8.53247
1994-08-22,8.48163
1994-08-23,8.82692
1994-08-24,9.04758
1994-08-25,8.85731
1994-08-26,9.14501
1994-08-29,9.14501
1994-08-30,9.13835
1994-08-31,9.12882
1994-09-01,9.04758
1994-09-02,8.9587
1994-09-06,8.85731
1994-09-07,8.72424
1994-09-08,8.74052
1994-09-09,8.76058
1994-09-12,8.46713
1994-09-13,8.48163
1994-09-14,8.72424
1994-09-15,9.13835
1994-09-16,8.91501
1994-09-19,8.9587
1994-09-20,8.76058
1994-09-21,8.56266
1994-09-22,8.58173
1994-09-23,8.56266
1994-09-26,8.46713
1994-09-27,8.3846
1994-09-28,8.6429
1994-09-29,8.56266
1994-09-30,8.56266
1994-10-03,8.59811
1994-10-04,8.56266
1994-10-05,8.42045
1994-10-06,8.34776
1994-10-07,8.46713
1994-10-10,8.42045
1994-10-11,8.79524
1994-10-12,8.72424
1994-10-13,8.76058
1994-10-14,8.77965
1994-10-17,8.79524
1994-10-18,8.86505
1994-10-19,8.89902
1994-10-20,8.82037
1994-10-21,8.94391
1994-10-24,9.23726
1994-10-25,9.14501
1994-10-26,9.06268
1994-10-27,9.12117
1994-10-28,9.41493
1994-10-31,9.47203
1994-11-01,9.14501
1994-11-02,9.27609
1994-11-03,9.21601
1994-11-04,9.09803
1994-11-07,9.12117
1994-11-08,9.07599
1994-11-09,9.26149
1994-11-10,9.23726
1994-11-11,9.06268
1994-11-14,9.12117
1994-11-15,8.92156
1994-11-16,8.9587
1994-11-17,8.94391
1994-11-18,8.82037
1994-11-21,8.70139
1994-11-22,8.18708
1994-11-23,8.34776
1994-11-25,8.46713
1994-11-28,8.56912
1994-11-29,8.44438
1994-11-30,8.58173
1994-12-01,8.36891
1994-12-02,8.46713
1994-12-05,8.54916
1994-12-06,8.3846
1994-12-07,8.24279
1994-12-08,8.20853
1994-12-09,8.0682
1994-12-12,8.18708
1994-12-13,8.1268
1994-12-14,8.30962
