Date,IBM.US
1990-05-22,19.5003
1990-05-23,19.6642
1990-05-24,19.6642
1990-05-25,19.2465
1990-05-29,19.8321
1990-05-30,20.0198
1990-05-31,19.8756
1990-06-01,19.7887
1990-06-04,19.9348
1990-06-05,19.9921
1990-06-06,19.9724
1990-06-07,19.9724
1990-06-08,19.6642
1990-06-11,19.8548
1990-06-12,19.9092
1990-06-13,20.0988
1990-06-14,20.0198
1990-06-15,19.9348
1990-06-18,19.6465
1990-06-19,19.6642
1990-06-20,19.5418
1990-06-21,19.7274
1990-06-22,19.2465
1990-06-25,19.3166
1990-06-26,19.3334
1990-06-27,19.5418
1990-06-28,19.4796
1990-06-29,19.4618
1990-07-02,19.6198
1990-07-03,19.4796
1990-07-05,19.4351
1990-07-06,19.5418
1990-07-09,19.7067
1990-07-10,19.5003
1990-07-11,19.7274
1990-07-12,19.8756
1990-07-13,20.0405
1990-07-16,20.2676
1990-07-17,19.9921
1990-07-18,19.8548
1990-07-19,19.8756
1990-07-20,19.4796
1990-07-23,19.1863
1990-07-24,19.0026
1990-07-25,19.0026
1990-07-26,18.7359
1990-07-27,18.4436
1990-07-30,18.5681
1990-07-31,18.4624
1990-08-01,18.4821
1990-08-02,18.179
1990-08-03,17.9064
1990-08-06,17.1993
1990-08-07,17.0512
1990-08-08,17.0828
1990-08-09,17.1005
1990-08-10,16.8932
1990-08-13,17.1805
1990-08-14,17.2872
1990-08-15,17.385
1990-08-16,17.1805
1990-08-17,16.7895
1990-08-20,16.9356
1990-08-21,16.6443
1990-08-22,16.3954
1990-08-23,16.0448
1990-08-24,16.6206
1990-08-27,17.2872
1990-08-28,17.1588
1990-08-29,17.1993
1990-08-30,16.8487
1990-08-31,16.8714
1990-09-04,16.9732
1990-09-05,16.9732
1990-09-06,16.9544
1990-09-07,17.4719
1990-09-10,17.5331
1990-09-11,17.8007
1990-09-12,17.8659
1990-09-13,17.385
1990-09-14,17.2872
1990-09-17,17.4047
1990-09-18,17.7592
1990-09-19,17.9459
1990-09-20,17.8659
1990-09-21,17.6812
1990-09-24,17.385
1990-09-25,17.6121
1990-09-26,17.4521
1990-09-27,17.2872
1990-09-28,17.6121
1990-10-01,18.0526
1990-10-02,17.9271
1990-10-03,17.78
1990-10-04,17.8659
1990-10-05,17.9271
1990-10-08,18.1306
1990-10-09,17.4521
1990-10-10,17.14
1990-10-11,16.7292
1990-10-12,16.6028
1990-10-15,16.4349
1990-10-16,16.4557
1990-10-17,16.6798
1990-10-18,17.4521
1990-10-19,17.8254
1990-10-22,17.8442
1990-10-23,17.6812
1990-10-24,17.9913
1990-10-25,17.9064
1990-10-26,17.699
1990-10-29,17.5509
1990-10-30,17.6121
1990-10-31,17.4719
1990-11-01,17.7592
1990-11-02,17.9459
1990-11-05,17.8659
1990-11-06,17.8659
1990-11-07,17.6378
1990-11-08,17.8076
1990-11-09,18.257
1990-11-12,18.7103
1990-11-13,18.5483
1990-11-14,18.7972
1990-11-15,18.6471
1990-11-16,18.8169
1990-11-19,19.0026
1990-11-20,18.7745
1990-11-21,18.9009
1990-11-23,18.6471
1990-11-26,18.8544
1990-11-27,18.7972
1990-11-28,18.6115
1990-11-29,18.5483
1990-11-30,18.8169
1990-12-03,18.7745
1990-12-04,19.0026
1990-12-05,18.9828
1990-12-06,18.4624
1990-12-07,18.6293
1990-12-10,18.7745
1990-12-11,18.6895
1990-12-12,18.9423
1990-12-13,18.6895
1990-12-14,18.4239
1990-12-17,18.4624
1990-12-18,18.7972
1990-12-19,18.6717
1990-12-20,18.8347
1990-12-21,18.8544
1990-12-24,18.8544
1990-12-26,18.7972
1990-12-27,18.8169
1990-12-28,18.7745
1990-12-31,18.7103
1991-01-02,18.5681
1991-01-03,18.6293
1991-01-04,18.5681
1991-01-07,18.257
1991-01-08,18.0526
1991-01-09,17.699
1991-01-10,17.9459
1991-01-11,17.9064
1991-01-14,17.6812
1991-01-15,17.8076
1991-01-16,18.0703
1991-01-17,19.1675
1991-01-18,19.4796
1991-01-21,19.8124
1991-01-22,19.5418
1991-01-23,19.7452
1991-01-24,20.0405
1991-01-25,20.3052
1991-01-28,20.5748
1991-01-29,20.6192
1991-01-30,21.032
1991-01-31,20.9895
1991-02-01,21.0093
1991-02-04,21.0972
1991-02-05,21.2799
1991-02-06,21.508
1991-02-07,21.2799
1991-02-08,21.4488
1991-02-11,21.9238
1991-02-12,21.985
1991-02-13,22.2921
1991-02-14,22.3514
1991-02-15,22.7513
1991-02-19,23.1049
1991-02-20,22.8313
1991-02-21,22.4363
1991-02-22,22.0699
1991-02-25,22.1262
1991-02-26,21.4902
1991-02-27,21.6769
1991-02-28,21.3243
1991-03-01,21.6937
1991-03-04,21.6354
1991-03-05,22.1055
1991-03-06,22.0087
1991-03-07,21.9406
1991-03-08,21.7352
1991-03-11,21.3816
1991-03-12,21.032
1991-03-13,21.3816
1991-03-14,21.2137
1991-03-15,20.9708
1991-03-18,21.1782
1991-03-19,19.0618
1991-03-20,18.9009
1991-03-21,18.5315
1991-03-22,18.4821
1991-03-25,18.7972
1991-03-26,18.8544
1991-03-27,18.6895
1991-03-28,18.8544
1991-04-01,18.5918
1991-04-02,18.7557
1991-04-03,18.7359
1991-04-04,18.7972
1991-04-05,18.6471
1991-04-08,18.7172
1991-04-09,18.4239
1991-04-10,18.4239
1991-04-11,18.3192
1991-04-12,17.9637
1991-04-15,17.699
1991-04-16,18.0921
1991-04-17,18.1997
1991-04-18,18.179
1991-04-19,18.1306
1991-04-22,17.9637
1991-04-23,17.9459
1991-04-24,17.9271
1991-04-25,17.8847
1991-04-26,17.78
1991-04-29,17.3692
1991-04-30,17.0512
1991-05-01,17.22
1991-05-02,17.5331
1991-05-03,17.1588
1991-05-06,17.1223
1991-05-07,16.8714
1991-05-08,17.1805
1991-05-09,17.5331
1991-05-10,17.1223
1991-05-13,17.5331
1991-05-14,17.5509
1991-05-15,17.0156
1991-05-16,17.2457
1991-05-17,17.1805
1991-05-20,17.1005
1991-05-21,16.8082
1991-05-22,17.3237
1991-05-23,17.3237
1991-05-24,17.385
1991-05-28,17.4047
1991-05-29,17.2457
1991-05-30,17.2872
1991-05-31,17.5736
1991-06-03,17.617
1991-06-04,17.385
1991-06-05,17.1005
1991-06-06,17.0512
1991-06-07,16.8932
1991-06-10,16.9544
1991-06-11,16.9356
1991-06-12,16.8082
1991-06-13,16.6611
1991-06-14,16.6206
1991-06-17,16.4764
1991-06-18,16.7085
1991-06-19,16.7292
1991-06-20,16.4142
1991-06-21,16.4952
1991-06-24,16.2898
1991-06-25,16.4557
1991-06-26,16.3362
1991-06-27,16.1703
1991-06-28,16.0804
1991-07-01,16.2898
1991-07-02,16.4142
1991-07-03,16.2473
1991-07-05,16.3362
1991-07-08,16.6443
1991-07-09,16.4764
1991-07-10,16.3559
1991-07-11,16.269
1991-07-12,16.4557
1991-07-15,16.4349
1991-07-16,16.0024
1991-07-17,15.9342
1991-07-18,16.269
1991-07-19,16.6443
1991-07-22,16.8932
1991-07-23,16.6611
1991-07-24,16.6798
1991-07-25,16.6443
1991-07-26,16.6443
1991-07-29,16.7895
1991-07-30,16.825
1991-07-31,16.7677
1991-08-01,16.7677
1991-08-02,16.6206
1991-08-05,16.7292
1991-08-06,16.6206
1991-08-07,16.3954
1991-08-08,16.4349
1991-08-09,16.3737
1991-08-12,16.3362
1991-08-13,16.3954
1991-08-14,16.3095
1991-08-15,16.2898
1991-08-16,15.9846
1991-08-19,15.7308
1991-08-20,15.8582
1991-08-21,15.8375
1991-08-22,15.632
1991-08-23,15.7101
1991-08-26,15.7515
1991-08-27,15.7723
1991-08-28,15.6518
1991-08-29,15.8167
1991-08-30,16.0448
1991-09-03,16.2305
1991-09-04,16.3362
1991-09-05,16.269
1991-09-06,16.4557
1991-09-09,16.7292
1991-09-10,16.4952
1991-09-11,16.7895
1991-09-12,17.22
1991-09-13,17.0344
1991-09-16,17.1588
1991-09-17,17.3692
1991-09-18,17.4521
1991-09-19,17.3692
1991-09-20,17.2694
1991-09-23,17.3237
1991-09-24,17.5331
1991-09-25,17.385
1991-09-26,17.3692
1991-09-27,16.9356
1991-09-30,17.1588
1991-10-01,16.9949
1991-10-02,16.748
1991-10-03,16.3954
1991-10-04,16.269
1991-10-07,16.3737
1991-10-08,16.2305
1991-10-09,16.1021
1991-10-10,16.5228
1991-10-11,16.5426
1991-10-14,16.7677
1991-10-15,17.2694
1991-10-16,16.825
1991-10-17,16.5426
1991-10-18,16.6206
1991-10-21,16.6028
1991-10-22,16.3095
1991-10-23,16.3095
1991-10-24,16.269
1991-10-25,16.2305
1991-10-28,16.269
1991-10-29,16.3737
1991-10-30,16.6028
1991-10-31,16.269
1991-11-01,16.2898
1991-11-04,16.0646
1991-11-05,16.0024
1991-11-06,16.0024
1991-11-07,16.5426
1991-11-08,16.6028
1991-11-11,16.5811
1991-11-12,16.4557
1991-11-13,16.3737
1991-11-14,16.5633
1991-11-15,15.9342
1991-11-18,16.1021
1991-11-19,15.9846
1991-11-20,15.8167
1991-11-21,15.795
1991-11-22,15.6923
1991-11-25,15.7515
1991-11-26,16.2108
1991-11-27,15.6133
1991-11-29,15.32
1991-12-02,15.2795
1991-12-03,15.1096
1991-12-04,14.9072
1991-12-05,14.9457
1991-12-06,14.7393
1991-12-09,14.0954
1991-12-10,14.2821
1991-12-11,14.5339
1991-12-12,14.6731
1991-12-13,14.5754
1991-12-16,14.3877
1991-12-17,14.1606
1991-12-18,14.2821
1991-12-19,14.0549
1991-12-20,14.205
1991-12-23,14.6129
1991-12-24,14.6129
1991-12-26,14.6129
1991-12-27,14.8015
1991-12-30,14.9664
1991-12-31,14.7393
1992-01-02,14.9457
1992-01-03,14.9664
1992-01-06,15.2795
1992-01-07,15.6715
1992-01-08,15.2983
1992-01-09,15.1096
1992-01-10,15.0533
1992-01-13,14.9457
1992-01-14,15.2983
1992-01-15,15.795
1992-01-16,15.8167
1992-01-17,15.9629
1992-01-20,15.7802
1992-01-21,15.3792
1992-01-22,15.8375
1992-01-23,15.4849
1992-01-24,15.4247
1992-01-27,15.5244
1992-01-28,15.4444
1992-01-29,15.2113
1992-01-30,15.1926
1992-01-31,14.9072
1992-02-03,15.1333
1992-02-04,15.2795
1992-02-05,15.1096
1992-02-06,14.8874
1992-02-07,14.7808
1992-02-10,14.8647
1992-02-11,14.9457
1992-02-12,15.2578
1992-02-13,15.0257
1992-02-14,14.8647
1992-02-18,14.839
1992-02-19,14.839
1992-02-20,14.8647
1992-02-21,14.8874
1992-02-24,14.8015
1992-02-25,14.6129
1992-02-26,14.6129
1992-02-27,14.5339
1992-02-28,14.3877
1992-03-02,14.4944
1992-03-03,14.6129
1992-03-04,14.4687
1992-03-05,14.3482
1992-03-06,14.3018
1992-03-09,14.4687
1992-03-10,14.5546
1992-03-11,14.5339
1992-03-12,14.7581
1992-03-13,14.839
1992-03-16,14.7018
1992-03-17,14.5141
1992-03-18,14.4944
1992-03-19,14.2198
1992-03-20,14.2613
1992-03-23,14.1823
1992-03-24,14.1171
1992-03-25,14.0954
1992-03-26,13.9295
1992-03-27,13.7903
1992-03-30,13.81
1992-03-31,13.8307
1992-04-01,13.7241
1992-04-02,13.6234
1992-04-03,13.5374
1992-04-06,13.7666
1992-04-07,13.6421
1992-04-08,14.0549
1992-04-09,14.0954
1992-04-10,14.2406
1992-04-13,14.4944
1992-04-14,14.6129
1992-04-15,14.6544
1992-04-16,14.681
1992-04-20,14.8193
1992-04-21,14.9072
1992-04-22,14.9279
1992-04-23,14.7808
1992-04-24,14.5941
1992-04-27,14.5941
1992-04-28,14.6544
1992-04-29,14.5941
1992-04-30,15.0257
1992-05-01,15.0049
1992-05-04,15.32
1992-05-05,15.5471
1992-05-06,15.4671
1992-05-07,15.5244
1992-05-08,15.4247
1992-05-11,15.5471
1992-05-12,15.4849
1992-05-13,15.2983
1992-05-14,15.1926
1992-05-15,15.1738
1992-05-18,15.0257
1992-05-19,15.32
1992-05-20,15.1738
1992-05-21,15.1531
1992-05-22,15.1926
1992-05-26,14.9882
1992-05-27,15.0533
1992-05-28,15.0958
1992-05-29,15.0257
1992-06-01,15.0049
1992-06-02,15.0049
1992-06-03,14.8647
1992-06-04,14.7393
1992-06-05,14.9664
1992-06-08,15.0741
1992-06-09,15.0049
1992-06-10,14.9279
1992-06-11,15.24
1992-06-12,15.4059
1992-06-15,15.5906
1992-06-16,15.4247
1992-06-17,15.3387
1992-06-18,15.6518
1992-06-19,15.7308
1992-06-22,15.7802
1992-06-23,15.877
1992-06-24,16.1703
1992-06-25,16.0804
1992-06-26,16.1021
1992-06-29,16.3362
1992-06-30,16.2108
1992-07-01,16.269
1992-07-02,16.0448
1992-07-06,16.2473
1992-07-07,16.0241
1992-07-08,16.2108
1992-07-09,16.1515
1992-07-10,16.1703
1992-07-13,16.2108
1992-07-14,16.2108
1992-07-15,16.4349
1992-07-16,16.6028
1992-07-17,15.7308
1992-07-20,15.3792
1992-07-21,15.5244
1992-07-22,15.32
1992-07-23,15.3555
1992-07-24,15.3555
1992-07-27,15.2983
1992-07-28,15.5244
1992-07-29,15.632
1992-07-30,15.795
1992-07-31,15.6923
1992-08-03,15.7101
1992-08-04,15.6133
1992-08-05,15.1738
1992-08-06,14.6129
1992-08-07,14.4262
1992-08-10,14.6544
1992-08-11,14.5754
1992-08-12,14.6326
1992-08-13,14.5941
1992-08-14,14.6326
1992-08-17,14.681
1992-08-18,14.5754
1992-08-19,14.3482
1992-08-20,14.2198
1992-08-21,14.2406
1992-08-24,14.0954
1992-08-25,14.4262
1992-08-26,14.3077
1992-08-27,14.4687
1992-08-28,14.449
1992-08-31,14.3482
1992-09-01,14.5141
1992-09-02,14.4944
1992-09-03,14.3482
1992-09-04,14.2406
1992-09-08,14.2613
1992-09-09,14.3877
1992-09-10,14.4944
1992-09-11,14.5754
1992-09-14,14.6326
1992-09-15,14.1606
1992-09-16,13.7666
1992-09-17,13.8702
1992-09-18,13.8307
1992-09-21,13.9759
1992-09-22,13.7903
1992-09-23,13.8485
1992-09-24,13.6619
1992-09-25,13.6234
1992-09-28,13.7014
1992-09-29,13.4179
1992-09-30,13.3715
1992-10-01,13.2698
1992-10-02,12.9992
1992-10-05,13.0644
1992-10-06,13.2115
1992-10-07,12.9775
1992-10-08,13.1464
1992-10-09,12.9992
1992-10-12,12.9992
1992-10-13,13.0427
1992-10-14,12.9163
1992-10-15,12.067
1992-10-16,11.7144
1992-10-19,11.3441
1992-10-20,11.3223
1992-10-21,11.3441
1992-10-22,11.3441
1992-10-23,11.4497
1992-10-26,11.1752
1992-10-27,10.8898
1992-10-28,11.115
1992-10-29,10.9332
1992-10-30,11.0774
1992-11-02,11.4093
1992-11-03,11.4497
1992-11-04,11.3016
1992-11-05,10.9095
1992-11-06,10.9708
1992-11-09,11.1752
1992-11-10,10.9095
1992-11-11,10.7634
1992-11-12,10.6182
1992-11-13,10.7436
1992-11-16,10.7436
1992-11-17,10.637
1992-11-18,10.4513
1992-11-19,10.1481
1992-11-20,10.3121
1992-11-23,10.4809
1992-11-24,10.7436
1992-11-25,10.8207
1992-11-27,10.9332
1992-11-30,11.3016
1992-12-01,11.2236
1992-12-02,11.2394
1992-12-03,11.1377
1992-12-04,11.0962
1992-12-07,10.9095
1992-12-08,10.8207
1992-12-09,10.3713
1992-12-10,10.2252
1992-12-11,10.3338
1992-12-14,10.4118
1992-12-15,9.29371
1992-12-16,8.58908
1992-12-17,8.77623
1992-12-18,8.50959
1992-12-21,8.09224
1992-12-22,8.57032
1992-12-23,8.48983
1992-12-24,8.73781
1992-12-28,8.57032
1992-12-29,8.2382
1992-12-30,8.30585
1992-12-31,8.34506
1993-01-04,8.30585
1993-01-05,8.09224
1993-01-06,7.95132
1993-01-07,7.78561
1993-01-08,7.69989
1993-01-11,7.9056
1993-01-12,8.07022
1993-01-13,7.9056
1993-01-14,8.07022
1993-01-15,7.9923
1993-01-18,8.19939
1993-01-19,8.01038
1993-01-20,7.76655
1993-01-21,7.67994
1993-01-22,8.05333
1993-01-25,8.09224
1993-01-26,8.11851
1993-01-27,8.21835
1993-01-28,8.32412
1993-01-29,8.53092
1993-02-01,8.71598
1993-02-02,8.63017
1993-02-03,8.4691
1993-02-04,8.50959
1993-02-05,8.61002
1993-02-08,8.75598
1993-02-09,8.84239
1993-02-10,8.65802
1993-02-11,8.4691
1993-02-12,8.40402
1993-02-16,8.28551
1993-02-17,8.36422
1993-02-18,8.36422
1993-02-19,8.36422
1993-02-22,8.48983
1993-02-23,8.4691
1993-02-24,8.58908
1993-02-25,8.90283
1993-02-26,9.00336
1993-03-01,9.06884
1993-03-02,8.98263
1993-03-03,9.14883
1993-03-04,9.08889
1993-03-05,9.14883
1993-03-08,9.29371
1993-03-09,9.38278
1993-03-10,9.2545
1993-03-11,9.08889
1993-03-12,9.2149
1993-03-15,9.10785
1993-03-16,9.13066
1993-03-17,9.02953
1993-03-18,9.04889
1993-03-19,8.90283
1993-03-22,8.88239
1993-03-23,8.98263
1993-03-24,8.4691
1993-03-25,8.36422
1993-03-26,8.50959
1993-03-29,8.57032
1993-03-30,8.28551
1993-03-31,8.42426
1993-04-01,8.58908
1993-04-02,8.71598
1993-04-05,8.71598
1993-04-06,8.61002
1993-04-07,8.65802
1993-04-08,8.32412
1993-04-12,8.44549
1993-04-13,8.17727
1993-04-14,8.11851
1993-04-15,8.07022
1993-04-16,8.11851
1993-04-19,8.15841
1993-04-20,8.38545
1993-04-21,8.13886
1993-04-22,8.03131
1993-04-23,7.9056
1993-04-26,8.01038
1993-04-27,8.01038
1993-04-28,8.25726
1993-04-29,8.09224
1993-04-30,8.05333
1993-05-03,8.15841
1993-05-04,8.15841
1993-05-05,8.17727
1993-05-06,7.9923
1993-05-07,8.05333
1993-05-10,8.09224
1993-05-11,8.09224
1993-05-12,7.95132
1993-05-13,7.86718
1993-05-14,7.93335
1993-05-17,7.88436
1993-05-18,8.11851
1993-05-19,8.21835
1993-05-20,8.15841
1993-05-21,8.01038
1993-05-24,8.2382
1993-05-25,8.34506
1993-05-26,8.73781
1993-05-27,8.81839
1993-05-28,8.73781
1993-06-01,8.61002
1993-06-02,8.92426
1993-06-03,8.92426
1993-06-04,8.94302
1993-06-07,8.65802
1993-06-08,8.65802
1993-06-09,8.75598
1993-06-10,8.69702
1993-06-11,8.69702
1993-06-14,8.61002
1993-06-15,8.25726
1993-06-16,8.34506
1993-06-17,8.21835
1993-06-18,8.17727
1993-06-21,8.15841
1993-06-22,8.15841
1993-06-23,8.05333
1993-06-24,8.07022
1993-06-25,8.2382
1993-06-28,8.34506
1993-06-29,8.17727
1993-06-30,8.17727
1993-07-01,8.15841
1993-07-02,7.9923
1993-07-06,7.76655
1993-07-07,7.71845
1993-07-08,7.71845
1993-07-09,7.71845
1993-07-12,7.97147
1993-07-13,7.88436
1993-07-14,7.84723
1993-07-15,7.86718
1993-07-16,7.55965
1993-07-19,7.22793
1993-07-20,7.10044
1993-07-21,7.22793
1993-07-22,7.18112
1993-07-23,6.99497
1993-07-26,7.02193
1993-07-27,7.55965
1993-07-28,7.2864
1993-07-29,7.26586
1993-07-30,7.3735
1993-08-02,7.26586
1993-08-03,7.18112
1993-08-04,7.34644
1993-08-05,7.24759
1993-08-06,7.18112
1993-08-09,7.14083
1993-08-10,7.15979
1993-08-11,6.99497
1993-08-12,6.91488
1993-08-13,6.89532
1993-08-16,6.78798
1993-08-17,7.12128
1993-08-18,7.08098
1993-08-19,7.12128
1993-08-20,7.14083
1993-08-23,7.34644
1993-08-24,7.26586
1993-08-25,7.2864
1993-08-26,7.2864
1993-08-27,7.30723
1993-08-30,7.39276
1993-08-31,7.57862
1993-09-01,7.59995
1993-09-02,7.62009
1993-09-03,7.57862
1993-09-07,7.53279
1993-09-08,7.34644
1993-09-09,7.34644
1993-09-10,7.24759
1993-09-13,7.26586
1993-09-14,7.20729
1993-09-15,7.22793
1993-09-16,7.20729
1993-09-17,7.18112
1993-09-20,6.99497
1993-09-21,6.97453
1993-09-22,6.93493
1993-09-23,6.93493
1993-09-24,6.91488
1993-09-27,6.91488
1993-09-28,6.91488
1993-09-29,6.89532
1993-09-30,6.95398
1993-10-01,7.26586
1993-10-04,7.32857
1993-10-05,7.24759
1993-10-06,7.2864
1993-10-07,7.2864
1993-10-08,7.32857
1993-10-11,7.30723
1993-10-12,7.24759
1993-10-13,7.14083
1993-10-14,7.06044
1993-10-15,7.3735
1993-10-18,7.2864
1993-10-19,7.18112
1993-10-20,7.22793
1993-10-21,7.4532
1993-10-22,7.3735
1993-10-25,7.43384
1993-10-26,7.6589
1993-10-27,7.62009
1993-10-28,7.57862
1993-10-29,7.62009
1993-11-01,7.9056
1993-11-02,8.42426
1993-11-03,8.40402
1993-11-04,8.2382
1993-11-05,8.25726
1993-11-08,8.32412
1993-11-09,8.13886
1993-11-10,8.25726
1993-11-11,8.61002
1993-11-12,8.55067
1993-11-15,8.44549
1993-11-16,8.73781
1993-11-17,8.58908
1993-11-18,8.73781
1993-11-19,8.58908
1993-11-22,8.61002
1993-11-23,8.79558
1993-11-24,9.13066
1993-11-26,9.23524
1993-11-29,9.01176
1993-11-30,8.92426
1993-12-01,8.79558
1993-12-02,8.90283
1993-12-03,8.86106
1993-12-06,8.90283
1993-12-07,8.90283
1993-12-08,8.92426
1993-12-09,8.88239
1993-12-10,9.14883
1993-12-13,9.50129
1993-12-14,9.29371
1993-12-15,9.42229
1993-12-16,9.52005
1993-12-17,9.89434
1993-12-20,9.66523
1993-12-21,9.70967
1993-12-22,9.81237
1993-12-23,9.70967
1993-12-27,9.79163
1993-12-28,9.66523
1993-12-29,9.62967
1993-12-30,9.43907
1993-12-31,9.35622
1994-01-03,9.54376
1994-01-04,9.77583
1994-01-05,9.85187
1994-01-06,9.68794
1994-01-07,9.75608
1994-01-10,9.81237
1994-01-11,9.70967
1994-01-12,9.62967
1994-01-13,9.72448
1994-01-14,9.70967
1994-01-17,9.52005
1994-01-18,9.46179
1994-01-19,9.27623
1994-01-20,9.14883
1994-01-21,9.14883
1994-01-24,9.70967
1994-01-25,9.64547
1994-01-26,9.33568
1994-01-27,9.46179
1994-01-28,9.56647
1994-01-31,9.35622
1994-02-01,9.35622
1994-02-02,9.33568
1994-02-03,9.23524
1994-02-04,8.61002
1994-02-07,8.98263
1994-02-08,8.88239
1994-02-09,8.79558
1994-02-10,8.75598
1994-02-11,8.81839
1994-02-14,8.94302
1994-02-15,9.02953
1994-02-16,9.04889
1994-02-17,8.73781
1994-02-18,8.71598
1994-02-22,8.88239
1994-02-23,8.86106
1994-02-24,8.75598
1994-02-25,8.75598
1994-02-28,8.75598
1994-03-01,8.88239
1994-03-02,8.77623
1994-03-03,8.71598
1994-03-04,8.71598
1994-03-07,8.65802
1994-03-08,9.06884
1994-03-09,9.16769
1994-03-10,9.27623
1994-03-11,9.2545
1994-03-14,9.52005
1994-03-15,9.50129
1994-03-16,9.64547
1994-03-17,9.58721
1994-03-18,9.46179
1994-03-21,9.70967
1994-03-22,9.64547
1994-03-23,9.48351
1994-03-24,9.33568
1994-03-25,8.94302
1994-03-28,8.88239
1994-03-29,8.71598
1994-03-30,8.86106
1994-03-31,9.04889
1994-04-04,8.77623
1994-04-05,8.84239
1994-04-06,8.79558
1994-04-07,8.79558
1994-04-08,8.69702
1994-04-11,8.77623
1994-04-12,8.75598
1994-04-13,8.67609
1994-04-14,8.92426
1994-04-15,8.77623
1994-04-18,8.84239
1994-04-19,8.84239
1994-04-20,8.65802
1994-04-21,9.66523
1994-04-22,9.72448
1994-04-25,9.81237
1994-04-26,9.68794
1994-04-28,9.46179
1994-04-29,9.52005
1994-05-02,9.60795
1994-05-03,9.66523
1994-05-04,9.56647
1994-05-05,9.46179
1994-05-06,9.35622
1994-05-09,9.43907
1994-05-10,9.60795
1994-05-11,9.48351
1994-05-12,9.48351
1994-05-13,9.52005
1994-05-16,9.68794
1994-05-17,10.1481
1994-05-18,10.0593
1994-05-19,10.1649
1994-05-20,10.2923
1994-05-23,10.2252
1994-05-24,10.4513
1994-05-25,10.5382
1994-05-26,10.5985
1994-05-27,10.5382
1994-05-31,10.4296
1994-06-01,10.5155
1994-06-02,10.2657
1994-06-03,10.1057
1994-06-06,10.3713
1994-06-07,10.3713
1994-06-08,10.2064
1994-06-09,10.2657
1994-06-10,10.3713
1994-06-13,10.558
1994-06-14,10.7634
1994-06-15,10.558
1994-06-16,10.4118
1994-06-17,10.3338
1994-06-20,10.2064
1994-06-21,10.1057
1994-06-22,10.2657
1994-06-23,10.08
1994-06-24,9.92002
1994-06-27,10.1857
1994-06-28,10.1254
1994-06-29,10.003
1994-06-30,9.72448
1994-07-01,9.43907
1994-07-05,9.31425
1994-07-06,9.43907
1994-07-07,9.40155
1994-07-08,9.38278
1994-07-11,9.2149
1994-07-12,9.2545
1994-07-13,9.40155
1994-07-14,9.64547
1994-07-15,9.42229
1994-07-18,9.42229
1994-07-19,9.2149
1994-07-20,9.2545
1994-07-21,10.3338
1994-07-22,10.1649
1994-07-25,10.3121
1994-07-26,10.3338
1994-07-27,10.3516
1994-07-28,10.3121
1994-07-29,10.2469
1994-08-01,10.4118
1994-08-02,10.3121
1994-08-03,10.4296
1994-08-04,10.4513
1994-08-05,10.3338
1994-08-08,10.4809
1994-08-09,10.6854
1994-08-10,10.6182
1994-08-11,10.7051
1994-08-12,10.558
1994-08-15,10.6646
1994-08-16,10.7051
1994-08-17,10.7436
1994-08-18,10.9708
1994-08-19,11.2838
1994-08-22,11.2236
1994-08-23,11.2048
1994-08-24,11.1554
1994-08-25,11.4883
1994-08-26,11.5969
1994-08-29,11.4883
1994-08-30,11.4883
1994-08-31,11.3441
1994-09-01,11.2394
1994-09-02,11.1377
1994-09-06,11.1752
1994-09-07,11.1752
1994-09-08,11.2394
1994-09-09,11.1377
1994-09-12,11.2394
1994-09-13,11.4665
1994-09-14,11.5544
1994-09-15,11.5544
1994-09-16,11.7608
1994-09-19,11.6561
1994-09-20,11.6364
1994-09-21,11.512
1994-09-22,11.5278
1994-09-23,11.4497
1994-09-26,11.433
1994-09-27,11.433
1994-09-28,11.3441
1994-09-29,11.512
1994-09-30,11.5278
1994-10-03,11.4093
1994-10-04,11.3223
1994-10-05,11.4497
1994-10-06,11.3865
1994-10-07,11.7806
1994-10-10,11.8418
1994-10-11,11.8606
1994-10-12,12.1144
1994-10-13,11.9662
1994-10-14,12.1144
1994-10-17,12.1321
1994-10-18,12.3405
1994-10-19,12.4867
1994-10-20,12.4205
1994-10-21,12.3603
1994-10-24,12.0867
1994-10-25,12.2329
1994-10-26,12.3188
1994-10-27,12.2803
1994-10-28,12.6072
1994-10-31,12.3405
1994-11-01,12.2329
1994-11-02,12.3
1994-11-03,12.1746
1994-11-04,11.7806
1994-11-07,11.9011
1994-11-08,12.0867
1994-11-09,12.2536
1994-11-10,11.9297
1994-11-11,11.9889
1994-11-14,12.067
1994-11-15,12.1144
1994-11-16,12.0482
1994-11-17,12.1144
1994-11-18,12.1321
1994-11-21,12.067
1994-11-22,11.5544
1994-11-23,11.5969
1994-11-25,11.7144
1994-11-28,11.6937
1994-11-29,11.6937
1994-11-30,11.7144
1994-12-01,11.512
1994-12-02,11.824
1994-12-05,11.824
1994-12-06,11.8606
1994-12-07,11.8013
1994-12-08,11.6137
1994-12-09,11.8418
1994-12-12,11.6937
1994-12-13,11.5544
1994-12-14,11.6364
1994-12-15,11.6759
1994-12-16,11.6137
1994-12-19,11.8606
1994-12-20,11.7144
1994-12-21,12.1924
1994-12-22,12.1746
1994-12-23,12.1746
1994-12-27,12.3
1994-12-28,12.0867
1994-12-29,12.3188
1994-12-30,12.1746
1995-01-03,12.2121
1995-01-04,12.3188
1995-01-05,12.2536
1995-01-06,12.4403
