Date,KO.US
1990-05-08,3.48274
1990-05-09,3.49336
1990-05-10,3.50051
1990-05-11,3.64387
1990-05-14,3.67554
1990-05-15,3.66492
1990-05-16,3.68587
1990-05-17,3.73124
1990-05-18,3.71754
1990-05-21,3.80848
1990-05-22,3.80848
1990-05-23,3.92752
1990-05-24,3.97309
1990-05-25,3.84035
1990-05-29,3.98352
1990-05-30,3.93795
1990-05-31,3.94857
1990-06-01,3.959
1990-06-04,4.06771
1990-06-05,4.02552
1990-06-06,3.97309
1990-06-07,3.9169
1990-06-08,3.87123
1990-06-11,3.89258
1990-06-12,3.97309
1990-06-13,3.959
1990-06-14,3.92752
1990-06-15,3.93795
1990-06-18,3.861
1990-06-19,3.85068
1990-06-20,3.861
1990-06-21,3.88543
1990-06-22,3.79796
1990-06-25,3.75259
1990-06-26,3.78396
1990-06-27,3.88543
1990-06-28,3.93795
1990-06-29,3.88543
1990-07-02,3.90638
1990-07-03,3.92752
1990-07-05,3.87123
1990-07-06,3.9169
1990-07-09,3.88543
1990-07-10,3.85068
1990-07-11,3.89258
1990-07-12,3.93795
1990-07-13,3.92752
1990-07-16,3.97309
1990-07-17,4.13413
1990-07-18,4.14833
1990-07-19,4.1797
1990-07-20,4.14833
1990-07-23,4.03614
1990-07-24,4.02552
1990-07-25,4.00457
1990-07-26,4.02552
1990-07-27,3.99414
1990-07-30,4.00457
1990-07-31,3.97309
1990-08-01,3.97309
1990-08-02,3.861
1990-08-03,3.81901
1990-08-06,3.63365
1990-08-07,3.71029
1990-08-08,3.85068
1990-08-09,3.9169
1990-08-10,3.82983
1990-08-13,3.89258
1990-08-14,3.89258
1990-08-15,3.90638
1990-08-16,3.77364
1990-08-17,3.67554
1990-08-20,3.69649
1990-08-21,3.62312
1990-08-22,3.45841
1990-08-23,3.2943
1990-08-24,3.41304
1990-08-27,3.64387
1990-08-28,3.6544
1990-08-29,3.74187
1990-08-30,3.60893
1990-08-31,3.69649
1990-09-04,3.74187
1990-09-05,3.71754
1990-09-06,3.5988
1990-09-07,3.68587
1990-09-10,3.69649
1990-09-11,3.67554
1990-09-12,3.68587
1990-09-13,3.60893
1990-09-14,3.56703
1990-09-17,3.5426
1990-09-18,3.60893
1990-09-19,3.47946
1990-09-20,3.39189
1990-09-21,3.42347
1990-09-24,3.36052
1990-09-25,3.42347
1990-09-26,3.39189
1990-09-27,3.40242
1990-09-28,3.45841
1990-10-01,3.64387
1990-10-02,3.60893
1990-10-03,3.5988
1990-10-04,3.6544
1990-10-05,3.69649
1990-10-08,3.74187
1990-10-09,3.58808
1990-10-10,3.52166
1990-10-11,3.53506
1990-10-12,3.64387
1990-10-15,3.69649
1990-10-16,3.6544
1990-10-17,3.64387
1990-10-18,3.79796
1990-10-19,4.00457
1990-10-22,3.94857
1990-10-23,3.94857
1990-10-24,3.99414
1990-10-25,3.93795
1990-10-26,3.87123
1990-10-29,3.82983
1990-10-30,3.92752
1990-10-31,3.92752
1990-11-01,3.94857
1990-11-02,3.94857
1990-11-05,3.959
1990-11-06,3.90638
1990-11-07,3.861
1990-11-08,3.84035
1990-11-09,3.92752
1990-11-12,3.97309
1990-11-13,3.93795
1990-11-14,3.97309
1990-11-15,3.959
1990-11-16,4.00457
1990-11-19,4.08131
1990-11-20,4.06046
1990-11-21,4.01519
1990-11-23,4.00457
1990-11-26,3.92752
1990-11-27,4.03614
1990-11-28,3.98352
1990-11-29,3.9169
1990-11-30,4.04666
1990-12-03,4.09204
1990-12-04,4.10246
1990-12-05,4.15865
1990-12-06,4.11308
1990-12-07,4.10246
1990-12-10,4.12361
1990-12-11,4.10246
1990-12-12,4.2217
1990-12-13,4.21127
1990-12-14,4.15865
1990-12-17,4.19052
1990-12-18,4.26707
1990-12-19,4.19052
1990-12-20,4.21127
1990-12-21,4.24275
1990-12-24,4.14833
1990-12-26,4.14833
1990-12-27,4.10246
1990-12-28,4.08131
1990-12-31,4.06771
1991-01-02,3.959
1991-01-03,3.85068
1991-01-04,3.94857
1991-01-07,3.88543
1991-01-08,3.85068
1991-01-09,3.76321
1991-01-10,3.82983
1991-01-11,3.87123
1991-01-14,3.88543
1991-01-15,3.88543
1991-01-16,3.92752
1991-01-17,4.1797
1991-01-18,4.25675
1991-01-21,4.20085
1991-01-22,4.20085
1991-01-23,4.21127
1991-01-24,4.2774
1991-01-25,4.1797
1991-01-28,4.16918
1991-01-29,4.14833
1991-01-30,4.26707
1991-01-31,4.26707
1991-02-01,4.13413
1991-02-04,4.2217
1991-02-05,4.36496
1991-02-06,4.50863
1991-02-07,4.33339
1991-02-08,4.41738
1991-02-11,4.5402
1991-02-12,4.45293
1991-02-13,4.5402
1991-02-14,4.50863
1991-02-15,4.59262
1991-02-19,4.58557
1991-02-20,4.52967
1991-02-21,4.60672
1991-02-22,4.65874
1991-02-25,4.68326
1991-02-26,4.64842
1991-02-27,4.68326
1991-02-28,4.58557
1991-03-01,4.61724
1991-03-04,4.52967
1991-03-05,4.65874
1991-03-06,4.58557
1991-03-07,4.57167
1991-03-08,4.57167
1991-03-11,4.55052
1991-03-12,4.51915
1991-03-13,4.64842
1991-03-14,4.69409
1991-03-15,4.69409
1991-03-18,4.72556
1991-03-19,4.65874
1991-03-20,4.78185
1991-03-21,4.72556
1991-03-22,4.72556
1991-03-25,4.64842
1991-03-26,4.72556
1991-03-27,4.74641
1991-03-28,4.74641
1991-04-01,4.79228
1991-04-02,4.94259
1991-04-03,4.87964
1991-04-04,4.8587
1991-04-05,4.73598
1991-04-08,4.70441
1991-04-09,4.62767
1991-04-10,4.62767
1991-04-11,4.61724
1991-04-12,4.69409
1991-04-15,4.73598
1991-04-16,4.8587
1991-04-17,4.90049
1991-04-18,4.81313
1991-04-19,4.74641
1991-04-22,4.74641
1991-04-23,4.72556
1991-04-24,4.70441
1991-04-25,4.65874
1991-04-26,4.63799
1991-04-29,4.4981
1991-04-30,4.61724
1991-05-01,4.74641
1991-05-02,4.7608
1991-05-03,4.82365
1991-05-06,4.83417
1991-05-07,4.79228
1991-05-08,4.79228
1991-05-09,4.90049
1991-05-10,4.79228
1991-05-13,4.7608
1991-05-14,4.71503
1991-05-15,4.70441
1991-05-16,4.81313
1991-05-17,4.8027
1991-05-20,4.82365
1991-05-21,4.89007
1991-05-22,4.90049
1991-05-23,4.81313
1991-05-24,4.89007
1991-05-28,4.94259
1991-05-29,4.94259
1991-05-30,5.02331
1991-05-31,5.00911
1991-06-03,4.94259
1991-06-04,4.92184
1991-06-05,4.83417
1991-06-06,4.8027
1991-06-07,4.8027
1991-06-10,4.82365
1991-06-11,4.8587
1991-06-12,4.78185
1991-06-13,4.84827
1991-06-14,4.91122
1991-06-17,4.90049
1991-06-18,4.82365
1991-06-19,4.81313
1991-06-20,4.8587
1991-06-21,4.8587
1991-06-24,4.82365
1991-06-25,4.78185
1991-06-26,4.81313
1991-06-27,4.79228
1991-06-28,4.76765
1991-07-01,4.90049
1991-07-02,4.89007
1991-07-03,4.86922
1991-07-05,4.89007
1991-07-08,4.94259
1991-07-09,4.87964
1991-07-10,4.84827
1991-07-11,4.89007
1991-07-12,5.05468
1991-07-15,5.04435
1991-07-16,5.05468
1991-07-17,5.09678
1991-07-18,5.24014
1991-07-19,5.20867
1991-07-22,5.15277
1991-07-23,5.11068
1991-07-24,5.09678
1991-07-25,5.09678
1991-07-26,5.0651
1991-07-29,5.11763
1991-07-30,5.19814
1991-07-31,5.26109
1991-08-01,5.32771
1991-08-02,5.41518
1991-08-05,5.43642
1991-08-06,5.55874
1991-08-07,5.54831
1991-08-08,5.51307
1991-08-09,5.50274
1991-08-12,5.53431
1991-08-13,5.55874
1991-08-14,5.57998
1991-08-15,5.59041
1991-08-16,5.49242
1991-08-19,5.41518
1991-08-20,5.53431
1991-08-21,5.69863
1991-08-22,5.67778
1991-08-23,5.6882
1991-08-26,5.67778
1991-08-27,5.65673
1991-08-28,5.80734
1991-08-29,5.77597
1991-08-30,5.75502
1991-09-03,5.6882
1991-09-04,5.62178
1991-09-05,5.62178
1991-09-06,5.69863
1991-09-09,5.64263
1991-09-10,5.56956
1991-09-11,5.61136
1991-09-12,5.66735
1991-09-13,5.64263
1991-09-16,5.71948
1991-09-17,5.69863
1991-09-18,5.73397
1991-09-19,5.6882
1991-09-20,5.66735
1991-09-23,5.61136
1991-09-24,5.63231
1991-09-25,5.63231
1991-09-26,5.62178
1991-09-27,5.62178
1991-09-30,5.64263
1991-10-01,5.6882
1991-10-02,5.67778
1991-10-03,5.60093
1991-10-04,5.59041
1991-10-07,5.56956
1991-10-08,5.62178
1991-10-09,5.59041
1991-10-10,5.57998
1991-10-11,5.51307
1991-10-14,5.60093
1991-10-15,5.53431
1991-10-16,5.50274
1991-10-17,5.50274
1991-10-18,5.54831
1991-10-21,5.52379
1991-10-22,5.49242
1991-10-23,5.51307
1991-10-24,5.49242
1991-10-25,5.54831
1991-10-28,5.67778
1991-10-29,5.7445
1991-10-30,5.85262
1991-10-31,5.83157
1991-11-01,5.78659
1991-11-04,5.76535
1991-11-05,5.71948
1991-11-06,5.7445
1991-11-07,5.7445
1991-11-08,5.7445
1991-11-11,5.80734
1991-11-12,5.86304
1991-11-13,5.94038
1991-11-14,5.98228
1991-11-15,5.66735
1991-11-18,5.87366
1991-11-19,5.80734
1991-11-20,5.81767
1991-11-21,6.01723
1991-11-22,6.05932
1991-11-25,5.9927
1991-11-26,6.16774
1991-11-27,6.11542
1991-11-29,6.06975
1991-12-02,6.29045
1991-12-03,6.25908
1991-12-04,6.2696
1991-12-05,6.33255
1991-12-06,6.25908
1991-12-09,6.33255
1991-12-10,6.2696
1991-12-11,6.3115
1991-12-12,6.28003
1991-12-13,6.30088
1991-12-16,6.42002
1991-12-17,6.54233
1991-12-18,6.55266
1991-12-19,6.56308
1991-12-20,6.63993
1991-12-23,6.8926
1991-12-24,6.97987
1991-12-26,7.05681
1991-12-27,7.02217
1991-12-30,7.10943
1991-12-31,7.02217
1992-01-02,7.02217
1992-01-03,7.28457
1992-01-06,7.26342
1992-01-07,7.197
1992-01-08,7.06724
1992-01-09,7.00092
1992-01-10,6.9346
1992-01-13,6.90293
1992-01-14,6.97987
1992-01-15,6.73861
1992-01-16,6.47591
1992-01-17,6.48644
1992-01-20,6.35697
1992-01-21,6.42002
1992-01-22,6.55266
1992-01-23,6.51791
1992-01-24,6.55266
1992-01-27,6.46519
1992-01-28,6.42002
1992-01-29,6.25908
1992-01-30,6.74914
1992-01-31,6.78379
1992-02-03,6.90293
1992-02-04,6.91355
1992-02-05,6.83641
1992-02-06,6.88198
1992-02-07,6.83641
1992-02-10,6.8926
1992-02-11,6.80474
1992-02-12,6.86758
1992-02-13,6.78379
1992-02-14,6.73861
1992-02-18,6.63993
1992-02-19,6.73861
1992-02-20,6.92407
1992-02-21,6.92407
1992-02-24,6.95902
1992-02-25,6.96955
1992-02-26,7.17595
1992-02-27,7.14448
1992-02-28,7.15491
1992-03-02,7.12006
1992-03-03,7.13406
1992-03-04,7.04301
1992-03-05,7.03249
1992-03-06,6.90293
1992-03-09,7.01164
1992-03-10,7.10943
1992-03-11,7.07786
1992-03-12,7.09901
1992-03-13,7.12006
1992-03-16,7.15491
1992-03-17,7.20753
1992-03-18,7.12006
1992-03-19,7.05681
1992-03-20,7.08859
1992-03-23,7.15491
1992-03-24,7.13406
1992-03-25,7.197
1992-03-26,7.21795
1992-03-27,7.24247
1992-03-30,7.18658
1992-03-31,7.15491
1992-04-01,7.17595
1992-04-02,7.07786
1992-04-03,7.26342
1992-04-06,7.29499
1992-04-07,7.07786
1992-04-08,7.00092
1992-04-09,7.10943
1992-04-10,7.20753
1992-04-13,7.16553
1992-04-14,7.17595
1992-04-15,7.29499
1992-04-16,7.27395
1992-04-20,7.12006
1992-04-21,7.10943
1992-04-22,7.10943
1992-04-23,7.20753
1992-04-24,7.08859
1992-04-27,7.03249
1992-04-28,7.03249
1992-04-29,7.14448
1992-04-30,7.26342
1992-05-01,7.2532
1992-05-04,7.30929
1992-05-05,7.24247
1992-05-06,7.23195
1992-05-07,7.29499
1992-05-08,7.39279
1992-05-11,7.46914
1992-05-12,7.50527
1992-05-13,7.65966
1992-05-14,7.55015
1992-05-15,7.59175
1992-05-18,7.74484
1992-05-19,7.89913
1992-05-20,7.78714
1992-05-21,7.76818
1992-05-22,7.74484
1992-05-26,7.59175
1992-05-27,7.72618
1992-05-28,7.78714
1992-05-29,7.70017
1992-06-01,7.83469
1992-06-02,7.74484
1992-06-03,7.70017
1992-06-04,7.48333
1992-06-05,7.67932
1992-06-08,7.63901
1992-06-09,7.55015
1992-06-10,7.46229
1992-06-11,7.48333
1992-06-12,7.39279
1992-06-15,7.35109
1992-06-16,7.13406
1992-06-17,6.8926
1992-06-18,6.93787
1992-06-19,7.06724
1992-06-22,7.04301
1992-06-23,7.02554
1992-06-24,6.97987
1992-06-25,7.06724
1992-06-26,6.95902
1992-06-29,7.06724
1992-06-30,7.00092
1992-07-01,7.21795
1992-07-02,7.33014
1992-07-06,7.43826
1992-07-07,7.35109
1992-07-08,7.43826
1992-07-09,7.55015
1992-07-10,7.46229
1992-07-13,7.37521
1992-07-14,7.26342
1992-07-15,7.08859
1992-07-16,7.08859
1992-07-17,7.15491
1992-07-20,7.17595
1992-07-21,7.24247
1992-07-22,7.11311
1992-07-23,7.11311
1992-07-24,7.08859
1992-07-27,7.06724
1992-07-28,7.17595
1992-07-29,7.33014
1992-07-30,7.26342
1992-07-31,7.33014
1992-08-03,7.52672
1992-08-04,7.46229
1992-08-05,7.43826
1992-08-06,7.43826
1992-08-07,7.46229
1992-08-10,7.55015
1992-08-11,7.50527
1992-08-12,7.52672
1992-08-13,7.56772
1992-08-14,7.59175
1992-08-17,7.59175
1992-08-18,7.61319
1992-08-19,7.55015
1992-08-20,7.63901
1992-08-21,7.48333
1992-08-24,7.46229
1992-08-25,7.46229
1992-08-26,7.48333
1992-08-27,7.50527
1992-08-28,7.59175
1992-08-31,7.52672
1992-09-01,7.65966
1992-09-02,7.63901
1992-09-03,7.63901
1992-09-04,7.63901
1992-09-08,7.63901
1992-09-09,7.72618
1992-09-10,7.72618
1992-09-11,7.74484
1992-09-14,7.76818
1992-09-15,7.74484
1992-09-16,7.83469
1992-09-17,7.81255
1992-09-18,7.87649
1992-09-21,7.83469
1992-09-22,7.39279
1992-09-23,7.13406
1992-09-24,7.24247
1992-09-25,7.20058
1992-09-28,7.21795
1992-09-29,7.13406
1992-09-30,7.08859
1992-10-01,7.00092
1992-10-02,6.86758
1992-10-05,6.8926
1992-10-06,6.78379
1992-10-07,6.56308
1992-10-08,6.5878
1992-10-09,6.47591
1992-10-12,6.45476
1992-10-13,6.6298
1992-10-14,6.73861
1992-10-15,6.86758
1992-10-16,7.06724
1992-10-19,7.20058
1992-10-20,7.13406
1992-10-21,7.08859
1992-10-22,7.08859
1992-10-23,7.00092
1992-10-26,7.13406
1992-10-27,7.24247
1992-10-28,7.24247
1992-10-29,7.26342
1992-10-30,7.11311
1992-11-02,7.26342
1992-11-03,7.13406
1992-11-04,7.04301
1992-11-05,7.15491
1992-11-06,7.15491
1992-11-09,7.20058
1992-11-10,7.15491
1992-11-11,7.33014
1992-11-12,7.17595
1992-11-13,7.26342
1992-11-16,7.15491
1992-11-17,7.13406
1992-11-18,7.13406
1992-11-19,7.13406
1992-11-20,7.15491
1992-11-23,7.13406
1992-11-24,7.08859
1992-11-25,7.11311
1992-11-27,7.06724
1992-11-30,6.95902
1992-12-01,6.93787
1992-12-02,6.91355
1992-12-03,6.91355
1992-12-04,6.93787
1992-12-07,7.00092
1992-12-08,7.02554
1992-12-09,6.97987
1992-12-10,6.95902
1992-12-11,6.97987
1992-12-14,6.91355
1992-12-15,7.11311
1992-12-16,7.11311
1992-12-17,7.26342
1992-12-18,7.65966
1992-12-21,7.61319
1992-12-22,7.63901
1992-12-23,7.63901
1992-12-24,7.61319
1992-12-28,7.61319
1992-12-29,7.52672
1992-12-30,7.48333
1992-12-31,7.33014
1993-01-04,7.35109
1993-01-05,7.20058
1993-01-06,7.24247
1993-01-07,7.11311
1993-01-08,7.04301
1993-01-11,7.13406
1993-01-12,7.17595
1993-01-13,7.24247
1993-01-14,7.56772
1993-01-15,7.56772
1993-01-18,7.55015
1993-01-19,7.35109
1993-01-20,7.30929
1993-01-21,7.33014
1993-01-22,7.17595
1993-01-25,7.30929
1993-01-26,7.37521
1993-01-27,7.26342
1993-01-28,7.21795
1993-01-29,7.41801
1993-02-01,7.52672
1993-02-02,7.37521
1993-02-03,7.33014
1993-02-04,7.30929
1993-02-05,7.21795
1993-02-08,7.20058
1993-02-09,7.13406
1993-02-10,7.08859
1993-02-11,7.11311
1993-02-12,7.08859
1993-02-16,7.11311
1993-02-17,7.15491
1993-02-18,7.21795
1993-02-19,7.30929
1993-02-22,7.21795
1993-02-23,7.24247
1993-02-24,7.35109
1993-02-25,7.39279
1993-02-26,7.41801
1993-03-01,7.37521
1993-03-02,7.55015
1993-03-03,7.48333
1993-03-04,7.55015
1993-03-05,7.50527
1993-03-08,7.65966
1993-03-09,7.55015
1993-03-10,7.50527
1993-03-11,7.48333
1993-03-12,7.39279
1993-03-15,7.52672
1993-03-16,7.55015
1993-03-17,7.46229
1993-03-18,7.50527
1993-03-19,7.41801
1993-03-22,7.35109
1993-03-23,7.26342
1993-03-24,7.33014
1993-03-25,7.46229
1993-03-26,7.28794
1993-03-29,7.33014
1993-03-30,7.52672
1993-03-31,7.46229
1993-04-01,7.50527
1993-04-02,7.35109
1993-04-05,7.17595
1993-04-06,7.00092
1993-04-07,6.91355
1993-04-08,6.95902
1993-04-12,6.8926
1993-04-13,6.8506
1993-04-14,6.97987
1993-04-15,6.93787
1993-04-16,6.65085
1993-04-19,6.67567
1993-04-20,6.73861
1993-04-21,6.82598
1993-04-22,6.80474
1993-04-23,6.80474
1993-04-26,6.93787
1993-04-27,6.93787
1993-04-28,6.8926
1993-04-29,6.95902
1993-04-30,6.8926
1993-05-03,6.93787
1993-05-04,6.8926
1993-05-05,6.86758
1993-05-06,6.80474
1993-05-07,6.78379
1993-05-10,6.8506
1993-05-11,7.02554
1993-05-12,6.95902
1993-05-13,6.86758
1993-05-14,6.97987
1993-05-17,7.02554
1993-05-18,7.00092
1993-05-19,7.24247
1993-05-20,7.37521
1993-05-21,7.17595
1993-05-24,7.17595
1993-05-25,7.20058
1993-05-26,7.26342
1993-05-27,7.21795
1993-05-28,7.26342
1993-06-01,7.26342
1993-06-02,7.28794
1993-06-03,7.21795
1993-06-04,7.20058
1993-06-07,7.17595
1993-06-08,7.11311
1993-06-09,6.97987
1993-06-10,7.17595
1993-06-11,7.30929
1993-06-14,7.33014
1993-06-15,7.33014
1993-06-16,7.35109
1993-06-17,7.39279
1993-06-18,7.26342
1993-06-21,7.21795
1993-06-22,7.20058
1993-06-23,7.30929
1993-06-24,7.46229
1993-06-25,7.46229
1993-06-28,7.56772
1993-06-29,7.59175
1993-06-30,7.52672
1993-07-01,7.52672
1993-07-02,7.48333
1993-07-06,7.33014
1993-07-07,7.50527
1993-07-08,7.63901
1993-07-09,7.59175
1993-07-12,7.74484
1993-07-13,7.65966
1993-07-14,7.76818
1993-07-15,7.78714
1993-07-16,7.72618
1993-07-19,7.76818
1993-07-20,7.81255
1993-07-21,7.74484
1993-07-22,7.65966
1993-07-23,7.70017
1993-07-26,7.65966
1993-07-27,7.61319
1993-07-28,7.63901
1993-07-29,7.70017
1993-07-30,7.56772
1993-08-02,7.61319
1993-08-03,7.59175
1993-08-04,7.48333
1993-08-05,7.55015
1993-08-06,7.46229
1993-08-09,7.55015
1993-08-10,7.48333
1993-08-11,7.65966
1993-08-12,7.43826
1993-08-13,7.48333
1993-08-16,7.35109
1993-08-17,7.43826
1993-08-18,7.48333
1993-08-19,7.65966
1993-08-20,7.61319
1993-08-23,7.63901
1993-08-24,7.72618
1993-08-25,7.55015
1993-08-26,7.50527
1993-08-27,7.50527
1993-08-30,7.55015
1993-08-31,7.59175
1993-09-01,7.46229
1993-09-02,7.46229
1993-09-03,7.55015
1993-09-07,7.52672
1993-09-08,7.55015
1993-09-09,7.55015
1993-09-10,7.70017
1993-09-13,7.78714
1993-09-14,7.72618
1993-09-15,7.67932
1993-09-16,7.56772
1993-09-17,7.61319
1993-09-20,7.48333
1993-09-21,7.43826
1993-09-22,7.48333
1993-09-23,7.48333
1993-09-24,7.46229
1993-09-27,7.52672
1993-09-28,7.48333
1993-09-29,7.41801
1993-09-30,7.39279
1993-10-01,7.35109
1993-10-04,7.37521
1993-10-05,7.33014
1993-10-06,7.24247
1993-10-07,7.20058
1993-10-08,7.21795
1993-10-11,7.35109
1993-10-12,7.37521
1993-10-13,7.37521
1993-10-14,7.72618
1993-10-15,7.70017
1993-10-18,7.63901
1993-10-19,7.63901
1993-10-20,7.70017
1993-10-21,7.63901
1993-10-22,7.48333
1993-10-25,7.50527
1993-10-26,7.50527
1993-10-27,7.52672
1993-10-28,7.52672
1993-10-29,7.59175
1993-11-01,7.55015
1993-11-02,7.46229
1993-11-03,7.35109
1993-11-04,7.26342
1993-11-05,7.26342
1993-11-08,7.26342
1993-11-09,7.20058
1993-11-10,7.11311
1993-11-11,7.02554
1993-11-12,7.13406
1993-11-15,7.24247
1993-11-16,7.37521
1993-11-17,7.41801
1993-11-18,7.35109
1993-11-19,7.46229
1993-11-22,7.37521
1993-11-23,7.39279
1993-11-24,7.35109
1993-11-26,7.39279
1993-11-29,7.39279
1993-11-30,7.35109
1993-12-01,7.39279
1993-12-02,7.43826
1993-12-03,7.50527
1993-12-06,7.61319
1993-12-07,7.70017
1993-12-08,7.65966
1993-12-09,7.63901
1993-12-10,7.61319
1993-12-13,7.65966
1993-12-14,7.56772
1993-12-15,7.46229
1993-12-16,7.59175
1993-12-17,7.46229
1993-12-20,7.50527
1993-12-21,7.61319
1993-12-22,7.70017
1993-12-23,7.61319
1993-12-27,7.74484
1993-12-28,7.81255
1993-12-29,7.87649
1993-12-30,7.85683
1993-12-31,7.81255
1994-01-03,7.78714
1994-01-04,7.72618
1994-01-05,7.52672
1994-01-06,7.37521
1994-01-07,7.46229
1994-01-10,7.59175
1994-01-11,7.48333
1994-01-12,7.56772
1994-01-13,7.46229
1994-01-14,7.43826
1994-01-17,7.28794
1994-01-18,7.17595
1994-01-19,7.26342
1994-01-20,7.24247
1994-01-21,7.21795
1994-01-24,7.08859
1994-01-25,7.13406
1994-01-26,7.17595
1994-01-27,7.30929
1994-01-28,7.21795
1994-01-31,7.15491
1994-02-01,7.26342
1994-02-02,7.26342
1994-02-03,7.30929
1994-02-04,7.13406
1994-02-07,7.13406
1994-02-08,7.04301
1994-02-09,7.08859
1994-02-10,7.13406
1994-02-11,7.26342
1994-02-14,7.17595
1994-02-15,7.15491
1994-02-16,7.24247
1994-02-17,7.30929
1994-02-18,7.26342
1994-02-22,7.43826
1994-02-23,7.46229
1994-02-24,7.35109
1994-02-25,7.35109
1994-02-28,7.46229
1994-03-01,7.41801
1994-03-02,7.37521
1994-03-03,7.28794
1994-03-04,7.28794
1994-03-07,7.28794
1994-03-08,7.17595
1994-03-09,7.15491
1994-03-10,7.13406
1994-03-11,7.15491
1994-03-14,7.28794
1994-03-15,7.20058
1994-03-16,7.20058
1994-03-17,7.26342
1994-03-18,7.33014
1994-03-21,7.35109
1994-03-22,7.37521
1994-03-23,7.33014
1994-03-24,7.33014
1994-03-25,7.30929
1994-03-28,7.37521
1994-03-29,7.33014
1994-03-30,7.17595
1994-03-31,7.11311
1994-04-04,7.04301
1994-04-05,7.08859
1994-04-06,7.17595
1994-04-07,7.21795
1994-04-08,7.20058
1994-04-11,7.06724
1994-04-12,6.95902
1994-04-13,7.08859
1994-04-14,6.8926
1994-04-15,6.8926
1994-04-18,6.8926
1994-04-19,6.93787
1994-04-20,6.97987
1994-04-21,7.08859
1994-04-22,7.00092
1994-04-25,7.11311
1994-04-26,7.08859
1994-04-28,7.21795
1994-04-29,7.30929
1994-05-02,7.33014
1994-05-03,7.26342
1994-05-04,7.26342
1994-05-05,7.20058
1994-05-06,7.04301
1994-05-09,6.91355
1994-05-10,6.95902
1994-05-11,7.00092
1994-05-12,7.04301
1994-05-13,6.91355
1994-05-16,6.95902
1994-05-17,7.08859
1994-05-18,7.11311
1994-05-19,7.20058
1994-05-20,7.15491
1994-05-23,7.06724
1994-05-24,7.02554
1994-05-25,7.04301
1994-05-26,7.13406
1994-05-27,7.11311
1994-05-31,7.04301
1994-06-01,7.17595
1994-06-02,7.28794
1994-06-03,7.35109
1994-06-06,7.37521
1994-06-07,7.39279
1994-06-08,7.33014
1994-06-09,7.11311
1994-06-10,7.04301
1994-06-13,6.8926
1994-06-14,6.97987
1994-06-15,6.97987
1994-06-16,7.13406
1994-06-17,7.00092
1994-06-20,7.04301
1994-06-21,7.02554
1994-06-22,7.13406
1994-06-23,7.08859
1994-06-24,7.02554
1994-06-27,7.08859
1994-06-28,7.06724
1994-06-29,7.15491
1994-06-30,7.11311
1994-07-01,7.28794
1994-07-05,7.26342
1994-07-06,7.26342
1994-07-07,7.28794
1994-07-08,7.33014
1994-07-11,7.35109
1994-07-12,7.35109
1994-07-13,7.33014
1994-07-14,7.37521
1994-07-15,7.41801
1994-07-18,7.41801
1994-07-19,7.43826
1994-07-20,7.39279
1994-07-21,7.43826
1994-07-22,7.46229
1994-07-25,7.56772
1994-07-26,7.52672
1994-07-27,7.59175
1994-07-28,7.72618
1994-07-29,7.76818
1994-08-01,7.76818
1994-08-02,7.72618
1994-08-03,7.67932
1994-08-04,7.67932
1994-08-05,7.67932
1994-08-08,7.67932
1994-08-09,7.67932
1994-08-10,7.70017
1994-08-11,7.63901
1994-08-12,7.78714
1994-08-15,7.74484
1994-08-16,7.9868
1994-08-17,8.07605
1994-08-18,8.33885
1994-08-19,8.18238
1994-08-22,8.1384
1994-08-23,8.1384
1994-08-24,8.09243
1994-08-25,8.09243
1994-08-26,8.16441
1994-08-29,8.09243
1994-08-30,8.07605
1994-08-31,8.05252
1994-09-01,8.05252
1994-09-02,8.09243
1994-09-06,8.03058
1994-09-07,8.09243
1994-09-08,8.07605
1994-09-09,7.94341
1994-09-12,7.94341
1994-09-13,8.05252
1994-09-14,8.25138
1994-09-15,8.48827
1994-09-16,8.35911
1994-09-19,8.57505
1994-09-20,8.48827
1994-09-21,8.5125
1994-09-22,8.53573
1994-09-23,8.53573
1994-09-26,8.70967
1994-09-27,8.64385
1994-09-28,8.60116
1994-09-29,8.55459
1994-09-30,8.5125
1994-10-03,8.61853
1994-10-04,8.46703
1994-10-05,8.5125
1994-10-06,8.53573
1994-10-07,8.5125
1994-10-10,8.57505
1994-10-11,8.81918
1994-10-12,8.72983
1994-10-13,8.88431
1994-10-14,8.86118
1994-10-17,8.81918
1994-10-18,8.88431
1994-10-19,8.86118
1994-10-20,8.75088
1994-10-21,8.79317
1994-10-24,8.64385
1994-10-25,8.79317
1994-10-26,8.75088
1994-10-27,8.86118
1994-10-28,8.84043
1994-10-31,8.81918
1994-11-01,8.86118
1994-11-02,8.79317
1994-11-03,8.72983
1994-11-04,8.75088
1994-11-07,8.79317
1994-11-08,8.86118
1994-11-09,8.86118
1994-11-10,8.84043
1994-11-11,8.84043
1994-11-14,8.99243
1994-11-15,9.01487
1994-11-16,9.14483
1994-11-17,9.10174
1994-11-18,9.1901
1994-11-21,9.3009
1994-11-22,9.14483
1994-11-23,9.05756
1994-11-25,9.07881
1994-11-28,9.12755
1994-11-29,9.10174
1994-11-30,8.95014
1994-12-01,8.84043
1994-12-02,9.01487
1994-12-05,9.01487
1994-12-06,8.95014
1994-12-07,8.90566
1994-12-08,8.86118
1994-12-09,8.75088
1994-12-12,8.72983
1994-12-13,8.7758
1994-12-14,8.90566
